Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
21,Fri,2022-02-04,20:30 (22:30),Hertha BSC,0.5,1–1,1.1,Bochum,3000,Olympiastadion Berlin,Marco Fritz,Match Report,
21,Sat,2022-02-05,15:30 (17:30),Stuttgart,1.8,2–3,1.1,Eint Frankfurt,10000,Mercedes-Benz Arena,Sascha Stegemann,Match Report,
21,Sat,2022-02-05,15:30 (17:30),Mainz 05,2.0,2–0,1.6,Hoffenheim,6800,Opel Arena,Christian Dingert,Match Report,
21,Sat,2022-02-05,15:30 (17:30),Arminia,0.6,1–1,1.7,M'Gladbach,10000,SchücoArena,Benjamin Cortus,Match Report,
21,Sat,2022-02-05,15:30 (17:30),Augsburg,2.1,2–0,1.6,Union Berlin,7600,WWK Arena,Harm Osmers,Match Report,
21,Sat,2022-02-05,15:30 (17:30),Köln,1.3,1–0,1.3,Freiburg,10000,RheinEnergieSTADION,Felix Brych,Match Report,
21,Sat,2022-02-05,18:30 (20:30),Bayern Munich,2.8,3–2,2.0,RB Leipzig,10000,Allianz Arena,Sven Jablonski,Match Report,
21,Sun,2022-02-06,15:30 (17:30),Dortmund,1.3,2–5,1.9,Leverkusen,10000,Signal Iduna Park,Daniel Siebert,Match Report,
21,Sun,2022-02-06,17:30 (19:30),Wolfsburg,2.0,4–1,1.1,Greuther Fürth,500,Volkswagen Arena,Martin Petersen,Match Report,
22,Fri,2022-02-11,20:30 (22:30),RB Leipzig,1.0,3–1,0.9,Köln,15000,Red Bull Arena,Florian Badstübner,Match Report,
22,Sat,2022-02-12,15:30 (17:30),Bochum,1.3,4–2,2.3,Bayern Munich,,Vonovia Ruhrstadion,Robert Schröder,Match Report,
22,Sat,2022-02-12,15:30 (17:30),Greuther Fürth,2.6,2–1,2.3,Hertha BSC,,Sportpark Ronhof Thomas Sommer,Daniel Schlager,Match Report,
22,Sat,2022-02-12,15:30 (17:30),M'Gladbach,2.1,3–2,1.2,Augsburg,,Stadion im Borussia-Park,Tobias Welz,Match Report,
22,Sat,2022-02-12,15:30 (17:30),Eint Frankfurt,1.1,0–2,1.5,Wolfsburg,,Commerzbank-Arena,Frank Willenborg,Match Report,
22,Sat,2022-02-12,15:30 (17:30),Freiburg,1.7,1–1,2.1,Mainz 05,,Europa-Park Stadion,Deniz Aytekin,Match Report,
22,Sat,2022-02-12,18:30 (20:30),Leverkusen,2.5,4–2,1.2,Stuttgart,10000,BayArena,Felix Brych,Match Report,
22,Sun,2022-02-13,15:30 (17:30),Union Berlin,1.3,0–3,1.9,Dortmund,10000,Stadion An der Alten Försterei,Matthias Jöllenbeck,Match Report,
22,Sun,2022-02-13,17:30 (19:30),Hoffenheim,2.3,2–0,0.7,Arminia,10000,PreZero Arena,Robert Hartmann,Match Report,
23,Fri,2022-02-18,20:30 (22:30),Mainz 05,,,,Leverkusen,,Opel Arena,,Head-to-Head,
23,Sat,2022-02-19,15:30 (17:30),Stuttgart,,,,Bochum,,Mercedes-Benz Arena,,Head-to-Head,
23,Sat,2022-02-19,15:30 (17:30),Augsburg,,,,Freiburg,,WWK Arena,,Head-to-Head,
23,Sat,2022-02-19,15:30 (17:30),Wolfsburg,,,,Hoffenheim,,Volkswagen Arena,,Head-to-Head,
23,Sat,2022-02-19,15:30 (17:30),Arminia,,,,Union Berlin,,SchücoArena,,Head-to-Head,
23,Sat,2022-02-19,18:30 (20:30),Köln,,,,Eint Frankfurt,,RheinEnergieSTADION,,Head-to-Head,
23,Sun,2022-02-20,15:30 (17:30),Bayern Munich,,,,Greuther Fürth,,Allianz Arena,,Head-to-Head,
23,Sun,2022-02-20,17:30 (19:30),Dortmund,,,,M'Gladbach,,Signal Iduna Park,,Head-to-Head,
23,Sun,2022-02-20,19:30 (21:30),Hertha BSC,,,,RB Leipzig,,Olympiastadion Berlin,,Head-to-Head,
24,Fri,2022-02-25,20:30 (22:30),Hoffenheim,,,,Stuttgart,,PreZero Arena,,Head-to-Head,
24,Sat,2022-02-26,15:30 (17:30),Freiburg,,,,Hertha BSC,,Europa-Park Stadion,,Head-to-Head,
24,Sat,2022-02-26,15:30 (17:30),Leverkusen,,,,Arminia,,BayArena,,Head-to-Head,
24,Sat,2022-02-26,15:30 (17:30),Greuther Fürth,,,,Köln,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,
24,Sat,2022-02-26,15:30 (17:30),M'Gladbach,,,,Wolfsburg,,Stadion im Borussia-Park,,Head-to-Head,
24,Sat,2022-02-26,15:30 (17:30),Union Berlin,,,,Mainz 05,,Stadion An der Alten Försterei,,Head-to-Head,
24,Sat,2022-02-26,18:30 (20:30),Eint Frankfurt,,,,Bayern Munich,,Commerzbank-Arena,,Head-to-Head,
24,Sun,2022-02-27,15:30 (17:30),Bochum,,,,RB Leipzig,,Vonovia Ruhrstadion,,Head-to-Head,
24,Sun,2022-02-27,17:30 (19:30),Augsburg,,,,Dortmund,,WWK Arena,,Head-to-Head,
25,Fri,2022-03-04,20:30 (22:30),Arminia,,,,Augsburg,,SchücoArena,,Head-to-Head,
25,Sat,2022-03-05,15:30 (17:30),Bayern Munich,,,,Leverkusen,,Allianz Arena,,Head-to-Head,
25,Sat,2022-03-05,15:30 (17:30),Bochum,,,,Greuther Fürth,,Vonovia Ruhrstadion,,Head-to-Head,
25,Sat,2022-03-05,15:30 (17:30),Hertha BSC,,,,Eint Frankfurt,,Olympiastadion Berlin,,Head-to-Head,
25,Sat,2022-03-05,15:30 (17:30),RB Leipzig,,,,Freiburg,,Red Bull Arena,,Head-to-Head,
25,Sat,2022-03-05,15:30 (17:30),Wolfsburg,,,,Union Berlin,,Volkswagen Arena,,Head-to-Head,
25,Sat,2022-03-05,18:30 (20:30),Stuttgart,,,,M'Gladbach,,Mercedes-Benz Arena,,Head-to-Head,
25,Sun,2022-03-06,15:30 (17:30),Mainz 05,,,,Dortmund,,Opel Arena,,Head-to-Head,
25,Sun,2022-03-06,17:30 (19:30),Köln,,,,Hoffenheim,,RheinEnergieSTADION,,Head-to-Head,
26,Sat,2022-03-12,15:30 (17:30),Freiburg,,,,Wolfsburg,,Europa-Park Stadion,,Head-to-Head,
26,Sat,2022-03-12,15:30 (17:30),Union Berlin,,,,Stuttgart,,Stadion An der Alten Försterei,,Head-to-Head,
26,Sat,2022-03-12,15:30 (17:30),Hoffenheim,,,,Bayern Munich,,PreZero Arena,,Head-to-Head,
26,Sat,2022-03-12,15:30 (17:30),Augsburg,,,,Mainz 05,,WWK Arena,,Head-to-Head,
26,Sat,2022-03-12,18:30 (20:30),M'Gladbach,,,,Hertha BSC,,Stadion im Borussia-Park,,Head-to-Head,
26,Sun,2022-03-13,15:30 (17:30),Leverkusen,,,,Köln,,BayArena,,Head-to-Head,
26,Sun,2022-03-13,17:30 (19:30),Dortmund,,,,Arminia,,Signal Iduna Park,,Head-to-Head,
26,Sun,2022-03-13,17:30 (19:30),Eint Frankfurt,,,,Bochum,,Commerzbank-Arena,,Head-to-Head,
26,Sun,2022-03-13,19:30 (21:30),Greuther Fürth,,,,RB Leipzig,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,
27,Fri,2022-03-18,20:30 (22:30),Bochum,,,,M'Gladbach,,Vonovia Ruhrstadion,,Head-to-Head,
27,Sat,2022-03-19,15:30 (17:30),Mainz 05,,,,Arminia,,Opel Arena,,Head-to-Head,
27,Sat,2022-03-19,15:30 (17:30),Stuttgart,,,,Augsburg,,Mercedes-Benz Arena,,Head-to-Head,
27,Sat,2022-03-19,15:30 (17:30),Hertha BSC,,,,Hoffenheim,,Olympiastadion Berlin,,Head-to-Head,
27,Sat,2022-03-19,15:30 (17:30),Greuther Fürth,,,,Freiburg,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,
27,Sat,2022-03-19,18:30 (20:30),Bayern Munich,,,,Union Berlin,,Allianz Arena,,Head-to-Head,
27,Sun,2022-03-20,15:30 (17:30),RB Leipzig,,,,Eint Frankfurt,,Red Bull Arena,,Head-to-Head,
27,Sun,2022-03-20,17:30 (19:30),Wolfsburg,,,,Leverkusen,,Volkswagen Arena,,Head-to-Head,
27,Sun,2022-03-20,19:30 (21:30),Köln,,,,Dortmund,,RheinEnergieSTADION,,Head-to-Head,
28,Sat,2022-04-02,15:00 (16:00),Hoffenheim,,,,Bochum,,PreZero Arena,,Head-to-Head,
28,Sat,2022-04-02,15:00 (16:00),Freiburg,,,,Bayern Munich,,Europa-Park Stadion,,Head-to-Head,
28,Sat,2022-04-02,15:00 (16:00),Leverkusen,,,,Hertha BSC,,BayArena,,Head-to-Head,
28,Sat,2022-04-02,15:00 (16:00),Eint Frankfurt,,,,Greuther Fürth,,Commerzbank-Arena,,Head-to-Head,
28,Sat,2022-04-02,15:00 (16:00),Union Berlin,,,,Köln,,Stadion An der Alten Försterei,,Head-to-Head,
28,Sat,2022-04-02,15:00 (16:00),Dortmund,,,,RB Leipzig,,Signal Iduna Park,,Head-to-Head,
28,Sat,2022-04-02,15:00 (16:00),Augsburg,,,,Wolfsburg,,WWK Arena,,Head-to-Head,
28,Sat,2022-04-02,15:00 (16:00),Arminia,,,,Stuttgart,,SchücoArena,,Head-to-Head,
28,Sat,2022-04-02,15:00 (16:00),M'Gladbach,,,,Mainz 05,,Stadion im Borussia-Park,,Head-to-Head,
29,Sat,2022-04-09,15:00 (16:00),Bayern Munich,,,,Augsburg,,Allianz Arena,,Head-to-Head,
29,Sat,2022-04-09,15:00 (16:00),Wolfsburg,,,,Arminia,,Volkswagen Arena,,Head-to-Head,
29,Sat,2022-04-09,15:00 (16:00),Stuttgart,,,,Dortmund,,Mercedes-Benz Arena,,Head-to-Head,
29,Sat,2022-04-09,15:00 (16:00),Eint Frankfurt,,,,Freiburg,,Commerzbank-Arena,,Head-to-Head,
29,Sat,2022-04-09,15:00 (16:00),RB Leipzig,,,,Hoffenheim,,Red Bull Arena,,Head-to-Head,
29,Sat,2022-04-09,15:00 (16:00),Greuther Fürth,,,,M'Gladbach,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,
29,Sat,2022-04-09,15:00 (16:00),Bochum,,,,Leverkusen,,Vonovia Ruhrstadion,,Head-to-Head,
29,Sat,2022-04-09,15:00 (16:00),Köln,,,,Mainz 05,,RheinEnergieSTADION,,Head-to-Head,
29,Sat,2022-04-09,15:00 (16:00),Hertha BSC,,,,Union Berlin,,Olympiastadion Berlin,,Head-to-Head,
30,Sat,2022-04-16,15:00 (16:00),Union Berlin,,,,Eint Frankfurt,,Stadion An der Alten Försterei,,Head-to-Head,
30,Sat,2022-04-16,15:00 (16:00),Mainz 05,,,,Stuttgart,,Opel Arena,,Head-to-Head,
30,Sat,2022-04-16,15:00 (16:00),Dortmund,,,,Wolfsburg,,Signal Iduna Park,,Head-to-Head,
30,Sat,2022-04-16,15:00 (16:00),Leverkusen,,,,RB Leipzig,,BayArena,,Head-to-Head,
30,Sat,2022-04-16,15:00 (16:00),M'Gladbach,,,,Köln,,Stadion im Borussia-Park,,Head-to-Head,
30,Sat,2022-04-16,15:00 (16:00),Augsburg,,,,Hertha BSC,,WWK Arena,,Head-to-Head,
30,Sat,2022-04-16,15:00 (16:00),Arminia,,,,Bayern Munich,,SchücoArena,,Head-to-Head,
30,Sat,2022-04-16,15:00 (16:00),Freiburg,,,,Bochum,,Europa-Park Stadion,,Head-to-Head,
30,Sat,2022-04-16,15:00 (16:00),Hoffenheim,,,,Greuther Fürth,,PreZero Arena,,Head-to-Head,
31,Sat,2022-04-23,15:00 (16:00),Hertha BSC,,,,Stuttgart,,Olympiastadion Berlin,,Head-to-Head,
31,Sat,2022-04-23,15:00 (16:00),Köln,,,,Arminia,,RheinEnergieSTADION,,Head-to-Head,
31,Sat,2022-04-23,15:00 (16:00),Greuther Fürth,,,,Leverkusen,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,
31,Sat,2022-04-23,15:00 (16:00),RB Leipzig,,,,Union Berlin,,Red Bull Arena,,Head-to-Head,
31,Sat,2022-04-23,15:00 (16:00),Bayern Munich,,,,Dortmund,,Allianz Arena,,Head-to-Head,
31,Sat,2022-04-23,15:00 (16:00),Freiburg,,,,M'Gladbach,,Europa-Park Stadion,,Head-to-Head,
31,Sat,2022-04-23,15:00 (16:00),Wolfsburg,,,,Mainz 05,,Volkswagen Arena,,Head-to-Head,
31,Sat,2022-04-23,15:00 (16:00),Bochum,,,,Augsburg,,Vonovia Ruhrstadion,,Head-to-Head,
31,Sat,2022-04-23,15:00 (16:00),Eint Frankfurt,,,,Hoffenheim,,Commerzbank-Arena,,Head-to-Head,
32,Sat,2022-04-30,15:00 (16:00),Augsburg,,,,Köln,,WWK Arena,,Head-to-Head,
32,Sat,2022-04-30,15:00 (16:00),Hoffenheim,,,,Freiburg,,PreZero Arena,,Head-to-Head,
32,Sat,2022-04-30,15:00 (16:00),Arminia,,,,Hertha BSC,,SchücoArena,,Head-to-Head,
32,Sat,2022-04-30,15:00 (16:00),Union Berlin,,,,Greuther Fürth,,Stadion An der Alten Försterei,,Head-to-Head,
32,Sat,2022-04-30,15:00 (16:00),Dortmund,,,,Bochum,,Signal Iduna Park,,Head-to-Head,
32,Sat,2022-04-30,15:00 (16:00),Leverkusen,,,,Eint Frankfurt,,BayArena,,Head-to-Head,
32,Sat,2022-04-30,15:00 (16:00),Mainz 05,,,,Bayern Munich,,Opel Arena,,Head-to-Head,
32,Sat,2022-04-30,15:00 (16:00),M'Gladbach,,,,RB Leipzig,,Stadion im Borussia-Park,,Head-to-Head,
32,Sat,2022-04-30,15:00 (16:00),Stuttgart,,,,Wolfsburg,,Mercedes-Benz Arena,,Head-to-Head,
33,Sat,2022-05-07,15:00 (16:00),Bayern Munich,,,,Stuttgart,,Allianz Arena,,Head-to-Head,
33,Sat,2022-05-07,15:00 (16:00),Bochum,,,,Arminia,,Vonovia Ruhrstadion,,Head-to-Head,
33,Sat,2022-05-07,15:00 (16:00),Greuther Fürth,,,,Dortmund,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,
33,Sat,2022-05-07,15:00 (16:00),Freiburg,,,,Union Berlin,,Europa-Park Stadion,,Head-to-Head,
33,Sat,2022-05-07,15:00 (16:00),Eint Frankfurt,,,,M'Gladbach,,Commerzbank-Arena,,Head-to-Head,
33,Sat,2022-05-07,15:00 (16:00),Hertha BSC,,,,Mainz 05,,Olympiastadion Berlin,,Head-to-Head,
33,Sat,2022-05-07,15:00 (16:00),Köln,,,,Wolfsburg,,RheinEnergieSTADION,,Head-to-Head,
33,Sat,2022-05-07,15:00 (16:00),RB Leipzig,,,,Augsburg,,Red Bull Arena,,Head-to-Head,
33,Sat,2022-05-07,15:00 (16:00),Hoffenheim,,,,Leverkusen,,PreZero Arena,,Head-to-Head,
34,Sat,2022-05-14,15:30 (16:30),Union Berlin,,,,Bochum,,Stadion An der Alten Försterei,,Head-to-Head,
34,Sat,2022-05-14,15:30 (16:30),Augsburg,,,,Greuther Fürth,,WWK Arena,,Head-to-Head,
34,Sat,2022-05-14,15:30 (16:30),M'Gladbach,,,,Hoffenheim,,Stadion im Borussia-Park,,Head-to-Head,
34,Sat,2022-05-14,15:30 (16:30),Arminia,,,,RB Leipzig,,SchücoArena,,Head-to-Head,
34,Sat,2022-05-14,15:30 (16:30),Mainz 05,,,,Eint Frankfurt,,Opel Arena,,Head-to-Head,
34,Sat,2022-05-14,15:30 (16:30),Leverkusen,,,,Freiburg,,BayArena,,Head-to-Head,
34,Sat,2022-05-14,15:30 (16:30),Wolfsburg,,,,Bayern Munich,,Volkswagen Arena,,Head-to-Head,
34,Sat,2022-05-14,15:30 (16:30),Dortmund,,,,Hertha BSC,,Signal Iduna Park,,Head-to-Head,
34,Sat,2022-05-14,15:30 (16:30),Stuttgart,,,,Köln,,Mercedes-Benz Arena,,Head-to-Head,
