Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
16,Wed,2021-12-15,20:30 (22:30),Leverkusen,2.0,2–2,1.9,Hoffenheim,13272,BayArena,Tobias Stieler,Match Report,
17,Fri,2021-12-17,20:30 (22:30),Bayern Munich,3.2,4–0,1.2,Wolfsburg,,Allianz Arena,Tobias Welz,Match Report,
17,Sat,2021-12-18,15:30 (17:30),Bochum,0.9,0–1,1.0,Union Berlin,13500,Vonovia Ruhrstadion,Tobias Reichel,Match Report,
17,Sat,2021-12-18,15:30 (17:30),Eint Frankfurt,2.0,1–0,0.8,Mainz 05,15000,Commerzbank-Arena,Felix Brych,Match Report,
17,Sat,2021-12-18,15:30 (17:30),RB Leipzig,2.0,0–2,0.6,Arminia,,Red Bull Arena,Frank Willenborg,Match Report,
17,Sat,2021-12-18,15:30 (17:30),Hoffenheim,2.3,1–1,1.6,M'Gladbach,750,PreZero Arena,Sven Jablonski,Match Report,
17,Sat,2021-12-18,15:30 (17:30),Greuther Fürth,0.1,0–0,1.2,Augsburg,,Sportpark Ronhof Thomas Sommer,Sascha Stegemann,Match Report,
17,Sat,2021-12-18,18:30 (20:30),Hertha BSC,1.6,3–2,1.2,Dortmund,5000,Olympiastadion Berlin,Marco Fritz,Match Report,
17,Sun,2021-12-19,15:30 (17:30),Freiburg,2.0,2–1,1.0,Leverkusen,750,Europa-Park Stadion,Benjamin Cortus,Match Report,
17,Sun,2021-12-19,17:30 (19:30),Köln,1.1,1–0,0.4,Stuttgart,15000,RheinEnergieSTADION,Bastian Dankert,Match Report,
18,Fri,2022-01-07,20:30 (22:30),Bayern Munich,1.7,1–2,1.1,M'Gladbach,,Allianz Arena,Daniel Siebert,Match Report,
18,Sat,2022-01-08,15:30 (17:30),Greuther Fürth,0.8,0–0,1.4,Stuttgart,,Sportpark Ronhof Thomas Sommer,Felix Brych,Match Report,
18,Sat,2022-01-08,15:30 (17:30),Hoffenheim,1.8,3–1,0.7,Augsburg,500,PreZero Arena,Benjamin Cortus,Match Report,
18,Sat,2022-01-08,15:30 (17:30),RB Leipzig,3.3,4–1,0.4,Mainz 05,,Red Bull Arena,Deniz Aytekin,Match Report,
18,Sat,2022-01-08,15:30 (17:30),Freiburg,2.0,2–2,0.9,Arminia,,Europa-Park Stadion,Harm Osmers,Match Report,
18,Sat,2022-01-08,15:30 (17:30),Leverkusen,1.8,2–2,2.4,Union Berlin,,BayArena,Matthias Jöllenbeck,Match Report,
18,Sat,2022-01-08,18:30 (20:30),Eint Frankfurt,1.2,2–3,2.4,Dortmund,250,Commerzbank-Arena,Robert Schröder,Match Report,
18,Sun,2022-01-09,15:30 (17:30),Hertha BSC,1.0,1–3,1.7,Köln,3000,Olympiastadion Berlin,Tobias Stieler,Match Report,
18,Sun,2022-01-09,17:30 (19:30),Bochum,0.8,1–0,0.4,Wolfsburg,,Vonovia Ruhrstadion,Daniel Schlager,Match Report,
19,Fri,2022-01-14,20:30 (22:30),Dortmund,2.0,5–1,0.8,Freiburg,750,Signal Iduna Park,Florian Badstübner,Match Report,
19,Sat,2022-01-15,15:30 (17:30),Union Berlin,1.7,2–1,1.2,Hoffenheim,3000,Stadion An der Alten Försterei,Martin Petersen,Match Report,
19,Sat,2022-01-15,15:30 (17:30),Köln,1.2,0–4,3.3,Bayern Munich,1000,RheinEnergieSTADION,Tobias Welz,Match Report,
19,Sat,2022-01-15,15:30 (17:30),Wolfsburg,1.1,0–0,0.3,Hertha BSC,500,Volkswagen Arena,Robert Hartmann,Match Report,
19,Sat,2022-01-15,15:30 (17:30),Mainz 05,1.8,1–0,1.5,Bochum,1000,Opel Arena,Frank Willenborg,Match Report,
19,Sat,2022-01-15,15:30 (17:30),Stuttgart,1.0,0–2,1.4,RB Leipzig,500,Mercedes-Benz Arena,Daniel Schlager,Match Report,
19,Sat,2022-01-15,18:30 (20:30),M'Gladbach,1.6,1–2,4.4,Leverkusen,750,Stadion im Borussia-Park,Sascha Stegemann,Match Report,
19,Sun,2022-01-16,15:30 (17:30),Augsburg,1.4,1–1,2.1,Eint Frankfurt,,WWK Arena,Sven Jablonski,Match Report,
19,Sun,2022-01-16,17:30 (19:30),Arminia,0.7,2–2,0.6,Greuther Fürth,750,SchücoArena,Christian Dingert,Match Report,
20,Fri,2022-01-21,20:30 (22:30),Eint Frankfurt,2.0,0–2,1.6,Arminia,1000,Commerzbank-Arena,Tobias Reichel,Match Report,
20,Sat,2022-01-22,15:30 (17:30),Hoffenheim,1.5,2–3,1.5,Dortmund,500,PreZero Arena,Deniz Aytekin,Match Report,
20,Sat,2022-01-22,15:30 (17:30),M'Gladbach,1.1,1–2,1.2,Union Berlin,750,Stadion im Borussia-Park,Felix Brych,Match Report,
20,Sat,2022-01-22,15:30 (17:30),Leverkusen,3.2,5–1,1.4,Augsburg,750,BayArena,Daniel Schlager,Match Report,
20,Sat,2022-01-22,15:30 (17:30),Freiburg,1.8,2–0,0.5,Stuttgart,500,Europa-Park Stadion,Tobias Stieler,Match Report,
20,Sat,2022-01-22,15:30 (17:30),Greuther Fürth,1.1,2–1,1.9,Mainz 05,,Sportpark Ronhof Thomas Sommer,Robert Schröder,Match Report,
20,Sat,2022-01-22,18:30 (20:30),Bochum,1.7,2–2,1.0,Köln,750,Vonovia Ruhrstadion,Matthias Jöllenbeck,Match Report,
20,Sun,2022-01-23,15:30 (17:30),RB Leipzig,1.3,2–0,0.9,Wolfsburg,1000,Red Bull Arena,Daniel Siebert,Match Report,
20,Sun,2022-01-23,17:30 (19:30),Hertha BSC,0.9,1–4,3.8,Bayern Munich,3000,Olympiastadion Berlin,Bastian Dankert,Match Report,
