,Game,Attendance,Total_goals,goals_diff,Game_Class,League
1917,Damac vs Al-Fateh,50.0,5,1,Competitive_Open_Game,SPL
1918,Damac vs Al-Fayha,1101.0,2,1,Closed_Game,SPL
1919,Damac vs Al-Hazem,1667.5,2,2,Competitive_Game,SPL
1920,Damac vs Al-Hilal,15.0,1,0,Closed_Game,SPL
1921,Damac vs Al-Ittihad,7402.5,2,0,Closed_Game,SPL
1922,Damac vs Al-Nassr,5997.666666666667,3,1,Competitive_Game,SPL
1923,Damac vs Al-Qadsiah,27.0,4,0,Competitive_Open_Game,SPL
1924,Damac vs Al-Raed,45.0,3,1,Competitive_Game,SPL
1925,Damac vs Al-Shabab,2610.0,2,0,Closed_Game,SPL
1926,Damac vs Al-Ta'ee,453.0,1,1,Closed_Game,SPL
1927,Damac vs Al-Taawoun,2241.0,2,1,Closed_Game,SPL
1928,Damac vs Al-Wehda,4826.5,0,0,Closed_Game,SPL
1929,Darmstadt 98 vs Augsburg,16100.0,3,0,Competitive_Game,BL
1930,Darmstadt 98 vs Bayern Munich,17200.0,2,2,Competitive_Game,BL
1931,Darmstadt 98 vs Dortmund,17200.0,2,1,Closed_Game,BL
1932,Darmstadt 98 vs Eint Frankfurt,15900.0,2,1,Closed_Game,BL
1933,Darmstadt 98 vs Freiburg,17400.0,3,3,One_Side_Game,BL
1934,Darmstadt 98 vs Hamburger SV,17200.0,2,1,Closed_Game,BL
1935,Darmstadt 98 vs Hannover 96,17000.0,4,0,Competitive_Open_Game,BL
1936,Darmstadt 98 vs Hertha BSC,17200.0,3,3,One_Side_Game,BL
1937,Darmstadt 98 vs Hoffenheim,16400.0,1,0,Closed_Game,BL
1938,Darmstadt 98 vs Ingolstadt 04,15300.0,1,1,Closed_Game,BL
1939,Darmstadt 98 vs Köln,17200.0,3,2,Competitive_Game,BL
1940,Darmstadt 98 vs Leverkusen,16500.0,2,1,Closed_Game,BL
1941,Darmstadt 98 vs M'Gladbach,17200.0,1,1,Closed_Game,BL
1942,Darmstadt 98 vs Mainz 05,17200.0,4,1,Competitive_Open_Game,BL
1943,Darmstadt 98 vs RB Leipzig,16400.0,2,2,Competitive_Game,BL
1944,Darmstadt 98 vs Schalke 04,17200.0,2,1,Closed_Game,BL
1945,Darmstadt 98 vs Stuttgart,17000.0,4,0,Competitive_Open_Game,BL
1946,Darmstadt 98 vs Werder Bremen,17000.0,3,0,Competitive_Game,BL
1947,Darmstadt 98 vs Wolfsburg,15550.0,2,1,Closed_Game,BL
1948,De Graafschap vs ADO Den Haag,11130.5,3,1,Competitive_Game,D
1949,De Graafschap vs AZ Alkmaar,10533.5,2,1,Closed_Game,D
1950,De Graafschap vs Ajax,12600.0,4,2,Competitive_Open_Game,D
1951,De Graafschap vs Almere City,12600.0,3,1,Competitive_Game,D
1952,De Graafschap vs Cambuur,11605.5,3,1,Competitive_Game,D
1953,De Graafschap vs Emmen,12511.0,1,1,Closed_Game,D
1954,De Graafschap vs Excelsior,11180.5,3,1,Competitive_Game,D
1955,De Graafschap vs Feyenoord,12372.5,2,2,Competitive_Game,D
1956,De Graafschap vs Fortuna Sittard,12304.0,6,4,One_Side_Game,D
1957,De Graafschap vs Go Ahead Eag,12381.0,2,0,Closed_Game,D
1958,De Graafschap vs Groningen,11113.0,3,1,Competitive_Game,D
1959,De Graafschap vs Heerenveen,12208.0,2,2,Competitive_Game,D
1960,De Graafschap vs Heracles Almelo,11432.0,3,1,Competitive_Game,D
1961,De Graafschap vs MVV Maastricht,,3,1,Competitive_Game,D
1962,De Graafschap vs NAC Breda,12502.0,3,2,Competitive_Game,D
1963,De Graafschap vs NEC Nijmegen,10123.0,1,0,Closed_Game,D
1964,De Graafschap vs PSV Eindhoven,11738.0,6,2,Competitive_Open_Game,D
1965,De Graafschap vs RKC Waalwijk,,4,2,Competitive_Open_Game,D
1966,De Graafschap vs Roda JC,12032.0,3,1,Competitive_Game,D
1967,De Graafschap vs Sparta R'dam,12600.0,2,2,Competitive_Game,D
1968,De Graafschap vs Telstar,11083.0,6,2,Competitive_Open_Game,D
1969,De Graafschap vs Twente,12600.0,2,0,Closed_Game,D
1970,De Graafschap vs Utrecht,11319.5,1,1,Closed_Game,D
1971,De Graafschap vs VVV-Venlo,11702.0,4,2,Competitive_Open_Game,D
1972,De Graafschap vs Vitesse,12409.0,3,0,Competitive_Game,D
1973,De Graafschap vs Willem II,10594.0,3,0,Competitive_Game,D
1974,De Graafschap vs Zwolle,10054.0,2,2,Competitive_Game,D
1975,Den Bosch vs Go Ahead Eag,6900.0,1,1,Closed_Game,D
1976,Dijon vs Ajaccio,,2,0,Closed_Game,FL
1977,Dijon vs Amiens,12432.0,1,0,Closed_Game,FL
1978,Dijon vs Angers,11845.25,3,1,Competitive_Game,FL
1979,Dijon vs Auxerre,,2,2,Competitive_Game,FL
1980,Dijon vs Bastia,11712.0,3,1,Competitive_Game,FL
1981,Dijon vs Bordeaux,12115.8,1,1,Closed_Game,FL
1982,Dijon vs Brest,11212.0,2,2,Competitive_Game,FL
1983,Dijon vs Caen,10783.5,2,2,Competitive_Game,FL
1984,Dijon vs Evian,,4,2,Competitive_Open_Game,FL
1985,Dijon vs Guingamp,10194.0,4,0,Competitive_Open_Game,FL
1986,Dijon vs Lens,15367.0,2,1,Closed_Game,FL
1987,Dijon vs Lille,10281.8,1,1,Closed_Game,FL
1988,Dijon vs Lorient,8558.0,1,1,Closed_Game,FL
1989,Dijon vs Lyon,12622.75,4,2,Competitive_Open_Game,FL
1990,Dijon vs Marseille,13279.4,2,0,Closed_Game,FL
1991,Dijon vs Metz,9912.25,2,0,Closed_Game,FL
1992,Dijon vs Monaco,12107.6,2,1,Closed_Game,FL
1993,Dijon vs Montpellier,10318.8,3,0,Competitive_Game,FL
1994,Dijon vs Nancy,13212.0,2,2,Competitive_Game,FL
1995,Dijon vs Nantes,11126.6,2,1,Closed_Game,FL
1996,Dijon vs Nice,11166.0,2,1,Closed_Game,FL
1997,Dijon vs Nîmes,11763.0,2,2,Competitive_Game,FL
1998,Dijon vs Paris S-G,14393.6,3,2,Competitive_Game,FL
1999,Dijon vs Reims,12317.0,1,0,Closed_Game,FL
2000,Dijon vs Rennes,10244.4,3,1,Competitive_Game,FL
2001,Dijon vs Saint-Étienne,13517.0,1,0,Closed_Game,FL
2002,Dijon vs Sochaux,,0,0,Closed_Game,FL
2003,Dijon vs Strasbourg,12268.666666666666,2,0,Closed_Game,FL
2004,Dijon vs Toulouse,10798.6,2,1,Closed_Game,FL
2005,Dijon vs Troyes,10227.0,4,2,Competitive_Open_Game,FL
2006,Dijon vs Valenciennes,,3,1,Competitive_Game,FL
2007,Dordrecht vs ADO Den Haag,3974.0,0,0,Closed_Game,D
2008,Dordrecht vs AZ Alkmaar,4235.0,4,2,Competitive_Open_Game,D
2009,Dordrecht vs Ajax,4103.0,3,1,Competitive_Game,D
2010,Dordrecht vs Cambuur,3018.5,2,1,Closed_Game,D
2011,Dordrecht vs Excelsior,3731.0,1,1,Closed_Game,D
2012,Dordrecht vs Feyenoord,4088.0,3,1,Competitive_Game,D
2013,Dordrecht vs Go Ahead Eag,3891.0,3,1,Competitive_Game,D
2014,Dordrecht vs Groningen,3752.0,2,0,Closed_Game,D
2015,Dordrecht vs Heerenveen,3921.0,0,0,Closed_Game,D
2016,Dordrecht vs Heracles Almelo,3927.0,5,1,Competitive_Open_Game,D
2017,Dordrecht vs NAC Breda,3982.0,1,1,Closed_Game,D
2018,Dordrecht vs PSV Eindhoven,3902.0,4,2,Competitive_Open_Game,D
2019,Dordrecht vs Sparta R'dam,4235.0,3,1,Competitive_Game,D
2020,Dordrecht vs Twente,3678.0,4,4,One_Side_Game,D
2021,Dordrecht vs Utrecht,3664.0,4,2,Competitive_Open_Game,D
2022,Dordrecht vs Vitesse,3862.0,8,4,One_Side_Game,D
2023,Dordrecht vs Willem II,3884.0,4,4,One_Side_Game,D
2024,Dordrecht vs Zwolle,3642.0,3,1,Competitive_Game,D
2025,Dortmund vs Arminia,,3,3,One_Side_Game,BL
2026,Dortmund vs Augsburg,71630.85714285714,4,1,Competitive_Open_Game,BL
2027,Dortmund vs Bayern Munich,70185.16666666667,2,1,Closed_Game,BL
2028,Dortmund vs Braunschweig,,3,1,Competitive_Game,BL
2029,Dortmund vs Darmstadt 98,81359.5,5,3,One_Side_Game,BL
2030,Dortmund vs Düsseldorf,81365.0,4,2,Competitive_Open_Game,BL
2031,Dortmund vs Eint Frankfurt,73158.71428571429,4,2,Competitive_Open_Game,BL
2032,Dortmund vs Freiburg,59620.0,4,2,Competitive_Open_Game,BL
2033,Dortmund vs Greuther Fürth,15000.0,3,2,Competitive_Game,BL
2034,Dortmund vs Hamburger SV,81186.5,3,2,Competitive_Game,BL
2035,Dortmund vs Hannover 96,81073.0,2,1,Closed_Game,BL
2036,Dortmund vs Hertha BSC,80765.4,2,1,Closed_Game,BL
2037,Dortmund vs Hoffenheim,71680.66666666667,3,1,Competitive_Game,BL
2038,Dortmund vs Ingolstadt 04,81359.5,1,1,Closed_Game,BL
2039,Dortmund vs Kaiserslautern,,2,0,Closed_Game,BL
2040,Dortmund vs Köln,78743.33333333333,3,2,Competitive_Game,BL
2041,Dortmund vs Leverkusen,70697.14285714286,3,2,Competitive_Game,BL
2042,Dortmund vs M'Gladbach,70968.0,3,2,Competitive_Game,BL
2043,Dortmund vs Mainz 05,78182.83333333333,3,1,Competitive_Game,BL
2044,Dortmund vs Nürnberg,75700.0,3,3,One_Side_Game,BL
2045,Dortmund vs Paderborn 07,81016.0,4,1,Competitive_Open_Game,BL
2046,Dortmund vs RB Leipzig,80506.25,4,1,Competitive_Open_Game,BL
2047,Dortmund vs Schalke 04,66718.33333333333,3,1,Competitive_Game,BL
2048,Dortmund vs Stuttgart,76296.8,4,2,Competitive_Open_Game,BL
2049,Dortmund vs Union Berlin,53182.5,4,3,One_Side_Game,BL
2050,Dortmund vs Werder Bremen,81212.66666666667,3,1,Competitive_Game,BL
2051,Dortmund vs Wolfsburg,76816.16666666667,3,2,Competitive_Game,BL
2052,Düsseldorf vs Augsburg,40996.0,3,0,Competitive_Game,BL
2053,Düsseldorf vs Bayern Munich,53800.0,4,4,One_Side_Game,BL
2054,Düsseldorf vs Dortmund,52000.0,2,1,Closed_Game,BL
2055,Düsseldorf vs Eint Frankfurt,43218.5,3,2,Competitive_Game,BL
2056,Düsseldorf vs Freiburg,39272.5,1,1,Closed_Game,BL
2057,Düsseldorf vs Greuther Fürth,,1,1,Closed_Game,BL
2058,Düsseldorf vs Hamburger SV,,2,2,Competitive_Game,BL
2059,Düsseldorf vs Hannover 96,50000.0,3,1,Competitive_Game,BL
2060,Düsseldorf vs Hertha BSC,35187.5,5,1,Competitive_Open_Game,BL
2061,Düsseldorf vs Hoffenheim,40111.0,3,0,Competitive_Game,BL
2062,Düsseldorf vs Köln,51155.0,2,2,Competitive_Game,BL
2063,Düsseldorf vs Leverkusen,42292.0,4,2,Competitive_Open_Game,BL
2064,Düsseldorf vs M'Gladbach,51750.0,3,1,Competitive_Game,BL
2065,Düsseldorf vs Mainz 05,38875.5,1,0,Closed_Game,BL
2066,Düsseldorf vs Nürnberg,41816.0,3,1,Competitive_Game,BL
2067,Düsseldorf vs Paderborn 07,,0,0,Closed_Game,BL
2068,Düsseldorf vs RB Leipzig,34890.5,3,3,One_Side_Game,BL
2069,Düsseldorf vs Schalke 04,52000.0,3,1,Competitive_Game,BL
2070,Düsseldorf vs Stuttgart,40211.0,3,2,Competitive_Game,BL
2071,Düsseldorf vs Union Berlin,45490.0,3,1,Competitive_Game,BL
2072,Düsseldorf vs Werder Bremen,49250.0,3,1,Competitive_Game,BL
2073,Düsseldorf vs Wolfsburg,37400.5,3,2,Competitive_Game,BL
2074,Eibar vs Alavés,5848.75,1,1,Closed_Game,SP
2075,Eibar vs Almería,4200.0,7,3,One_Side_Game,SP
2076,Eibar vs Athletic Club,5947.8,2,0,Closed_Game,SP
2077,Eibar vs Atlético Madrid,5423.166666666667,2,1,Closed_Game,SP
2078,Eibar vs Barcelona,6179.833333333333,2,2,Competitive_Game,SP
2079,Eibar vs Betis,5247.2,2,1,Closed_Game,SP
2080,Eibar vs Celta Vigo,5063.833333333333,1,1,Closed_Game,SP
2081,Eibar vs Cádiz,,2,2,Competitive_Game,SP
2082,Eibar vs Córdoba,6065.0,3,3,One_Side_Game,SP
2083,Eibar vs Elche,4109.0,1,1,Closed_Game,SP
2084,Eibar vs Espanyol,4878.333333333333,2,1,Closed_Game,SP
2085,Eibar vs Getafe,4944.0,2,0,Closed_Game,SP
2086,Eibar vs Girona,4643.0,4,3,One_Side_Game,SP
2087,Eibar vs Granada,4817.25,3,2,Competitive_Game,SP
2088,Eibar vs Huesca,4234.0,2,0,Closed_Game,SP
2089,Eibar vs La Coruña,4967.5,1,0,Closed_Game,SP
2090,Eibar vs Las Palmas,5140.0,2,1,Closed_Game,SP
2091,Eibar vs Leganés,4899.333333333333,1,1,Closed_Game,SP
2092,Eibar vs Levante,5082.0,4,1,Competitive_Open_Game,SP
2093,Eibar vs Mallorca,6110.0,3,1,Competitive_Game,SP
2094,Eibar vs Málaga,4682.5,2,1,Closed_Game,SP
2095,Eibar vs Osasuna,5250.0,2,1,Closed_Game,SP
2096,Eibar vs Rayo Vallecano,4438.666666666667,2,1,Closed_Game,SP
2097,Eibar vs Real Madrid,6446.333333333333,3,2,Competitive_Game,SP
2098,Eibar vs Real Sociedad,5629.8,1,1,Closed_Game,SP
2099,Eibar vs Sevilla,5256.333333333333,3,1,Competitive_Game,SP
2100,Eibar vs Sporting Gijón,5524.0,1,1,Closed_Game,SP
2101,Eibar vs Valencia,4633.6,1,0,Closed_Game,SP
2102,Eibar vs Valladolid,4508.0,3,1,Competitive_Game,SP
2103,Eibar vs Villarreal,4644.166666666667,2,0,Closed_Game,SP
2104,Eint Frankfurt vs Arminia,3750.0,2,1,Closed_Game,BL
2105,Eint Frankfurt vs Augsburg,43857.142857142855,2,1,Closed_Game,BL
2106,Eint Frankfurt vs Bayern Munich,51166.666666666664,2,1,Closed_Game,BL
2107,Eint Frankfurt vs Braunschweig,,3,3,One_Side_Game,BL
2108,Eint Frankfurt vs Darmstadt 98,51250.0,1,1,Closed_Game,BL
2109,Eint Frankfurt vs Dortmund,44178.57142857143,3,0,Competitive_Game,BL
2110,Eint Frankfurt vs Düsseldorf,50400.0,5,3,One_Side_Game,BL
2111,Eint Frankfurt vs Freiburg,48050.0,3,1,Competitive_Game,BL
2112,Eint Frankfurt vs Greuther Fürth,,2,0,Closed_Game,BL
2113,Eint Frankfurt vs Hamburger SV,50175.0,2,0,Closed_Game,BL
2114,Eint Frankfurt vs Hannover 96,46925.0,3,1,Competitive_Game,BL
2115,Eint Frankfurt vs Hertha BSC,45100.0,3,0,Competitive_Game,BL
2116,Eint Frankfurt vs Hoffenheim,43828.57142857143,2,1,Closed_Game,BL
2117,Eint Frankfurt vs Ingolstadt 04,43150.0,2,1,Closed_Game,BL
2118,Eint Frankfurt vs Köln,46000.0,4,1,Competitive_Open_Game,BL
2119,Eint Frankfurt vs Leverkusen,43042.857142857145,3,1,Competitive_Game,BL
2120,Eint Frankfurt vs M'Gladbach,50540.0,2,1,Closed_Game,BL
2121,Eint Frankfurt vs Mainz 05,43150.0,2,1,Closed_Game,BL
2122,Eint Frankfurt vs Nürnberg,51500.0,1,0,Closed_Game,BL
2123,Eint Frankfurt vs Paderborn 07,46000.0,4,2,Competitive_Open_Game,BL
2124,Eint Frankfurt vs RB Leipzig,44240.0,2,0,Closed_Game,BL
2125,Eint Frankfurt vs Schalke 04,48440.0,2,1,Closed_Game,BL
2126,Eint Frankfurt vs Stuttgart,43940.0,3,1,Competitive_Game,BL
2127,Eint Frankfurt vs Union Berlin,35500.0,4,1,Competitive_Open_Game,BL
2128,Eint Frankfurt vs Werder Bremen,49466.666666666664,3,1,Competitive_Game,BL
2129,Eint Frankfurt vs Wolfsburg,43850.0,3,1,Competitive_Game,BL
2130,Elche vs Alavés,12923.0,3,2,Competitive_Game,SP
2131,Elche vs Almería,23127.0,1,1,Closed_Game,SP
2132,Elche vs Athletic Club,11785.333333333334,1,0,Closed_Game,SP
2133,Elche vs Atlético Madrid,18290.0,1,1,Closed_Game,SP
2134,Elche vs Barcelona,28235.0,2,2,Competitive_Game,SP
2135,Elche vs Betis,16127.0,1,1,Closed_Game,SP
2136,Elche vs Celta Vigo,16075.5,1,0,Closed_Game,SP
2137,Elche vs Cádiz,11879.0,3,1,Competitive_Game,SP
2138,Elche vs Córdoba,22636.0,4,0,Competitive_Open_Game,SP
2139,Elche vs Eibar,22474.0,1,1,Closed_Game,SP
2140,Elche vs Espanyol,17460.5,3,0,Competitive_Game,SP
2141,Elche vs Getafe,18088.0,2,1,Closed_Game,SP
2142,Elche vs Granada,16092.5,1,0,Closed_Game,SP
2143,Elche vs Huesca,,0,0,Closed_Game,SP
2144,Elche vs La Coruña,19251.0,4,4,One_Side_Game,SP
2145,Elche vs Levante,13116.5,1,0,Closed_Game,SP
2146,Elche vs Málaga,24134.0,2,1,Closed_Game,SP
2147,Elche vs Osasuna,,2,0,Closed_Game,SP
2148,Elche vs Rayo Vallecano,14162.0,2,2,Competitive_Game,SP
2149,Elche vs Real Madrid,27261.0,2,1,Closed_Game,SP
2150,Elche vs Real Sociedad,19159.0,2,1,Closed_Game,SP
2151,Elche vs Sevilla,18222.0,2,0,Closed_Game,SP
2152,Elche vs Valencia,26510.0,3,2,Competitive_Game,SP
2153,Elche vs Valladolid,,1,0,Closed_Game,SP
2154,Elche vs Villarreal,15358.0,2,0,Closed_Game,SP
2155,Emmen vs ADO Den Haag,8151.5,3,1,Competitive_Game,D
2156,Emmen vs AZ Alkmaar,8085.0,3,2,Competitive_Game,D
2157,Emmen vs Ajax,8301.0,6,4,One_Side_Game,D
2158,Emmen vs Almere City,2580.0,5,3,One_Side_Game,D
2159,Emmen vs De Graafschap,8218.0,2,0,Closed_Game,D
2160,Emmen vs Excelsior,8021.0,3,1,Competitive_Game,D
2161,Emmen vs Feyenoord,8305.0,5,1,Competitive_Open_Game,D
2162,Emmen vs Fortuna Sittard,8215.0,4,0,Competitive_Open_Game,D
2163,Emmen vs Groningen,8273.0,2,2,Competitive_Game,D
2164,Emmen vs Heerenveen,8223.0,2,2,Competitive_Game,D
2165,Emmen vs Heracles Almelo,5782.666666666667,2,1,Closed_Game,D
2166,Emmen vs NAC Breda,8300.0,2,2,Competitive_Game,D
2167,Emmen vs NEC Nijmegen,5173.5,4,3,One_Side_Game,D
2168,Emmen vs PSV Eindhoven,8305.0,2,0,Closed_Game,D
2169,Emmen vs RKC Waalwijk,2856.0,2,1,Closed_Game,D
2170,Emmen vs Sparta R'dam,8223.0,1,0,Closed_Game,D
2171,Emmen vs Twente,8039.0,3,2,Competitive_Game,D
2172,Emmen vs Utrecht,8269.0,3,1,Competitive_Game,D
2173,Emmen vs VVV-Venlo,6266.666666666667,4,1,Competitive_Open_Game,D
2174,Emmen vs Vitesse,8024.0,3,2,Competitive_Game,D
2175,Emmen vs Willem II,6267.666666666667,3,1,Competitive_Game,D
2176,Emmen vs Zwolle,8146.5,3,1,Competitive_Game,D
2177,Empoli vs Atalanta,7949.2,2,1,Closed_Game,IT
2178,Empoli vs Bologna,8002.75,3,1,Competitive_Game,IT
2179,Empoli vs Cagliari,7936.0,2,2,Competitive_Game,IT
2180,Empoli vs Carpi,8863.0,3,3,One_Side_Game,IT
2181,Empoli vs Cesena,7586.0,2,2,Competitive_Game,IT
2182,Empoli vs Chievo,7195.5,2,1,Closed_Game,IT
2183,Empoli vs Crotone,7678.0,3,1,Competitive_Game,IT
2184,Empoli vs Fiorentina,9292.2,3,1,Competitive_Game,IT
2185,Empoli vs Frosinone,8948.5,3,1,Competitive_Game,IT
2186,Empoli vs Genoa,8024.6,2,1,Closed_Game,IT
2187,Empoli vs Hellas Verona,7760.5,0,0,Closed_Game,IT
2188,Empoli vs Inter,11493.2,1,1,Closed_Game,IT
2189,Empoli vs Juventus,15176.0,3,2,Competitive_Game,IT
2190,Empoli vs Lazio,8149.0,2,1,Closed_Game,IT
2191,Empoli vs Milan,12236.2,4,1,Competitive_Open_Game,IT
2192,Empoli vs Napoli,10869.0,4,1,Competitive_Open_Game,IT
2193,Empoli vs Palermo,7789.666666666667,1,1,Closed_Game,IT
2194,Empoli vs Parma,8085.5,5,0,Competitive_Open_Game,IT
2195,Empoli vs Pescara,7711.0,2,0,Closed_Game,IT
2196,Empoli vs Roma,11865.2,2,1,Closed_Game,IT
2197,Empoli vs SPAL,10444.0,6,2,Competitive_Open_Game,IT
2198,Empoli vs Sampdoria,8891.0,2,1,Closed_Game,IT
2199,Empoli vs Sassuolo,6820.8,3,2,Competitive_Game,IT
2200,Empoli vs Torino,8664.0,2,1,Closed_Game,IT
2201,Empoli vs Udinese,6897.4,2,1,Closed_Game,IT
2202,Empoli vs Venezia,2511.0,3,1,Competitive_Game,IT
2203,Espanyol vs Alavés,16341.5,1,1,Closed_Game,SP
2204,Espanyol vs Almería,16792.0,3,2,Competitive_Game,SP
2205,Espanyol vs Athletic Club,20133.714285714286,2,0,Closed_Game,SP
2206,Espanyol vs Atlético Madrid,23124.0,2,1,Closed_Game,SP
2207,Espanyol vs Barcelona,28124.428571428572,2,1,Closed_Game,SP
2208,Espanyol vs Betis,20478.0,2,1,Closed_Game,SP
2209,Espanyol vs Celta Vigo,15025.4,1,0,Closed_Game,SP
2210,Espanyol vs Cádiz,15678.0,2,2,Competitive_Game,SP
2211,Espanyol vs Córdoba,17128.0,1,1,Closed_Game,SP
2212,Espanyol vs Eibar,20301.4,3,1,Competitive_Game,SP
2213,Espanyol vs Elche,12881.0,3,1,Competitive_Game,SP
2214,Espanyol vs Getafe,16271.4,1,1,Closed_Game,SP
2215,Espanyol vs Girona,18281.0,2,1,Closed_Game,SP
2216,Espanyol vs Granada,18479.8,2,1,Closed_Game,SP
2217,Espanyol vs Huesca,20078.0,2,0,Closed_Game,SP
2218,Espanyol vs La Coruña,21779.75,2,1,Closed_Game,SP
2219,Espanyol vs Las Palmas,16126.333333333334,3,0,Competitive_Game,SP
2220,Espanyol vs Leganés,16868.333333333332,1,1,Closed_Game,SP
2221,Espanyol vs Levante,16156.6,2,0,Closed_Game,SP
2222,Espanyol vs Mallorca,32084.0,2,1,Closed_Game,SP
2223,Espanyol vs Málaga,14550.25,2,0,Closed_Game,SP
2224,Espanyol vs Osasuna,20002.0,3,1,Competitive_Game,SP
2225,Espanyol vs Racing Sant,,4,2,Competitive_Open_Game,SP
2226,Espanyol vs Rayo Vallecano,20407.0,3,1,Competitive_Game,SP
2227,Espanyol vs Real Madrid,26036.0,3,2,Competitive_Game,SP
2228,Espanyol vs Real Sociedad,19474.285714285714,3,1,Competitive_Game,SP
2229,Espanyol vs Sevilla,21129.333333333332,2,1,Closed_Game,SP
2230,Espanyol vs Sporting Gijón,18150.0,3,1,Competitive_Game,SP
