,League,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,Year,Month,Day_n,Game
590,BL,30,Sat,2022-04-16,15:00 (16:00),Leverkusen,,RB Leipzig,,BayArena,,Head-to-Head,,2022,04,16,Leverkusen vs RB Leipzig
591,BL,30,Sat,2022-04-16,15:00 (16:00),M'Gladbach,,Köln,,Stadion im Borussia-Park,,Head-to-Head,,2022,04,16,M'Gladbach vs Köln
592,BL,30,Sat,2022-04-16,15:00 (16:00),Augsburg,,Hertha BSC,,WWK Arena,,Head-to-Head,,2022,04,16,Augsburg vs Hertha BSC
593,BL,30,Sat,2022-04-16,15:00 (16:00),Arminia,,Bayern Munich,,SchücoArena,,Head-to-Head,,2022,04,16,Arminia vs Bayern Munich
594,BL,30,Sat,2022-04-16,15:00 (16:00),Freiburg,,Bochum,,Europa-Park Stadion,,Head-to-Head,,2022,04,16,Freiburg vs Bochum
595,BL,30,Sat,2022-04-16,15:00 (16:00),Hoffenheim,,Greuther Fürth,,PreZero Arena,,Head-to-Head,,2022,04,16,Hoffenheim vs Greuther Fürth
596,BL,31,Sat,2022-04-23,15:00 (16:00),Hertha BSC,,Stuttgart,,Olympiastadion Berlin,,Head-to-Head,,2022,04,23,Hertha BSC vs Stuttgart
597,BL,31,Sat,2022-04-23,15:00 (16:00),Köln,,Arminia,,RheinEnergieSTADION,,Head-to-Head,,2022,04,23,Köln vs Arminia
598,BL,31,Sat,2022-04-23,15:00 (16:00),Greuther Fürth,,Leverkusen,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,,2022,04,23,Greuther Fürth vs Leverkusen
599,BL,31,Sat,2022-04-23,15:00 (16:00),RB Leipzig,,Union Berlin,,Red Bull Arena,,Head-to-Head,,2022,04,23,RB Leipzig vs Union Berlin
600,BL,31,Sat,2022-04-23,15:00 (16:00),Bayern Munich,,Dortmund,,Allianz Arena,,Head-to-Head,,2022,04,23,Bayern Munich vs Dortmund
601,BL,31,Sat,2022-04-23,15:00 (16:00),Freiburg,,M'Gladbach,,Europa-Park Stadion,,Head-to-Head,,2022,04,23,Freiburg vs M'Gladbach
602,BL,31,Sat,2022-04-23,15:00 (16:00),Wolfsburg,,Mainz 05,,Volkswagen Arena,,Head-to-Head,,2022,04,23,Wolfsburg vs Mainz 05
603,BL,31,Sat,2022-04-23,15:00 (16:00),Bochum,,Augsburg,,Vonovia Ruhrstadion,,Head-to-Head,,2022,04,23,Bochum vs Augsburg
604,BL,31,Sat,2022-04-23,15:00 (16:00),Eint Frankfurt,,Hoffenheim,,Commerzbank-Arena,,Head-to-Head,,2022,04,23,Eint Frankfurt vs Hoffenheim
605,BL,32,Sat,2022-04-30,15:00 (16:00),Augsburg,,Köln,,WWK Arena,,Head-to-Head,,2022,04,30,Augsburg vs Köln
606,BL,32,Sat,2022-04-30,15:00 (16:00),Hoffenheim,,Freiburg,,PreZero Arena,,Head-to-Head,,2022,04,30,Hoffenheim vs Freiburg
607,BL,32,Sat,2022-04-30,15:00 (16:00),Arminia,,Hertha BSC,,SchücoArena,,Head-to-Head,,2022,04,30,Arminia vs Hertha BSC
608,BL,32,Sat,2022-04-30,15:00 (16:00),Union Berlin,,Greuther Fürth,,Stadion An der Alten Försterei,,Head-to-Head,,2022,04,30,Union Berlin vs Greuther Fürth
609,BL,32,Sat,2022-04-30,15:00 (16:00),Dortmund,,Bochum,,Signal Iduna Park,,Head-to-Head,,2022,04,30,Dortmund vs Bochum
610,BL,32,Sat,2022-04-30,15:00 (16:00),Leverkusen,,Eint Frankfurt,,BayArena,,Head-to-Head,,2022,04,30,Leverkusen vs Eint Frankfurt
611,BL,32,Sat,2022-04-30,15:00 (16:00),Mainz 05,,Bayern Munich,,Opel Arena,,Head-to-Head,,2022,04,30,Mainz 05 vs Bayern Munich
612,BL,32,Sat,2022-04-30,15:00 (16:00),M'Gladbach,,RB Leipzig,,Stadion im Borussia-Park,,Head-to-Head,,2022,04,30,M'Gladbach vs RB Leipzig
613,BL,32,Sat,2022-04-30,15:00 (16:00),Stuttgart,,Wolfsburg,,Mercedes-Benz Arena,,Head-to-Head,,2022,04,30,Stuttgart vs Wolfsburg
614,BL,33,Sat,2022-05-07,15:00 (16:00),Bayern Munich,,Stuttgart,,Allianz Arena,,Head-to-Head,,2022,05,07,Bayern Munich vs Stuttgart
615,BL,33,Sat,2022-05-07,15:00 (16:00),Bochum,,Arminia,,Vonovia Ruhrstadion,,Head-to-Head,,2022,05,07,Bochum vs Arminia
616,BL,33,Sat,2022-05-07,15:00 (16:00),Greuther Fürth,,Dortmund,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,,2022,05,07,Greuther Fürth vs Dortmund
617,BL,33,Sat,2022-05-07,15:00 (16:00),Freiburg,,Union Berlin,,Europa-Park Stadion,,Head-to-Head,,2022,05,07,Freiburg vs Union Berlin
618,BL,33,Sat,2022-05-07,15:00 (16:00),Eint Frankfurt,,M'Gladbach,,Commerzbank-Arena,,Head-to-Head,,2022,05,07,Eint Frankfurt vs M'Gladbach
619,BL,33,Sat,2022-05-07,15:00 (16:00),Hertha BSC,,Mainz 05,,Olympiastadion Berlin,,Head-to-Head,,2022,05,07,Hertha BSC vs Mainz 05
620,BL,33,Sat,2022-05-07,15:00 (16:00),Köln,,Wolfsburg,,RheinEnergieSTADION,,Head-to-Head,,2022,05,07,Köln vs Wolfsburg
621,BL,33,Sat,2022-05-07,15:00 (16:00),RB Leipzig,,Augsburg,,Red Bull Arena,,Head-to-Head,,2022,05,07,RB Leipzig vs Augsburg
622,BL,33,Sat,2022-05-07,15:00 (16:00),Hoffenheim,,Leverkusen,,PreZero Arena,,Head-to-Head,,2022,05,07,Hoffenheim vs Leverkusen
623,BL,34,Sat,2022-05-14,15:30 (16:30),Union Berlin,,Bochum,,Stadion An der Alten Försterei,,Head-to-Head,,2022,05,14,Union Berlin vs Bochum
624,BL,34,Sat,2022-05-14,15:30 (16:30),Augsburg,,Greuther Fürth,,WWK Arena,,Head-to-Head,,2022,05,14,Augsburg vs Greuther Fürth
625,BL,34,Sat,2022-05-14,15:30 (16:30),M'Gladbach,,Hoffenheim,,Stadion im Borussia-Park,,Head-to-Head,,2022,05,14,M'Gladbach vs Hoffenheim
626,BL,34,Sat,2022-05-14,15:30 (16:30),Arminia,,RB Leipzig,,SchücoArena,,Head-to-Head,,2022,05,14,Arminia vs RB Leipzig
627,BL,34,Sat,2022-05-14,15:30 (16:30),Mainz 05,,Eint Frankfurt,,Opel Arena,,Head-to-Head,,2022,05,14,Mainz 05 vs Eint Frankfurt
628,BL,34,Sat,2022-05-14,15:30 (16:30),Leverkusen,,Freiburg,,BayArena,,Head-to-Head,,2022,05,14,Leverkusen vs Freiburg
629,BL,34,Sat,2022-05-14,15:30 (16:30),Wolfsburg,,Bayern Munich,,Volkswagen Arena,,Head-to-Head,,2022,05,14,Wolfsburg vs Bayern Munich
630,BL,34,Sat,2022-05-14,15:30 (16:30),Dortmund,,Hertha BSC,,Signal Iduna Park,,Head-to-Head,,2022,05,14,Dortmund vs Hertha BSC
631,BL,34,Sat,2022-05-14,15:30 (16:30),Stuttgart,,Köln,,Mercedes-Benz Arena,,Head-to-Head,,2022,05,14,Stuttgart vs Köln
632,PL,16,Sun,2021-12-12,14:00 (17:00),Brighton,,Tottenham,,The American Express Community Stadium,,,Match Postponed,2021,12,12,Brighton vs Tottenham
633,PL,18,Sat,2021-12-18,15:00 (18:00),Aston Villa,,Burnley,,Villa Park,,,Match Postponed,2021,12,18,Aston Villa vs Burnley
634,PL,19,Sun,2021-12-26,12:30 (15:30),Wolves,,Watford,,Molineux Stadium,,,Match Postponed,2021,12,26,Wolves vs Watford
635,PL,19,Sun,2021-12-26,15:00 (18:00),Burnley,,Everton,,Turf Moor,,,Match Postponed,2021,12,26,Burnley vs Everton
636,PL,20,Tue,2021-12-28,17:30 (20:30),Leeds United,,Aston Villa,,Elland Road,,,Match Postponed,2021,12,28,Leeds United vs Aston Villa
637,PL,20,Thu,2021-12-30,19:30 (22:30),Everton,,Newcastle Utd,,Goodison Park,,,Match Postponed,2021,12,30,Everton vs Newcastle Utd
638,PL,21,Sat,2022-01-01,15:00 (18:00),Leicester City,,Norwich City,,King Power Stadium,,,Match Postponed,2022,01,01,Leicester City vs Norwich City
639,PL,21,Sun,2022-01-02,14:00 (17:00),Southampton,,Newcastle Utd,,St. Mary's Stadium,,,Match Postponed,2022,01,02,Southampton vs Newcastle Utd
640,PL,18,Tue,2022-01-11,20:00 (23:00),Everton,,Leicester City,,Goodison Park,,,Match Postponed,2022,01,11,Everton vs Leicester City
641,PL,22,Sun,2022-01-16,16:30 (19:30),Tottenham,,Arsenal,,Tottenham Hotspur Stadium,,,Match Postponed,2022,01,16,Tottenham vs Arsenal
642,PL,25,Sat,2022-02-12,15:00 (18:00),Chelsea,,Arsenal,,Stamford Bridge,,,Match Postponed,2022,02,12,Chelsea vs Arsenal
643,PL,26,Sat,2022-02-19,12:30 (15:30),West Ham,,Newcastle Utd,,London Stadium,,Head-to-Head,,2022,02,19,West Ham vs Newcastle Utd
644,PL,26,Sat,2022-02-19,15:00 (18:00),Southampton,,Everton,,St. Mary's Stadium,,Head-to-Head,,2022,02,19,Southampton vs Everton
645,PL,26,Sat,2022-02-19,15:00 (18:00),Arsenal,,Brentford,,Emirates Stadium,,Head-to-Head,,2022,02,19,Arsenal vs Brentford
646,PL,26,Sat,2022-02-19,15:00 (18:00),Aston Villa,,Watford,,Villa Park,,Head-to-Head,,2022,02,19,Aston Villa vs Watford
647,PL,26,Sat,2022-02-19,15:00 (18:00),Liverpool,,Norwich City,,Anfield,,Head-to-Head,,2022,02,19,Liverpool vs Norwich City
648,PL,26,Sat,2022-02-19,15:00 (18:00),Crystal Palace,,Chelsea,,Selhurst Park,,Head-to-Head,,2022,02,19,Crystal Palace vs Chelsea
649,PL,26,Sat,2022-02-19,15:00 (18:00),Brighton,,Burnley,,The American Express Community Stadium,,Head-to-Head,,2022,02,19,Brighton vs Burnley
650,PL,26,Sat,2022-02-19,17:30 (20:30),Manchester City,,Tottenham,,Etihad Stadium,,Head-to-Head,,2022,02,19,Manchester City vs Tottenham
651,PL,26,Sun,2022-02-20,14:00 (17:00),Leeds United,,Manchester Utd,,Elland Road,,Head-to-Head,,2022,02,20,Leeds United vs Manchester Utd
652,PL,26,Sun,2022-02-20,16:30 (19:30),Wolves,,Leicester City,,Molineux Stadium,,Head-to-Head,,2022,02,20,Wolves vs Leicester City
653,PL,13,Wed,2022-02-23,19:30 (22:30),Burnley,,Tottenham,,Turf Moor,,Head-to-Head,,2022,02,23,Burnley vs Tottenham
654,PL,18,Wed,2022-02-23,19:30 (22:30),Watford,,Crystal Palace,,Vicarage Road Stadium,,Head-to-Head,,2022,02,23,Watford vs Crystal Palace
655,PL,19,Wed,2022-02-23,19:45 (22:45),Liverpool,,Leeds United,,Anfield,,Head-to-Head,,2022,02,23,Liverpool vs Leeds United
656,PL,20,Thu,2022-02-24,19:45 (22:45),Arsenal,,Wolves,,Emirates Stadium,,Head-to-Head,,2022,02,24,Arsenal vs Wolves
657,PL,27,Fri,2022-02-25,20:00 (23:00),Southampton,,Norwich City,,St. Mary's Stadium,,Head-to-Head,,2022,02,25,Southampton vs Norwich City
658,PL,27,Sat,2022-02-26,12:30 (15:30),Leeds United,,Tottenham,,Elland Road,,Head-to-Head,,2022,02,26,Leeds United vs Tottenham
659,PL,27,Sat,2022-02-26,15:00 (18:00),Brighton,,Aston Villa,,The American Express Community Stadium,,Head-to-Head,,2022,02,26,Brighton vs Aston Villa
660,PL,27,Sat,2022-02-26,15:00 (18:00),Brentford,,Newcastle Utd,,Brentford Community Stadium,,Head-to-Head,,2022,02,26,Brentford vs Newcastle Utd
661,PL,27,Sat,2022-02-26,15:00 (18:00),Crystal Palace,,Burnley,,Selhurst Park,,Head-to-Head,,2022,02,26,Crystal Palace vs Burnley
662,PL,27,Sat,2022-02-26,15:00 (18:00),Manchester Utd,,Watford,,Old Trafford,,Head-to-Head,,2022,02,26,Manchester Utd vs Watford
663,PL,27,Sat,2022-02-26,15:00 (18:00),Arsenal,,Liverpool,,Emirates Stadium,,,Match Postponed,2022,02,26,Arsenal vs Liverpool
664,PL,27,Sat,2022-02-26,17:30 (20:30),Everton,,Manchester City,,Goodison Park,,Head-to-Head,,2022,02,26,Everton vs Manchester City
665,PL,27,Sun,2022-02-27,14:00 (17:00),West Ham,,Wolves,,London Stadium,,Head-to-Head,,2022,02,27,West Ham vs Wolves
666,PL,27,Sun,2022-02-27,14:00 (17:00),Chelsea,,Leicester City,,Stamford Bridge,,,Match Postponed,2022,02,27,Chelsea vs Leicester City
667,PL,22,Tue,2022-03-01,19:45 (22:45),Burnley,,Leicester City,,Turf Moor,,Head-to-Head,,2022,03,01,Burnley vs Leicester City
668,PL,28,Sat,2022-03-05,12:30 (15:30),Leicester City,,Leeds United,,King Power Stadium,,Head-to-Head,,2022,03,05,Leicester City vs Leeds United
669,PL,28,Sat,2022-03-05,15:00 (18:00),Burnley,,Chelsea,,Turf Moor,,Head-to-Head,,2022,03,05,Burnley vs Chelsea
670,PL,28,Sat,2022-03-05,15:00 (18:00),Wolves,,Crystal Palace,,Molineux Stadium,,Head-to-Head,,2022,03,05,Wolves vs Crystal Palace
671,PL,28,Sat,2022-03-05,15:00 (18:00),Aston Villa,,Southampton,,Villa Park,,Head-to-Head,,2022,03,05,Aston Villa vs Southampton
672,PL,28,Sat,2022-03-05,15:00 (18:00),Norwich City,,Brentford,,Carrow Road,,Head-to-Head,,2022,03,05,Norwich City vs Brentford
673,PL,28,Sat,2022-03-05,15:00 (18:00),Newcastle Utd,,Brighton,,St. James' Park,,Head-to-Head,,2022,03,05,Newcastle Utd vs Brighton
674,PL,28,Sat,2022-03-05,17:30 (20:30),Liverpool,,West Ham,,Anfield,,Head-to-Head,,2022,03,05,Liverpool vs West Ham
675,PL,28,Sun,2022-03-06,14:00 (17:00),Watford,,Arsenal,,Vicarage Road Stadium,,Head-to-Head,,2022,03,06,Watford vs Arsenal
676,PL,28,Sun,2022-03-06,16:30 (19:30),Manchester City,,Manchester Utd,,Etihad Stadium,,Head-to-Head,,2022,03,06,Manchester City vs Manchester Utd
677,PL,28,Mon,2022-03-07,20:00 (23:00),Tottenham,,Everton,,Tottenham Hotspur Stadium,,Head-to-Head,,2022,03,07,Tottenham vs Everton
678,PL,29,Sat,2022-03-12,12:30 (15:30),Brighton,,Liverpool,,The American Express Community Stadium,,Head-to-Head,,2022,03,12,Brighton vs Liverpool
679,PL,29,Sat,2022-03-12,15:00 (18:00),Brentford,,Burnley,,Brentford Community Stadium,,Head-to-Head,,2022,03,12,Brentford vs Burnley
680,PL,29,Sat,2022-03-12,15:00 (18:00),Everton,,Wolves,,Goodison Park,,Head-to-Head,,2022,03,12,Everton vs Wolves
681,PL,29,Sat,2022-03-12,15:00 (18:00),Southampton,,Watford,,St. Mary's Stadium,,Head-to-Head,,2022,03,12,Southampton vs Watford
682,PL,29,Sat,2022-03-12,15:00 (18:00),Leeds United,,Norwich City,,Elland Road,,Head-to-Head,,2022,03,12,Leeds United vs Norwich City
683,PL,29,Sat,2022-03-12,17:30 (20:30),Manchester Utd,,Tottenham,,Old Trafford,,Head-to-Head,,2022,03,12,Manchester Utd vs Tottenham
684,PL,29,Sun,2022-03-13,14:00 (17:00),West Ham,,Aston Villa,,London Stadium,,Head-to-Head,,2022,03,13,West Ham vs Aston Villa
685,PL,29,Sun,2022-03-13,14:00 (17:00),Chelsea,,Newcastle Utd,,Stamford Bridge,,Head-to-Head,,2022,03,13,Chelsea vs Newcastle Utd
686,PL,29,Sun,2022-03-13,16:30 (19:30),Arsenal,,Leicester City,,Emirates Stadium,,Head-to-Head,,2022,03,13,Arsenal vs Leicester City
687,PL,29,Mon,2022-03-14,20:00 (23:00),Crystal Palace,,Manchester City,,Selhurst Park,,Head-to-Head,,2022,03,14,Crystal Palace vs Manchester City
688,PL,30,Fri,2022-03-18,20:00 (23:00),Wolves,,Leeds United,,Molineux Stadium,,Head-to-Head,,2022,03,18,Wolves vs Leeds United
689,PL,30,Sat,2022-03-19,12:30 (15:30),Aston Villa,,Arsenal,,Villa Park,,Head-to-Head,,2022,03,19,Aston Villa vs Arsenal
690,PL,30,Sat,2022-03-19,15:00 (18:00),Newcastle Utd,,Crystal Palace,,St. James' Park,,Head-to-Head,,2022,03,19,Newcastle Utd vs Crystal Palace
691,PL,30,Sat,2022-03-19,15:00 (18:00),Norwich City,,Chelsea,,Carrow Road,,Head-to-Head,,2022,03,19,Norwich City vs Chelsea
692,PL,30,Sat,2022-03-19,15:00 (18:00),Watford,,Everton,,Vicarage Road Stadium,,Head-to-Head,,2022,03,19,Watford vs Everton
693,PL,30,Sat,2022-03-19,15:00 (18:00),Leicester City,,Brentford,,King Power Stadium,,Head-to-Head,,2022,03,19,Leicester City vs Brentford
694,PL,30,Sat,2022-03-19,15:00 (18:00),Manchester City,,Brighton,,Etihad Stadium,,Head-to-Head,,2022,03,19,Manchester City vs Brighton
695,PL,30,Sat,2022-03-19,17:30 (20:30),Burnley,,Southampton,,Turf Moor,,Head-to-Head,,2022,03,19,Burnley vs Southampton
696,PL,30,Sun,2022-03-20,14:00 (17:00),Tottenham,,West Ham,,Tottenham Hotspur Stadium,,Head-to-Head,,2022,03,20,Tottenham vs West Ham
697,PL,30,Sun,2022-03-20,16:30 (19:30),Liverpool,,Manchester Utd,,Anfield,,Head-to-Head,,2022,03,20,Liverpool vs Manchester Utd
698,PL,31,Sat,2022-04-02,15:00 (17:00),Chelsea,,Brentford,,Stamford Bridge,,Head-to-Head,,2022,04,02,Chelsea vs Brentford
699,PL,31,Sat,2022-04-02,15:00 (17:00),Tottenham,,Newcastle Utd,,Tottenham Hotspur Stadium,,Head-to-Head,,2022,04,02,Tottenham vs Newcastle Utd
700,PL,31,Sat,2022-04-02,15:00 (17:00),Wolves,,Aston Villa,,Molineux Stadium,,Head-to-Head,,2022,04,02,Wolves vs Aston Villa
701,PL,31,Sat,2022-04-02,15:00 (17:00),West Ham,,Everton,,London Stadium,,Head-to-Head,,2022,04,02,West Ham vs Everton
702,PL,31,Sat,2022-04-02,15:00 (17:00),Brighton,,Norwich City,,The American Express Community Stadium,,Head-to-Head,,2022,04,02,Brighton vs Norwich City
703,PL,31,Sat,2022-04-02,15:00 (17:00),Leeds United,,Southampton,,Elland Road,,Head-to-Head,,2022,04,02,Leeds United vs Southampton
704,PL,31,Sat,2022-04-02,15:00 (17:00),Liverpool,,Watford,,Anfield,,Head-to-Head,,2022,04,02,Liverpool vs Watford
705,PL,31,Sat,2022-04-02,15:00 (17:00),Manchester Utd,,Leicester City,,Old Trafford,,Head-to-Head,,2022,04,02,Manchester Utd vs Leicester City
706,PL,31,Sat,2022-04-02,15:00 (17:00),Burnley,,Manchester City,,Turf Moor,,Head-to-Head,,2022,04,02,Burnley vs Manchester City
707,PL,31,Sat,2022-04-02,15:00 (17:00),Crystal Palace,,Arsenal,,Selhurst Park,,Head-to-Head,,2022,04,02,Crystal Palace vs Arsenal
708,PL,32,Sat,2022-04-09,15:00 (17:00),Southampton,,Chelsea,,St. Mary's Stadium,,Head-to-Head,,2022,04,09,Southampton vs Chelsea
709,PL,32,Sat,2022-04-09,15:00 (17:00),Aston Villa,,Tottenham,,Villa Park,,Head-to-Head,,2022,04,09,Aston Villa vs Tottenham
710,PL,32,Sat,2022-04-09,15:00 (17:00),Watford,,Leeds United,,Vicarage Road Stadium,,Head-to-Head,,2022,04,09,Watford vs Leeds United
711,PL,32,Sat,2022-04-09,15:00 (17:00),Arsenal,,Brighton,,Emirates Stadium,,Head-to-Head,,2022,04,09,Arsenal vs Brighton
712,PL,32,Sat,2022-04-09,15:00 (17:00),Brentford,,West Ham,,Brentford Community Stadium,,Head-to-Head,,2022,04,09,Brentford vs West Ham
713,PL,32,Sat,2022-04-09,15:00 (17:00),Manchester City,,Liverpool,,Etihad Stadium,,Head-to-Head,,2022,04,09,Manchester City vs Liverpool
714,PL,32,Sat,2022-04-09,15:00 (17:00),Everton,,Manchester Utd,,Goodison Park,,Head-to-Head,,2022,04,09,Everton vs Manchester Utd
715,PL,32,Sat,2022-04-09,15:00 (17:00),Leicester City,,Crystal Palace,,King Power Stadium,,Head-to-Head,,2022,04,09,Leicester City vs Crystal Palace
716,PL,32,Sat,2022-04-09,15:00 (17:00),Norwich City,,Burnley,,Carrow Road,,Head-to-Head,,2022,04,09,Norwich City vs Burnley
717,PL,32,Sat,2022-04-09,15:00 (17:00),Newcastle Utd,,Wolves,,St. James' Park,,Head-to-Head,,2022,04,09,Newcastle Utd vs Wolves
718,PL,33,Sat,2022-04-16,15:00 (17:00),Everton,,Crystal Palace,,Goodison Park,,Head-to-Head,,2022,04,16,Everton vs Crystal Palace
719,PL,33,Sat,2022-04-16,15:00 (17:00),Southampton,,Arsenal,,St. Mary's Stadium,,Head-to-Head,,2022,04,16,Southampton vs Arsenal
720,PL,33,Sat,2022-04-16,15:00 (17:00),Wolves,,Manchester City,,Molineux Stadium,,Head-to-Head,,2022,04,16,Wolves vs Manchester City
721,PL,33,Sat,2022-04-16,15:00 (17:00),Manchester Utd,,Norwich City,,Old Trafford,,Head-to-Head,,2022,04,16,Manchester Utd vs Norwich City
722,PL,33,Sat,2022-04-16,15:00 (17:00),Leeds United,,Chelsea,,Elland Road,,Head-to-Head,,2022,04,16,Leeds United vs Chelsea
723,PL,33,Sat,2022-04-16,15:00 (17:00),Newcastle Utd,,Leicester City,,St. James' Park,,Head-to-Head,,2022,04,16,Newcastle Utd vs Leicester City
724,PL,33,Sat,2022-04-16,15:00 (17:00),Watford,,Brentford,,Vicarage Road Stadium,,Head-to-Head,,2022,04,16,Watford vs Brentford
725,PL,33,Sat,2022-04-16,15:00 (17:00),Tottenham,,Brighton,,Tottenham Hotspur Stadium,,Head-to-Head,,2022,04,16,Tottenham vs Brighton
726,PL,33,Sat,2022-04-16,15:00 (17:00),West Ham,,Burnley,,London Stadium,,Head-to-Head,,2022,04,16,West Ham vs Burnley
727,PL,33,Sat,2022-04-16,15:00 (17:00),Aston Villa,,Liverpool,,Villa Park,,Head-to-Head,,2022,04,16,Aston Villa vs Liverpool
728,PL,34,Sat,2022-04-23,15:00 (17:00),Leicester City,,Aston Villa,,King Power Stadium,,Head-to-Head,,2022,04,23,Leicester City vs Aston Villa
729,PL,34,Sat,2022-04-23,15:00 (17:00),Norwich City,,Newcastle Utd,,Carrow Road,,Head-to-Head,,2022,04,23,Norwich City vs Newcastle Utd
730,PL,34,Sat,2022-04-23,15:00 (17:00),Liverpool,,Everton,,Anfield,,Head-to-Head,,2022,04,23,Liverpool vs Everton
731,PL,34,Sat,2022-04-23,15:00 (17:00),Brentford,,Tottenham,,Brentford Community Stadium,,Head-to-Head,,2022,04,23,Brentford vs Tottenham
732,PL,34,Sat,2022-04-23,15:00 (17:00),Arsenal,,Manchester Utd,,Emirates Stadium,,Head-to-Head,,2022,04,23,Arsenal vs Manchester Utd
733,PL,34,Sat,2022-04-23,15:00 (17:00),Manchester City,,Watford,,Etihad Stadium,,Head-to-Head,,2022,04,23,Manchester City vs Watford
734,PL,34,Sat,2022-04-23,15:00 (17:00),Crystal Palace,,Leeds United,,Selhurst Park,,Head-to-Head,,2022,04,23,Crystal Palace vs Leeds United
735,PL,34,Sat,2022-04-23,15:00 (17:00),Brighton,,Southampton,,The American Express Community Stadium,,Head-to-Head,,2022,04,23,Brighton vs Southampton
736,PL,34,Sat,2022-04-23,15:00 (17:00),Burnley,,Wolves,,Turf Moor,,Head-to-Head,,2022,04,23,Burnley vs Wolves
737,PL,34,Sat,2022-04-23,15:00 (17:00),Chelsea,,West Ham,,Stamford Bridge,,Head-to-Head,,2022,04,23,Chelsea vs West Ham
738,PL,35,Sat,2022-04-30,15:00 (17:00),Newcastle Utd,,Liverpool,,St. James' Park,,Head-to-Head,,2022,04,30,Newcastle Utd vs Liverpool
739,PL,35,Sat,2022-04-30,15:00 (17:00),Wolves,,Brighton,,Molineux Stadium,,Head-to-Head,,2022,04,30,Wolves vs Brighton
740,PL,35,Sat,2022-04-30,15:00 (17:00),Tottenham,,Leicester City,,Tottenham Hotspur Stadium,,Head-to-Head,,2022,04,30,Tottenham vs Leicester City
741,PL,35,Sat,2022-04-30,15:00 (17:00),Leeds United,,Manchester City,,Elland Road,,Head-to-Head,,2022,04,30,Leeds United vs Manchester City
742,PL,35,Sat,2022-04-30,15:00 (17:00),Aston Villa,,Norwich City,,Villa Park,,Head-to-Head,,2022,04,30,Aston Villa vs Norwich City
743,PL,35,Sat,2022-04-30,15:00 (17:00),West Ham,,Arsenal,,London Stadium,,Head-to-Head,,2022,04,30,West Ham vs Arsenal
744,PL,35,Sat,2022-04-30,15:00 (17:00),Watford,,Burnley,,Vicarage Road Stadium,,Head-to-Head,,2022,04,30,Watford vs Burnley
745,PL,35,Sat,2022-04-30,15:00 (17:00),Everton,,Chelsea,,Goodison Park,,Head-to-Head,,2022,04,30,Everton vs Chelsea
746,PL,35,Sat,2022-04-30,15:00 (17:00),Manchester Utd,,Brentford,,Old Trafford,,Head-to-Head,,2022,04,30,Manchester Utd vs Brentford
747,PL,35,Sat,2022-04-30,15:00 (17:00),Southampton,,Crystal Palace,,St. Mary's Stadium,,Head-to-Head,,2022,04,30,Southampton vs Crystal Palace
748,PL,36,Sat,2022-05-07,15:00 (17:00),Chelsea,,Wolves,,Stamford Bridge,,Head-to-Head,,2022,05,07,Chelsea vs Wolves
749,PL,36,Sat,2022-05-07,15:00 (17:00),Liverpool,,Tottenham,,Anfield,,Head-to-Head,,2022,05,07,Liverpool vs Tottenham
750,PL,36,Sat,2022-05-07,15:00 (17:00),Burnley,,Aston Villa,,Turf Moor,,Head-to-Head,,2022,05,07,Burnley vs Aston Villa
751,PL,36,Sat,2022-05-07,15:00 (17:00),Arsenal,,Leeds United,,Emirates Stadium,,Head-to-Head,,2022,05,07,Arsenal vs Leeds United
752,PL,36,Sat,2022-05-07,15:00 (17:00),Crystal Palace,,Watford,,Selhurst Park,,Head-to-Head,,2022,05,07,Crystal Palace vs Watford
753,PL,36,Sat,2022-05-07,15:00 (17:00),Brentford,,Southampton,,Brentford Community Stadium,,Head-to-Head,,2022,05,07,Brentford vs Southampton
754,PL,36,Sat,2022-05-07,15:00 (17:00),Manchester City,,Newcastle Utd,,Etihad Stadium,,Head-to-Head,,2022,05,07,Manchester City vs Newcastle Utd
755,PL,36,Sat,2022-05-07,15:00 (17:00),Norwich City,,West Ham,,Carrow Road,,Head-to-Head,,2022,05,07,Norwich City vs West Ham
756,PL,36,Sat,2022-05-07,15:00 (17:00),Leicester City,,Everton,,King Power Stadium,,Head-to-Head,,2022,05,07,Leicester City vs Everton
757,PL,36,Sat,2022-05-07,15:00 (17:00),Brighton,,Manchester Utd,,The American Express Community Stadium,,Head-to-Head,,2022,05,07,Brighton vs Manchester Utd
758,PL,37,Sun,2022-05-15,15:00 (17:00),Manchester Utd,,Chelsea,,Old Trafford,,Head-to-Head,,2022,05,15,Manchester Utd vs Chelsea
759,PL,37,Sun,2022-05-15,15:00 (17:00),Everton,,Brentford,,Goodison Park,,Head-to-Head,,2022,05,15,Everton vs Brentford
760,PL,37,Sun,2022-05-15,15:00 (17:00),Aston Villa,,Crystal Palace,,Villa Park,,Head-to-Head,,2022,05,15,Aston Villa vs Crystal Palace
761,PL,37,Sun,2022-05-15,15:00 (17:00),Leeds United,,Brighton,,Elland Road,,Head-to-Head,,2022,05,15,Leeds United vs Brighton
762,PL,37,Sun,2022-05-15,15:00 (17:00),Watford,,Leicester City,,Vicarage Road Stadium,,Head-to-Head,,2022,05,15,Watford vs Leicester City
