,League,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,Year,Month,Day_n,Game
412,FL,27,Sun,2022-03-06,,Lorient,,Lyon,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,,2022,03,06,Lorient vs Lyon
413,FL,27,Sun,2022-03-06,,Reims,,Strasbourg,,Stade Auguste-Delaune II,,Head-to-Head,,2022,03,06,Reims vs Strasbourg
414,FL,28,Sun,2022-03-13,,Lille,,Saint-Étienne,,Stade Pierre-Mauroy,,Head-to-Head,,2022,03,13,Lille vs Saint-Étienne
415,FL,28,Sun,2022-03-13,,Troyes,,Nantes,,Stade de l'Aube,,Head-to-Head,,2022,03,13,Troyes vs Nantes
416,FL,28,Sun,2022-03-13,,Montpellier,,Nice,,Stade de la Mosson,,Head-to-Head,,2022,03,13,Montpellier vs Nice
417,FL,28,Sun,2022-03-13,,Metz,,Lens,,Stade Saint-Symphorien,,Head-to-Head,,2022,03,13,Metz vs Lens
418,FL,28,Sun,2022-03-13,,Brest,,Marseille,,Stade Francis-Le Blé,,Head-to-Head,,2022,03,13,Brest vs Marseille
419,FL,28,Sun,2022-03-13,,Strasbourg,,Monaco,,Stade de la Meinau,,Head-to-Head,,2022,03,13,Strasbourg vs Monaco
420,FL,28,Sun,2022-03-13,,Lyon,,Rennes,,Groupama Stadium,,Head-to-Head,,2022,03,13,Lyon vs Rennes
421,FL,28,Sun,2022-03-13,13:00 (15:00),Paris S-G,,Bordeaux,,Parc des Princes,,Head-to-Head,,2022,03,13,Paris S-G vs Bordeaux
422,FL,28,Sun,2022-03-13,15:00 (17:00),Angers,,Reims,,Stade Raymond Kopa,,Head-to-Head,,2022,03,13,Angers vs Reims
423,FL,28,Sun,2022-03-13,15:00 (17:00),Clermont Foot,,Lorient,,Stade Gabriel Montpied,,Head-to-Head,,2022,03,13,Clermont Foot vs Lorient
424,FL,29,Sun,2022-03-20,,Angers,,Brest,,Stade Raymond Kopa,,Head-to-Head,,2022,03,20,Angers vs Brest
425,FL,29,Sun,2022-03-20,,Nantes,,Lille,,Stade de la Beaujoire - Louis Fonteneau,,Head-to-Head,,2022,03,20,Nantes vs Lille
426,FL,29,Sun,2022-03-20,,Saint-Étienne,,Troyes,,Stade Geoffroy-Guichard,,Head-to-Head,,2022,03,20,Saint-Étienne vs Troyes
427,FL,29,Sun,2022-03-20,,Reims,,Lyon,,Stade Auguste-Delaune II,,Head-to-Head,,2022,03,20,Reims vs Lyon
428,FL,29,Sun,2022-03-20,,Lorient,,Strasbourg,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,,2022,03,20,Lorient vs Strasbourg
429,FL,29,Sun,2022-03-20,,Monaco,,Paris S-G,,Stade Louis II.,,Head-to-Head,,2022,03,20,Monaco vs Paris S-G
430,FL,29,Sun,2022-03-20,,Lens,,Clermont Foot,,Stade Bollaert-Delelis,,Head-to-Head,,2022,03,20,Lens vs Clermont Foot
431,FL,29,Sun,2022-03-20,,Rennes,,Metz,,Roazhon Park,,Head-to-Head,,2022,03,20,Rennes vs Metz
432,FL,29,Sun,2022-03-20,,Bordeaux,,Montpellier,,Stade Matmut-Atlantique,,Head-to-Head,,2022,03,20,Bordeaux vs Montpellier
433,FL,29,Sun,2022-03-20,20:45 (22:45),Marseille,,Nice,,Orange Vélodrome,,Head-to-Head,,2022,03,20,Marseille vs Nice
434,FL,30,Sun,2022-04-03,,Lyon,,Angers,,Groupama Stadium,,Head-to-Head,,2022,04,03,Lyon vs Angers
435,FL,30,Sun,2022-04-03,,Montpellier,,Brest,,Stade de la Mosson,,Head-to-Head,,2022,04,03,Montpellier vs Brest
436,FL,30,Sun,2022-04-03,,Clermont Foot,,Nantes,,Stade Gabriel Montpied,,Head-to-Head,,2022,04,03,Clermont Foot vs Nantes
437,FL,30,Sun,2022-04-03,,Strasbourg,,Lens,,Stade de la Meinau,,Head-to-Head,,2022,04,03,Strasbourg vs Lens
438,FL,30,Sun,2022-04-03,,Lille,,Bordeaux,,Stade Pierre-Mauroy,,Head-to-Head,,2022,04,03,Lille vs Bordeaux
439,FL,30,Sun,2022-04-03,,Nice,,Rennes,,Stade de Nice,,Head-to-Head,,2022,04,03,Nice vs Rennes
440,FL,30,Sun,2022-04-03,,Paris S-G,,Lorient,,Parc des Princes,,Head-to-Head,,2022,04,03,Paris S-G vs Lorient
441,FL,30,Sun,2022-04-03,,Saint-Étienne,,Marseille,,Stade Geoffroy-Guichard,,Head-to-Head,,2022,04,03,Saint-Étienne vs Marseille
442,FL,30,Sun,2022-04-03,,Metz,,Monaco,,Stade Saint-Symphorien,,Head-to-Head,,2022,04,03,Metz vs Monaco
443,FL,30,Sun,2022-04-03,,Troyes,,Reims,,Stade de l'Aube,,Head-to-Head,,2022,04,03,Troyes vs Reims
444,FL,31,Sun,2022-04-10,,Angers,,Lille,,Stade Raymond Kopa,,Head-to-Head,,2022,04,10,Angers vs Lille
445,FL,31,Sun,2022-04-10,,Reims,,Rennes,,Stade Auguste-Delaune II,,Head-to-Head,,2022,04,10,Reims vs Rennes
446,FL,31,Sun,2022-04-10,,Lorient,,Saint-Étienne,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,,2022,04,10,Lorient vs Saint-Étienne
447,FL,31,Sun,2022-04-10,,Lens,,Nice,,Stade Bollaert-Delelis,,Head-to-Head,,2022,04,10,Lens vs Nice
448,FL,31,Sun,2022-04-10,,Marseille,,Montpellier,,Orange Vélodrome,,Head-to-Head,,2022,04,10,Marseille vs Montpellier
449,FL,31,Sun,2022-04-10,,Bordeaux,,Metz,,Stade Matmut-Atlantique,,Head-to-Head,,2022,04,10,Bordeaux vs Metz
450,FL,31,Sun,2022-04-10,,Strasbourg,,Lyon,,Stade de la Meinau,,Head-to-Head,,2022,04,10,Strasbourg vs Lyon
451,FL,31,Sun,2022-04-10,,Monaco,,Troyes,,Stade Louis II.,,Head-to-Head,,2022,04,10,Monaco vs Troyes
452,FL,31,Sun,2022-04-10,,Clermont Foot,,Paris S-G,,Stade Gabriel Montpied,,Head-to-Head,,2022,04,10,Clermont Foot vs Paris S-G
453,FL,31,Sun,2022-04-10,,Brest,,Nantes,,Stade Francis-Le Blé,,Head-to-Head,,2022,04,10,Brest vs Nantes
454,FL,32,Sun,2022-04-17,,Paris S-G,,Marseille,,Parc des Princes,,Head-to-Head,,2022,04,17,Paris S-G vs Marseille
455,FL,32,Sun,2022-04-17,,Metz,,Clermont Foot,,Stade Saint-Symphorien,,Head-to-Head,,2022,04,17,Metz vs Clermont Foot
456,FL,32,Sun,2022-04-17,,Troyes,,Strasbourg,,Stade de l'Aube,,Head-to-Head,,2022,04,17,Troyes vs Strasbourg
457,FL,32,Sun,2022-04-17,,Nice,,Lorient,,Stade de Nice,,Head-to-Head,,2022,04,17,Nice vs Lorient
458,FL,32,Sun,2022-04-17,,Saint-Étienne,,Brest,,Stade Geoffroy-Guichard,,Head-to-Head,,2022,04,17,Saint-Étienne vs Brest
459,FL,32,Sun,2022-04-17,,Lyon,,Bordeaux,,Groupama Stadium,,Head-to-Head,,2022,04,17,Lyon vs Bordeaux
460,FL,32,Sun,2022-04-17,,Montpellier,,Reims,,Stade de la Mosson,,Head-to-Head,,2022,04,17,Montpellier vs Reims
461,FL,32,Sun,2022-04-17,,Nantes,,Angers,,Stade de la Beaujoire - Louis Fonteneau,,Head-to-Head,,2022,04,17,Nantes vs Angers
462,FL,32,Sun,2022-04-17,,Lille,,Lens,,Stade Pierre-Mauroy,,Head-to-Head,,2022,04,17,Lille vs Lens
463,FL,32,Sun,2022-04-17,,Rennes,,Monaco,,Roazhon Park,,Head-to-Head,,2022,04,17,Rennes vs Monaco
464,FL,33,Wed,2022-04-20,,Troyes,,Clermont Foot,,Stade de l'Aube,,Head-to-Head,,2022,04,20,Troyes vs Clermont Foot
465,FL,33,Wed,2022-04-20,,Lens,,Montpellier,,Stade Bollaert-Delelis,,Head-to-Head,,2022,04,20,Lens vs Montpellier
466,FL,33,Wed,2022-04-20,,Reims,,Lille,,Stade Auguste-Delaune II,,Head-to-Head,,2022,04,20,Reims vs Lille
467,FL,33,Wed,2022-04-20,,Strasbourg,,Rennes,,Stade de la Meinau,,Head-to-Head,,2022,04,20,Strasbourg vs Rennes
468,FL,33,Wed,2022-04-20,,Monaco,,Nice,,Stade Louis II.,,Head-to-Head,,2022,04,20,Monaco vs Nice
469,FL,33,Wed,2022-04-20,,Angers,,Paris S-G,,Stade Raymond Kopa,,Head-to-Head,,2022,04,20,Angers vs Paris S-G
470,FL,33,Wed,2022-04-20,,Marseille,,Nantes,,Orange Vélodrome,,Head-to-Head,,2022,04,20,Marseille vs Nantes
471,FL,33,Wed,2022-04-20,,Brest,,Lyon,,Stade Francis-Le Blé,,Head-to-Head,,2022,04,20,Brest vs Lyon
472,FL,33,Wed,2022-04-20,,Lorient,,Metz,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,,2022,04,20,Lorient vs Metz
473,FL,33,Wed,2022-04-20,,Bordeaux,,Saint-Étienne,,Stade Matmut-Atlantique,,Head-to-Head,,2022,04,20,Bordeaux vs Saint-Étienne
474,FL,34,Sun,2022-04-24,,Nantes,,Bordeaux,,Stade de la Beaujoire - Louis Fonteneau,,Head-to-Head,,2022,04,24,Nantes vs Bordeaux
475,FL,34,Sun,2022-04-24,,Rennes,,Lorient,,Roazhon Park,,Head-to-Head,,2022,04,24,Rennes vs Lorient
476,FL,34,Sun,2022-04-24,,Nice,,Troyes,,Stade de Nice,,Head-to-Head,,2022,04,24,Nice vs Troyes
477,FL,34,Sun,2022-04-24,,Paris S-G,,Lens,,Parc des Princes,,Head-to-Head,,2022,04,24,Paris S-G vs Lens
478,FL,34,Sun,2022-04-24,,Saint-Étienne,,Monaco,,Stade Geoffroy-Guichard,,Head-to-Head,,2022,04,24,Saint-Étienne vs Monaco
479,FL,34,Sun,2022-04-24,,Clermont Foot,,Angers,,Stade Gabriel Montpied,,Head-to-Head,,2022,04,24,Clermont Foot vs Angers
480,FL,34,Sun,2022-04-24,,Metz,,Brest,,Stade Saint-Symphorien,,Head-to-Head,,2022,04,24,Metz vs Brest
481,FL,34,Sun,2022-04-24,,Reims,,Marseille,,Stade Auguste-Delaune II,,Head-to-Head,,2022,04,24,Reims vs Marseille
482,FL,34,Sun,2022-04-24,,Lyon,,Montpellier,,Groupama Stadium,,Head-to-Head,,2022,04,24,Lyon vs Montpellier
483,FL,34,Sun,2022-04-24,,Lille,,Strasbourg,,Stade Pierre-Mauroy,,Head-to-Head,,2022,04,24,Lille vs Strasbourg
484,FL,35,Sun,2022-05-01,,Strasbourg,,Paris S-G,,Stade de la Meinau,,Head-to-Head,,2022,05,01,Strasbourg vs Paris S-G
485,FL,35,Sun,2022-05-01,,Lorient,,Reims,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,,2022,05,01,Lorient vs Reims
486,FL,35,Sun,2022-05-01,,Marseille,,Lyon,,Orange Vélodrome,,Head-to-Head,,2022,05,01,Marseille vs Lyon
487,FL,35,Sun,2022-05-01,,Bordeaux,,Nice,,Stade Matmut-Atlantique,,Head-to-Head,,2022,05,01,Bordeaux vs Nice
488,FL,35,Sun,2022-05-01,,Brest,,Clermont Foot,,Stade Francis-Le Blé,,Head-to-Head,,2022,05,01,Brest vs Clermont Foot
489,FL,35,Sun,2022-05-01,,Troyes,,Lille,,Stade de l'Aube,,Head-to-Head,,2022,05,01,Troyes vs Lille
490,FL,35,Sun,2022-05-01,,Lens,,Nantes,,Stade Bollaert-Delelis,,Head-to-Head,,2022,05,01,Lens vs Nantes
491,FL,35,Sun,2022-05-01,,Montpellier,,Metz,,Stade de la Mosson,,Head-to-Head,,2022,05,01,Montpellier vs Metz
492,FL,35,Sun,2022-05-01,,Monaco,,Angers,,Stade Louis II.,,Head-to-Head,,2022,05,01,Monaco vs Angers
493,FL,35,Sun,2022-05-01,,Rennes,,Saint-Étienne,,Roazhon Park,,Head-to-Head,,2022,05,01,Rennes vs Saint-Étienne
494,FL,36,Sun,2022-05-08,,Metz,,Lyon,,Stade Saint-Symphorien,,Head-to-Head,,2022,05,08,Metz vs Lyon
495,FL,36,Sun,2022-05-08,,Lille,,Monaco,,Stade Pierre-Mauroy,,Head-to-Head,,2022,05,08,Lille vs Monaco
496,FL,36,Sun,2022-05-08,,Paris S-G,,Troyes,,Parc des Princes,,Head-to-Head,,2022,05,08,Paris S-G vs Troyes
497,FL,36,Sun,2022-05-08,,Lorient,,Marseille,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,,2022,05,08,Lorient vs Marseille
498,FL,36,Sun,2022-05-08,,Brest,,Strasbourg,,Stade Francis-Le Blé,,Head-to-Head,,2022,05,08,Brest vs Strasbourg
499,FL,36,Sun,2022-05-08,,Angers,,Bordeaux,,Stade Raymond Kopa,,Head-to-Head,,2022,05,08,Angers vs Bordeaux
500,FL,36,Sun,2022-05-08,,Clermont Foot,,Montpellier,,Stade Gabriel Montpied,,Head-to-Head,,2022,05,08,Clermont Foot vs Montpellier
501,FL,36,Sun,2022-05-08,,Reims,,Lens,,Stade Auguste-Delaune II,,Head-to-Head,,2022,05,08,Reims vs Lens
502,FL,36,Sun,2022-05-08,,Nantes,,Rennes,,Stade de la Beaujoire - Louis Fonteneau,,Head-to-Head,,2022,05,08,Nantes vs Rennes
503,FL,36,Sun,2022-05-08,,Nice,,Saint-Étienne,,Stade de Nice,,Head-to-Head,,2022,05,08,Nice vs Saint-Étienne
504,FL,37,Sat,2022-05-14,,Rennes,,Marseille,,Roazhon Park,,Head-to-Head,,2022,05,14,Rennes vs Marseille
505,FL,37,Sat,2022-05-14,,Troyes,,Lens,,Stade de l'Aube,,Head-to-Head,,2022,05,14,Troyes vs Lens
506,FL,37,Sat,2022-05-14,,Saint-Étienne,,Reims,,Stade Geoffroy-Guichard,,Head-to-Head,,2022,05,14,Saint-Étienne vs Reims
507,FL,37,Sat,2022-05-14,,Bordeaux,,Lorient,,Stade Matmut-Atlantique,,Head-to-Head,,2022,05,14,Bordeaux vs Lorient
508,FL,37,Sat,2022-05-14,,Strasbourg,,Clermont Foot,,Stade de la Meinau,,Head-to-Head,,2022,05,14,Strasbourg vs Clermont Foot
509,FL,37,Sat,2022-05-14,,Montpellier,,Paris S-G,,Stade de la Mosson,,Head-to-Head,,2022,05,14,Montpellier vs Paris S-G
510,FL,37,Sat,2022-05-14,,Lyon,,Nantes,,Groupama Stadium,,Head-to-Head,,2022,05,14,Lyon vs Nantes
511,FL,37,Sat,2022-05-14,,Monaco,,Brest,,Stade Louis II.,,Head-to-Head,,2022,05,14,Monaco vs Brest
512,FL,37,Sat,2022-05-14,,Nice,,Lille,,Stade de Nice,,Head-to-Head,,2022,05,14,Nice vs Lille
513,FL,37,Sat,2022-05-14,,Metz,,Angers,,Stade Saint-Symphorien,,Head-to-Head,,2022,05,14,Metz vs Angers
514,FL,38,Sat,2022-05-21,,Paris S-G,,Metz,,Parc des Princes,,Head-to-Head,,2022,05,21,Paris S-G vs Metz
515,FL,38,Sat,2022-05-21,,Angers,,Montpellier,,Stade Raymond Kopa,,Head-to-Head,,2022,05,21,Angers vs Montpellier
516,FL,38,Sat,2022-05-21,,Lens,,Monaco,,Stade Bollaert-Delelis,,Head-to-Head,,2022,05,21,Lens vs Monaco
517,FL,38,Sat,2022-05-21,,Reims,,Nice,,Stade Auguste-Delaune II,,Head-to-Head,,2022,05,21,Reims vs Nice
518,FL,38,Sat,2022-05-21,,Lille,,Rennes,,Stade Pierre-Mauroy,,Head-to-Head,,2022,05,21,Lille vs Rennes
519,FL,38,Sat,2022-05-21,,Nantes,,Saint-Étienne,,Stade de la Beaujoire - Louis Fonteneau,,Head-to-Head,,2022,05,21,Nantes vs Saint-Étienne
520,FL,38,Sat,2022-05-21,,Lorient,,Troyes,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,,2022,05,21,Lorient vs Troyes
521,FL,38,Sat,2022-05-21,,Clermont Foot,,Lyon,,Stade Gabriel Montpied,,Head-to-Head,,2022,05,21,Clermont Foot vs Lyon
522,FL,38,Sat,2022-05-21,,Marseille,,Strasbourg,,Orange Vélodrome,,Head-to-Head,,2022,05,21,Marseille vs Strasbourg
523,FL,38,Sat,2022-05-21,,Brest,,Bordeaux,,Stade Francis-Le Blé,,Head-to-Head,,2022,05,21,Brest vs Bordeaux
524,BL,23,Fri,2022-02-18,20:30 (22:30),Mainz 05,,Leverkusen,,Opel Arena,,Head-to-Head,,2022,02,18,Mainz 05 vs Leverkusen
525,BL,23,Sat,2022-02-19,15:30 (17:30),Stuttgart,,Bochum,,Mercedes-Benz Arena,,Head-to-Head,,2022,02,19,Stuttgart vs Bochum
526,BL,23,Sat,2022-02-19,15:30 (17:30),Augsburg,,Freiburg,,WWK Arena,,Head-to-Head,,2022,02,19,Augsburg vs Freiburg
527,BL,23,Sat,2022-02-19,15:30 (17:30),Wolfsburg,,Hoffenheim,,Volkswagen Arena,,Head-to-Head,,2022,02,19,Wolfsburg vs Hoffenheim
528,BL,23,Sat,2022-02-19,15:30 (17:30),Arminia,,Union Berlin,,SchücoArena,,Head-to-Head,,2022,02,19,Arminia vs Union Berlin
529,BL,23,Sat,2022-02-19,18:30 (20:30),Köln,,Eint Frankfurt,,RheinEnergieSTADION,,Head-to-Head,,2022,02,19,Köln vs Eint Frankfurt
530,BL,23,Sun,2022-02-20,15:30 (17:30),Bayern Munich,,Greuther Fürth,,Allianz Arena,,Head-to-Head,,2022,02,20,Bayern Munich vs Greuther Fürth
531,BL,23,Sun,2022-02-20,17:30 (19:30),Dortmund,,M'Gladbach,,Signal Iduna Park,,Head-to-Head,,2022,02,20,Dortmund vs M'Gladbach
532,BL,23,Sun,2022-02-20,19:30 (21:30),Hertha BSC,,RB Leipzig,,Olympiastadion Berlin,,Head-to-Head,,2022,02,20,Hertha BSC vs RB Leipzig
533,BL,24,Fri,2022-02-25,20:30 (22:30),Hoffenheim,,Stuttgart,,PreZero Arena,,Head-to-Head,,2022,02,25,Hoffenheim vs Stuttgart
534,BL,24,Sat,2022-02-26,15:30 (17:30),Freiburg,,Hertha BSC,,Europa-Park Stadion,,Head-to-Head,,2022,02,26,Freiburg vs Hertha BSC
535,BL,24,Sat,2022-02-26,15:30 (17:30),Leverkusen,,Arminia,,BayArena,,Head-to-Head,,2022,02,26,Leverkusen vs Arminia
536,BL,24,Sat,2022-02-26,15:30 (17:30),Greuther Fürth,,Köln,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,,2022,02,26,Greuther Fürth vs Köln
537,BL,24,Sat,2022-02-26,15:30 (17:30),M'Gladbach,,Wolfsburg,,Stadion im Borussia-Park,,Head-to-Head,,2022,02,26,M'Gladbach vs Wolfsburg
538,BL,24,Sat,2022-02-26,15:30 (17:30),Union Berlin,,Mainz 05,,Stadion An der Alten Försterei,,Head-to-Head,,2022,02,26,Union Berlin vs Mainz 05
539,BL,24,Sat,2022-02-26,18:30 (20:30),Eint Frankfurt,,Bayern Munich,,Commerzbank-Arena,,Head-to-Head,,2022,02,26,Eint Frankfurt vs Bayern Munich
540,BL,24,Sun,2022-02-27,15:30 (17:30),Bochum,,RB Leipzig,,Vonovia Ruhrstadion,,Head-to-Head,,2022,02,27,Bochum vs RB Leipzig
541,BL,24,Sun,2022-02-27,17:30 (19:30),Augsburg,,Dortmund,,WWK Arena,,Head-to-Head,,2022,02,27,Augsburg vs Dortmund
542,BL,25,Fri,2022-03-04,20:30 (22:30),Arminia,,Augsburg,,SchücoArena,,Head-to-Head,,2022,03,04,Arminia vs Augsburg
543,BL,25,Sat,2022-03-05,15:30 (17:30),Bayern Munich,,Leverkusen,,Allianz Arena,,Head-to-Head,,2022,03,05,Bayern Munich vs Leverkusen
544,BL,25,Sat,2022-03-05,15:30 (17:30),Bochum,,Greuther Fürth,,Vonovia Ruhrstadion,,Head-to-Head,,2022,03,05,Bochum vs Greuther Fürth
545,BL,25,Sat,2022-03-05,15:30 (17:30),Hertha BSC,,Eint Frankfurt,,Olympiastadion Berlin,,Head-to-Head,,2022,03,05,Hertha BSC vs Eint Frankfurt
546,BL,25,Sat,2022-03-05,15:30 (17:30),RB Leipzig,,Freiburg,,Red Bull Arena,,Head-to-Head,,2022,03,05,RB Leipzig vs Freiburg
547,BL,25,Sat,2022-03-05,15:30 (17:30),Wolfsburg,,Union Berlin,,Volkswagen Arena,,Head-to-Head,,2022,03,05,Wolfsburg vs Union Berlin
548,BL,25,Sat,2022-03-05,18:30 (20:30),Stuttgart,,M'Gladbach,,Mercedes-Benz Arena,,Head-to-Head,,2022,03,05,Stuttgart vs M'Gladbach
549,BL,25,Sun,2022-03-06,15:30 (17:30),Mainz 05,,Dortmund,,Opel Arena,,Head-to-Head,,2022,03,06,Mainz 05 vs Dortmund
550,BL,25,Sun,2022-03-06,17:30 (19:30),Köln,,Hoffenheim,,RheinEnergieSTADION,,Head-to-Head,,2022,03,06,Köln vs Hoffenheim
551,BL,26,Sat,2022-03-12,15:30 (17:30),Freiburg,,Wolfsburg,,Europa-Park Stadion,,Head-to-Head,,2022,03,12,Freiburg vs Wolfsburg
552,BL,26,Sat,2022-03-12,15:30 (17:30),Union Berlin,,Stuttgart,,Stadion An der Alten Försterei,,Head-to-Head,,2022,03,12,Union Berlin vs Stuttgart
553,BL,26,Sat,2022-03-12,15:30 (17:30),Hoffenheim,,Bayern Munich,,PreZero Arena,,Head-to-Head,,2022,03,12,Hoffenheim vs Bayern Munich
554,BL,26,Sat,2022-03-12,15:30 (17:30),Augsburg,,Mainz 05,,WWK Arena,,Head-to-Head,,2022,03,12,Augsburg vs Mainz 05
555,BL,26,Sat,2022-03-12,18:30 (20:30),M'Gladbach,,Hertha BSC,,Stadion im Borussia-Park,,Head-to-Head,,2022,03,12,M'Gladbach vs Hertha BSC
556,BL,26,Sun,2022-03-13,15:30 (17:30),Leverkusen,,Köln,,BayArena,,Head-to-Head,,2022,03,13,Leverkusen vs Köln
557,BL,26,Sun,2022-03-13,17:30 (19:30),Dortmund,,Arminia,,Signal Iduna Park,,Head-to-Head,,2022,03,13,Dortmund vs Arminia
558,BL,26,Sun,2022-03-13,17:30 (19:30),Eint Frankfurt,,Bochum,,Commerzbank-Arena,,Head-to-Head,,2022,03,13,Eint Frankfurt vs Bochum
559,BL,26,Sun,2022-03-13,19:30 (21:30),Greuther Fürth,,RB Leipzig,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,,2022,03,13,Greuther Fürth vs RB Leipzig
560,BL,27,Fri,2022-03-18,20:30 (22:30),Bochum,,M'Gladbach,,Vonovia Ruhrstadion,,Head-to-Head,,2022,03,18,Bochum vs M'Gladbach
561,BL,27,Sat,2022-03-19,15:30 (17:30),Mainz 05,,Arminia,,Opel Arena,,Head-to-Head,,2022,03,19,Mainz 05 vs Arminia
562,BL,27,Sat,2022-03-19,15:30 (17:30),Stuttgart,,Augsburg,,Mercedes-Benz Arena,,Head-to-Head,,2022,03,19,Stuttgart vs Augsburg
563,BL,27,Sat,2022-03-19,15:30 (17:30),Hertha BSC,,Hoffenheim,,Olympiastadion Berlin,,Head-to-Head,,2022,03,19,Hertha BSC vs Hoffenheim
564,BL,27,Sat,2022-03-19,15:30 (17:30),Greuther Fürth,,Freiburg,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,,2022,03,19,Greuther Fürth vs Freiburg
565,BL,27,Sat,2022-03-19,18:30 (20:30),Bayern Munich,,Union Berlin,,Allianz Arena,,Head-to-Head,,2022,03,19,Bayern Munich vs Union Berlin
566,BL,27,Sun,2022-03-20,15:30 (17:30),RB Leipzig,,Eint Frankfurt,,Red Bull Arena,,Head-to-Head,,2022,03,20,RB Leipzig vs Eint Frankfurt
567,BL,27,Sun,2022-03-20,17:30 (19:30),Wolfsburg,,Leverkusen,,Volkswagen Arena,,Head-to-Head,,2022,03,20,Wolfsburg vs Leverkusen
568,BL,27,Sun,2022-03-20,19:30 (21:30),Köln,,Dortmund,,RheinEnergieSTADION,,Head-to-Head,,2022,03,20,Köln vs Dortmund
569,BL,28,Sat,2022-04-02,15:00 (16:00),Hoffenheim,,Bochum,,PreZero Arena,,Head-to-Head,,2022,04,02,Hoffenheim vs Bochum
570,BL,28,Sat,2022-04-02,15:00 (16:00),Freiburg,,Bayern Munich,,Europa-Park Stadion,,Head-to-Head,,2022,04,02,Freiburg vs Bayern Munich
571,BL,28,Sat,2022-04-02,15:00 (16:00),Leverkusen,,Hertha BSC,,BayArena,,Head-to-Head,,2022,04,02,Leverkusen vs Hertha BSC
572,BL,28,Sat,2022-04-02,15:00 (16:00),Eint Frankfurt,,Greuther Fürth,,Commerzbank-Arena,,Head-to-Head,,2022,04,02,Eint Frankfurt vs Greuther Fürth
573,BL,28,Sat,2022-04-02,15:00 (16:00),Union Berlin,,Köln,,Stadion An der Alten Försterei,,Head-to-Head,,2022,04,02,Union Berlin vs Köln
574,BL,28,Sat,2022-04-02,15:00 (16:00),Dortmund,,RB Leipzig,,Signal Iduna Park,,Head-to-Head,,2022,04,02,Dortmund vs RB Leipzig
575,BL,28,Sat,2022-04-02,15:00 (16:00),Augsburg,,Wolfsburg,,WWK Arena,,Head-to-Head,,2022,04,02,Augsburg vs Wolfsburg
576,BL,28,Sat,2022-04-02,15:00 (16:00),Arminia,,Stuttgart,,SchücoArena,,Head-to-Head,,2022,04,02,Arminia vs Stuttgart
577,BL,28,Sat,2022-04-02,15:00 (16:00),M'Gladbach,,Mainz 05,,Stadion im Borussia-Park,,Head-to-Head,,2022,04,02,M'Gladbach vs Mainz 05
578,BL,29,Sat,2022-04-09,15:00 (16:00),Bayern Munich,,Augsburg,,Allianz Arena,,Head-to-Head,,2022,04,09,Bayern Munich vs Augsburg
579,BL,29,Sat,2022-04-09,15:00 (16:00),Wolfsburg,,Arminia,,Volkswagen Arena,,Head-to-Head,,2022,04,09,Wolfsburg vs Arminia
580,BL,29,Sat,2022-04-09,15:00 (16:00),Stuttgart,,Dortmund,,Mercedes-Benz Arena,,Head-to-Head,,2022,04,09,Stuttgart vs Dortmund
581,BL,29,Sat,2022-04-09,15:00 (16:00),Eint Frankfurt,,Freiburg,,Commerzbank-Arena,,Head-to-Head,,2022,04,09,Eint Frankfurt vs Freiburg
582,BL,29,Sat,2022-04-09,15:00 (16:00),RB Leipzig,,Hoffenheim,,Red Bull Arena,,Head-to-Head,,2022,04,09,RB Leipzig vs Hoffenheim
583,BL,29,Sat,2022-04-09,15:00 (16:00),Greuther Fürth,,M'Gladbach,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,,2022,04,09,Greuther Fürth vs M'Gladbach
584,BL,29,Sat,2022-04-09,15:00 (16:00),Bochum,,Leverkusen,,Vonovia Ruhrstadion,,Head-to-Head,,2022,04,09,Bochum vs Leverkusen
585,BL,29,Sat,2022-04-09,15:00 (16:00),Köln,,Mainz 05,,RheinEnergieSTADION,,Head-to-Head,,2022,04,09,Köln vs Mainz 05
586,BL,29,Sat,2022-04-09,15:00 (16:00),Hertha BSC,,Union Berlin,,Olympiastadion Berlin,,Head-to-Head,,2022,04,09,Hertha BSC vs Union Berlin
587,BL,30,Sat,2022-04-16,15:00 (16:00),Union Berlin,,Eint Frankfurt,,Stadion An der Alten Försterei,,Head-to-Head,,2022,04,16,Union Berlin vs Eint Frankfurt
588,BL,30,Sat,2022-04-16,15:00 (16:00),Mainz 05,,Stuttgart,,Opel Arena,,Head-to-Head,,2022,04,16,Mainz 05 vs Stuttgart
589,BL,30,Sat,2022-04-16,15:00 (16:00),Dortmund,,Wolfsburg,,Signal Iduna Park,,Head-to-Head,,2022,04,16,Dortmund vs Wolfsburg
