Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
4,Tue,2021-12-21,21:30 (23:30),Sevilla,0.2,1–1,1.5,Barcelona,31358,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,Match Report,
9,Wed,2021-12-22,19:00 (21:00),Granada,0.6,2–1,1.6,Atlético Madrid,13304,Estadio Nuevo Los Cármenes,Alejandro Hernández,Match Report,
21,Wed,2021-12-22,21:30 (23:30),Athletic Club,0.9,1–2,1.2,Real Madrid,42722,San Mamés,César Soto,Match Report,
19,Fri,2021-12-31,16:15 (18:15),Valencia,0.9,1–2,1.9,Espanyol,29566,Estadio de Mestalla,José Sánchez,Match Report,
19,Sun,2022-01-02,14:00 (16:00),Getafe,0.8,1–0,0.6,Real Madrid,11890,Coliseum Alfonso Pérez,Mario Melero,Match Report,
19,Sun,2022-01-02,16:15 (18:15),Elche,0.9,0–0,1.5,Granada,12160,Estadio Manuel Martínez Valero,Adrián Cordero,Match Report,
19,Sun,2022-01-02,16:15 (18:15),Atlético Madrid,1.7,2–0,0.0,Rayo Vallecano,43029,Estadio Wanda Metropolitano,Jorge Figueroa,Match Report,
19,Sun,2022-01-02,18:30 (20:30),Alavés,1.6,1–1,0.8,Real Sociedad,13498,Estadio de Mendizorroza,Carlos del Cerro,Match Report,
19,Sun,2022-01-02,18:30 (20:30),Betis,1.5,0–2,2.1,Celta Vigo,41656,Estadio Benito Villamarín,César Soto,Match Report,
19,Sun,2022-01-02,21:00 (23:00),Mallorca,0.7,0–1,1.2,Barcelona,14654,Iberostar Estadi,Antonio Matéu Lahoz,Match Report,
19,Mon,2022-01-03,19:00 (21:00),Villarreal,3.3,5–0,0.4,Levante,13462,Estadio de la Cerámica,Alejandro Hernández,Match Report,
19,Mon,2022-01-03,21:00 (23:00),Osasuna,1.1,1–3,1.2,Athletic Club,16206,Estadio El Sadar,Miguel Ángel Ortiz Arias,Match Report,
19,Mon,2022-01-03,21:15 (23:15),Cádiz,0.4,0–1,1.5,Sevilla,14342,Estadio Nuevo Mirandilla,Alberola Rojas,Match Report,
20,Sat,2022-01-08,14:00 (16:00),Levante,1.1,2–0,1.3,Mallorca,13330,Estadio Ciudad de Valencia,Jorge Figueroa,Match Report,
20,Sat,2022-01-08,16:15 (18:15),Real Sociedad,1.7,1–0,0.3,Celta Vigo,27938,Estadio Municipal de Anoeta,Guillermo Cuadra,Match Report,
20,Sat,2022-01-08,18:30 (20:30),Granada,1.2,1–1,0.6,Barcelona,14442,Estadio Nuevo Los Cármenes,Pablo González,Match Report,
20,Sat,2022-01-08,21:00 (23:00),Real Madrid,3.7,4–1,1.2,Valencia,40617,Estadio Santiago Bernabéu,Alejandro Hernández,Match Report,
20,Sun,2022-01-09,14:00 (16:00),Rayo Vallecano,1.3,1–1,1.2,Betis,8395,Estadio del Rayo Vallecano,Alejandro Muñíz,Match Report,
20,Sun,2022-01-09,16:15 (18:15),Sevilla,0.6,1–0,0.1,Getafe,30801,Estadio Ramón Sánchez Pizjuán,Juan Martínez,Match Report,
20,Sun,2022-01-09,18:30 (20:30),Alavés,0.4,0–0,0.8,Athletic Club,14103,Estadio de Mendizorroza,Santiago Jaime,Match Report,
20,Sun,2022-01-09,18:30 (20:30),Osasuna,2.2,2–0,0.2,Cádiz,16292,Estadio El Sadar,Ricardo de Burgos,Match Report,
20,Sun,2022-01-09,21:00 (23:00),Villarreal,2.1,2–2,0.5,Atlético Madrid,14127,Estadio de la Cerámica,Alberola Rojas,Match Report,
20,Mon,2022-01-10,21:00 (23:00),Espanyol,1.2,1–2,0.8,Elche,11870,RCDE Stadium,Jesús Gil,Match Report,
21,Sun,2022-01-16,14:00 (16:00),Elche,0.2,1–0,0.5,Villarreal,12433,Estadio Manuel Martínez Valero,Valentín Pizarro,Match Report,
21,Tue,2022-01-18,20:00 (22:00),Betis,2.4,4–0,0.4,Alavés,38753,Estadio Benito Villamarín,José Sánchez,Match Report,
21,Tue,2022-01-18,21:30 (23:30),Cádiz,1.5,2–2,2.1,Espanyol,10755,Estadio Nuevo Mirandilla,Alejandro Muñíz,Match Report,
21,Wed,2022-01-19,19:00 (21:00),Celta Vigo,1.0,2–0,0.5,Osasuna,8837,Estadio de Balaídos,Adrián Cordero,Match Report,
21,Wed,2022-01-19,21:30 (23:30),Valencia,0.6,1–1,1.1,Sevilla,26049,Estadio de Mestalla,César Soto,Match Report,
21,Thu,2022-01-20,19:00 (21:00),Getafe,0.9,4–2,0.9,Granada,7634,Coliseum Alfonso Pérez,Isidro Díaz de Mera,Match Report,
21,Fri,2022-01-21,,Barcelona,,,,Rayo Vallecano,,Camp Nou,,,Match Postponed
22,Fri,2022-01-21,21:00 (23:00),Espanyol,1.7,1–4,2.2,Betis,17637,RCDE Stadium,Alberola Rojas,Match Report,
22,Sat,2022-01-22,14:00 (16:00),Levante,1.0,0–2,0.8,Cádiz,14063,Estadio Ciudad de Valencia,César Soto,Match Report,
22,Sat,2022-01-22,16:15 (18:15),Villarreal,1.7,3–0,1.2,Mallorca,13207,Estadio de la Cerámica,Miguel Ángel Ortiz Arias,Match Report,
22,Sat,2022-01-22,18:30 (20:30),Sevilla,1.2,2–2,0.7,Celta Vigo,30059,Estadio Ramón Sánchez Pizjuán,José Sánchez,Match Report,
22,Sat,2022-01-22,21:00 (23:00),Atlético Madrid,2.7,3–2,0.7,Valencia,44999,Estadio Wanda Metropolitano,Isidro Díaz de Mera,Match Report,
22,Sun,2022-01-23,14:00 (16:00),Granada,0.7,0–2,1.8,Osasuna,12471,Estadio Nuevo Los Cármenes,Santiago Jaime,Match Report,
22,Sun,2022-01-23,16:15 (18:15),Real Madrid,3.4,2–2,0.8,Elche,39796,Estadio Santiago Bernabéu,Ricardo de Burgos,Match Report,
22,Sun,2022-01-23,18:30 (20:30),Rayo Vallecano,1.6,0–1,0.5,Athletic Club,9034,Estadio del Rayo Vallecano,Adrián Cordero,Match Report,
22,Sun,2022-01-23,18:30 (20:30),Real Sociedad,1.1,0–0,0.5,Getafe,27368,Estadio Municipal de Anoeta,José Luis Munuera,Match Report,
22,Sun,2022-01-23,21:00 (23:00),Alavés,0.6,0–1,1.3,Barcelona,14056,Estadio de Mendizorroza,Jorge Figueroa,Match Report,
23,Fri,2022-02-04,21:00 (23:00),Getafe,0.8,3–0,0.9,Levante,8475,Coliseum Alfonso Pérez,Alejandro Muñíz,Match Report,
23,Sat,2022-02-05,14:00 (16:00),Elche,1.4,3–1,0.8,Alavés,12923,Estadio Manuel Martínez Valero,Mario Melero,Match Report,
23,Sat,2022-02-05,16:15 (18:15),Mallorca,2.4,2–1,1.2,Cádiz,12226,Iberostar Estadi,Carlos del Cerro,Match Report,
23,Sat,2022-02-05,18:30 (20:30),Celta Vigo,0.7,2–0,0.9,Rayo Vallecano,12546,Estadio de Balaídos,José Luis Munuera,Match Report,
23,Sat,2022-02-05,21:00 (23:00),Osasuna,0.6,0–0,1.3,Sevilla,17635,Estadio El Sadar,Valentín Pizarro,Match Report,
23,Sun,2022-02-06,14:00 (16:00),Valencia,0.7,0–0,0.5,Real Sociedad,31351,Estadio de Mestalla,José Sánchez,Match Report,
23,Sun,2022-02-06,16:15 (18:15),Barcelona,1.0,4–2,1.3,Atlético Madrid,,Camp Nou,Jesús Gil,Match Report,
23,Sun,2022-02-06,18:30 (20:30),Betis,0.6,0–2,0.9,Villarreal,44870,Estadio Benito Villamarín,Pablo González,Match Report,
23,Sun,2022-02-06,21:00 (23:00),Real Madrid,2.0,1–0,0.7,Granada,36665,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,Match Report,
23,Mon,2022-02-07,21:00 (23:00),Athletic Club,0.7,2–1,0.7,Espanyol,30753,San Mamés,César Soto,Match Report,
24,Fri,2022-02-11,21:00 (23:00),Sevilla,0.7,2–0,0.4,Elche,33411,Estadio Ramón Sánchez Pizjuán,Miguel Ángel Ortiz Arias,Match Report,
24,Sat,2022-02-12,14:00 (16:00),Cádiz,0.7,0–0,1.0,Celta Vigo,15635,Estadio Nuevo Mirandilla,Antonio Matéu Lahoz,Match Report,
24,Sat,2022-02-12,16:15 (18:15),Villarreal,0.5,0–0,2.0,Real Madrid,17894,Estadio de la Cerámica,José Sánchez,Match Report,
24,Sat,2022-02-12,18:30 (20:30),Rayo Vallecano,0.7,0–3,1.1,Osasuna,8596,Estadio del Rayo Vallecano,Jorge Figueroa,Match Report,
24,Sat,2022-02-12,21:00 (23:00),Atlético Madrid,2.7,4–3,2.2,Getafe,49375,Estadio Wanda Metropolitano,Ricardo de Burgos,Match Report,
24,Sun,2022-02-13,14:00 (16:00),Alavés,1.7,2–1,1.3,Valencia,12845,Estadio de Mendizorroza,Adrián Cordero,Match Report,
24,Sun,2022-02-13,16:15 (18:15),Levante,1.9,2–4,2.0,Betis,16103,Estadio Ciudad de Valencia,Santiago Jaime,Match Report,
24,Sun,2022-02-13,18:30 (20:30),Real Sociedad,2.7,2–0,1.4,Granada,29847,Estadio Municipal de Anoeta,Alberola Rojas,Match Report,
24,Sun,2022-02-13,21:00 (23:00),Espanyol,0.6,2–2,1.0,Barcelona,25049,RCDE Stadium,Alejandro Hernández,Match Report,
24,Mon,2022-02-14,21:00 (23:00),Mallorca,2.8,3–2,1.6,Athletic Club,12904,Iberostar Estadi,Isidro Díaz de Mera,Match Report,
21,Wed,2022-02-16,19:00 (21:00),Atlético Madrid,1.0,0–1,1.1,Levante,43456,Estadio Wanda Metropolitano,José Luis Munuera,Match Report,
25,Fri,2022-02-18,21:00 (23:00),Elche,,,,Rayo Vallecano,,Estadio Manuel Martínez Valero,,Head-to-Head,
25,Sat,2022-02-19,14:00 (16:00),Granada,,,,Villarreal,,Estadio Nuevo Los Cármenes,,Head-to-Head,
25,Sat,2022-02-19,16:15 (18:15),Osasuna,,,,Atlético Madrid,,Estadio El Sadar,,Head-to-Head,
25,Sat,2022-02-19,18:30 (20:30),Cádiz,,,,Getafe,,Estadio Nuevo Mirandilla,,Head-to-Head,
25,Sat,2022-02-19,21:00 (23:00),Real Madrid,,,,Alavés,,Estadio Santiago Bernabéu,,Head-to-Head,
25,Sun,2022-02-20,14:00 (16:00),Espanyol,,,,Sevilla,,RCDE Stadium,,Head-to-Head,
25,Sun,2022-02-20,16:15 (18:15),Valencia,,,,Barcelona,,Estadio de Mestalla,,Head-to-Head,
25,Sun,2022-02-20,18:30 (20:30),Betis,,,,Mallorca,,Estadio Benito Villamarín,,Head-to-Head,
25,Sun,2022-02-20,21:00 (23:00),Athletic Club,,,,Real Sociedad,,San Mamés,,Head-to-Head,
25,Mon,2022-02-21,21:00 (23:00),Celta Vigo,,,,Levante,,Estadio de Balaídos,,Head-to-Head,
26,Fri,2022-02-25,21:00 (23:00),Mallorca,,,,Valencia,,Iberostar Estadi,,Head-to-Head,
26,Sat,2022-02-26,14:00 (16:00),Levante,,,,Elche,,Estadio Ciudad de Valencia,,Head-to-Head,
26,Sat,2022-02-26,16:15 (18:15),Getafe,,,,Alavés,,Coliseum Alfonso Pérez,,Head-to-Head,
26,Sat,2022-02-26,18:30 (20:30),Rayo Vallecano,,,,Real Madrid,,Estadio del Rayo Vallecano,,Head-to-Head,
26,Sat,2022-02-26,21:00 (23:00),Atlético Madrid,,,,Celta Vigo,,Estadio Wanda Metropolitano,,Head-to-Head,
26,Sun,2022-02-27,14:00 (16:00),Villarreal,,,,Espanyol,,Estadio de la Cerámica,,Head-to-Head,
26,Sun,2022-02-27,16:15 (18:15),Sevilla,,,,Betis,,Estadio Ramón Sánchez Pizjuán,,Head-to-Head,
26,Sun,2022-02-27,18:30 (20:30),Real Sociedad,,,,Osasuna,,Estadio Municipal de Anoeta,,Head-to-Head,
26,Sun,2022-02-27,21:00 (23:00),Barcelona,,,,Athletic Club,,Camp Nou,,Head-to-Head,
26,Mon,2022-02-28,21:00 (23:00),Granada,,,,Cádiz,,Estadio Nuevo Los Cármenes,,Head-to-Head,
21,Wed,2022-03-02,21:00 (23:00),Mallorca,,,,Real Sociedad,,Iberostar Estadi,,Head-to-Head,
27,Fri,2022-03-04,21:00 (23:00),Alavés,,,,Sevilla,,Estadio de Mendizorroza,,Head-to-Head,
27,Sat,2022-03-05,14:00 (16:00),Osasuna,,,,Villarreal,,Estadio El Sadar,,Head-to-Head,
27,Sat,2022-03-05,16:15 (18:15),Espanyol,,,,Getafe,,RCDE Stadium,,Head-to-Head,
27,Sat,2022-03-05,18:30 (20:30),Valencia,,,,Granada,,Estadio de Mestalla,,Head-to-Head,
27,Sat,2022-03-05,21:00 (23:00),Real Madrid,,,,Real Sociedad,,Estadio Santiago Bernabéu,,Head-to-Head,
27,Sun,2022-03-06,14:00 (16:00),Cádiz,,,,Rayo Vallecano,,Estadio Nuevo Mirandilla,,Head-to-Head,
27,Sun,2022-03-06,16:15 (18:15),Elche,,,,Barcelona,,Estadio Manuel Martínez Valero,,Head-to-Head,
27,Sun,2022-03-06,18:30 (20:30),Celta Vigo,,,,Mallorca,,Estadio de Balaídos,,Head-to-Head,
27,Sun,2022-03-06,21:00 (23:00),Betis,,,,Atlético Madrid,,Estadio Benito Villamarín,,Head-to-Head,
27,Mon,2022-03-07,21:00 (23:00),Athletic Club,,,,Levante,,San Mamés,,Head-to-Head,
28,Sun,2022-03-13,,Granada,,,,Elche,,Estadio Nuevo Los Cármenes,,Head-to-Head,
28,Sun,2022-03-13,,Real Sociedad,,,,Alavés,,Estadio Municipal de Anoeta,,Head-to-Head,
28,Sun,2022-03-13,,Getafe,,,,Valencia,,Coliseum Alfonso Pérez,,Head-to-Head,
28,Sun,2022-03-13,,Levante,,,,Espanyol,,Estadio Ciudad de Valencia,,Head-to-Head,
28,Sun,2022-03-13,,Betis,,,,Athletic Club,,Estadio Benito Villamarín,,Head-to-Head,
28,Sun,2022-03-13,,Atlético Madrid,,,,Cádiz,,Estadio Wanda Metropolitano,,Head-to-Head,
28,Sun,2022-03-13,,Rayo Vallecano,,,,Sevilla,,Estadio del Rayo Vallecano,,Head-to-Head,
28,Sun,2022-03-13,,Villarreal,,,,Celta Vigo,,Estadio de la Cerámica,,Head-to-Head,
28,Sun,2022-03-13,,Barcelona,,,,Osasuna,,Camp Nou,,Head-to-Head,
28,Sun,2022-03-13,,Mallorca,,,,Real Madrid,,Iberostar Estadi,,Head-to-Head,
29,Sun,2022-03-20,,Rayo Vallecano,,,,Atlético Madrid,,,,Head-to-Head,
29,Sun,2022-03-20,,Real Madrid,,,,Barcelona,,,,Head-to-Head,
29,Sun,2022-03-20,,Alavés,,,,Granada,,,,Head-to-Head,
29,Sun,2022-03-20,,Elche,,,,Valencia,,,,Head-to-Head,
29,Sun,2022-03-20,,Osasuna,,,,Levante,,,,Head-to-Head,
29,Sun,2022-03-20,,Cádiz,,,,Villarreal,,,,Head-to-Head,
29,Sun,2022-03-20,,Athletic Club,,,,Getafe,,,,Head-to-Head,
29,Sun,2022-03-20,,Celta Vigo,,,,Betis,,,,Head-to-Head,
29,Sun,2022-03-20,,Espanyol,,,,Mallorca,,,,Head-to-Head,
29,Sun,2022-03-20,,Sevilla,,,,Real Sociedad,,,,Head-to-Head,
30,Sun,2022-04-03,,Betis,,,,Osasuna,,,,Head-to-Head,
30,Sun,2022-04-03,,Levante,,,,Villarreal,,,,Head-to-Head,
30,Sun,2022-04-03,,Barcelona,,,,Sevilla,,,,Head-to-Head,
30,Sun,2022-04-03,,Granada,,,,Rayo Vallecano,,,,Head-to-Head,
30,Sun,2022-04-03,,Celta Vigo,,,,Real Madrid,,,,Head-to-Head,
30,Sun,2022-04-03,,Athletic Club,,,,Elche,,,,Head-to-Head,
30,Sun,2022-04-03,,Valencia,,,,Cádiz,,,,Head-to-Head,
30,Sun,2022-04-03,,Atlético Madrid,,,,Alavés,,,,Head-to-Head,
30,Sun,2022-04-03,,Real Sociedad,,,,Espanyol,,,,Head-to-Head,
30,Sun,2022-04-03,,Getafe,,,,Mallorca,,,,Head-to-Head,
31,Sun,2022-04-10,,Osasuna,,,,Alavés,,,,Head-to-Head,
31,Sun,2022-04-10,,Real Madrid,,,,Getafe,,,,Head-to-Head,
31,Sun,2022-04-10,,Levante,,,,Barcelona,,,,Head-to-Head,
31,Sun,2022-04-10,,Sevilla,,,,Granada,,,,Head-to-Head,
31,Sun,2022-04-10,,Villarreal,,,,Athletic Club,,,,Head-to-Head,
31,Sun,2022-04-10,,Espanyol,,,,Celta Vigo,,,,Head-to-Head,
31,Sun,2022-04-10,,Mallorca,,,,Atlético Madrid,,,,Head-to-Head,
31,Sun,2022-04-10,,Rayo Vallecano,,,,Valencia,,,,Head-to-Head,
31,Sun,2022-04-10,,Elche,,,,Real Sociedad,,,,Head-to-Head,
31,Sun,2022-04-10,,Cádiz,,,,Betis,,,,Head-to-Head,
32,Sun,2022-04-17,,Granada,,,,Levante,,,,Head-to-Head,
32,Sun,2022-04-17,,Alavés,,,,Rayo Vallecano,,,,Head-to-Head,
32,Sun,2022-04-17,,Atlético Madrid,,,,Espanyol,,,,Head-to-Head,
32,Sun,2022-04-17,,Real Sociedad,,,,Betis,,,,Head-to-Head,
32,Sun,2022-04-17,,Elche,,,,Mallorca,,,,Head-to-Head,
32,Sun,2022-04-17,,Getafe,,,,Villarreal,,,,Head-to-Head,
32,Sun,2022-04-17,,Sevilla,,,,Real Madrid,,,,Head-to-Head,
32,Sun,2022-04-17,,Valencia,,,,Osasuna,,,,Head-to-Head,
32,Sun,2022-04-17,,Barcelona,,,,Cádiz,,,,Head-to-Head,
32,Sun,2022-04-17,,Athletic Club,,,,Celta Vigo,,,,Head-to-Head,
33,Wed,2022-04-20,,Levante,,,,Sevilla,,,,Head-to-Head,
33,Wed,2022-04-20,,Mallorca,,,,Alavés,,,,Head-to-Head,
33,Wed,2022-04-20,,Osasuna,,,,Real Madrid,,,,Head-to-Head,
33,Wed,2022-04-20,,Real Sociedad,,,,Barcelona,,,,Head-to-Head,
33,Wed,2022-04-20,,Espanyol,,,,Rayo Vallecano,,,,Head-to-Head,
33,Wed,2022-04-20,,Villarreal,,,,Valencia,,,,Head-to-Head,
33,Wed,2022-04-20,,Atlético Madrid,,,,Granada,,,,Head-to-Head,
33,Wed,2022-04-20,,Cádiz,,,,Athletic Club,,,,Head-to-Head,
33,Wed,2022-04-20,,Betis,,,,Elche,,,,Head-to-Head,
33,Wed,2022-04-20,,Celta Vigo,,,,Getafe,,,,Head-to-Head,
34,Sun,2022-05-01,,Elche,,,,Osasuna,,,,Head-to-Head,
34,Sun,2022-05-01,,Rayo Vallecano,,,,Real Sociedad,,,,Head-to-Head,
34,Sun,2022-05-01,,Athletic Club,,,,Atlético Madrid,,,,Head-to-Head,
34,Sun,2022-05-01,,Granada,,,,Celta Vigo,,,,Head-to-Head,
34,Sun,2022-05-01,,Valencia,,,,Levante,,,,Head-to-Head,
34,Sun,2022-05-01,,Real Madrid,,,,Espanyol,,,,Head-to-Head,
34,Sun,2022-05-01,,Getafe,,,,Betis,,,,Head-to-Head,
34,Sun,2022-05-01,,Alavés,,,,Villarreal,,,,Head-to-Head,
34,Sun,2022-05-01,,Barcelona,,,,Mallorca,,,,Head-to-Head,
34,Sun,2022-05-01,,Sevilla,,,,Cádiz,,,,Head-to-Head,
35,Sun,2022-05-08,,Celta Vigo,,,,Alavés,,,,Head-to-Head,
35,Sun,2022-05-08,,Espanyol,,,,Osasuna,,,,Head-to-Head,
35,Sun,2022-05-08,,Villarreal,,,,Sevilla,,,,Head-to-Head,
35,Sun,2022-05-08,,Athletic Club,,,,Valencia,,,,Head-to-Head,
35,Sun,2022-05-08,,Mallorca,,,,Granada,,,,Head-to-Head,
35,Sun,2022-05-08,,Levante,,,,Real Sociedad,,,,Head-to-Head,
35,Sun,2022-05-08,,Atlético Madrid,,,,Real Madrid,,,,Head-to-Head,
35,Sun,2022-05-08,,Cádiz,,,,Elche,,,,Head-to-Head,
35,Sun,2022-05-08,,Getafe,,,,Rayo Vallecano,,,,Head-to-Head,
35,Sun,2022-05-08,,Betis,,,,Barcelona,,,,Head-to-Head,
36,Wed,2022-05-11,,Osasuna,,,,Getafe,,,,Head-to-Head,
36,Wed,2022-05-11,,Real Sociedad,,,,Cádiz,,,,Head-to-Head,
36,Wed,2022-05-11,,Sevilla,,,,Mallorca,,,,Head-to-Head,
36,Wed,2022-05-11,,Elche,,,,Atlético Madrid,,,,Head-to-Head,
36,Wed,2022-05-11,,Real Madrid,,,,Levante,,,,Head-to-Head,
36,Wed,2022-05-11,,Valencia,,,,Betis,,,,Head-to-Head,
36,Wed,2022-05-11,,Barcelona,,,,Celta Vigo,,,,Head-to-Head,
36,Wed,2022-05-11,,Rayo Vallecano,,,,Villarreal,,,,Head-to-Head,
36,Wed,2022-05-11,,Alavés,,,,Espanyol,,,,Head-to-Head,
36,Wed,2022-05-11,,Granada,,,,Athletic Club,,,,Head-to-Head,
37,Sun,2022-05-15,,Celta Vigo,,,,Elche,,,,Head-to-Head,
37,Sun,2022-05-15,,Athletic Club,,,,Osasuna,,,,Head-to-Head,
37,Sun,2022-05-15,,Getafe,,,,Barcelona,,,,Head-to-Head,
37,Sun,2022-05-15,,Espanyol,,,,Valencia,,,,Head-to-Head,
37,Sun,2022-05-15,,Betis,,,,Granada,,,,Head-to-Head,
37,Sun,2022-05-15,,Atlético Madrid,,,,Sevilla,,,,Head-to-Head,
37,Sun,2022-05-15,,Levante,,,,Alavés,,,,Head-to-Head,
37,Sun,2022-05-15,,Cádiz,,,,Real Madrid,,,,Head-to-Head,
37,Sun,2022-05-15,,Villarreal,,,,Real Sociedad,,,,Head-to-Head,
37,Sun,2022-05-15,,Mallorca,,,,Rayo Vallecano,,,,Head-to-Head,
38,Sun,2022-05-22,,Rayo Vallecano,,,,Levante,,,,Head-to-Head,
38,Sun,2022-05-22,,Real Sociedad,,,,Atlético Madrid,,,,Head-to-Head,
38,Sun,2022-05-22,,Alavés,,,,Cádiz,,,,Head-to-Head,
38,Sun,2022-05-22,,Barcelona,,,,Villarreal,,,,Head-to-Head,
38,Sun,2022-05-22,,Real Madrid,,,,Betis,,,,Head-to-Head,
38,Sun,2022-05-22,,Sevilla,,,,Athletic Club,,,,Head-to-Head,
38,Sun,2022-05-22,,Osasuna,,,,Mallorca,,,,Head-to-Head,
38,Sun,2022-05-22,,Granada,,,,Espanyol,,,,Head-to-Head,
38,Sun,2022-05-22,,Valencia,,,,Celta Vigo,,,,Head-to-Head,
38,Sun,2022-05-22,,Elche,,,,Getafe,,,,Head-to-Head,
