Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
37,Sun,2014-05-11,,Granada,0–2,Almería,,Nuevo Los Cármenes,Gil Manzano,Match Report,
37,Sun,2014-05-11,,Atlético Madrid,1–1,Málaga,,Vicente Calderón,Teixeira Vitienes,Match Report,
37,Sun,2014-05-11,,Espanyol,1–1,Osasuna,,Cornellá - El Prat,Iglesias Villanueva,Match Report,
37,Sun,2014-05-11,,Elche,0–0,Barcelona,,Martínez Valero,Teixeira Vitienes,Match Report,
37,Sun,2014-05-11,,Celta Vigo,2–0,Real Madrid,,Balaídos,Hernández Hernández,Match Report,
37,Sun,2014-05-11,,Betis,4–3,Valladolid,,Benito Villamarín,Álvarez Izquierdo,Match Report,
37,Sun,2014-05-11,,Athletic Club,1–1,Real Sociedad,,San Mamés,Del Cerro Grande,Match Report,
38,Fri,2014-05-16,,Málaga,1–0,Levante,,La Rosaleda,Prieto Iglesias,Match Report,
38,Sat,2014-05-17,,Real Madrid,3–1,Espanyol,,Santiago Bernabéu,Fernández Borbalán,Match Report,
38,Sat,2014-05-17,,Barcelona,1–1,Atlético Madrid,,Camp Nou,Mateu Lahoz,Match Report,
38,Sat,2014-05-17,,Valencia,2–1,Celta Vigo,,Mestalla,Del Cerro Grande,Match Report,
38,Sun,2014-05-18,,Rayo Vallecano,1–2,Getafe,,Estadio de Vallecas Teresa Rivero,Gil Manzano,Match Report,
38,Sun,2014-05-18,,Almería,0–0,Athletic Club,,Estadio Mediterráneo,Estrada Fernández,Match Report,
38,Sun,2014-05-18,,Real Sociedad,1–2,Villarreal,,Anoeta,Velasco Carballo,Match Report,
38,Sun,2014-05-18,,Osasuna,2–1,Betis,,Reyno de Navarra,Martínez Munuera,Match Report,
38,Sun,2014-05-18,,Valladolid,0–1,Granada,,José Zorrilla,Clos Gómez,Match Report,
38,Sun,2014-05-18,,Sevilla,3–1,Elche,,Ramón Sánchez Pizjuán,Hernández Hernández,Match Report,
