Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
1,Fri,2013-08-16,,Paços,0–2,Braga,,Estádio Dr. Machado de Matos,Bruno Paixão,Match Report,
1,Sat,2013-08-17,,Vitória,2–0,Olhanense,,Estádio Dom Afonso Henriques,Olegário Benquerença,Match Report,
1,Sat,2013-08-17,,Estoril,3–1,Nacional,,Estádio António Coimbra da Mota,Duarte Gomes,Match Report,
1,Sun,2013-08-18,,Belenenses,0–3,Rio Ave,,Estádio do Restelo,Rui Silva,Match Report,
1,Sun,2013-08-18,,Gil Vicente,2–0,Académica,,Estádio Cidade de Barcelos,Pedro Proença,Match Report,
1,Sun,2013-08-18,,Vitória Setúbal,1–3,Porto,,Estádio do Bonfim,João Capela,Match Report,
1,Sun,2013-08-18,,Marítimo,2–1,Benfica,,Estádio dos Barreiros,Jorge Sousa,Match Report,
1,Sun,2013-08-18,,Sporting CP,5–1,Arouca,,Estádio José Alvalade,Rui Costa,Match Report,
2,Sat,2013-08-24,,Académica,0–4,Sporting CP,,Estádio EFAPEL,Artur Soares Dias,Match Report,
2,Sat,2013-08-24,,Olhanense,1–0,Paços,,Estádio Do Algarve,Hugo Miguel,Match Report,
2,Sun,2013-08-25,,Arouca,1–2,Estoril,,Estádio Municipal de Arouca,Manuel Mota,Match Report,
2,Sun,2013-08-25,,Porto,3–0,Marítimo,,Estádio Do Dragão,Jorge Ferreira,Match Report,
2,Sun,2013-08-25,,Rio Ave,2–0,Vitória Setúbal,,Estádio do Rio Ave Futebol Clube,Cosme Machado,Match Report,
2,Sun,2013-08-25,,Nacional,1–1,Vitória,,Estádio da Madeira,Manuel Oliveira,Match Report,
2,Sun,2013-08-25,,Benfica,2–1,Gil Vicente,,Estádio do Sport Lisboa e Benfica,Paulo Baptista,Match Report,
2,Mon,2013-08-26,,Braga,2–1,Belenenses,,Estádio Municipal de Braga,Carlos Xistra,Match Report,
3,Sat,2013-08-31,,Sporting CP,1–1,Benfica,,Estádio José Alvalade,Hugo Miguel,Match Report,
3,Sat,2013-08-31,,Vitória,1–4,Vitória Setúbal,,Estádio Dom Afonso Henriques,Marco Ferreira,Match Report,
3,Sun,2013-09-01,,Gil Vicente,1–0,Braga,,Estádio Cidade de Barcelos,Vasco Santos,Match Report,
3,Sun,2013-09-01,,Paços,0–1,Porto,,Estádio Dr. Machado de Matos,Rui Costa,Match Report,
3,Sun,2013-09-01,,Belenenses,2–3,Nacional,,Estádio do Restelo,Luís Ferreira,Match Report,
3,Sun,2013-09-01,,Arouca,1–0,Rio Ave,,Estádio Municipal de Arouca,Bruno Esteves,Match Report,
3,Sun,2013-09-01,,Marítimo,1–1,Olhanense,,Estádio dos Barreiros,Jorge Tavares,Match Report,
3,Mon,2013-09-02,,Estoril,1–1,Académica,,Estádio António Coimbra da Mota,Manuel Oliveira,Match Report,
4,Sat,2013-09-14,,Benfica,3–1,Paços,,Estádio do Sport Lisboa e Benfica,Bruno Paixão,Match Report,
4,Sat,2013-09-14,,Porto,2–0,Gil Vicente,,Estádio Do Dragão,Hugo Pacheco,Match Report,
4,Sat,2013-09-14,,Rio Ave,0–1,Vitória,,Estádio do Rio Ave Futebol Clube,Jorge Sousa,Match Report,
4,Sun,2013-09-15,,Nacional,0–1,Arouca,,Estádio da Madeira,Paulo Baptista,Match Report,
