Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
21,Sat,2020-02-15,20:30 (23:30),Rio Ave,1–1,Sporting CP,4434,Estádio do Rio Ave Futebol Clube,Fábio Veríssimo,Match Report,
21,Sun,2020-02-16,15:00 (18:00),Boavista,1–2,Belenenses,16900,Estádio do Bessa Século XXI,Vitor Ferreira Fernandes,Match Report,
21,Sun,2020-02-16,15:00 (18:00),Marítimo,3–0,Paços,5390,Estádio dos Barreiros,Manuel Mota,Match Report,
21,Sun,2020-02-16,17:30 (20:30),Vitória,1–2,Porto,23896,Estádio Dom Afonso Henriques,Luís Godinho,Match Report,
21,Sun,2020-02-16,20:00 (23:00),Famalicão,1–1,Aves,2926,Estádio Municipal 22 de Junho,Artur Soares Dias,Match Report,
22,Fri,2020-02-21,20:30 (23:30),Aves,0–2,Vitória,3818,Estádio Clube Desportivo das Aves,Rui Costa,Match Report,
22,Sat,2020-02-22,18:00 (21:00),Tondela,1–2,Rio Ave,1859,Estádio João Cardoso,Manuel Mota,Match Report,
22,Sat,2020-02-22,20:30 (23:30),Belenenses,1–0,Marítimo,1955,Estádio Nacional,Artur Soares Dias,Match Report,
22,Sun,2020-02-23,15:00 (18:00),Paços,2–1,Famalicão,3445,Estádio da Capital do Móvel,António Nobre,Match Report,
22,Sun,2020-02-23,15:00 (18:00),Moreirense,2–1,Santa Clara,2148,P.D. Comendador Joaquim de Almeida Freit...,Iancu Vasilica,Match Report,
22,Sun,2020-02-23,17:30 (20:30),Sporting CP,2–0,Boavista,29171,Estádio José Alvalade,Nuno Almeida,Match Report,
22,Sun,2020-02-23,20:00 (23:00),Braga,3–1,Vitória Setúbal,11185,Estádio Municipal de Braga,Hélder Malheiro,Match Report,
22,Sun,2020-02-23,20:30 (23:30),Porto,1–0,Portimonense,40129,Estádio Do Dragão,Hugo Miguel,Match Report,
22,Mon,2020-02-24,19:30 (22:30),Gil Vicente FC,0–1,Benfica,11986,Estádio Cidade de Barcelos,Luís Godinho,Match Report,
