Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
7,Sun,2018-10-07,20:00 (22:00),Portimonense,4–2,Sporting CP,5685,Estádio do Portimonense SC,Hugo Miguel,Match Report,
8,Fri,2018-10-26,19:00 (21:00),Nacional,0–1,Portimonense,1458,Estádio da Madeira,Manuel Oliveira,Match Report,
8,Fri,2018-10-26,21:15 (23:15),Vitória,1–1,Braga,26170,Estádio Dom Afonso Henriques,Hugo Miguel,Match Report,
8,Sat,2018-10-27,15:30 (17:30),Aves,1–2,Santa Clara,1806,Estádio Clube Desportivo das Aves,Fábio Costa,Match Report,
8,Sat,2018-10-27,18:00 (20:00),Rio Ave,1–0,Chaves,2894,Estádio do Rio Ave Futebol Clube,Hélder Malheiro,Match Report,
8,Sat,2018-10-27,20:30 (22:30),Belenenses,2–0,Benfica,10635,Estádio Nacional,Artur Soares Dias,Match Report,
8,Sun,2018-10-28,15:00 (18:00),Moreirense,1–0,Marítimo,1627,P.D. Comendador Joaquim de Almeida Freit...,João Santos Capela,Match Report,
8,Sun,2018-10-28,15:00 (18:00),Tondela,1–2,Vitória Setúbal,1393,Estádio João Cardoso,João Pinto,Match Report,
8,Sun,2018-10-28,17:30 (20:30),Porto,2–0,Feirense,46028,Estádio Do Dragão,Rui Oliveira,Match Report,
8,Sun,2018-10-28,20:00 (23:00),Sporting CP,3–0,Boavista,27784,Estádio José Alvalade,Carlos Xistra,Match Report,
9,Fri,2018-11-02,20:30 (23:30),Benfica,1–3,Moreirense,47216,Estádio do Sport Lisboa e Benfica,Nuno Almeida,Match Report,
9,Sat,2018-11-03,15:30 (18:30),Portimonense,1–1,Belenenses,2921,Estádio do Portimonense SC,João Santos Capela,Match Report,
9,Sat,2018-11-03,18:00 (21:00),Marítimo,0–2,Porto,9620,Estádio dos Barreiros,Carlos Xistra,Match Report,
9,Sat,2018-11-03,20:30 (23:30),Boavista,0–0,Vitória,5739,Estádio do Bessa Século XXI,Tiago Martins,Match Report,
9,Sun,2018-11-04,15:00 (18:00),Feirense,2–4,Tondela,2136,Estádio Marcolino de Castro,Hugo Miguel,Match Report,
9,Sun,2018-11-04,16:30 (20:30),Santa Clara,1–2,Sporting CP,9968,Estádio de São Miguel,Manuel Mota,Match Report,
9,Sun,2018-11-04,20:00 (23:00),Braga,2–1,Vitória Setúbal,7254,Estádio Municipal de Braga,Hélder Malheiro,Match Report,
9,Mon,2018-11-05,19:00 (22:00),Rio Ave,3–3,Nacional,2232,Estádio do Rio Ave Futebol Clube,João Pinto,Match Report,
9,Mon,2018-11-05,21:15 (00:15),Chaves,1–2,Aves,2720,Estádio Municipal Eng. Manuel Branco Tei...,Rui Costa,Match Report,
10,Fri,2018-11-09,19:00 (22:00),Moreirense,2–0,Portimonense,1234,P.D. Comendador Joaquim de Almeida Freit...,Hugo Miguel,Match Report,
10,Fri,2018-11-09,21:15 (00:15),Vitória Setúbal,2–1,Feirense,2196,Estádio do Bonfim,Fábio Costa,Match Report,
10,Sat,2018-11-10,15:30 (18:30),Aves,2–1,Rio Ave,1419,Estádio Clube Desportivo das Aves,Luís Godinho,Match Report,
10,Sat,2018-11-10,15:30 (18:30),Belenenses,0–0,Boavista,1622,Estádio Nacional,André Narciso,Match Report,
10,Sat,2018-11-10,18:00 (21:00),Nacional,1–0,Marítimo,2981,Estádio da Madeira,Rui Costa,Match Report,
10,Sat,2018-11-10,20:30 (23:30),Porto,1–0,Braga,47929,Estádio Do Dragão,Artur Soares Dias,Match Report,
10,Sun,2018-11-11,15:00 (18:00),Vitória,2–0,Santa Clara,12484,Estádio Dom Afonso Henriques,Carlos Xistra,Match Report,
10,Sun,2018-11-11,17:30 (20:30),Tondela,1–3,Benfica,4755,Estádio João Cardoso,João Pinheiro,Match Report,
10,Sun,2018-11-11,20:00 (23:00),Sporting CP,2–1,Chaves,20359,Estádio José Alvalade,Tiago Martins,Match Report,
11,Fri,2018-11-30,19:30 (23:30),Santa Clara,2–3,Belenenses,2369,Estádio de São Miguel,António Nobre,Match Report,
11,Sat,2018-12-01,15:30 (18:30),Marítimo,0–1,Vitória Setúbal,4256,Estádio dos Barreiros,Artur Soares Dias,Match Report,
11,Sat,2018-12-01,18:00 (21:00),Benfica,4–0,Feirense,44547,Estádio do Sport Lisboa e Benfica,Rui Costa,Match Report,
11,Sat,2018-12-01,20:30 (23:30),Braga,2–0,Moreirense,9807,Estádio Municipal de Braga,Manuel Oliveira,Match Report,
11,Sun,2018-12-02,15:00 (18:00),Portimonense,3–2,Tondela,2383,Estádio do Portimonense SC,Vitor Ferreira Fernandes,Match Report,
11,Sun,2018-12-02,15:00 (18:00),Aves,2–3,Nacional,1596,Estádio Clube Desportivo das Aves,João Pinheiro,Match Report,
11,Sun,2018-12-02,17:30 (20:30),Chaves,0–1,Vitória,5980,Estádio Municipal Eng. Manuel Branco Tei...,João Santos Capela,Match Report,
11,Sun,2018-12-02,20:00 (23:00),Boavista,0–1,Porto,13556,Estádio do Bessa Século XXI,Hugo Miguel,Match Report,
11,Mon,2018-12-03,20:15 (23:15),Rio Ave,1–3,Sporting CP,5957,Estádio do Rio Ave Futebol Clube,Carlos Xistra,Match Report,
12,Fri,2018-12-07,20:30 (23:30),Porto,4–1,Portimonense,33511,Estádio Do Dragão,Manuel Mota,Match Report,
12,Sat,2018-12-08,15:30 (18:30),Belenenses,1–0,Chaves,1537,Estádio Nacional,Luís Godinho,Match Report,
12,Sat,2018-12-08,18:00 (21:00),Tondela,0–1,Braga,2265,Estádio João Cardoso,Rui Costa,Match Report,
12,Sat,2018-12-08,20:30 (23:30),Vitória Setúbal,0–1,Benfica,9300,Estádio do Bonfim,Carlos Xistra,Match Report,
12,Sun,2018-12-09,15:00 (18:00),Nacional,0–0,Boavista,1758,Estádio da Madeira,Cláudio Ruivo Pereira,Match Report,
12,Sun,2018-12-09,15:00 (18:00),Moreirense,0–1,Santa Clara,1384,P.D. Comendador Joaquim de Almeida Freit...,André Narciso,Match Report,
12,Sun,2018-12-09,17:30 (20:30),Vitória,3–2,Rio Ave,22299,Estádio Dom Afonso Henriques,Nuno Almeida,Match Report,
12,Sun,2018-12-09,20:00 (23:00),Sporting CP,4–1,Aves,35124,Estádio José Alvalade,Vitor Ferreira Fernandes,Match Report,
12,Mon,2018-12-10,20:15 (23:15),Feirense,1–1,Marítimo,2110,Estádio Marcolino de Castro,Hélder Malheiro,Match Report,
13,Fri,2018-12-14,19:00 (22:00),Portimonense,3–1,Vitória Setúbal,2294,Estádio do Portimonense SC,Hélder Malheiro,Match Report,
13,Fri,2018-12-14,21:15 (00:15),Braga,4–0,Feirense,7061,Estádio Municipal de Braga,Nuno Almeida,Match Report,
13,Sat,2018-12-15,15:30 (18:30),Boavista,2–0,Tondela,3834,Estádio do Bessa Século XXI,Artur Soares Dias,Match Report,
13,Sat,2018-12-15,15:30 (18:30),Chaves,1–2,Moreirense,2780,Estádio Municipal Eng. Manuel Branco Tei...,Rui Costa,Match Report,
13,Sat,2018-12-15,18:00 (21:00),Aves,1–1,Vitória,3100,Estádio Clube Desportivo das Aves,Carlos Xistra,Match Report,
13,Sat,2018-12-15,19:30 (23:30),Santa Clara,1–2,Porto,8315,Estádio de São Miguel,Luís Godinho,Match Report,
13,Sun,2018-12-16,15:00 (18:00),Rio Ave,2–2,Belenenses,2288,Estádio do Rio Ave Futebol Clube,Manuel Mota,Match Report,
13,Sun,2018-12-16,17:30 (20:30),Marítimo,0–1,Benfica,9830,Estádio dos Barreiros,João Pinheiro,Match Report,
13,Sun,2018-12-16,20:00 (23:00),Sporting CP,5–2,Nacional,31408,Estádio José Alvalade,Fábio Costa,Match Report,
14,Sat,2018-12-22,15:30 (18:30),Vitória Setúbal,0–2,Santa Clara,3079,Estádio do Bonfim,João Pinheiro,Match Report,
14,Sat,2018-12-22,15:30 (18:30),Tondela,2–1,Marítimo,1344,Estádio João Cardoso,Carlos Xistra,Match Report,
14,Sat,2018-12-22,15:30 (18:30),Feirense,0–1,Portimonense,2510,Estádio Marcolino de Castro,João Pinto,Match Report,
14,Sat,2018-12-22,18:00 (21:00),Belenenses,5–2,Aves,1241,Estádio Nacional,Nuno Almeida,Match Report,
14,Sat,2018-12-22,20:30 (23:30),Moreirense,2–1,Boavista,1634,P.D. Comendador Joaquim de Almeida Freit...,Manuel Oliveira,Match Report,
14,Sun,2018-12-23,15:00 (18:00),Nacional,2–0,Chaves,2127,Estádio da Madeira,Vitor Ferreira Fernandes,Match Report,
14,Sun,2018-12-23,15:00 (18:00),Porto,2–1,Rio Ave,48208,Estádio Do Dragão,Tiago Martins,Match Report,
14,Sun,2018-12-23,17:30 (20:30),Benfica,6–2,Braga,57842,Estádio do Sport Lisboa e Benfica,Artur Soares Dias,Match Report,
14,Sun,2018-12-23,20:00 (23:00),Vitória,1–0,Sporting CP,27435,Estádio Dom Afonso Henriques,Luís Godinho,Match Report,
15,Wed,2019-01-02,15:00 (19:00),Santa Clara,1–2,Tondela,2105,Estádio de São Miguel,Cláudio Ruivo Pereira,Match Report,
15,Wed,2019-01-02,18:00 (21:00),Braga,2–0,Marítimo,8714,Estádio Municipal de Braga,Manuel Oliveira,Match Report,
15,Wed,2019-01-02,18:00 (21:00),Boavista,1–0,Vitória Setúbal,3688,Estádio do Bessa Século XXI,Tiago Martins,Match Report,
15,Wed,2019-01-02,18:00 (21:00),Nacional,1–0,Vitória,2229,Estádio da Madeira,Hélder Malheiro,Match Report,
15,Wed,2019-01-02,20:15 (23:15),Portimonense,2–0,Benfica,5884,Estádio do Portimonense SC,Manuel Mota,Match Report,
15,Wed,2019-01-02,20:15 (23:15),Rio Ave,1–2,Moreirense,2089,Estádio do Rio Ave Futebol Clube,Fábio Costa,Match Report,
15,Thu,2019-01-03,16:00 (19:00),Chaves,0–0,Feirense,2170,Estádio Municipal Eng. Manuel Branco Tei...,Artur Soares Dias,Match Report,
15,Thu,2019-01-03,18:00 (21:00),Sporting CP,2–1,Belenenses,30054,Estádio José Alvalade,João Santos Capela,Match Report,
15,Thu,2019-01-03,20:15 (23:15),Aves,0–1,Porto,5338,Estádio Clube Desportivo das Aves,João Pinheiro,Match Report,
16,Sat,2019-01-05,20:30 (23:30),Marítimo,2–1,Portimonense,6443,Estádio dos Barreiros,Tiago Martins,Match Report,
16,Sun,2019-01-06,15:00 (18:00),Belenenses,1–0,Vitória,3382,Estádio Nacional,Artur Soares Dias,Match Report,
16,Sun,2019-01-06,15:00 (18:00),Vitória Setúbal,0–0,Chaves,3205,Estádio do Bonfim,Hugo Miguel,Match Report,
16,Sun,2019-01-06,15:00 (18:00),Feirense,2–2,Santa Clara,2098,Estádio Marcolino de Castro,Carlos Xistra,Match Report,
16,Sun,2019-01-06,17:30 (20:30),Benfica,4–2,Rio Ave,49281,Estádio do Sport Lisboa e Benfica,Luís Godinho,Match Report,
16,Sun,2019-01-06,20:00 (23:00),Braga,1–0,Boavista,9133,Estádio Municipal de Braga,João Santos Capela,Match Report,
16,Mon,2019-01-07,17:00 (20:00),Moreirense,1–0,Aves,1682,P.D. Comendador Joaquim de Almeida Freit...,Manuel Mota,Match Report,
16,Mon,2019-01-07,19:00 (22:00),Tondela,2–1,Sporting CP,4772,Estádio João Cardoso,Nuno Almeida,Match Report,
16,Mon,2019-01-07,21:15 (00:15),Porto,3–1,Nacional,33708,Estádio Do Dragão,Rui Costa,Match Report,
17,Thu,2019-01-10,20:15 (23:15),Portimonense,1–1,Braga,3363,Estádio do Portimonense SC,Fábio Costa,Match Report,
17,Fri,2019-01-11,18:00 (22:00),Santa Clara,0–2,Benfica,10000,Estádio de São Miguel,João Santos Capela,Match Report,
17,Fri,2019-01-11,19:00 (22:00),Aves,1–1,Feirense,870,Estádio Clube Desportivo das Aves,Manuel Oliveira,Match Report,
17,Fri,2019-01-11,21:15 (00:15),Vitória,1–0,Moreirense,15318,Estádio Dom Afonso Henriques,Carlos Xistra,Match Report,
17,Sat,2019-01-12,15:30 (18:30),Sporting CP,0–0,Porto,45174,Estádio José Alvalade,Hugo Miguel,Match Report,
17,Sat,2019-01-12,20:30 (23:30),Boavista,0–1,Marítimo,3907,Estádio do Bessa Século XXI,Luís Godinho,Match Report,
17,Sun,2019-01-13,15:00 (18:00),Nacional,0–1,Belenenses,2235,Estádio da Madeira,André Narciso,Match Report,
17,Sun,2019-01-13,17:30 (20:30),Chaves,2–1,Tondela,2666,Estádio Municipal Eng. Manuel Branco Tei...,António Nobre,Match Report,
17,Sun,2019-01-13,20:00 (23:00),Rio Ave,1–1,Vitória Setúbal,2163,Estádio do Rio Ave Futebol Clube,Manuel Mota,Match Report,
18,Fri,2019-01-18,18:45 (21:45),Nacional,0–3,Braga,2313,Estádio da Madeira,Hugo Miguel,Match Report,
18,Fri,2019-01-18,19:00 (22:00),Chaves,1–4,Porto,5950,Estádio Municipal Eng. Manuel Branco Tei...,Nuno Almeida,Match Report,
18,Fri,2019-01-18,21:15 (00:15),Vitória,0–1,Benfica,22841,Estádio Dom Afonso Henriques,Tiago Martins,Match Report,
18,Sat,2019-01-19,15:30 (18:30),Belenenses,2–2,Tondela,1521,Estádio Nacional,Carlos Xistra,Match Report,
18,Sat,2019-01-19,18:00 (21:00),Sporting CP,2–1,Moreirense,30121,Estádio José Alvalade,Rui Costa,Match Report,
18,Sat,2019-01-19,19:30 (23:30),Santa Clara,0–1,Marítimo,3139,Estádio de São Miguel,Hélder Malheiro,Match Report,
18,Sun,2019-01-20,15:00 (18:00),Aves,2–1,Vitória Setúbal,1617,Estádio Clube Desportivo das Aves,Artur Soares Dias,Match Report,
18,Sun,2019-01-20,17:30 (20:30),Boavista,0–2,Portimonense,4145,Estádio do Bessa Século XXI,Manuel Mota,Match Report,
18,Sun,2019-01-20,20:00 (23:00),Rio Ave,0–0,Feirense,2052,Estádio do Rio Ave Futebol Clube,João Pinheiro,Match Report,
19,Mon,2019-01-28,17:00 (20:00),Marítimo,0–2,Rio Ave,5420,Estádio dos Barreiros,Hugo Miguel,Match Report,
19,Mon,2019-01-28,19:00 (22:00),Tondela,0–2,Aves,1478,Estádio João Cardoso,Vitor Ferreira Fernandes,Match Report,
19,Mon,2019-01-28,19:00 (22:00),Moreirense,2–1,Nacional,1329,P.D. Comendador Joaquim de Almeida Freit...,Manuel Mota,Match Report,
19,Mon,2019-01-28,21:15 (00:15),Feirense,1–2,Vitória,3014,Estádio Marcolino de Castro,Nuno Almeida,Match Report,
19,Tue,2019-01-29,19:00 (22:00),Portimonense,0–1,Chaves,2163,Estádio do Portimonense SC,André Narciso,Match Report,
19,Tue,2019-01-29,19:00 (22:00),Benfica,5–1,Boavista,41352,Estádio do Sport Lisboa e Benfica,Rui Costa,Match Report,
19,Tue,2019-01-29,21:15 (00:15),Braga,1–0,Santa Clara,6933,Estádio Municipal de Braga,João Santos Capela,Match Report,
19,Wed,2019-01-30,19:00 (22:00),Vitória Setúbal,1–1,Sporting CP,5098,Estádio do Bonfim,Hélder Malheiro,Match Report,
19,Wed,2019-01-30,21:15 (00:15),Porto,3–0,Belenenses,21808,Estádio Do Dragão,Luís Godinho,Match Report,
20,Fri,2019-02-01,20:30 (23:30),Rio Ave,2–2,Tondela,1159,Estádio do Rio Ave Futebol Clube,João Santos Capela,Match Report,
20,Sat,2019-02-02,15:30 (18:30),Chaves,1–0,Marítimo,2477,Estádio Municipal Eng. Manuel Branco Tei...,Luís Godinho,Match Report,
20,Sat,2019-02-02,18:00 (21:00),Boavista,2–0,Feirense,4056,Estádio do Bessa Século XXI,Hugo Miguel,Match Report,
20,Sat,2019-02-02,20:30 (23:30),Aves,0–2,Braga,2175,Estádio Clube Desportivo das Aves,Hélder Malheiro,Match Report,
20,Sun,2019-02-03,14:00 (18:00),Santa Clara,2–1,Portimonense,2321,Estádio de São Miguel,Vitor Ferreira Fernandes,Match Report,
20,Sun,2019-02-03,15:00 (18:00),Nacional,0–0,Vitória Setúbal,1675,Estádio da Madeira,João Pinto,Match Report,
20,Sun,2019-02-03,17:30 (20:30),Sporting CP,2–4,Benfica,45503,Estádio José Alvalade,Artur Soares Dias,Match Report,
20,Sun,2019-02-03,20:00 (23:00),Vitória,0–0,Porto,25110,Estádio Dom Afonso Henriques,Rui Costa,Match Report,
20,Mon,2019-02-04,20:15 (23:15),Belenenses,0–1,Moreirense,298,Estádio Nacional,Cláudio Ruivo Pereira,Match Report,
21,Fri,2019-02-08,20:30 (23:30),Moreirense,1–1,Porto,3941,P.D. Comendador Joaquim de Almeida Freit...,Jorge de Sousa,Match Report,
21,Sat,2019-02-09,15:30 (18:30),Marítimo,0–1,Aves,6307,Estádio dos Barreiros,Rui Costa,Match Report,
21,Sat,2019-02-09,18:00 (21:00),Portimonense,0–1,Rio Ave,2495,Estádio do Portimonense SC,Hélder Malheiro,Match Report,
21,Sat,2019-02-09,20:30 (23:30),Tondela,1–0,Vitória,2410,Estádio João Cardoso,Manuel Oliveira,Match Report,
21,Sun,2019-02-10,15:00 (18:00),Braga,2–1,Chaves,17362,Estádio Municipal de Braga,Hugo Miguel,Match Report,
21,Sun,2019-02-10,15:00 (18:00),Boavista,1–0,Santa Clara,4072,Estádio do Bessa Século XXI,Artur Soares Dias,Match Report,
21,Sun,2019-02-10,17:30 (20:30),Benfica,10–0,Nacional,54810,Estádio do Sport Lisboa e Benfica,Nuno Almeida,Match Report,
21,Sun,2019-02-10,20:00 (23:00),Feirense,1–3,Sporting CP,4114,Estádio Marcolino de Castro,Manuel Mota,Match Report,
21,Mon,2019-02-11,20:15 (23:15),Vitória Setúbal,0–0,Belenenses,2471,Estádio do Bonfim,João Santos Capela,Match Report,
22,Fri,2019-02-15,20:30 (23:30),Rio Ave,1–2,Santa Clara,2343,Estádio do Rio Ave Futebol Clube,Vitor Ferreira Fernandes,Match Report,
22,Sat,2019-02-16,15:30 (18:30),Nacional,4–0,Feirense,2654,Estádio da Madeira,João Pinheiro,Match Report,
22,Sat,2019-02-16,18:00 (21:00),Vitória,2–0,Portimonense,16341,Estádio Dom Afonso Henriques,Artur Soares Dias,Match Report,
22,Sat,2019-02-16,20:30 (23:30),Porto,2–0,Vitória Setúbal,41116,Estádio Do Dragão,Nuno Almeida,Match Report,
22,Sun,2019-02-17,15:00 (18:00),Moreirense,2–0,Tondela,2090,P.D. Comendador Joaquim de Almeida Freit...,Rui Costa,Match Report,
22,Sun,2019-02-17,15:00 (18:00),Belenenses,0–1,Marítimo,648,Estádio Nacional,António Nobre,Match Report,
22,Sun,2019-02-17,17:30 (20:30),Chaves,1–1,Boavista,4836,Estádio Municipal Eng. Manuel Branco Tei...,Manuel Oliveira,Match Report,
22,Sun,2019-02-17,20:00 (23:00),Sporting CP,3–0,Braga,27673,Estádio José Alvalade,Jorge de Sousa,Match Report,
22,Mon,2019-02-18,20:15 (23:15),Aves,0–3,Benfica,5159,Estádio Clube Desportivo das Aves,Hugo Miguel,Match Report,
23,Fri,2019-02-22,19:00 (22:00),Braga,0–2,Belenenses,9054,Estádio Municipal de Braga,Nuno Almeida,Match Report,
23,Fri,2019-02-22,21:15 (00:15),Tondela,0–3,Porto,3963,Estádio João Cardoso,Luís Godinho,Match Report,
