Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
6,Fri,2018-10-19,20:00,Al-Ittihad,1–1,Ohod,33857,Prince Abdullah al-Faisal Stadium,Viktor Kassai,Match Report,
6,Sat,2018-10-20,17:50,Al-Ettifaq,6–2,Al-Ahli,7901,Prince Mohamed bin Fahd Stadium,Paweł Gil,Match Report,
6,Sat,2018-10-20,19:45,Al-Shabab,0–1,Al-Hilal,6260,Prince Faisal bin Fahd Stadium,Danny Makkelie,Match Report,
7,Wed,2018-10-24,18:05,Al-Faisaly,2–0,Al-Raed,1003,Al Majma'ah Sport City,Szymon Marciniak,Match Report,
7,Thu,2018-10-25,17:40,Al-Ettifaq,1–0,Al-Hazem,4109,Prince Mohamed bin Fahd Stadium,Tiago Martins,Match Report,
7,Thu,2018-10-25,18:30,Al-Ahli,5–1,Al-Fateh,7602,King Abdullah Sports City,Svein Oddvar Moen,Match Report,
7,Thu,2018-10-25,20:30,Al-Hilal,3–1,Al-Ittihad,20562,Prince Faisal bin Fahd Stadium,Viktor Kassai,Match Report,
7,Fri,2018-10-26,18:05,Al-Shabab,2–1,Al-Qadsiah,1235,Prince Faisal bin Fahd Stadium,Simon Evans,Match Report,
7,Fri,2018-10-26,18:10,Al-Batin,0–5,Al-Taawoun,4164,Al-Batin FC Stadium,Fedayi San,Match Report,
7,Fri,2018-10-26,18:25,Ohod,1–3,Al-Wehda,5248,Prince Mohammed bin Abdul Aziz Stadium,Ivan Bebek,Match Report,
7,Fri,2018-10-26,19:45,Al-Fayha,1–1,Al-Nassr,4307,Al Majma'ah Sport City,Milorad Mažić,Match Report,
8,Thu,2018-11-01,17:35,Al-Fateh,1–2,Al-Fayha,2512,Prince Abdullah bin Jalawi Stadium,Erwin Matthijssen,Match Report,
8,Thu,2018-11-01,18:00,Al-Faisaly,5–1,Al-Ettifaq,782,Al Majma'ah Sport City,Svein Oddvar Moen,Match Report,
8,Thu,2018-11-01,18:00,Al-Batin,1–0,Al-Hazem,3861,Al-Batin FC Stadium,Bartosz Frankowski,Match Report,
8,Thu,2018-11-01,18:25,Al-Wehda,0–1,Al-Shabab,7187,King Abdul Aziz Stadium,Mark Clattenburg,Match Report,
8,Thu,2018-11-01,19:50,Al-Ittihad,1–2,Al-Raed,20250,King Abdullah Sports City,Fabio Feresmo,Match Report,
8,Fri,2018-11-02,17:35,Al-Qadsiah,0–2,Al-Hilal,10420,Prince Saud bin Jalawi Stadium,Bartosz Frankowski,Match Report,
8,Fri,2018-11-02,18:20,Ohod,1–0,Al-Taawoun,4360,Prince Mohammed bin Abdul Aziz Stadium,Simon Evans,Match Report,
8,Sat,2018-11-03,17:55,Al-Nassr,0–2,Al-Ahli,20000,King Fahd International Stadium,Ravshan Irmatov,Match Report,
5,Tue,2018-11-06,17:55,Al-Hilal,4–1,Al-Ettifaq,10112,King Saud University Stadium,Milorad Mažić,Match Report,
9,Thu,2018-11-08,17:45,Al-Batin,2–2,Al-Fateh,2933,Al-Batin FC Stadium,Matt Conger,Match Report,
9,Thu,2018-11-08,17:50,Al-Faisaly,0–0,Al-Shabab,802,Al Majma'ah Sport City,Milorad Mažić,Match Report,
9,Thu,2018-11-08,18:15,Ohod,3–3,Al-Hazem,7139,Prince Mohammed bin Abdul Aziz Stadium,Szymon Marciniak,Match Report,
9,Fri,2018-11-09,18:20,Al-Ahli,0–2,Al-Qadsiah,21499,King Abdullah Sports City,Damir Skomina,Match Report,
9,Sat,2018-11-10,17:50,Al-Fayha,2–1,Al-Ittihad,2156,Al Majma'ah Sport City,Matteo Konger,Match Report,
9,Sun,2018-11-11,18:20,Al-Wehda,0–3,Al-Hilal,32567,King Abdul Aziz Stadium,Paweł Gil,Match Report,
9,Sun,2018-11-11,20:15,Al-Ettifaq,1–2,Al-Nassr,12284,Prince Mohamed bin Fahd Stadium,Damir Skomina,Match Report,
10,Thu,2018-11-22,14:45,Al-Fateh,4–0,Ohod,1651,Prince Abdullah bin Jalawi Reserve Stadi...,Mark Clattenburg,Match Report,
10,Thu,2018-11-22,17:50,Al-Fayha,1–1,Al-Hazem,1056,Al Majma'ah Sport City,Damir Skomina,Match Report,
