Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
4,Wed,2016-09-21,20:25,Al-Ettifaq,2–1,Al-Batin,2246,Prince Mohamed bin Fahd Stadium,Hussain Abu Shaheen,Match Report,
4,Thu,2016-09-22,18:40,Al-Raed,3–2,Al-Fateh,2879,Prince Abdullah bin Abdul Aziz Stadium,Sultan Al Harbi,Match Report,
4,Thu,2016-09-22,20:25,Al-Qadsiah,1–2,Al-Hilal,5820,Prince Mohamed bin Fahd Stadium,Simon Evans,Match Report,
4,Thu,2016-09-22,20:25,Al-Nassr,0–1,Al-Khaleej,4438,Prince Faisal bin Fahd Stadium,Abdulrahman Al Sultan,Match Report,
4,Fri,2016-09-23,18:30,Al-Shabab,2–2,Al-Taawoun,1125,Prince Faisal bin Fahd Stadium,Fahad Al Mirdasi,Match Report,
4,Fri,2016-09-23,18:35,Al-Faisaly,2–1,Al-Wehda,205,Al Majma'ah Sport City,Saleh Al Hathlool,Match Report,
4,Fri,2016-09-23,20:45,Al-Ahli,1–1,Al-Ittihad,49732,King Abdullah Sports City,Khaled Salwi,Match Report,
5,Fri,2016-10-14,17:55,Al-Fateh,0–0,Al-Ettifaq,1408,Prince Abdullah bin Jalawi Stadium,Khaled Al Sinany,Match Report,
5,Fri,2016-10-14,17:55,Al-Khaleej,1–2,Al-Shabab,498,Prince Saud bin Jalawi Stadium,Abdulrahman Al-Shehri,Match Report,
5,Fri,2016-10-14,18:10,Al-Batin,4–0,Al-Raed,1002,Department of Education Stadium,Majed Al Shamrani,Match Report,
5,Fri,2016-10-14,20:15,Al-Ittihad,3–1,Al-Taawoun,17571,King Abdullah Sports City,Khalid Al Turais,Match Report,
5,Sat,2016-10-15,20:00,Al-Ahli,2–0,Al-Qadsiah,14388,King Abdullah Sports City,Shukri Al Hunfush,Match Report,
5,Sat,2016-10-15,20:00,Al-Hilal,4–0,Al-Faisaly,8318,Prince Faisal bin Fahd Stadium,Mohammed Al Hoish,Match Report,
5,Sat,2016-10-15,20:00,Al-Wehda,0–3,Al-Nassr,2275,King Abdul Aziz Stadium,Khaled Salwi,Match Report,
6,Thu,2016-10-20,18:10,Al-Taawoun,0–0,Al-Fateh,3143,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Al Qorany,Match Report,
6,Thu,2016-10-20,20:00,Al-Khaleej,1–6,Al-Hilal,5242,Prince Mohamed bin Fahd Stadium,Sultan Al Harbi,Match Report,
6,Thu,2016-10-20,20:15,Al-Ittihad,0–1,Al-Shabab,32196,King Abdullah Sports City,Abdulrahman Al Sultan,Match Report,
6,Fri,2016-10-21,17:45,Al-Ettifaq,1–3,Al-Wehda,1530,Prince Mohamed bin Fahd Stadium,Fahad Al Mirdasi,Match Report,
6,Fri,2016-10-21,18:00,Al-Batin,1–1,Al-Qadsiah,1017,Department of Education Stadium,Saleh Al Hathlool,Match Report,
6,Fri,2016-10-21,18:10,Al-Raed,1–0,Al-Faisaly,1723,Prince Abdullah bin Abdul Aziz Stadium,Fahad Al Oraini,Match Report,
6,Fri,2016-10-21,20:15,Al-Nassr,1–0,Al-Ahli,16501,King Fahd International Stadium,Viktor Kassai,Match Report,
7,Fri,2016-10-28,17:40,Al-Qadsiah,0–1,Al-Taawoun,221,Prince Mohamed bin Fahd Stadium,Faisal Alblwi,Match Report,
7,Fri,2016-10-28,18:00,Al-Raed,2–0,Al-Ettifaq,1942,Prince Abdullah bin Abdul Aziz Stadium,Shukri Al Hunfush,Match Report,
7,Fri,2016-10-28,20:00,Al-Hilal,0–2,Al-Ittihad,35033,King Fahd International Stadium,Cüneyt Çakιr,Match Report,
7,Sat,2016-10-29,18:10,Al-Shabab,2–0,Al-Fateh,647,Prince Faisal bin Fahd Stadium,Khaled Salwi,Match Report,
7,Sat,2016-10-29,19:50,Al-Wehda,5–1,Al-Batin,603,King Abdul Aziz Stadium,Mohammed Al Nuhait,Match Report,
7,Sat,2016-10-29,19:50,Al-Faisaly,1–2,Al-Nassr,1629,Al Majma'ah Sport City,Mashari Al Mashari,Match Report,
7,Sat,2016-10-29,20:00,Al-Ahli,4–1,Al-Khaleej,8811,King Abdullah Sports City,Mohammed Al Hoish,Match Report,
8,Thu,2016-11-03,17:55,Al-Faisaly,0–1,Al-Shabab,462,Al Majma'ah Sport City,Sultan Al Harbi,Match Report,
8,Thu,2016-11-03,19:50,Al-Nassr,3–1,Al-Raed,5195,Prince Faisal bin Fahd Stadium,Khaled Al Sinany,Match Report,
8,Thu,2016-11-03,20:00,Al-Ittihad,2–0,Al-Batin,16898,King Abdullah Sports City,Fahad Al Mirdasi,Match Report,
8,Fri,2016-11-04,17:35,Al-Qadsiah,0–0,Al-Khaleej,318,Prince Saud bin Jalawi Stadium,Mohammed Al Qorany,Match Report,
8,Fri,2016-11-04,20:00,Al-Ahli,4–0,Al-Wehda,17923,King Abdullah Sports City,Fahad Al Oraini,Match Report,
8,Sat,2016-11-05,17:35,Al-Ettifaq,3–0,Al-Taawoun,1235,Prince Mohamed bin Fahd Stadium,Abdulrahman Al-Shehri,Match Report,
8,Sat,2016-11-05,20:00,Al-Fateh,0–1,Al-Hilal,8071,Prince Abdullah bin Jalawi Stadium,Turki Al Khudayr,Match Report,
9,Fri,2016-11-18,17:35,Al-Fateh,1–1,Al-Qadsiah,1131,Prince Abdullah bin Jalawi Stadium,Fahad Al Mirdasi,Match Report,
9,Fri,2016-11-18,19:45,Al-Taawoun,0–0,Al-Faisaly,4113,Prince Abdullah bin Abdul Aziz Stadium,Hussain Abu Shaheen,Match Report,
9,Sat,2016-11-19,17:35,Al-Khaleej,1–2,Al-Ettifaq,863,Prince Saud bin Jalawi Stadium,Mohammed Al Nuhait,Match Report,
9,Sat,2016-11-19,19:45,Al-Shabab,0–0,Al-Wehda,884,Prince Faisal bin Fahd Stadium,Majed Al Shamrani,Match Report,
9,Sun,2016-11-20,19:45,Al-Hilal,2–1,Al-Raed,5132,Prince Faisal bin Fahd Stadium,Khalid Al Turais,Match Report,
9,Sun,2016-11-20,19:45,Al-Batin,0–1,Al-Ahli,1644,Department of Education Stadium,Mashari Al Mashari,Match Report,
9,Sun,2016-11-20,19:55,Al-Ittihad,0–1,Al-Nassr,23038,King Abdullah Sports City,Damir Skomina,Match Report,
10,Thu,2016-11-24,17:30,Al-Ettifaq,3–1,Al-Faisaly,2750,Prince Saud bin Jalawi Stadium,Khaled Al Sinany,Match Report,
10,Thu,2016-11-24,19:40,Al-Wehda,1–2,Al-Khaleej,804,King Abdul Aziz Stadium,Abdulrahman Al Sultan,Match Report,
10,Fri,2016-11-25,17:40,Al-Batin,1–1,Al-Fateh,473,Department of Education Stadium,Fahad Al Oraini,Match Report,
10,Fri,2016-11-25,17:50,Al-Taawoun,2–1,Al-Nassr,5013,Prince Abdullah bin Abdul Aziz Stadium,Sultan Al Harbi,Match Report,
10,Fri,2016-11-25,20:00,Al-Ahli,1–2,Al-Hilal,51659,King Abdullah Sports City,David Fernández,Match Report,
10,Sat,2016-11-26,17:55,Al-Raed,2–2,Al-Shabab,2967,Prince Abdullah bin Abdul Aziz Stadium,Faisal Alblwi,Match Report,
10,Sat,2016-11-26,19:50,Al-Qadsiah,0–3,Al-Ittihad,3733,Prince Mohamed bin Fahd Stadium,Khaled Salwi,Match Report,
11,Thu,2016-12-01,19:40,Al-Nassr,4–0,Al-Batin,4431,Prince Faisal bin Fahd Stadium,Shukri Al Hunfush,Match Report,
11,Thu,2016-12-01,19:40,Al-Faisaly,3–6,Al-Ahli,704,Al Majma'ah Sport City,Khalid Al Turais,Match Report,
11,Fri,2016-12-02,17:25,Al-Qadsiah,3–0,Al-Raed,263,Prince Saud bin Jalawi Stadium,Abdulrahman Al-Shehri,Match Report,
11,Fri,2016-12-02,19:40,Al-Ittihad,4–1,Al-Ettifaq,28532,King Abdullah Sports City,Turki Al Khudayr,Match Report,
11,Fri,2016-12-02,19:55,Al-Hilal,3–0,Al-Shabab,16075,Prince Faisal bin Fahd Stadium,Mohammed Al Hoish,Match Report,
11,Sat,2016-12-03,14:45,Al-Fateh,4–2,Al-Wehda,1214,Prince Abdullah bin Jalawi Stadium,Mohammed Al Qorany,Match Report,
11,Sat,2016-12-03,17:30,Al-Khaleej,0–1,Al-Taawoun,103,Prince Saud bin Jalawi Stadium,Fahad Al Mirdasi,Match Report,
12,Thu,2016-12-08,17:40,Al-Batin,1–0,Al-Taawoun,2577,Department of Education Stadium,Faisal Alblwi,Match Report,
12,Thu,2016-12-08,19:55,Al-Hilal,6–0,Al-Wehda,8458,Prince Faisal bin Fahd Stadium,Sultan Al Harbi,Match Report,
12,Fri,2016-12-09,17:30,Al-Ettifaq,2–2,Al-Qadsiah,2566,Prince Mohamed bin Fahd Stadium,Mashari Al Mashari,Match Report,
12,Fri,2016-12-09,19:55,Al-Ahli,1–0,Al-Raed,11689,King Abdullah Sports City,Fahad Al Mirdasi,Match Report,
12,Fri,2016-12-09,19:55,Al-Shabab,1–1,Al-Nassr,8175,King Fahd International Stadium,Khaled Salwi,Match Report,
12,Sat,2016-12-10,14:55,Al-Fateh,2–4,Al-Khaleej,2134,Prince Abdullah bin Jalawi Stadium,Turki Al Khudayr,Match Report,
12,Sat,2016-12-10,19:45,Al-Faisaly,2–4,Al-Ittihad,1402,Al Majma'ah Sport City,Shukri Al Hunfush,Match Report,
13,Wed,2016-12-14,19:45,Al-Wehda,2–5,Al-Qadsiah,679,King Abdul Aziz Stadium,Hussain Abu Shaheen,Match Report,
13,Thu,2016-12-15,15:05,Al-Batin,0–0,Al-Faisaly,2927,Department of Education Stadium,Mohammed Al Hoish,Match Report,
13,Thu,2016-12-15,17:50,Al-Shabab,1–1,Al-Ettifaq,757,Prince Faisal bin Fahd Stadium,Abdulrahman Al-Shehri,Match Report,
13,Fri,2016-12-16,17:55,Al-Raed,3–2,Al-Khaleej,3048,Prince Abdullah bin Abdul Aziz Stadium,Fahad Al Oraini,Match Report,
13,Fri,2016-12-16,20:00,Al-Nassr,1–1,Al-Hilal,27181,King Fahd International Stadium,Milorad Mažić,Match Report,
13,Sat,2016-12-17,18:25,Al-Ittihad,3–2,Al-Fateh,22094,King Abdullah Sports City,Khaled Al Sinany,Match Report,
13,Sat,2016-12-17,19:45,Al-Taawoun,2–3,Al-Ahli,2774,Prince Abdullah bin Abdul Aziz Stadium,Abdulrahman Al Sultan,Match Report,
14,Wed,2016-12-21,17:30,Al-Qadsiah,1–1,Al-Shabab,545,Prince Saud bin Jalawi Stadium,Mohammed Al Nuhait,Match Report,
14,Wed,2016-12-21,17:40,Al-Batin,0–2,Al-Hilal,4583,Department of Education Stadium,Mohammed Al Qorany,Match Report,
14,Wed,2016-12-21,19:45,Al-Fateh,1–2,Al-Nassr,3714,Prince Abdullah bin Jalawi Stadium,Fahad Al Mirdasi,Match Report,
14,Thu,2016-12-22,17:30,Al-Khaleej,1–1,Al-Faisaly,126,Prince Saud bin Jalawi Stadium,Majed Al Shamrani,Match Report,
14,Thu,2016-12-22,19:45,Al-Ahli,4–1,Al-Ettifaq,14743,King Abdullah Sports City,Aliaksei Kulbakou,Match Report,
14,Fri,2016-12-23,18:00,Al-Taawoun,3–1,Al-Wehda,2596,Prince Abdullah bin Abdul Aziz Stadium,Shukri Al Hunfush,Match Report,
14,Fri,2016-12-23,19:45,Al-Ittihad,3–2,Al-Raed,32800,King Abdullah Sports City,Khalid Al Turais,Match Report,
15,Thu,2016-12-29,18:00,Al-Faisaly,3–2,Al-Qadsiah,317,Al Majma'ah Sport City,Turki Al Khudayr,Match Report,
15,Fri,2016-12-30,17:55,Al-Shabab,3–1,Al-Batin,658,Prince Faisal bin Fahd Stadium,Mashari Al Mashari,Match Report,
15,Fri,2016-12-30,19:50,Al-Wehda,2–1,Al-Raed,309,King Abdul Aziz Stadium,Faisal Alblwi,Match Report,
15,Sat,2016-12-31,19:50,Al-Hilal,4–2,Al-Taawoun,6386,Prince Faisal bin Fahd Stadium,Khalid Al Turais,Match Report,
15,Sat,2016-12-31,19:50,Al-Ahli,2–0,Al-Fateh,9560,King Abdullah Sports City,Sultan Al Harbi,Match Report,
15,Sun,2017-01-01,19:50,Al-Nassr,2–0,Al-Ettifaq,4638,Prince Faisal bin Fahd Stadium,Gediminas Mažeika,Match Report,
15,Tue,2017-01-03,19:50,Al-Ittihad,1–1,Al-Khaleej,15179,King Abdullah Sports City,Abdulrahman Al-Shehri,Match Report,
16,Thu,2017-01-26,18:25,Al-Raed,3–2,Al-Taawoun,7859,Prince Abdullah bin Abdul Aziz Stadium,Szymon Marciniak,Match Report,
16,Thu,2017-01-26,20:15,Al-Qadsiah,3–2,Al-Nassr,4022,Prince Saud bin Jalawi Stadium,Mohammed Al Hoish,Match Report,
16,Fri,2017-01-27,15:35,Al-Batin,1–0,Al-Khaleej,2207,Department of Education Stadium,Fahad Al Mirdasi,Match Report,
16,Fri,2017-01-27,18:05,Al-Fateh,1–0,Al-Faisaly,1097,Prince Abdullah bin Jalawi Stadium,Khaled Salwi,Match Report,
16,Fri,2017-01-27,20:15,Al-Ahli,3–1,Al-Shabab,40591,King Abdullah Sports City,Jonas Eriksson,Match Report,
16,Sat,2017-01-28,20:15,Al-Ittihad,1–0,Al-Wehda,18197,King Abdullah Sports City,Saleh Al Hathlool,Match Report,
16,Sat,2017-01-28,20:15,Al-Ettifaq,0–1,Al-Hilal,14640,Prince Mohamed bin Fahd Stadium,Felix Brych,Match Report,
17,Wed,2017-02-01,18:05,Al-Fateh,3–1,Al-Raed,1612,Prince Abdullah bin Jalawi Stadium,Hussain Abu Shaheen,Match Report,
17,Wed,2017-02-01,18:25,Al-Taawoun,2–0,Al-Shabab,6838,Prince Abdullah bin Abdul Aziz Stadium,Sultan Al Harbi,Match Report,
17,Thu,2017-02-02,15:35,Al-Batin,2–0,Al-Ettifaq,2927,Department of Education Stadium,Turki Al Khudayr,Match Report,
17,Thu,2017-02-02,20:20,Al-Hilal,1–1,Al-Qadsiah,7336,Prince Faisal bin Fahd Stadium,Stefan Kovacs,Match Report,
17,Fri,2017-02-03,20:20,Al-Ittihad,1–4,Al-Ahli,52909,King Abdullah Sports City,Kevin Blom,Match Report,
17,Sat,2017-02-04,18:50,Al-Wehda,0–1,Al-Faisaly,2137,King Abdul Aziz Stadium,Abdulrahman Al Sultan,Match Report,
17,Sat,2017-02-04,20:20,Al-Khaleej,0–3,Al-Nassr,1682,Prince Saud bin Jalawi Stadium,Khalid Al Turais,Match Report,
18,Thu,2017-02-09,20:15,Al-Qadsiah,4–1,Al-Ahli,5002,Prince Mohamed bin Fahd Stadium,Szymon Marciniak,Match Report,
18,Thu,2017-02-09,20:15,Al-Faisaly,0–2,Al-Hilal,2506,Al Majma'ah Sport City,Tim Marshall,Match Report,
18,Fri,2017-02-10,18:25,Al-Shabab,1–1,Al-Khaleej,525,Prince Faisal bin Fahd Stadium,Khaled Al Sinany,Match Report,
18,Fri,2017-02-10,20:15,Al-Nassr,2–1,Al-Wehda,3506,King Fahd International Stadium,Fahad Al Mirdasi,Match Report,
18,Sat,2017-02-11,18:10,Al-Ettifaq,2–2,Al-Fateh,1063,Prince Mohamed bin Fahd Stadium,Faisal Alblwi,Match Report,
18,Sat,2017-02-11,20:15,Al-Taawoun,1–2,Al-Ittihad,11515,Prince Abdullah bin Abdul Aziz Stadium,Shukri Al Hunfush,Match Report,
18,Sun,2017-02-12,18:35,Al-Raed,2–1,Al-Batin,1773,Prince Abdullah bin Abdul Aziz Stadium,Fahad Al Oraini,Match Report,
19,Thu,2017-02-16,18:15,Al-Fateh,0–2,Al-Taawoun,2143,Prince Abdullah bin Jalawi Stadium,Abdulrahim Al Shammari,Match Report,
19,Thu,2017-02-16,20:25,Al-Hilal,4–0,Al-Khaleej,3921,Prince Faisal bin Fahd Stadium,Andreas Ekberg,Match Report,
19,Fri,2017-02-17,18:35,Al-Faisaly,1–1,Al-Raed,708,Al Majma'ah Sport City,Mohammed Al Hoish,Match Report,
19,Fri,2017-02-17,20:25,Al-Wehda,2–1,Al-Ettifaq,1381,King Abdul Aziz Stadium,Mohammed Al Qorany,Match Report,
19,Fri,2017-02-17,20:25,Al-Ahli,0–2,Al-Nassr,38355,King Abdullah Sports City,Artur Soares Dias,Match Report,
19,Sat,2017-02-18,18:15,Al-Qadsiah,1–1,Al-Batin,63,Prince Saud bin Jalawi Stadium,Sami Al Jurays,Match Report,
19,Sat,2017-02-18,20:25,Al-Shabab,0–2,Al-Ittihad,4938,King Fahd International Stadium,Turki Al Khudayr,Match Report,
20,Thu,2017-03-02,20:30,Al-Ettifaq,0–1,Al-Raed,1242,Prince Mohamed bin Fahd Stadium,Abdulrahman Al Sultan,Match Report,
20,Fri,2017-03-03,18:35,Al-Batin,1–1,Al-Wehda,5222,Department of Education Stadium,Khalid Al Turais,Match Report,
20,Fri,2017-03-03,20:30,Al-Nassr,0–0,Al-Faisaly,11883,Prince Faisal bin Fahd Stadium,Turki Al Khudayr,Match Report,
20,Sat,2017-03-04,18:25,Al-Fateh,1–1,Al-Shabab,4153,Prince Abdullah bin Jalawi Stadium,Fahad Al Mirdasi,Match Report,
20,Sat,2017-03-04,18:45,Al-Taawoun,1–3,Al-Qadsiah,5152,Prince Abdullah bin Abdul Aziz Stadium,Fedayi San,Match Report,
20,Sat,2017-03-04,20:30,Al-Khaleej,2–2,Al-Ahli,1383,Prince Mohamed bin Fahd Stadium,Khaled Salwi,Match Report,
20,Sun,2017-03-05,20:30,Al-Ittihad,1–3,Al-Hilal,53656,King Abdullah Sports City,Jonas Eriksson,Match Report,
21,Thu,2017-03-09,18:50,Al-Taawoun,1–0,Al-Ettifaq,2420,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Al Hoish,Match Report,
21,Thu,2017-03-09,20:35,Al-Hilal,1–0,Al-Fateh,15001,Prince Faisal bin Fahd Stadium,István Vad II,Match Report,
21,Thu,2017-03-09,20:35,Al-Wehda,1–3,Al-Ahli,2338,King Abdul Aziz Stadium,Svein Oddvar Moen,Match Report,
21,Sat,2017-03-11,18:25,Al-Khaleej,2–1,Al-Qadsiah,209,Prince Mohamed bin Fahd Stadium,Damir Skomina,Match Report,
21,Sat,2017-03-11,20:35,Al-Shabab,1–2,Al-Faisaly,572,Prince Faisal bin Fahd Stadium,Shukri Al Hunfush,Match Report,
21,Tue,2017-03-14,18:40,Al-Batin,0–1,Al-Ittihad,4002,Department of Education Stadium,Mohammed Al Qorany,Match Report,
21,Tue,2017-03-14,20:35,Al-Raed,0–1,Al-Nassr,7893,Prince Abdullah bin Abdul Aziz Stadium,Milorad Mažić,Match Report,
22,Thu,2017-04-06,18:40,Al-Qadsiah,1–2,Al-Fateh,374,Prince Saud bin Jalawi Stadium,Nikolaj Hänni,Match Report,
22,Thu,2017-04-06,19:00,Al-Faisaly,1–0,Al-Taawoun,639,Al Majma'ah Sport City,Sultan Al Harbi,Match Report,
22,Thu,2017-04-06,20:40,Al-Raed,0–3,Al-Hilal,15192,Prince Abdullah bin Abdul Aziz Stadium,Ivan Bebek,Match Report,
22,Fri,2017-04-07,20:40,Al-Ahli,1–1,Al-Batin,6219,King Abdullah Sports City,Stefan Johannesson,Match Report,
22,Fri,2017-04-07,20:40,Al-Nassr,1–1,Al-Ittihad,4652,King Fahd International Stadium,Mohammed Al Hoish,Match Report,
22,Sat,2017-04-08,18:40,Al-Ettifaq,3–1,Al-Khaleej,1330,Prince Mohamed bin Fahd Stadium,Alberto Undiano,Match Report,
22,Sat,2017-04-08,20:40,Al-Wehda,1–2,Al-Shabab,525,King Abdul Aziz Stadium,Khalid Al Turais,Match Report,
23,Thu,2017-04-13,19:00,Al-Faisaly,3–3,Al-Ettifaq,377,Al Majma'ah Sport City,Turki Al Khudayr,Match Report,
23,Thu,2017-04-13,20:45,Al-Shabab,1–2,Al-Raed,804,Prince Faisal bin Fahd Stadium,Faisal Alblwi,Match Report,
23,Fri,2017-04-14,18:45,Al-Khaleej,4–2,Al-Wehda,312,Prince Mohamed bin Fahd Stadium,Saleh Al Hathlool,Match Report,
23,Fri,2017-04-14,20:45,Al-Ittihad,4–2,Al-Qadsiah,6686,King Abdullah Sports City,Fahad Al Mirdasi,Match Report,
23,Sat,2017-04-15,18:45,Al-Fateh,3–2,Al-Batin,5111,Prince Abdullah bin Jalawi Stadium,Pavel Královec,Match Report,
23,Sat,2017-04-15,20:45,Al-Nassr,2–1,Al-Taawoun,1422,Prince Faisal bin Fahd Stadium,Mohammed Al Qorany,Match Report,
23,Sat,2017-04-15,20:45,Al-Hilal,0–0,Al-Ahli,12348,King Fahd International Stadium,Cüneyt Çakιr,Match Report,
24,Thu,2017-04-20,19:10,Al-Taawoun,0–0,Al-Khaleej,3894,Prince Abdullah bin Abdul Aziz Stadium,Khalid Al Turais,Match Report,
24,Thu,2017-04-20,20:45,Al-Shabab,1–2,Al-Hilal,12815,King Fahd International Stadium,Mark Clattenburg,Match Report,
24,Thu,2017-04-20,20:45,Al-Ahli,2–1,Al-Faisaly,3040,King Abdullah Sports City,Abdulrahman Al Sultan,Match Report,
24,Thu,2017-04-20,20:45,Al-Wehda,1–2,Al-Fateh,276,King Abdul Aziz Stadium,Turki Al Khudayr,Match Report,
24,Fri,2017-04-21,19:05,Al-Batin,4–3,Al-Nassr,2320,Department of Education Stadium,Sultan Al Harbi,Match Report,
24,Fri,2017-04-21,19:10,Al-Raed,2–1,Al-Qadsiah,10341,Prince Abdullah bin Abdul Aziz Stadium,Keith Kennedy,Match Report,
24,Fri,2017-04-21,20:45,Al-Ettifaq,1–4,Al-Ittihad,6068,Prince Mohamed bin Fahd Stadium,Khaled Salwi,Match Report,
25,Sat,2017-04-29,20:50,Al-Ittihad,2–2,Al-Faisaly,10530,King Abdullah Sports City,Turki Al Khudayr,Match Report,
25,Sat,2017-04-29,20:50,Al-Qadsiah,1–1,Al-Ettifaq,642,Prince Saud bin Jalawi Stadium,Pavel Královec,Match Report,
25,Sat,2017-04-29,20:50,Al-Wehda,1–3,Al-Hilal,5006,King Abdul Aziz Stadium,Mohammed Al Hoish,Match Report,
25,Sat,2017-04-29,20:50,Al-Nassr,1–0,Al-Shabab,1458,King Fahd International Stadium,Khalid Al Turais,Match Report,
25,Sat,2017-04-29,20:50,Al-Taawoun,4–3,Al-Batin,2404,Prince Abdullah bin Abdul Aziz Stadium,Khaled Salwi,Match Report,
25,Sat,2017-04-29,20:50,Al-Khaleej,1–1,Al-Fateh,654,Prince Mohamed bin Fahd Stadium,Fahad Al Mirdasi,Match Report,
25,Sun,2017-04-30,20:30,Al-Raed,1–3,Al-Ahli,10025,Prince Abdullah bin Abdul Aziz Stadium,Sultan Al Harbi,Match Report,
26,Wed,2017-05-03,18:55,Al-Ettifaq,0–1,Al-Shabab,506,Prince Mohamed bin Fahd Stadium,Sultan Al Harbi,Match Report,
26,Thu,2017-05-04,20:50,Al-Ahli,2–1,Al-Taawoun,2241,King Abdullah Sports City,Mohammed Al Hoish,Match Report,
26,Thu,2017-05-04,20:50,Al-Faisaly,2–2,Al-Batin,515,Al Majma'ah Sport City,Fahad Al Mirdasi,Match Report,
26,Thu,2017-05-04,20:50,Al-Hilal,5–1,Al-Nassr,59174,King Fahd International Stadium,Milorad Mažić,Match Report,
26,Thu,2017-05-04,20:50,Al-Qadsiah,3–1,Al-Wehda,1139,Prince Saud bin Jalawi Stadium,Turki Al Khudayr,Match Report,
26,Thu,2017-05-04,20:50,Al-Fateh,4–1,Al-Ittihad,8022,Prince Abdullah bin Jalawi Stadium,Saleh Al Hathlool,Match Report,
26,Thu,2017-05-04,20:50,Al-Khaleej,1–2,Al-Raed,602,Prince Nayef bin Abdul Aziz Sports City ...,Mohammed Al Qorany,Match Report,
