Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
3,Sat,2019-08-17,18:30 (19:30),VVV-Venlo,1–4,Ajax,8000,Seacon Stadion De Koel,Danny Makkelie,Match Report,
3,Sat,2019-08-17,20:45 (21:45),Emmen,2–0,Heerenveen,8145,De Oude Meerdijk,Bas Nijhuis,Match Report,
3,Sun,2019-08-18,12:15 (13:15),Fortuna Sittard,2–3,Willem II,7273,Fortuna Sittard Stadion,Allard Lindhout,Match Report,
3,Sun,2019-08-18,14:30 (15:30),Twente,3–3,RKC Waalwijk,25700,De Grolsch Veste,Martin Perez,Match Report,
3,Sun,2019-08-18,16:45 (17:45),AZ Alkmaar,0–0,Groningen,10000,Cars Jeans Stadion,Serdar Gözübüyük,Match Report,
3,Sun,2019-08-18,16:45 (17:45),Feyenoord,1–1,Utrecht,37500,Stadion Feijenoord,Pol van Boekel,Match Report,
3,Sun,2019-08-18,20:00 (21:00),Heracles Almelo,0–2,PSV Eindhoven,10063,Polman Stadion,Jochem Kamphuis,Match Report,
4,Sat,2019-08-24,18:30 (19:30),Willem II,2–1,Emmen,13300,Koning Willem II Stadion,Siemen Mulder,Match Report,
4,Sat,2019-08-24,19:45 (20:45),Heracles Almelo,1–1,Vitesse,9344,Polman Stadion,Jeroen Manschot,Match Report,
4,Sat,2019-08-24,20:45 (21:45),Heerenveen,0–0,Twente,16328,Abe Lenstra Stadion,Pol van Boekel,Match Report,
4,Sun,2019-08-25,12:15 (13:15),RKC Waalwijk,0–3,ADO Den Haag,5034,Mandemakers Stadion,Edwin van de Graaf,Match Report,
4,Sun,2019-08-25,14:30 (15:30),Utrecht,1–2,VVV-Venlo,17986,Stadion Galgenwaard,Jochem Kamphuis,Match Report,
4,Sun,2019-08-25,16:45 (17:45),Zwolle,2–2,Sparta R'dam,12532,MAC³PARK Stadion,Serdar Gözübüyük,Match Report,
5,Fri,2019-08-30,20:00 (21:00),Emmen,1–3,Zwolle,8293,De Oude Meerdijk,Martin van den Kerkhof,Match Report,
5,Sat,2019-08-31,18:30 (19:30),Heerenveen,1–1,Fortuna Sittard,15000,Abe Lenstra Stadion,Edwin van de Graaf,Match Report,
5,Sat,2019-08-31,19:45 (20:45),Groningen,1–2,Heracles Almelo,15934,Hitachi Capital Mobility Stadion,Allard Lindhout,Match Report,
5,Sat,2019-08-31,20:45 (21:45),ADO Den Haag,1–0,VVV-Venlo,10617,Cars Jeans Stadion,Siemen Mulder,Match Report,
5,Sun,2019-09-01,12:15 (13:15),Twente,3–1,Utrecht,25500,De Grolsch Veste,Jeroen Manschot,Match Report,
5,Sun,2019-09-01,14:30 (15:30),Sparta R'dam,1–4,Ajax,10599,Sparta-Stadion Het Kasteel,Jochem Kamphuis,Match Report,
5,Sun,2019-09-01,16:45 (17:45),Willem II,0–1,Feyenoord,13875,Koning Willem II Stadion,Bas Nijhuis,Match Report,
5,Sun,2019-09-01,16:45 (17:45),Vitesse,2–1,AZ Alkmaar,13290,GelreDome,Dennis Higler,Match Report,
5,Sun,2019-09-01,20:00 (21:00),RKC Waalwijk,1–3,PSV Eindhoven,6000,Mandemakers Stadion,Kevin Blom,Match Report,
6,Sat,2019-09-14,18:30 (19:30),AZ Alkmaar,5–1,Sparta R'dam,8327,AFAS Stadion,Danny Makkelie,Match Report,
6,Sat,2019-09-14,18:30 (19:30),Ajax,4–1,Heerenveen,52921,Johan Cruyff ArenA,Allard Lindhout,Match Report,
6,Sat,2019-09-14,19:45 (20:45),VVV-Venlo,2–1,Groningen,6265,Seacon Stadion De Koel,Martin van den Kerkhof,Match Report,
6,Sat,2019-09-14,20:45 (21:45),Utrecht,3–1,Emmen,17661,Stadion Galgenwaard,Rob Dieperink,Match Report,
6,Sat,2019-09-14,20:45 (21:45),PSV Eindhoven,5–0,Vitesse,33300,Philips Stadion,Pol van Boekel,Match Report,
6,Sun,2019-09-15,12:15 (13:15),Zwolle,6–2,RKC Waalwijk,13028,MAC³PARK Stadion,Jeroen Manschot,Match Report,
6,Sun,2019-09-15,14:30 (15:30),Feyenoord,3–2,ADO Den Haag,40000,Stadion Feijenoord,Serdar Gözübüyük,Match Report,
6,Sun,2019-09-15,14:30 (15:30),Heracles Almelo,4–1,Willem II,11254,Polman Stadion,Joey Kooij,Match Report,
6,Sun,2019-09-15,16:45 (17:45),Fortuna Sittard,2–3,Twente,7377,Fortuna Sittard Stadion,Dennis Higler,Match Report,
7,Fri,2019-09-20,20:00 (21:00),Twente,2–3,Heracles Almelo,29300,De Grolsch Veste,Jochem Kamphuis,Match Report,
7,Sat,2019-09-21,18:30 (19:30),Sparta R'dam,4–0,RKC Waalwijk,10231,Sparta-Stadion Het Kasteel,Christiaan Bax,Match Report,
7,Sat,2019-09-21,19:45 (20:45),Groningen,2–0,Zwolle,16471,Hitachi Capital Mobility Stadion,Sander Van der Eijk,Match Report,
7,Sat,2019-09-21,19:45 (20:45),Willem II,1–0,VVV-Venlo,13227,Koning Willem II Stadion,Rob Dieperink,Match Report,
7,Sat,2019-09-21,20:45 (21:45),Vitesse,4–2,Fortuna Sittard,20800,GelreDome,Joey Kooij,Match Report,
7,Sun,2019-09-22,12:15 (13:15),Heerenveen,1–1,Utrecht,16593,Abe Lenstra Stadion,Siemen Mulder,Match Report,
7,Sun,2019-09-22,14:30 (15:30),Emmen,3–3,Feyenoord,8309,De Oude Meerdijk,Dennis Higler,Match Report,
7,Sun,2019-09-22,16:45 (17:45),PSV Eindhoven,1–1,Ajax,35000,Philips Stadion,Danny Makkelie,Match Report,
7,Sun,2019-09-22,16:45 (17:45),ADO Den Haag,0–1,AZ Alkmaar,12091,Cars Jeans Stadion,Allard Lindhout,Match Report,
4,Wed,2019-09-25,18:30 (19:30),PSV Eindhoven,3–1,Groningen,32800,Philips Stadion,Bas Nijhuis,Match Report,
4,Wed,2019-09-25,20:45 (21:45),Ajax,5–0,Fortuna Sittard,53121,Johan Cruyff ArenA,Jeroen Manschot,Match Report,
4,Thu,2019-09-26,20:00 (21:00),Feyenoord,0–3,AZ Alkmaar,35000,Stadion Feijenoord,Jochem Kamphuis,Match Report,
8,Fri,2019-09-27,20:00 (21:00),Emmen,3–0,ADO Den Haag,8002,De Oude Meerdijk,Erwin Blank,Match Report,
8,Sat,2019-09-28,18:30 (19:30),VVV-Venlo,0–3,Heerenveen,5944,Seacon Stadion De Koel,Serdar Gözübüyük,Match Report,
8,Sat,2019-09-28,19:45 (20:45),Ajax,2–0,Groningen,53228,Johan Cruyff ArenA,Björn Kuipers,Match Report,
8,Sat,2019-09-28,20:45 (21:45),Fortuna Sittard,0–0,Sparta R'dam,7483,Fortuna Sittard Stadion,Richard Martens,Match Report,
8,Sun,2019-09-29,12:15 (13:15),RKC Waalwijk,1–2,Vitesse,4858,Mandemakers Stadion,Bas Nijhuis,Match Report,
8,Sun,2019-09-29,14:30 (15:30),Zwolle,0–4,PSV Eindhoven,13482,MAC³PARK Stadion,Dennis Higler,Match Report,
8,Sun,2019-09-29,14:30 (15:30),Utrecht,2–0,Willem II,19419,Stadion Galgenwaard,Edwin van de Graaf,Match Report,
8,Sun,2019-09-29,16:45 (17:45),Feyenoord,5–1,Twente,32500,Stadion Feijenoord,Danny Makkelie,Match Report,
8,Sun,2019-09-29,16:45 (17:45),AZ Alkmaar,2–0,Heracles Almelo,7241,AFAS Stadion,Pol van Boekel,Match Report,
9,Fri,2019-10-04,20:00 (21:00),Groningen,3–0,RKC Waalwijk,16029,Hitachi Capital Mobility Stadion,Joey Kooij,Match Report,
9,Sat,2019-10-05,18:30 (19:30),Heracles Almelo,2–0,Emmen,10376,Polman Stadion,Sander Van der Eijk,Match Report,
9,Sat,2019-10-05,19:45 (20:45),Sparta R'dam,2–1,Twente,10435,Sparta-Stadion Het Kasteel,Jeroen Manschot,Match Report,
9,Sat,2019-10-05,19:45 (20:45),Vitesse,2–1,Utrecht,12704,GelreDome,Björn Kuipers,Match Report,
9,Sat,2019-10-05,20:45 (21:45),Heerenveen,1–0,Zwolle,16632,Abe Lenstra Stadion,Danny Makkelie,Match Report,
9,Sun,2019-10-06,12:15 (13:15),ADO Den Haag,0–2,Ajax,14733,Cars Jeans Stadion,Kevin Blom,Match Report,
9,Sun,2019-10-06,14:30 (15:30),Fortuna Sittard,4–2,Feyenoord,8511,Fortuna Sittard Stadion,Pol van Boekel,Match Report,
9,Sun,2019-10-06,16:45 (17:45),PSV Eindhoven,4–1,VVV-Venlo,33000,Philips Stadion,Allard Lindhout,Match Report,
9,Sun,2019-10-06,16:45 (17:45),Willem II,1–1,AZ Alkmaar,12707,Koning Willem II Stadion,Dennis Higler,Match Report,
10,Sat,2019-10-19,18:30 (19:30),RKC Waalwijk,1–2,Ajax,7508,Mandemakers Stadion,Allard Lindhout,Match Report,
10,Sat,2019-10-19,18:30 (19:30),AZ Alkmaar,2–4,Heerenveen,7648,AFAS Stadion,Björn Kuipers,Match Report,
10,Sat,2019-10-19,19:45 (20:45),Twente,0–1,Willem II,27500,De Grolsch Veste,Martin van den Kerkhof,Match Report,
10,Sat,2019-10-19,20:45 (21:45),VVV-Venlo,0–4,Vitesse,5992,Seacon Stadion De Koel,Siemen Mulder,Match Report,
10,Sat,2019-10-19,20:45 (21:45),Utrecht,3–0,PSV Eindhoven,22632,Stadion Galgenwaard,Danny Makkelie,Match Report,
10,Sun,2019-10-20,12:15 (13:15),Zwolle,3–1,ADO Den Haag,12943,MAC³PARK Stadion,Serdar Gözübüyük,Match Report,
10,Sun,2019-10-20,14:30 (15:30),Groningen,2–0,Sparta R'dam,17582,Hitachi Capital Mobility Stadion,Kevin Blom,Match Report,
10,Sun,2019-10-20,14:30 (15:30),Emmen,2–1,Fortuna Sittard,8130,De Oude Meerdijk,Bas Nijhuis,Match Report,
10,Sun,2019-10-20,16:45 (17:45),Feyenoord,1–1,Heracles Almelo,37000,Stadion Feijenoord,Jeroen Manschot,Match Report,
11,Fri,2019-10-25,20:00 (21:00),Twente,4–1,Emmen,27400,De Grolsch Veste,Christiaan Bax,Match Report,
11,Sat,2019-10-26,18:30 (19:30),Willem II,2–1,RKC Waalwijk,13877,Koning Willem II Stadion,Kevin Blom,Match Report,
11,Sat,2019-10-26,19:45 (20:45),Fortuna Sittard,4–1,VVV-Venlo,8388,Fortuna Sittard Stadion,Danny Makkelie,Match Report,
11,Sat,2019-10-26,19:45 (20:45),Vitesse,0–2,ADO Den Haag,12663,GelreDome,Jeroen Manschot,Match Report,
11,Sat,2019-10-26,20:45 (21:45),Heracles Almelo,4–0,Zwolle,10157,Polman Stadion,Martin Perez,Match Report,
11,Sun,2019-10-27,12:15 (14:15),Heerenveen,1–1,Groningen,22428,Abe Lenstra Stadion,Allard Lindhout,Match Report,
11,Sun,2019-10-27,14:30 (16:30),Sparta R'dam,1–2,Utrecht,10344,Sparta-Stadion Het Kasteel,Sander Van der Eijk,Match Report,
11,Sun,2019-10-27,14:30 (16:30),PSV Eindhoven,0–4,AZ Alkmaar,34000,Philips Stadion,Pol van Boekel,Match Report,
11,Sun,2019-10-27,16:45 (18:45),Ajax,4–0,Feyenoord,53968,Johan Cruyff ArenA,Serdar Gözübüyük,Match Report,
12,Fri,2019-11-01,20:00 (22:00),Zwolle,2–4,Ajax,14000,MAC³PARK Stadion,Björn Kuipers,Match Report,
12,Sat,2019-11-02,18:30 (20:30),RKC Waalwijk,2–0,Heracles Almelo,4689,Mandemakers Stadion,Edwin van de Graaf,Match Report,
12,Sat,2019-11-02,19:45 (21:45),Sparta R'dam,2–2,PSV Eindhoven,10387,Sparta-Stadion Het Kasteel,Bas Nijhuis,Match Report,
12,Sat,2019-11-02,20:45 (22:45),AZ Alkmaar,3–0,Twente,4689,AFAS Stadion,Danny Makkelie,Match Report,
12,Sun,2019-11-03,12:15 (14:15),Emmen,2–1,Vitesse,8048,De Oude Meerdijk,Joey Kooij,Match Report,
12,Sun,2019-11-03,14:30 (16:30),VVV-Venlo,0–3,Feyenoord,6572,Seacon Stadion De Koel,Kevin Blom,Match Report,
12,Sun,2019-11-03,14:30 (16:30),Groningen,2–0,Willem II,16590,Hitachi Capital Mobility Stadion,Pol van Boekel,Match Report,
12,Sun,2019-11-03,14:30 (16:30),Utrecht,6–0,Fortuna Sittard,18776,Stadion Galgenwaard,Jochem Kamphuis,Match Report,
12,Sun,2019-11-03,16:45 (18:45),ADO Den Haag,1–1,Heerenveen,12681,Cars Jeans Stadion,Sander Van der Eijk,Match Report,
13,Fri,2019-11-08,20:00 (22:00),Vitesse,1–2,Groningen,12590,GelreDome,Serdar Gözübüyük,Match Report,
13,Sat,2019-11-09,18:30 (20:30),Heerenveen,2–1,Sparta R'dam,18089,Abe Lenstra Stadion,Joey Kooij,Match Report,
13,Sat,2019-11-09,19:45 (21:45),Fortuna Sittard,1–0,ADO Den Haag,8223,Fortuna Sittard Stadion,Martin van den Kerkhof,Match Report,
13,Sat,2019-11-09,20:45 (22:45),Heracles Almelo,6–1,VVV-Venlo,9400,Polman Stadion,Jochem Kamphuis,Match Report,
13,Sun,2019-11-10,12:15 (14:15),Ajax,4–0,Utrecht,53381,Johan Cruyff ArenA,Bas Nijhuis,Match Report,
13,Sun,2019-11-10,14:30 (16:30),Willem II,2–1,PSV Eindhoven,14400,Koning Willem II Stadion,Björn Kuipers,Match Report,
13,Sun,2019-11-10,14:30 (16:30),Twente,2–1,Zwolle,26900,De Grolsch Veste,Kevin Blom,Match Report,
13,Sun,2019-11-10,16:45 (18:45),Feyenoord,3–2,RKC Waalwijk,47431,Stadion Feijenoord,Danny Makkelie,Match Report,
13,Sun,2019-11-10,20:00 (22:00),AZ Alkmaar,3–0,Emmen,7000,AFAS Stadion,Siemen Mulder,Match Report,
14,Sat,2019-11-23,18:30 (20:30),Utrecht,0–3,AZ Alkmaar,22401,Stadion Galgenwaard,Björn Kuipers,Match Report,
14,Sat,2019-11-23,19:45 (21:45),Ajax,4–1,Heracles Almelo,53226,Johan Cruyff ArenA,Dennis Higler,Match Report,
14,Sat,2019-11-23,19:45 (21:45),Zwolle,3–1,Fortuna Sittard,13912,MAC³PARK Stadion,Joey Kooij,Match Report,
14,Sat,2019-11-23,20:45 (22:45),ADO Den Haag,3–3,Willem II,10889,Cars Jeans Stadion,Allard Lindhout,Match Report,
14,Sun,2019-11-24,12:15 (14:15),Groningen,1–1,Feyenoord,21096,Hitachi Capital Mobility Stadion,Jeroen Manschot,Match Report,
14,Sun,2019-11-24,14:30 (16:30),PSV Eindhoven,2–1,Heerenveen,33800,Philips Stadion,Bas Nijhuis,Match Report,
14,Sun,2019-11-24,14:30 (16:30),RKC Waalwijk,1–1,Emmen,6645,Mandemakers Stadion,Richard Martens,Match Report,
14,Sun,2019-11-24,16:45 (18:45),VVV-Venlo,2–1,Twente,6730,Seacon Stadion De Koel,Sander Van der Eijk,Match Report,
14,Sun,2019-11-24,16:45 (18:45),Sparta R'dam,2–0,Vitesse,10020,Sparta-Stadion Het Kasteel,Christiaan Bax,Match Report,
15,Fri,2019-11-29,20:00 (22:00),Heerenveen,3–2,Vitesse,17833,Abe Lenstra Stadion,Danny Makkelie,Match Report,
15,Sat,2019-11-30,18:30 (20:30),Willem II,4–0,Sparta R'dam,14250,Koning Willem II Stadion,Siemen Mulder,Match Report,
15,Sat,2019-11-30,19:45 (21:45),Fortuna Sittard,1–0,Groningen,7632,Fortuna Sittard Stadion,Richard Martens,Match Report,
15,Sat,2019-11-30,20:45 (22:45),Heracles Almelo,4–0,ADO Den Haag,10150,Polman Stadion,Jeroen Manschot,Match Report,
15,Sun,2019-12-01,12:15 (14:15),Twente,2–5,Ajax,30000,De Grolsch Veste,Pol van Boekel,Match Report,
15,Sun,2019-12-01,14:30 (16:30),Utrecht,0–1,RKC Waalwijk,18103,Stadion Galgenwaard,Sander Van der Eijk,Match Report,
15,Sun,2019-12-01,16:45 (18:45),Feyenoord,1–0,Zwolle,44513,Stadion Feijenoord,Allard Lindhout,Match Report,
15,Sun,2019-12-01,16:45 (18:45),AZ Alkmaar,1–0,VVV-Venlo,6007,AFAS Stadion,Martin van den Kerkhof,Match Report,
15,Sun,2019-12-01,20:00 (22:00),Emmen,1–1,PSV Eindhoven,8309,De Oude Meerdijk,Dennis Higler,Match Report,
16,Fri,2019-12-06,20:15 (22:15),Ajax,0–2,Willem II,54022,Johan Cruyff ArenA,Björn Kuipers,Match Report,
16,Sat,2019-12-07,18:30 (20:30),ADO Den Haag,0–0,Twente,11439,Cars Jeans Stadion,Siemen Mulder,Match Report,
16,Sat,2019-12-07,19:45 (21:45),PSV Eindhoven,5–0,Fortuna Sittard,33300,Philips Stadion,Allard Lindhout,Match Report,
16,Sat,2019-12-07,19:45 (21:45),VVV-Venlo,2–0,Emmen,6580,Seacon Stadion De Koel,Christiaan Bax,Match Report,
16,Sat,2019-12-07,20:45 (22:45),Zwolle,0–3,AZ Alkmaar,13708,MAC³PARK Stadion,Serdar Gözübüyük,Match Report,
16,Sun,2019-12-08,12:15 (14:15),Vitesse,0–0,Feyenoord,16455,GelreDome,Pol van Boekel,Match Report,
16,Sun,2019-12-08,14:30 (16:30),Groningen,0–1,Utrecht,18741,Hitachi Capital Mobility Stadion,Kevin Blom,Match Report,
16,Sun,2019-12-08,14:30 (16:30),RKC Waalwijk,1–3,Heerenveen,5174,Mandemakers Stadion,Marc Nagtegaal,Match Report,
16,Sun,2019-12-08,16:45 (18:45),Sparta R'dam,0–0,Heracles Almelo,9934,Sparta-Stadion Het Kasteel,Richard Martens,Match Report,
17,Fri,2019-12-13,20:00 (22:00),Heerenveen,1–2,Willem II,18121,Abe Lenstra Stadion,Dennis Higler,Match Report,
17,Sat,2019-12-14,18:30 (20:30),ADO Den Haag,1–1,Groningen,11000,Cars Jeans Stadion,Joey Kooij,Match Report,
17,Sat,2019-12-14,19:45 (21:45),VVV-Venlo,1–2,Zwolle,6861,Seacon Stadion De Koel,Marc Nagtegaal,Match Report,
17,Sat,2019-12-14,19:45 (21:45),Fortuna Sittard,3–2,RKC Waalwijk,8391,Fortuna Sittard Stadion,Jochem Kamphuis,Match Report,
17,Sat,2019-12-14,20:45 (22:45),Twente,0–3,Vitesse,26500,De Grolsch Veste,Allard Lindhout,Match Report,
17,Sun,2019-12-15,12:15 (14:15),Emmen,2–0,Sparta R'dam,8145,De Oude Meerdijk,Edwin van de Graaf,Match Report,
17,Sun,2019-12-15,14:30 (16:30),Feyenoord,3–1,PSV Eindhoven,47625,Stadion Feijenoord,Bas Nijhuis,Match Report,
17,Sun,2019-12-15,16:45 (18:45),Heracles Almelo,1–3,Utrecht,10200,Polman Stadion,Serdar Gözübüyük,Match Report,
17,Sun,2019-12-15,16:45 (18:45),AZ Alkmaar,1–0,Ajax,17000,AFAS Stadion,Danny Makkelie,Match Report,
18,Fri,2019-12-20,20:00 (22:00),RKC Waalwijk,3–0,Twente,5154,Mandemakers Stadion,Martin van den Kerkhof,Match Report,
18,Sat,2019-12-21,18:30 (20:30),Heerenveen,1–1,Heracles Almelo,20424,Abe Lenstra Stadion,Jochem Kamphuis,Match Report,
18,Sat,2019-12-21,19:45 (21:45),PSV Eindhoven,4–1,Zwolle,33000,Philips Stadion,Jeroen Manschot,Match Report,
18,Sat,2019-12-21,19:45 (21:45),Sparta R'dam,3–0,AZ Alkmaar,10031,Sparta-Stadion Het Kasteel,Kevin Blom,Match Report,
18,Sat,2019-12-21,20:45 (22:45),Willem II,0–0,Fortuna Sittard,13587,Koning Willem II Stadion,Bas Nijhuis,Match Report,
18,Sun,2019-12-22,12:15 (14:15),Ajax,6–1,ADO Den Haag,53976,Johan Cruyff ArenA,Dennis Higler,Match Report,
18,Sun,2019-12-22,14:30 (16:30),Utrecht,1–2,Feyenoord,21103,Stadion Galgenwaard,Björn Kuipers,Match Report,
18,Sun,2019-12-22,14:30 (16:30),Groningen,2–0,Emmen,20136,Hitachi Capital Mobility Stadion,Danny Makkelie,Match Report,
18,Sun,2019-12-22,16:45 (18:45),Vitesse,3–0,VVV-Venlo,13454,GelreDome,Siemen Mulder,Match Report,
19,Fri,2020-01-17,20:00 (22:00),Zwolle,3–3,Utrecht,13102,MAC³PARK Stadion,Jochem Kamphuis,Match Report,
19,Sat,2020-01-18,18:30 (20:30),Fortuna Sittard,1–3,Vitesse,8238,Fortuna Sittard Stadion,Sander Van der Eijk,Match Report,
19,Sat,2020-01-18,19:45 (21:45),Feyenoord,3–1,Heerenveen,46000,Stadion Feijenoord,Siemen Mulder,Match Report,
19,Sat,2020-01-18,19:45 (21:45),Twente,0–0,Groningen,26500,De Grolsch Veste,Dennis Higler,Match Report,
19,Sat,2020-01-18,20:45 (22:45),AZ Alkmaar,1–3,Willem II,15442,AFAS Stadion,Björn Kuipers,Match Report,
19,Sun,2020-01-19,12:15 (14:15),VVV-Venlo,1–1,PSV Eindhoven,7059,Seacon Stadion De Koel,Danny Makkelie,Match Report,
19,Sun,2020-01-19,14:30 (16:30),Emmen,1–0,Heracles Almelo,8176,De Oude Meerdijk,Joey Kooij,Match Report,
19,Sun,2020-01-19,14:30 (16:30),Ajax,2–1,Sparta R'dam,53426,Johan Cruyff ArenA,Allard Lindhout,Match Report,
19,Sun,2020-01-19,16:45 (18:45),ADO Den Haag,2–0,RKC Waalwijk,12433,Cars Jeans Stadion,Jeroen Manschot,Match Report,
20,Fri,2020-01-24,20:00 (22:00),Utrecht,4–0,ADO Den Haag,17319,Stadion Galgenwaard,Bas Nijhuis,Match Report,
20,Sat,2020-01-25,18:30 (20:30),Heerenveen,1–2,AZ Alkmaar,19638,Abe Lenstra Stadion,Kevin Blom,Match Report,
20,Sat,2020-01-25,19:45 (21:45),Heracles Almelo,2–3,Feyenoord,10686,Polman Stadion,Danny Makkelie,Match Report,
20,Sat,2020-01-25,19:45 (21:45),RKC Waalwijk,1–2,VVV-Venlo,6103,Mandemakers Stadion,Edwin van de Graaf,Match Report,
20,Sat,2020-01-25,20:45 (22:45),Sparta R'dam,1–1,Fortuna Sittard,9821,Sparta-Stadion Het Kasteel,Dennis Higler,Match Report,
20,Sun,2020-01-26,12:15 (14:15),Vitesse,1–1,Emmen,13265,GelreDome,Marc Nagtegaal,Match Report,
20,Sun,2020-01-26,14:30 (16:30),Willem II,0–0,Zwolle,13337,Koning Willem II Stadion,Erwin Blank,Match Report,
20,Sun,2020-01-26,14:30 (16:30),Groningen,2–1,Ajax,22315,Hitachi Capital Mobility Stadion,Jeroen Manschot,Match Report,
20,Sun,2020-01-26,16:45 (18:45),PSV Eindhoven,1–1,Twente,33600,Philips Stadion,Siemen Mulder,Match Report,
21,Fri,2020-01-31,20:00 (22:00),AZ Alkmaar,4–0,RKC Waalwijk,14712,AFAS Stadion,Serdar Gözübüyük,Match Report,
21,Sat,2020-02-01,18:30 (20:30),ADO Den Haag,0–0,Vitesse,12387,Cars Jeans Stadion,Joey Kooij,Match Report,
21,Sat,2020-02-01,19:45 (21:45),Feyenoord,3–0,Emmen,47084,Stadion Feijenoord,Edwin van de Graaf,Match Report,
21,Sat,2020-02-01,19:45 (21:45),Twente,2–0,Sparta R'dam,26300,De Grolsch Veste,Jochem Kamphuis,Match Report,
21,Sat,2020-02-01,20:45 (22:45),Zwolle,1–0,Groningen,12844,MAC³PARK Stadion,Pol van Boekel,Match Report,
21,Sun,2020-02-02,12:15 (14:15),Willem II,1–0,Heracles Almelo,13417,Koning Willem II Stadion,Kevin Blom,Match Report,
21,Sun,2020-02-02,14:30 (16:30),VVV-Venlo,1–1,Utrecht,6265,Seacon Stadion De Koel,Dennis Higler,Match Report,
21,Sun,2020-02-02,14:30 (16:30),Fortuna Sittard,2–1,Heerenveen,8371,Fortuna Sittard Stadion,Ingmar Oostrom,Match Report,
21,Sun,2020-02-02,16:45 (18:45),Ajax,1–0,PSV Eindhoven,53055,Johan Cruyff ArenA,Björn Kuipers,Match Report,
22,Fri,2020-02-07,20:00 (22:00),Heracles Almelo,2–0,Fortuna Sittard,10235,Polman Stadion,Björn Kuipers,Match Report,
22,Sat,2020-02-08,18:30 (20:30),Groningen,1–0,Vitesse,17884,Hitachi Capital Mobility Stadion,Martin van den Kerkhof,Match Report,
22,Sat,2020-02-08,19:45 (21:45),PSV Eindhoven,3–0,Willem II,34700,Philips Stadion,Allard Lindhout,Match Report,
22,Sat,2020-02-08,19:45 (21:45),Heerenveen,1–1,VVV-Venlo,16400,Abe Lenstra Stadion,Richard Martens,Match Report,
22,Sat,2020-02-08,20:45 (22:45),RKC Waalwijk,0–0,Zwolle,5257,Mandemakers Stadion,Siemen Mulder,Match Report,
22,Tue,2020-02-11,18:30 (20:30),Emmen,2–0,Twente,8039,De Oude Meerdijk,Christiaan Bax,Match Report,
22,Tue,2020-02-11,20:45 (22:45),Sparta R'dam,4–2,ADO Den Haag,8083,Sparta-Stadion Het Kasteel,Danny Makkelie,Match Report,
