Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,7,Sun,2017-10-01,14:30 (15:30),Heerenveen,0–4,Ajax,25600,Abe Lenstra Stadion,Serdar Gözübüyük,Match Report,
Regular Season,7,Sun,2017-10-01,14:30 (15:30),Vitesse,1–1,Utrecht,15432,GelreDome,Björn Kuipers,Match Report,
Regular Season,7,Sun,2017-10-01,16:45 (17:45),Sparta R'dam,1–2,Roda JC,9834,Sparta-Stadion Het Kasteel,Danny Makkelie,Match Report,
Regular Season,8,Sat,2017-10-14,18:30 (19:30),Roda JC,1–0,NAC Breda,12230,Parkstad Limburg Stadion,Edwin van de Graaf,Match Report,
Regular Season,8,Sat,2017-10-14,18:30 (19:30),Ajax,4–0,Sparta R'dam,51567,Johan Cruyff ArenA,Kevin Blom,Match Report,
Regular Season,8,Sat,2017-10-14,20:45 (21:45),Feyenoord,0–0,Zwolle,47500,Stadion Feijenoord,Dennis Higler,Match Report,
Regular Season,8,Sat,2017-10-14,20:45 (21:45),Utrecht,3–1,Heerenveen,17771,Stadion Galgenwaard,Siemen Mulder,Match Report,
Regular Season,8,Sun,2017-10-15,12:30 (13:30),Heracles Almelo,1–1,Vitesse,11164,Polman Stadion,Allard Lindhout,Match Report,
Regular Season,8,Sun,2017-10-15,14:30 (15:30),VVV-Venlo,2–5,PSV Eindhoven,8000,Seacon Stadion De Koel,Danny Makkelie,Match Report,
Regular Season,8,Sun,2017-10-15,14:30 (15:30),Willem II,3–1,Twente,12000,Koning Willem II Stadion,Richard Martens,Match Report,
Regular Season,8,Sun,2017-10-15,14:30 (15:30),Groningen,1–1,AZ Alkmaar,17680,Hitachi Capital Mobility Stadion,Björn Kuipers,Match Report,
Regular Season,8,Sun,2017-10-15,16:45 (17:45),ADO Den Haag,1–2,Excelsior,10805,Cars Jeans Stadion,Serdar Gözübüyük,Match Report,
Regular Season,9,Fri,2017-10-20,20:00 (21:00),Groningen,0–1,Willem II,16394,Hitachi Capital Mobility Stadion,Allard Lindhout,Match Report,
Regular Season,9,Sat,2017-10-21,18:30 (19:30),NAC Breda,0–2,Zwolle,18423,Rat Verlegh Stadion,Martin van den Kerkhof,Match Report,
Regular Season,9,Sat,2017-10-21,19:45 (20:45),Excelsior,1–1,Sparta R'dam,4400,Van Donge & De Roo Stadion,Siemen Mulder,Match Report,
Regular Season,9,Sat,2017-10-21,19:45 (20:45),VVV-Venlo,0–2,ADO Den Haag,6532,Seacon Stadion De Koel,Jeroen Manschot,Match Report,
Regular Season,9,Sat,2017-10-21,20:45 (21:45),Twente,3–0,Roda JC,23600,De Grolsch Veste,Serdar Gözübüyük,Match Report,
Regular Season,9,Sun,2017-10-22,12:30 (13:30),PSV Eindhoven,3–0,Heracles Almelo,32800,Philips Stadion,Ed Janssen,Match Report,
Regular Season,9,Sun,2017-10-22,14:30 (15:30),Feyenoord,1–4,Ajax,47500,Stadion Feijenoord,Danny Makkelie,Match Report,
Regular Season,9,Sun,2017-10-22,14:30 (15:30),AZ Alkmaar,3–0,Utrecht,14056,AFAS Stadion,Jochem Kamphuis,Match Report,
Regular Season,9,Sun,2017-10-22,16:45 (17:45),Heerenveen,0–4,Vitesse,21034,Abe Lenstra Stadion,Christiaan Bax,Match Report,
Regular Season,10,Fri,2017-10-27,20:00 (21:00),Twente,1–3,Excelsior,23200,De Grolsch Veste,Allard Lindhout,Match Report,
Regular Season,10,Sat,2017-10-28,18:30 (19:30),Heracles Almelo,3–0,VVV-Venlo,10364,Polman Stadion,Martin Perez,Match Report,
Regular Season,10,Sat,2017-10-28,18:30 (19:30),Roda JC,1–1,Feyenoord,13491,Parkstad Limburg Stadion,Kevin Blom,Match Report,
Regular Season,10,Sat,2017-10-28,20:45 (21:45),Willem II,1–3,Ajax,13907,Koning Willem II Stadion,Dennis Higler,Match Report,
Regular Season,10,Sat,2017-10-28,20:45 (21:45),Zwolle,2–0,ADO Den Haag,13030,MAC³PARK Stadion,Edwin van de Graaf,Match Report,
Regular Season,10,Sun,2017-10-29,12:30 (14:30),Vitesse,2–4,PSV Eindhoven,18232,GelreDome,Serdar Gözübüyük,Match Report,
Regular Season,10,Sun,2017-10-29,14:30 (16:30),Utrecht,2–2,NAC Breda,20123,Stadion Galgenwaard,Christiaan Bax,Match Report,
Regular Season,10,Sun,2017-10-29,14:30 (16:30),Sparta R'dam,2–1,Groningen,10010,Sparta-Stadion Het Kasteel,Bas Nijhuis,Match Report,
Regular Season,10,Sun,2017-10-29,16:45 (18:45),Heerenveen,1–2,AZ Alkmaar,19136,Abe Lenstra Stadion,Ed Janssen,Match Report,
Regular Season,11,Fri,2017-11-03,20:00 (22:00),Sparta R'dam,0–0,Heerenveen,10231,Sparta-Stadion Het Kasteel,Jeroen Manschot,Match Report,
Regular Season,11,Sat,2017-11-04,18:30 (20:30),AZ Alkmaar,3–2,Willem II,13500,AFAS Stadion,Kevin Blom,Match Report,
Regular Season,11,Sat,2017-11-04,19:45 (21:45),Excelsior,1–0,Roda JC,4086,Van Donge & De Roo Stadion,Rob Dieperink,Match Report,
Regular Season,11,Sat,2017-11-04,19:45 (21:45),Heracles Almelo,2–1,Groningen,10411,Polman Stadion,Martin van den Kerkhof,Match Report,
Regular Season,11,Sat,2017-11-04,20:45 (22:45),VVV-Venlo,0–0,NAC Breda,6521,Seacon Stadion De Koel,Jochem Kamphuis,Match Report,
Regular Season,11,Sun,2017-11-05,12:30 (14:30),ADO Den Haag,2–2,Feyenoord,13870,Cars Jeans Stadion,Bas Nijhuis,Match Report,
Regular Season,11,Sun,2017-11-05,14:30 (16:30),Ajax,1–2,Utrecht,51758,Johan Cruyff ArenA,Björn Kuipers,Match Report,
Regular Season,11,Sun,2017-11-05,14:30 (16:30),Vitesse,0–0,Zwolle,15417,GelreDome,Danny Makkelie,Match Report,
Regular Season,11,Sun,2017-11-05,16:45 (18:45),PSV Eindhoven,4–3,Twente,33040,Philips Stadion,Dennis Higler,Match Report,
Regular Season,12,Sat,2017-11-18,18:30 (20:30),Twente,0–4,Heerenveen,25600,De Grolsch Veste,Jochem Kamphuis,Match Report,
Regular Season,12,Sat,2017-11-18,18:30 (20:30),Feyenoord,1–1,VVV-Venlo,47500,Stadion Feijenoord,Dennis Higler,Match Report,
Regular Season,12,Sat,2017-11-18,20:45 (22:45),NAC Breda,0–8,Ajax,18969,Rat Verlegh Stadion,Danny Makkelie,Match Report,
Regular Season,12,Sat,2017-11-18,20:45 (22:45),Willem II,2–2,Sparta R'dam,11511,Koning Willem II Stadion,Edwin van de Graaf,Match Report,
Regular Season,12,Sun,2017-11-19,12:30 (14:30),ADO Den Haag,4–1,Heracles Almelo,11175,Cars Jeans Stadion,Kevin Blom,Match Report,
Regular Season,12,Sun,2017-11-19,14:30 (16:30),Groningen,4–2,Vitesse,17263,Hitachi Capital Mobility Stadion,Jeroen Manschot,Match Report,
Regular Season,12,Sun,2017-11-19,14:30 (16:30),Zwolle,0–1,PSV Eindhoven,13250,MAC³PARK Stadion,Björn Kuipers,Match Report,
Regular Season,12,Sun,2017-11-19,14:30 (16:30),Utrecht,3–1,Excelsior,18336,Stadion Galgenwaard,Bas Nijhuis,Match Report,
Regular Season,12,Sun,2017-11-19,16:45 (18:45),Roda JC,0–1,AZ Alkmaar,12411,Parkstad Limburg Stadion,Allard Lindhout,Match Report,
Regular Season,13,Fri,2017-11-24,20:00 (22:00),AZ Alkmaar,2–0,Twente,14601,AFAS Stadion,Martin van den Kerkhof,Match Report,
Regular Season,13,Sat,2017-11-25,18:30 (20:30),VVV-Venlo,3–3,Willem II,6782,Seacon Stadion De Koel,Siemen Mulder,Match Report,
Regular Season,13,Sat,2017-11-25,19:45 (21:45),Groningen,0–2,Feyenoord,20294,Hitachi Capital Mobility Stadion,Danny Makkelie,Match Report,
Regular Season,13,Sat,2017-11-25,19:45 (21:45),Heracles Almelo,2–1,NAC Breda,10626,Polman Stadion,Pol van Boekel,Match Report,
Regular Season,13,Sat,2017-11-25,20:45 (22:45),Heerenveen,1–2,Zwolle,20832,Abe Lenstra Stadion,Serdar Gözübüyük,Match Report,
Regular Season,13,Sun,2017-11-26,12:30 (14:30),Ajax,5–1,Roda JC,51685,Johan Cruyff ArenA,Bas Nijhuis,Match Report,
Regular Season,13,Sun,2017-11-26,14:30 (16:30),Sparta R'dam,1–3,Utrecht,10432,Sparta-Stadion Het Kasteel,Allard Lindhout,Match Report,
Regular Season,13,Sun,2017-11-26,14:30 (16:30),Excelsior,1–2,PSV Eindhoven,4400,Van Donge & De Roo Stadion,Jochem Kamphuis,Match Report,
Regular Season,13,Sun,2017-11-26,16:45 (18:45),Vitesse,2–0,ADO Den Haag,14754,GelreDome,Ed Janssen,Match Report,
Regular Season,14,Fri,2017-12-01,20:00 (22:00),Zwolle,1–1,Utrecht,13250,MAC³PARK Stadion,Ed Janssen,Match Report,
Regular Season,14,Sat,2017-12-02,18:30 (20:30),Twente,3–3,Ajax,27500,De Grolsch Veste,Dennis Higler,Match Report,
Regular Season,14,Sat,2017-12-02,18:30 (20:30),ADO Den Haag,0–3,Groningen,10416,Cars Jeans Stadion,Serdar Gözübüyük,Match Report,
Regular Season,14,Sat,2017-12-02,20:45 (22:45),Feyenoord,1–0,Vitesse,47500,Stadion Feijenoord,Pol van Boekel,Match Report,
Regular Season,14,Sat,2017-12-02,20:45 (22:45),Willem II,3–1,Heracles Almelo,11230,Koning Willem II Stadion,Danny Makkelie,Match Report,
Regular Season,14,Sun,2017-12-03,12:30 (14:30),VVV-Venlo,0–2,AZ Alkmaar,6353,Seacon Stadion De Koel,Bas Nijhuis,Match Report,
Regular Season,14,Sun,2017-12-03,14:30 (16:30),PSV Eindhoven,1–0,Sparta R'dam,33000,Philips Stadion,Siemen Mulder,Match Report,
Regular Season,14,Sun,2017-12-03,14:30 (16:30),Roda JC,2–1,Heerenveen,10482,Parkstad Limburg Stadion,Christiaan Bax,Match Report,
Regular Season,14,Sun,2017-12-03,16:45 (18:45),NAC Breda,3–1,Excelsior,18340,Rat Verlegh Stadion,Kevin Blom,Match Report,
Regular Season,15,Fri,2017-12-08,20:00 (22:00),Willem II,1–1,NAC Breda,14700,Koning Willem II Stadion,Bas Nijhuis,Match Report,
Regular Season,15,Sat,2017-12-09,18:30 (20:30),Heerenveen,2–2,VVV-Venlo,18500,Abe Lenstra Stadion,Rob Dieperink,Match Report,
Regular Season,15,Sat,2017-12-09,19:45 (21:45),AZ Alkmaar,5–0,Heracles Almelo,13863,AFAS Stadion,Edwin van de Graaf,Match Report,
Regular Season,15,Sat,2017-12-09,19:45 (21:45),Excelsior,1–2,Zwolle,4069,Van Donge & De Roo Stadion,Jeroen Manschot,Match Report,
Regular Season,15,Sat,2017-12-09,20:45 (22:45),Twente,2–3,ADO Den Haag,23600,De Grolsch Veste,Allard Lindhout,Match Report,
Regular Season,15,Sun,2017-12-10,12:30 (14:30),Roda JC,2–2,Groningen,10515,Parkstad Limburg Stadion,Pol van Boekel,Match Report,
Regular Season,15,Sun,2017-12-10,16:45 (18:45),Ajax,3–0,PSV Eindhoven,52379,Johan Cruyff ArenA,Kevin Blom,Match Report,
Regular Season,16,Tue,2017-12-12,18:30 (20:30),NAC Breda,1–2,Twente,17589,Rat Verlegh Stadion,Siemen Mulder,Match Report,
Regular Season,16,Tue,2017-12-12,20:45 (22:45),Zwolle,1–1,AZ Alkmaar,12875,MAC³PARK Stadion,Dennis Higler,Match Report,
Regular Season,16,Wed,2017-12-13,18:30 (20:30),Vitesse,2–2,Willem II,15000,GelreDome,Serdar Gözübüyük,Match Report,
Regular Season,16,Wed,2017-12-13,18:30 (20:30),Groningen,3–3,PSV Eindhoven,20103,Hitachi Capital Mobility Stadion,Bas Nijhuis,Match Report,
Regular Season,16,Wed,2017-12-13,19:45 (21:45),VVV-Venlo,0–1,Utrecht,5778,Seacon Stadion De Koel,Jeroen Manschot,Match Report,
Regular Season,16,Wed,2017-12-13,20:45 (22:45),Feyenoord,1–1,Heerenveen,40000,Stadion Feijenoord,Kevin Blom,Match Report,
Regular Season,16,Wed,2017-12-13,20:45 (22:45),ADO Den Haag,3–2,Roda JC,9151,Cars Jeans Stadion,Geremi,Match Report,
Regular Season,16,Thu,2017-12-14,18:30 (20:30),Heracles Almelo,3–2,Sparta R'dam,9203,Polman Stadion,Jochem Kamphuis,Match Report,
Regular Season,16,Thu,2017-12-14,20:45 (22:45),Ajax,3–1,Excelsior,51695,Johan Cruyff ArenA,Ed Janssen,Match Report,
Regular Season,17,Sat,2017-12-16,18:30 (20:30),Heerenveen,1–0,NAC Breda,19361,Abe Lenstra Stadion,Allard Lindhout,Match Report,
Regular Season,17,Sat,2017-12-16,18:30 (20:30),Willem II,2–3,Zwolle,12900,Koning Willem II Stadion,Geremi,Match Report,
Regular Season,17,Sat,2017-12-16,19:45 (21:45),PSV Eindhoven,3–0,ADO Den Haag,32700,Philips Stadion,Björn Kuipers,Match Report,
Regular Season,17,Sat,2017-12-16,20:45 (22:45),Twente,1–1,Vitesse,23600,De Grolsch Veste,Jeroen Manschot,Match Report,
Regular Season,17,Sat,2017-12-16,20:45 (22:45),Roda JC,0–1,VVV-Venlo,13189,Parkstad Limburg Stadion,Dennis Higler,Match Report,
Regular Season,17,Sun,2017-12-17,12:30 (14:30),Sparta R'dam,0–7,Feyenoord,10400,Sparta-Stadion Het Kasteel,Serdar Gözübüyük,Match Report,
Regular Season,17,Sun,2017-12-17,14:30 (16:30),AZ Alkmaar,1–2,Ajax,17000,AFAS Stadion,Danny Makkelie,Match Report,
Regular Season,17,Sun,2017-12-17,14:30 (16:30),Utrecht,1–1,Heracles Almelo,16859,Stadion Galgenwaard,Siemen Mulder,Match Report,
Regular Season,17,Sun,2017-12-17,16:45 (18:45),Excelsior,2–0,Groningen,3808,Van Donge & De Roo Stadion,Martin van den Kerkhof,Match Report,
Regular Season,18,Fri,2017-12-22,20:00 (22:00),ADO Den Haag,4–0,Zwolle,11107,Cars Jeans Stadion,Kevin Blom,Match Report,
Regular Season,18,Sat,2017-12-23,18:30 (20:30),NAC Breda,3–1,Utrecht,18769,Rat Verlegh Stadion,Geremi,Match Report,
Regular Season,18,Sat,2017-12-23,19:45 (21:45),PSV Eindhoven,2–1,Vitesse,33800,Philips Stadion,Dennis Higler,Match Report,
Regular Season,18,Sat,2017-12-23,19:45 (21:45),AZ Alkmaar,3–1,Heerenveen,15012,AFAS Stadion,Pol van Boekel,Match Report,
Regular Season,18,Sat,2017-12-23,20:45 (22:45),Excelsior,0–0,Twente,4369,Van Donge & De Roo Stadion,Richard Martens,Match Report,
Regular Season,18,Sun,2017-12-24,12:30 (14:30),Groningen,4–0,Sparta R'dam,17617,Hitachi Capital Mobility Stadion,Ed Janssen,Match Report,
Regular Season,18,Sun,2017-12-24,14:30 (16:30),VVV-Venlo,3–1,Heracles Almelo,7528,Seacon Stadion De Koel,Christiaan Bax,Match Report,
Regular Season,18,Sun,2017-12-24,14:30 (16:30),Ajax,3–1,Willem II,51921,Johan Cruyff ArenA,Jeroen Manschot,Match Report,
Regular Season,18,Sun,2017-12-24,16:45 (18:45),Feyenoord,5–1,Roda JC,40000,Stadion Feijenoord,Jochem Kamphuis,Match Report,
Regular Season,15,Tue,2018-01-16,20:00 (22:00),Sparta R'dam,0–1,Vitesse,10000,Sparta-Stadion Het Kasteel,Danny Makkelie,Match Report,
Regular Season,19,Fri,2018-01-19,20:00 (22:00),Utrecht,1–1,AZ Alkmaar,18457,Stadion Galgenwaard,Serdar Gözübüyük,Match Report,
Regular Season,19,Sat,2018-01-20,18:30 (20:30),Roda JC,1–1,Twente,12475,Parkstad Limburg Stadion,Geremi,Match Report,
Regular Season,19,Sat,2018-01-20,19:45 (21:45),ADO Den Haag,1–1,VVV-Venlo,11008,Cars Jeans Stadion,Dennis Higler,Match Report,
Regular Season,19,Sat,2018-01-20,19:45 (21:45),Zwolle,1–0,NAC Breda,13120,MAC³PARK Stadion,Jochem Kamphuis,Match Report,
Regular Season,19,Sat,2018-01-20,20:45 (22:45),Vitesse,1–1,Heerenveen,15363,GelreDome,Allard Lindhout,Match Report,
Regular Season,19,Sun,2018-01-21,12:30 (14:30),Sparta R'dam,2–3,Excelsior,10224,Sparta-Stadion Het Kasteel,Pol van Boekel,Match Report,
Regular Season,19,Sun,2018-01-21,14:30 (16:30),Ajax,2–0,Feyenoord,53320,Johan Cruyff ArenA,Björn Kuipers,Match Report,
Regular Season,19,Sun,2018-01-21,14:30 (16:30),Willem II,1–1,Groningen,12160,Koning Willem II Stadion,Danny Makkelie,Match Report,
Regular Season,19,Sun,2018-01-21,16:45 (18:45),Heracles Almelo,1–2,PSV Eindhoven,11211,Polman Stadion,Ed Janssen,Match Report,
Regular Season,15,Wed,2018-01-24,20:00 (22:00),Utrecht,1–1,Feyenoord,22111,Stadion Galgenwaard,Kevin Blom,Match Report,
Regular Season,20,Fri,2018-01-26,20:00 (22:00),Heerenveen,2–1,Sparta R'dam,17500,Abe Lenstra Stadion,Serdar Gözübüyük,Match Report,
Regular Season,20,Sat,2018-01-27,18:30 (20:30),Groningen,3–3,Heracles Almelo,17526,Hitachi Capital Mobility Stadion,Dennis Higler,Match Report,
Regular Season,20,Sat,2018-01-27,19:45 (21:45),Twente,0–2,PSV Eindhoven,25700,De Grolsch Veste,Kevin Blom,Match Report,
Regular Season,20,Sat,2018-01-27,19:45 (21:45),Zwolle,1–2,Vitesse,13115,MAC³PARK Stadion,Siemen Mulder,Match Report,
Regular Season,20,Sat,2018-01-27,20:45 (22:45),NAC Breda,0–1,VVV-Venlo,18443,Rat Verlegh Stadion,Jeroen Manschot,Match Report,
Regular Season,20,Sun,2018-01-28,12:30 (14:30),Utrecht,0–0,Ajax,21768,Stadion Galgenwaard,Danny Makkelie,Match Report,
Regular Season,20,Sun,2018-01-28,14:30 (16:30),Feyenoord,3–1,ADO Den Haag,47500,Stadion Feijenoord,Bas Nijhuis,Match Report,
Regular Season,20,Sun,2018-01-28,14:30 (16:30),Roda JC,2–1,Excelsior,11226,Parkstad Limburg Stadion,Martin Perez,Match Report,
Regular Season,20,Sun,2018-01-28,16:45 (18:45),Willem II,0–2,AZ Alkmaar,11350,Koning Willem II Stadion,Geremi,Match Report,
Regular Season,21,Fri,2018-02-02,20:00 (22:00),Vitesse,2–0,Groningen,14675,GelreDome,Geremi,Match Report,
Regular Season,21,Sat,2018-02-03,18:30 (20:30),Heerenveen,1–0,Twente,24500,Abe Lenstra Stadion,Jeroen Manschot,Match Report,
