Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,21,Sat,2018-02-03,19:45 (21:45),PSV Eindhoven,4–0,Zwolle,32800,Philips Stadion,Serdar Gözübüyük,Match Report,
Regular Season,21,Sat,2018-02-03,20:45 (22:45),Heracles Almelo,1–1,ADO Den Haag,10127,Polman Stadion,Allard Lindhout,Match Report,
Regular Season,21,Sun,2018-02-04,12:30 (14:30),Excelsior,2–2,Utrecht,3997,Van Donge & De Roo Stadion,Joey Kooij,Match Report,
Regular Season,21,Sun,2018-02-04,14:30 (16:30),VVV-Venlo,1–0,Feyenoord,8000,Seacon Stadion De Koel,Jochem Kamphuis,Match Report,
Regular Season,21,Sun,2018-02-04,14:30 (16:30),AZ Alkmaar,2–2,Roda JC,15007,AFAS Stadion,Kevin Blom,Match Report,
Regular Season,21,Sun,2018-02-04,14:30 (16:30),Sparta R'dam,1–0,Willem II,10433,Sparta-Stadion Het Kasteel,Christiaan Bax,Match Report,
Regular Season,21,Sun,2018-02-04,16:45 (18:45),Ajax,3–1,NAC Breda,51886,Johan Cruyff ArenA,Ed Janssen,Match Report,
Regular Season,22,Tue,2018-02-06,20:45 (22:45),Zwolle,3–2,Heerenveen,12920,MAC³PARK Stadion,Pol van Boekel,Match Report,
Regular Season,22,Wed,2018-02-07,18:30 (20:30),Twente,0–4,AZ Alkmaar,23400,De Grolsch Veste,Siemen Mulder,Match Report,
Regular Season,22,Wed,2018-02-07,18:30 (20:30),Utrecht,1–0,Sparta R'dam,15929,Stadion Galgenwaard,Dennis Higler,Match Report,
Regular Season,22,Wed,2018-02-07,18:30 (20:30),PSV Eindhoven,1–0,Excelsior,32100,Philips Stadion,Allard Lindhout,Match Report,
Regular Season,22,Wed,2018-02-07,20:45 (22:45),Willem II,3–0,VVV-Venlo,11500,Koning Willem II Stadion,Edwin van de Graaf,Match Report,
Regular Season,22,Wed,2018-02-07,20:45 (22:45),NAC Breda,6–1,Heracles Almelo,17035,Rat Verlegh Stadion,Kevin Blom,Match Report,
Regular Season,22,Wed,2018-02-07,20:45 (22:45),Roda JC,2–4,Ajax,14484,Parkstad Limburg Stadion,Bas Nijhuis,Match Report,
Regular Season,22,Thu,2018-02-08,18:30 (20:30),ADO Den Haag,1–0,Vitesse,12303,Cars Jeans Stadion,Martin van den Kerkhof,Match Report,
Regular Season,22,Thu,2018-02-08,20:45 (22:45),Feyenoord,3–0,Groningen,37500,Stadion Feijenoord,Serdar Gözübüyük,Match Report,
Regular Season,23,Sat,2018-02-10,18:30 (20:30),Heracles Almelo,1–0,Willem II,10232,Polman Stadion,Pol van Boekel,Match Report,
Regular Season,23,Sat,2018-02-10,18:30 (20:30),Utrecht,2–1,Zwolle,17301,Stadion Galgenwaard,Geremi,Match Report,
Regular Season,23,Sat,2018-02-10,19:45 (21:45),Sparta R'dam,1–2,PSV Eindhoven,10591,Sparta-Stadion Het Kasteel,Bas Nijhuis,Match Report,
Regular Season,23,Sat,2018-02-10,20:45 (22:45),Heerenveen,1–1,Roda JC,17780,Abe Lenstra Stadion,Ed Janssen,Match Report,
Regular Season,23,Sat,2018-02-10,20:45 (22:45),AZ Alkmaar,0–0,VVV-Venlo,13500,AFAS Stadion,Allard Lindhout,Match Report,
Regular Season,23,Sun,2018-02-11,12:30 (14:30),Ajax,2–1,Twente,52443,Johan Cruyff ArenA,Serdar Gözübüyük,Match Report,
Regular Season,23,Sun,2018-02-11,14:30 (16:30),Excelsior,0–0,NAC Breda,3876,Van Donge & De Roo Stadion,Danny Makkelie,Match Report,
Regular Season,23,Sun,2018-02-11,14:30 (16:30),Vitesse,3–1,Feyenoord,16459,GelreDome,Dennis Higler,Match Report,
Regular Season,23,Sun,2018-02-11,16:45 (18:45),Groningen,0–0,ADO Den Haag,16723,Hitachi Capital Mobility Stadion,Jeroen Manschot,Match Report,
Regular Season,24,Fri,2018-02-16,20:00 (22:00),VVV-Venlo,1–1,Groningen,6624,Seacon Stadion De Koel,Edwin van de Graaf,Match Report,
Regular Season,24,Sat,2018-02-17,18:30 (20:30),Vitesse,1–2,Excelsior,15432,GelreDome,Jeroen Manschot,Match Report,
Regular Season,24,Sat,2018-02-17,19:45 (21:45),NAC Breda,1–3,AZ Alkmaar,18628,Rat Verlegh Stadion,Jochem Kamphuis,Match Report,
Regular Season,24,Sat,2018-02-17,19:45 (21:45),PSV Eindhoven,2–2,Heerenveen,33500,Philips Stadion,Dennis Higler,Match Report,
Regular Season,24,Sat,2018-02-17,20:45 (22:45),ADO Den Haag,2–1,Willem II,9966,Cars Jeans Stadion,Joey Kooij,Match Report,
Regular Season,24,Sun,2018-02-18,12:30 (14:30),Roda JC,1–4,Utrecht,11361,Parkstad Limburg Stadion,Allard Lindhout,Match Report,
Regular Season,24,Sun,2018-02-18,14:30 (16:30),Twente,1–1,Sparta R'dam,25400,De Grolsch Veste,Pol van Boekel,Match Report,
Regular Season,24,Sun,2018-02-18,14:30 (16:30),Feyenoord,1–0,Heracles Almelo,47500,Stadion Feijenoord,Ed Janssen,Match Report,
Regular Season,24,Sun,2018-02-18,16:45 (18:45),Zwolle,0–1,Ajax,13250,MAC³PARK Stadion,Kevin Blom,Match Report,
Regular Season,25,Fri,2018-02-23,20:00 (22:00),Groningen,1–1,NAC Breda,21875,Hitachi Capital Mobility Stadion,Dennis Higler,Match Report,
Regular Season,25,Sat,2018-02-24,18:30 (20:30),AZ Alkmaar,2–1,Sparta R'dam,14884,AFAS Stadion,Serdar Gözübüyük,Match Report,
Regular Season,25,Sat,2018-02-24,19:45 (21:45),Heerenveen,0–1,Excelsior,18920,Abe Lenstra Stadion,Geremi,Match Report,
Regular Season,25,Sat,2018-02-24,19:45 (21:45),Heracles Almelo,2–1,Zwolle,9031,Polman Stadion,Bas Nijhuis,Match Report,
Regular Season,25,Sat,2018-02-24,20:45 (22:45),VVV-Venlo,2–2,Vitesse,6168,Seacon Stadion De Koel,Siemen Mulder,Match Report,
Regular Season,25,Sun,2018-02-25,12:30 (14:30),Ajax,0–0,ADO Den Haag,52822,Johan Cruyff ArenA,Pol van Boekel,Match Report,
Regular Season,25,Sun,2018-02-25,14:30 (16:30),Willem II,1–0,Roda JC,13277,Koning Willem II Stadion,Jeroen Manschot,Match Report,
Regular Season,25,Sun,2018-02-25,14:30 (16:30),Feyenoord,1–3,PSV Eindhoven,47500,Stadion Feijenoord,Danny Makkelie,Match Report,
Regular Season,25,Sun,2018-02-25,16:45 (18:45),Utrecht,3–1,Twente,17755,Stadion Galgenwaard,Jochem Kamphuis,Match Report,
Regular Season,26,Fri,2018-03-02,20:00 (22:00),Roda JC,0–3,Heracles Almelo,12946,Parkstad Limburg Stadion,Jochem Kamphuis,Match Report,
Regular Season,26,Sat,2018-03-03,18:30 (20:30),PSV Eindhoven,3–0,Utrecht,33800,Philips Stadion,Kevin Blom,Match Report,
Regular Season,26,Sat,2018-03-03,18:30 (20:30),Excelsior,1–2,AZ Alkmaar,4218,Van Donge & De Roo Stadion,Pol van Boekel,Match Report,
Regular Season,26,Sat,2018-03-03,20:45 (22:45),NAC Breda,2–1,Feyenoord,18963,Rat Verlegh Stadion,Bas Nijhuis,Match Report,
Regular Season,26,Sat,2018-03-03,20:45 (22:45),Heerenveen,2–0,Willem II,17300,Abe Lenstra Stadion,Serdar Gözübüyük,Match Report,
Regular Season,26,Sun,2018-03-04,12:30 (14:30),Zwolle,1–1,VVV-Venlo,12985,MAC³PARK Stadion,Jeroen Manschot,Match Report,
Regular Season,26,Sun,2018-03-04,14:30 (16:30),Sparta R'dam,2–1,ADO Den Haag,10482,Sparta-Stadion Het Kasteel,Geremi,Match Report,
Regular Season,26,Sun,2018-03-04,14:30 (16:30),Vitesse,3–2,Ajax,19876,GelreDome,Björn Kuipers,Match Report,
Regular Season,26,Sun,2018-03-04,16:45 (18:45),Twente,1–1,Groningen,23900,De Grolsch Veste,Ed Janssen,Match Report,
Regular Season,27,Fri,2018-03-09,20:00 (22:00),Heracles Almelo,2–1,Twente,12080,Polman Stadion,Kevin Blom,Match Report,
Regular Season,27,Sat,2018-03-10,18:30 (20:30),ADO Den Haag,0–2,NAC Breda,13620,Cars Jeans Stadion,Danny Makkelie,Match Report,
Regular Season,27,Sat,2018-03-10,19:45 (21:45),VVV-Venlo,2–3,Excelsior,6021,Seacon Stadion De Koel,Richard Martens,Match Report,
Regular Season,27,Sat,2018-03-10,19:45 (21:45),Willem II,5–0,PSV Eindhoven,13660,Koning Willem II Stadion,Björn Kuipers,Match Report,
Regular Season,27,Sat,2018-03-10,20:45 (22:45),Roda JC,0–2,Sparta R'dam,12644,Parkstad Limburg Stadion,Bas Nijhuis,Match Report,
Regular Season,27,Sun,2018-03-11,12:30 (14:30),Groningen,2–0,Zwolle,17896,Hitachi Capital Mobility Stadion,Allard Lindhout,Match Report,
Regular Season,27,Sun,2018-03-11,14:30 (16:30),Ajax,4–1,Heerenveen,52523,Johan Cruyff ArenA,Jochem Kamphuis,Match Report,
Regular Season,27,Sun,2018-03-11,14:30 (16:30),Utrecht,5–1,Vitesse,19607,Stadion Galgenwaard,Ed Janssen,Match Report,
Regular Season,27,Sun,2018-03-11,16:45 (18:45),Feyenoord,2–1,AZ Alkmaar,45000,Stadion Feijenoord,Dennis Higler,Match Report,
Regular Season,28,Fri,2018-03-16,20:00 (22:00),Excelsior,1–2,ADO Den Haag,4400,Van Donge & De Roo Stadion,Siemen Mulder,Match Report,
Regular Season,28,Sat,2018-03-17,18:30 (20:30),Twente,2–2,Willem II,29300,De Grolsch Veste,Geremi,Match Report,
Regular Season,28,Sat,2018-03-17,19:45 (21:45),Vitesse,0–0,Heracles Almelo,16231,GelreDome,Allard Lindhout,Match Report,
Regular Season,28,Sat,2018-03-17,19:45 (21:45),PSV Eindhoven,3–0,VVV-Venlo,33900,Philips Stadion,Serdar Gözübüyük,Match Report,
Regular Season,28,Sat,2018-03-17,20:45 (22:45),Heerenveen,2–2,Utrecht,18700,Abe Lenstra Stadion,Bas Nijhuis,Match Report,
Regular Season,28,Sun,2018-03-18,12:30 (14:30),AZ Alkmaar,3–2,Groningen,14200,AFAS Stadion,Martin van den Kerkhof,Match Report,
Regular Season,28,Sun,2018-03-18,14:30 (16:30),NAC Breda,0–1,Roda JC,18412,Rat Verlegh Stadion,Ed Janssen,Match Report,
Regular Season,28,Sun,2018-03-18,14:30 (16:30),Sparta R'dam,2–5,Ajax,10606,Sparta-Stadion Het Kasteel,Dennis Higler,Match Report,
Regular Season,28,Sun,2018-03-18,16:45 (18:45),Zwolle,3–4,Feyenoord,13250,MAC³PARK Stadion,Pol van Boekel,Match Report,
Regular Season,29,Sat,2018-03-31,18:30 (19:30),Vitesse,0–3,Roda JC,16591,GelreDome,Dennis Higler,Match Report,
Regular Season,29,Sat,2018-03-31,18:30 (19:30),Zwolle,2–0,Sparta R'dam,13250,MAC³PARK Stadion,Joey Kooij,Match Report,
Regular Season,29,Sat,2018-03-31,19:45 (20:45),PSV Eindhoven,5–1,NAC Breda,34300,Philips Stadion,Pol van Boekel,Match Report,
Regular Season,29,Sat,2018-03-31,20:45 (21:45),Willem II,3–2,Utrecht,13660,Koning Willem II Stadion,Jochem Kamphuis,Match Report,
Regular Season,29,Sat,2018-03-31,20:45 (21:45),ADO Den Haag,0–3,AZ Alkmaar,13115,Cars Jeans Stadion,Björn Kuipers,Match Report,
Regular Season,29,Sun,2018-04-01,12:30 (13:30),VVV-Venlo,0–0,Twente,6623,Seacon Stadion De Koel,Allard Lindhout,Match Report,
Regular Season,29,Sun,2018-04-01,14:30 (15:30),Groningen,1–2,Ajax,22568,Hitachi Capital Mobility Stadion,Kevin Blom,Match Report,
Regular Season,29,Sun,2018-04-01,14:30 (15:30),Heracles Almelo,1–2,Heerenveen,10086,Polman Stadion,Ed Janssen,Match Report,
Regular Season,29,Sun,2018-04-01,16:45 (17:45),Feyenoord,5–0,Excelsior,45000,Stadion Feijenoord,Serdar Gözübüyük,Match Report,
Regular Season,30,Fri,2018-04-06,20:00 (21:00),Excelsior,2–1,Willem II,4400,Van Donge & De Roo Stadion,Edwin van de Graaf,Match Report,
Regular Season,30,Sat,2018-04-07,18:30 (19:30),NAC Breda,1–0,Vitesse,18567,Rat Verlegh Stadion,Serdar Gözübüyük,Match Report,
Regular Season,30,Sat,2018-04-07,19:45 (20:45),AZ Alkmaar,2–3,PSV Eindhoven,17023,AFAS Stadion,Kevin Blom,Match Report,
Regular Season,30,Sat,2018-04-07,19:45 (20:45),Roda JC,3–2,Zwolle,14115,Parkstad Limburg Stadion,Björn Kuipers,Match Report,
Regular Season,30,Sat,2018-04-07,20:45 (21:45),Sparta R'dam,3–2,VVV-Venlo,10139,Sparta-Stadion Het Kasteel,Siemen Mulder,Match Report,
Regular Season,30,Sun,2018-04-08,12:30 (13:30),Utrecht,3–3,ADO Den Haag,20145,Stadion Galgenwaard,Dennis Higler,Match Report,
Regular Season,30,Sun,2018-04-08,14:30 (15:30),Heerenveen,1–1,Groningen,23150,Abe Lenstra Stadion,Pol van Boekel,Match Report,
Regular Season,30,Sun,2018-04-08,14:30 (15:30),Twente,1–3,Feyenoord,25600,De Grolsch Veste,Danny Makkelie,Match Report,
Regular Season,30,Sun,2018-04-08,16:45 (17:45),Ajax,1–0,Heracles Almelo,52495,Johan Cruyff ArenA,Bas Nijhuis,Match Report,
Regular Season,31,Fri,2018-04-13,20:00 (21:00),Heracles Almelo,0–3,AZ Alkmaar,10724,Polman Stadion,Jochem Kamphuis,Match Report,
Regular Season,31,Sat,2018-04-14,18:30 (19:30),ADO Den Haag,2–1,Twente,13876,Cars Jeans Stadion,Serdar Gözübüyük,Match Report,
Regular Season,31,Sat,2018-04-14,19:45 (20:45),VVV-Venlo,0–2,Heerenveen,7054,Seacon Stadion De Koel,Dennis Higler,Match Report,
Regular Season,31,Sat,2018-04-14,19:45 (20:45),Vitesse,7–0,Sparta R'dam,16345,GelreDome,Kevin Blom,Match Report,
Regular Season,31,Sat,2018-04-14,20:45 (21:45),Zwolle,1–1,Excelsior,13028,MAC³PARK Stadion,Christiaan Bax,Match Report,
Regular Season,31,Sun,2018-04-15,12:30 (13:30),NAC Breda,1–2,Willem II,18481,Rat Verlegh Stadion,Ed Janssen,Match Report,
Regular Season,31,Sun,2018-04-15,14:30 (15:30),Feyenoord,3–1,Utrecht,47500,Stadion Feijenoord,Bas Nijhuis,Match Report,
Regular Season,31,Sun,2018-04-15,14:30 (15:30),Groningen,2–1,Roda JC,20402,Hitachi Capital Mobility Stadion,Allard Lindhout,Match Report,
Regular Season,31,Sun,2018-04-15,16:45 (17:45),PSV Eindhoven,3–0,Ajax,35000,Philips Stadion,Danny Makkelie,Match Report,
Regular Season,32,Tue,2018-04-17,18:30 (19:30),Twente,2–0,Zwolle,24900,De Grolsch Veste,Pol van Boekel,Match Report,
Regular Season,32,Tue,2018-04-17,20:45 (21:45),Heerenveen,2–0,ADO Den Haag,18730,Abe Lenstra Stadion,Martin van den Kerkhof,Match Report,
Regular Season,32,Wed,2018-04-18,18:30 (19:30),AZ Alkmaar,4–3,Vitesse,16067,AFAS Stadion,Bas Nijhuis,Match Report,
Regular Season,32,Wed,2018-04-18,18:30 (19:30),Roda JC,2–2,PSV Eindhoven,15383,Parkstad Limburg Stadion,Serdar Gözübüyük,Match Report,
Regular Season,32,Wed,2018-04-18,19:45 (20:45),Excelsior,2–2,Heracles Almelo,4065,Van Donge & De Roo Stadion,Siemen Mulder,Match Report,
Regular Season,32,Wed,2018-04-18,20:45 (21:45),Willem II,1–5,Feyenoord,13320,Koning Willem II Stadion,Kevin Blom,Match Report,
Regular Season,32,Wed,2018-04-18,20:45 (21:45),Sparta R'dam,2–1,NAC Breda,10606,Sparta-Stadion Het Kasteel,Allard Lindhout,Match Report,
Regular Season,32,Thu,2018-04-19,18:30 (19:30),Utrecht,1–1,Groningen,19540,Stadion Galgenwaard,Ed Janssen,Match Report,
Regular Season,32,Thu,2018-04-19,20:45 (21:45),Ajax,4–1,VVV-Venlo,52145,Johan Cruyff ArenA,Jochem Kamphuis,Match Report,
Regular Season,33,Sun,2018-04-29,14:30 (15:30),VVV-Venlo,1–4,Roda JC,7255,Seacon Stadion De Koel,Danny Makkelie,Match Report,
Regular Season,33,Sun,2018-04-29,14:30 (15:30),Heracles Almelo,2–2,Utrecht,11187,Polman Stadion,Kevin Blom,Match Report,
Regular Season,33,Sun,2018-04-29,14:30 (15:30),Groningen,4–0,Excelsior,18847,Hitachi Capital Mobility Stadion,Martin van den Kerkhof,Match Report,
Regular Season,33,Sun,2018-04-29,14:30 (15:30),Ajax,3–0,AZ Alkmaar,35000,Johan Cruyff ArenA,Serdar Gözübüyük,Match Report,
Regular Season,33,Sun,2018-04-29,14:30 (15:30),Feyenoord,3–1,Sparta R'dam,45000,Stadion Feijenoord,Dennis Higler,Match Report,
Regular Season,33,Sun,2018-04-29,14:30 (15:30),NAC Breda,3–0,Heerenveen,18456,Rat Verlegh Stadion,Bas Nijhuis,Match Report,
Regular Season,33,Sun,2018-04-29,14:30 (15:30),Vitesse,5–0,Twente,20000,GelreDome,Jochem Kamphuis,Match Report,
Regular Season,33,Sun,2018-04-29,14:30 (15:30),Zwolle,0–1,Willem II,13055,MAC³PARK Stadion,Rob Dieperink,Match Report,
Regular Season,33,Sun,2018-04-29,14:30 (15:30),ADO Den Haag,3–3,PSV Eindhoven,14031,Cars Jeans Stadion,Pol van Boekel,Match Report,
First round,,Tue,2018-05-01,18:30 (19:30),MVV Maastricht,1–3,Almere City,4264,De Geusselt,,Match Report,Leg 1 of 2
First round,,Tue,2018-05-01,20:45 (21:45),Dordrecht,1–4,Cambuur,2412,Riwal Hoogwerkers Stadion,,Match Report,Leg 1 of 2
First round,,Sat,2018-05-05,18:30 (19:30),Almere City,3–2,MVV Maastricht,1792,Yanmar Stadion,,Match Report,Leg 2 of 2; Almere City won
First round,,Sat,2018-05-05,20:45 (21:45),Cambuur,1–4,Dordrecht,7542,Cambuurstadion,,Match Report,Leg 2 of 2; Dordrecht won; Dordrecht won on penalty kicks following extra time
Regular Season,34,Sun,2018-05-06,14:30 (15:30),Excelsior,1–2,Ajax,4400,Van Donge & De Roo Stadion,Bas Nijhuis,Match Report,
Regular Season,34,Sun,2018-05-06,14:30 (15:30),PSV Eindhoven,0–0,Groningen,33700,Philips Stadion,Ed Janssen,Match Report,
Regular Season,34,Sun,2018-05-06,14:30 (15:30),AZ Alkmaar,6–0,Zwolle,16532,AFAS Stadion,Allard Lindhout,Match Report,
Regular Season,34,Sun,2018-05-06,14:30 (15:30),Heerenveen,2–3,Feyenoord,22000,Abe Lenstra Stadion,Danny Makkelie,Match Report,
Regular Season,34,Sun,2018-05-06,14:30 (15:30),Roda JC,2–3,ADO Den Haag,13794,Parkstad Limburg Stadion,Jeroen Manschot,Match Report,
Regular Season,34,Sun,2018-05-06,14:30 (15:30),Twente,1–1,NAC Breda,25600,De Grolsch Veste,Edwin van de Graaf,Match Report,
Regular Season,34,Sun,2018-05-06,14:30 (15:30),Utrecht,1–0,VVV-Venlo,14000,Stadion Galgenwaard,Martin Perez,Match Report,
Regular Season,34,Sun,2018-05-06,14:30 (15:30),Sparta R'dam,2–5,Heracles Almelo,8846,Sparta-Stadion Het Kasteel,Christiaan Bax,Match Report,
Regular Season,34,Sun,2018-05-06,14:30 (15:30),Willem II,2–2,Vitesse,11600,Koning Willem II Stadion,Siemen Mulder,Match Report,
Semi-finals,,Wed,2018-05-09,18:30 (19:30),ADO Den Haag,2–5,Vitesse,11930,Cars Jeans Stadion,Danny Makkelie,Match Report,Leg 1 of 2
Semi-finals,,Wed,2018-05-09,20:45 (21:45),Heerenveen,4–3,Utrecht,17225,Abe Lenstra Stadion,Ed Janssen,Match Report,Leg 1 of 2
Second round,,Thu,2018-05-10,12:30 (13:30),Telstar,3–2,De Graafschap,4663,Rabobank IJmond Stadion,,Match Report,Leg 1 of 2
Second round,,Thu,2018-05-10,14:30 (15:30),Emmen,4–0,NEC Nijmegen,5378,De Oude Meerdijk,,Match Report,Leg 1 of 2
Second round,,Thu,2018-05-10,16:45 (17:45),Dordrecht,1–2,Sparta R'dam,4235,Riwal Hoogwerkers Stadion,,Match Report,Leg 1 of 2
Second round,,Thu,2018-05-10,20:00 (21:00),Almere City,0–0,Roda JC,2826,Yanmar Stadion,,Match Report,Leg 1 of 2
Semi-finals,,Sat,2018-05-12,18:30 (19:30),Vitesse,2–1,ADO Den Haag,13715,GelreDome,Kevin Blom,Match Report,Leg 2 of 2; Vitesse won
Semi-finals,,Sat,2018-05-12,20:45 (21:45),Utrecht,2–1,Heerenveen,14632,Stadion Galgenwaard,Serdar Gözübüyük,Match Report,Leg 2 of 2; Utrecht won
Second round,,Sun,2018-05-13,12:30 (13:30),De Graafschap,4–2,Telstar,11083,Stadion De Vijverberg,,Match Report,Leg 2 of 2; De Graafschap won
Second round,,Sun,2018-05-13,14:30 (15:30),NEC Nijmegen,4–1,Emmen,5321,Goffertstadion,,Match Report,Leg 2 of 2; Emmen won
Second round,,Sun,2018-05-13,16:45 (17:45),Sparta R'dam,2–2,Dordrecht,10132,Sparta-Stadion Het Kasteel,,Match Report,Leg 2 of 2; Sparta R'dam won
Second round,,Sun,2018-05-13,20:00 (21:00),Roda JC,1–2,Almere City,12489,Parkstad Limburg Stadion,,Match Report,Leg 2 of 2; Almere City won
Finals,,Tue,2018-05-15,20:45 (21:45),Vitesse,3–2,Utrecht,14236,GelreDome,Jochem Kamphuis,Match Report,Leg 1 of 2
Third round,,Thu,2018-05-17,18:30 (19:30),Emmen,0–0,Sparta R'dam,8301,De Oude Meerdijk,,Match Report,Leg 1 of 2
Third round,,Thu,2018-05-17,20:45 (21:45),Almere City,1–1,De Graafschap,3430,Yanmar Stadion,,Match Report,Leg 1 of 2
Finals,,Sat,2018-05-19,20:45 (21:45),Utrecht,1–2,Vitesse,21353,Stadion Galgenwaard,Bas Nijhuis,Match Report,Leg 2 of 2; Vitesse won
Third round,,Sun,2018-05-20,14:30 (15:30),Sparta R'dam,1–3,Emmen,10606,Sparta-Stadion Het Kasteel,,Match Report,Leg 2 of 2; Emmen won
Third round,,Sun,2018-05-20,16:45 (17:45),De Graafschap,2–1,Almere City,12600,Stadion De Vijverberg,,Match Report,Leg 2 of 2; De Graafschap won
