Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,7,Sun,2015-09-27,16:45 (17:45),Twente,2–1,Roda JC,24700,De Grolsch Veste,Serdar Gözübüyük,Match Report,
Regular Season,8,Fri,2015-10-02,20:00 (21:00),Heracles Almelo,2–0,Heerenveen,10780,Polman Stadion,Martin van den Kerkhof,Match Report,
Regular Season,8,Sat,2015-10-03,18:30 (19:30),NEC Nijmegen,4–1,ADO Den Haag,11534,Goffertstadion,Kevin Blom,Match Report,
Regular Season,8,Sat,2015-10-03,19:45 (20:45),Roda JC,1–1,Cambuur,14489,Parkstad Limburg Stadion,Jeroen Manschot,Match Report,
Regular Season,8,Sat,2015-10-03,19:45 (20:45),Willem II,0–1,Zwolle,11500,Koning Willem II Stadion,Richard Liesveld,Match Report,
Regular Season,8,Sat,2015-10-03,20:45 (21:45),Excelsior,1–0,Utrecht,3430,Van Donge & De Roo Stadion,Allard Lindhout,Match Report,
Regular Season,8,Sun,2015-10-04,12:30 (13:30),De Graafschap,1–2,Feyenoord,12145,Stadion De Vijverberg,Danny Makkelie,Match Report,
Regular Season,8,Sun,2015-10-04,14:30 (15:30),Ajax,1–2,PSV Eindhoven,51154,Johan Cruyff ArenA,Bas Nijhuis,Match Report,
Regular Season,8,Sun,2015-10-04,14:30 (15:30),Vitesse,5–0,Groningen,16185,GelreDome,Björn Kuipers,Match Report,
Regular Season,8,Sun,2015-10-04,16:45 (17:45),AZ Alkmaar,3–1,Twente,13711,AFAS Stadion,Ed Janssen,Match Report,
Regular Season,9,Sat,2015-10-17,18:30 (19:30),Cambuur,1–1,AZ Alkmaar,9666,Cambuurstadion,Siemen Mulder,Match Report,
Regular Season,9,Sat,2015-10-17,18:30 (19:30),Groningen,2–1,Willem II,21787,Hitachi Capital Mobility Stadion,Dennis Higler,Match Report,
Regular Season,9,Sat,2015-10-17,19:45 (20:45),Heracles Almelo,0–2,Ajax,12080,Polman Stadion,Kevin Blom,Match Report,
Regular Season,9,Sat,2015-10-17,20:45 (21:45),Utrecht,1–1,Roda JC,15779,Stadion Galgenwaard,Bas Nijhuis,Match Report,
Regular Season,9,Sat,2015-10-17,20:45 (21:45),PSV Eindhoven,1–1,Excelsior,32800,Philips Stadion,Jochem Kamphuis,Match Report,
Regular Season,9,Sun,2015-10-18,12:30 (13:30),Twente,1–0,NEC Nijmegen,24500,De Grolsch Veste,Jeroen Manschot,Match Report,
Regular Season,9,Sun,2015-10-18,14:30 (15:30),Heerenveen,2–5,Feyenoord,25350,Abe Lenstra Stadion,Serdar Gözübüyük,Match Report,
Regular Season,9,Sun,2015-10-18,14:30 (15:30),ADO Den Haag,1–1,De Graafschap,10512,Cars Jeans Stadion,Björn Kuipers,Match Report,
Regular Season,9,Sun,2015-10-18,16:45 (17:45),Zwolle,1–5,Vitesse,12250,MAC³PARK Stadion,Pol van Boekel,Match Report,
Regular Season,10,Fri,2015-10-23,20:00 (21:00),Zwolle,1–2,Utrecht,12300,MAC³PARK Stadion,Eric Braamhaar,Match Report,
Regular Season,10,Sat,2015-10-24,18:30 (19:30),Willem II,2–2,Heerenveen,13500,Koning Willem II Stadion,Jeroen Manschot,Match Report,
Regular Season,10,Sat,2015-10-24,19:45 (20:45),Twente,1–3,PSV Eindhoven,25500,De Grolsch Veste,Kevin Blom,Match Report,
Regular Season,10,Sat,2015-10-24,19:45 (20:45),De Graafschap,0–1,Heracles Almelo,10362,Stadion De Vijverberg,Jochem Kamphuis,Match Report,
Regular Season,10,Sat,2015-10-24,20:45 (21:45),Roda JC,1–2,Excelsior,13907,Parkstad Limburg Stadion,Martin van den Kerkhof,Match Report,
Regular Season,10,Sun,2015-10-25,12:30 (14:30),Cambuur,1–1,ADO Den Haag,9519,Cambuurstadion,Dennis Higler,Match Report,
Regular Season,10,Sun,2015-10-25,14:30 (16:30),NEC Nijmegen,1–1,Groningen,11630,Goffertstadion,Ed Janssen,Match Report,
Regular Season,10,Sun,2015-10-25,14:30 (16:30),Vitesse,1–3,Ajax,21163,GelreDome,Richard Liesveld,Match Report,
Regular Season,10,Sun,2015-10-25,16:45 (18:45),Feyenoord,3–1,AZ Alkmaar,47500,Stadion Feijenoord,Björn Kuipers,Match Report,
Regular Season,11,Fri,2015-10-30,20:00 (22:00),Heracles Almelo,2–1,Willem II,11123,Polman Stadion,Ed Janssen,Match Report,
Regular Season,11,Sat,2015-10-31,18:30 (20:30),Groningen,2–0,Zwolle,21565,Hitachi Capital Mobility Stadion,Jeroen Manschot,Match Report,
Regular Season,11,Sat,2015-10-31,19:45 (21:45),Ajax,6–0,Roda JC,50681,Johan Cruyff ArenA,Björn Kuipers,Match Report,
Regular Season,11,Sat,2015-10-31,19:45 (21:45),Excelsior,0–3,Vitesse,3600,Van Donge & De Roo Stadion,Jochem Kamphuis,Match Report,
Regular Season,11,Sat,2015-10-31,20:45 (22:45),De Graafschap,3–6,PSV Eindhoven,11163,Stadion De Vijverberg,Bas Nijhuis,Match Report,
Regular Season,11,Sun,2015-11-01,12:30 (14:30),ADO Den Haag,1–0,Feyenoord,14261,Cars Jeans Stadion,Kevin Blom,Match Report,
Regular Season,11,Sun,2015-11-01,14:30 (16:30),Utrecht,4–2,Twente,17034,Stadion Galgenwaard,Dennis Higler,Match Report,
Regular Season,11,Sun,2015-11-01,14:30 (16:30),Heerenveen,2–0,Cambuur,26100,Abe Lenstra Stadion,Richard Liesveld,Match Report,
Regular Season,11,Sun,2015-11-01,16:45 (18:45),AZ Alkmaar,2–4,NEC Nijmegen,15555,AFAS Stadion,Martin van den Kerkhof,Match Report,
Regular Season,12,Fri,2015-11-06,20:00 (22:00),Roda JC,1–1,ADO Den Haag,14182,Parkstad Limburg Stadion,Eric Braamhaar,Match Report,
Regular Season,12,Sat,2015-11-07,18:30 (20:30),Twente,1–4,Heerenveen,25600,De Grolsch Veste,Jochem Kamphuis,Match Report,
Regular Season,12,Sat,2015-11-07,19:45 (21:45),NEC Nijmegen,2–0,De Graafschap,11673,Goffertstadion,Richard Liesveld,Match Report,
Regular Season,12,Sat,2015-11-07,19:45 (21:45),Willem II,2–3,Excelsior,11200,Koning Willem II Stadion,Pol van Boekel,Match Report,
Regular Season,12,Sat,2015-11-07,20:45 (22:45),Zwolle,1–1,Heracles Almelo,12420,MAC³PARK Stadion,Dennis Higler,Match Report,
Regular Season,12,Sun,2015-11-08,12:30 (14:30),PSV Eindhoven,3–1,Utrecht,34100,Philips Stadion,Björn Kuipers,Match Report,
Regular Season,12,Sun,2015-11-08,14:30 (16:30),Feyenoord,1–1,Ajax,47500,Stadion Feijenoord,Bas Nijhuis,Match Report,
Regular Season,12,Sun,2015-11-08,14:30 (16:30),Cambuur,2–2,Groningen,9813,Cambuurstadion,Serdar Gözübüyük,Match Report,
Regular Season,12,Sun,2015-11-08,16:45 (18:45),Vitesse,0–2,AZ Alkmaar,15327,GelreDome,Ed Janssen,Match Report,
Regular Season,13,Sat,2015-11-21,18:30 (20:30),AZ Alkmaar,3–1,Heerenveen,15521,AFAS Stadion,Allard Lindhout,Match Report,
Regular Season,13,Sat,2015-11-21,18:30 (20:30),Roda JC,0–5,Zwolle,14378,Parkstad Limburg Stadion,Danny Makkelie,Match Report,
Regular Season,13,Sat,2015-11-21,19:45 (21:45),Ajax,5–1,Cambuur,47932,Johan Cruyff ArenA,Ed Janssen,Match Report,
Regular Season,13,Sat,2015-11-21,20:45 (22:45),De Graafschap,1–2,Groningen,10083,Stadion De Vijverberg,Edwin van de Graaf,Match Report,
Regular Season,13,Sat,2015-11-21,20:45 (22:45),Willem II,2–2,PSV Eindhoven,14112,Koning Willem II Stadion,Serdar Gözübüyük,Match Report,
Regular Season,13,Sun,2015-11-22,12:30 (14:30),Heracles Almelo,0–0,Excelsior,11721,Polman Stadion,Siemen Mulder,Match Report,
Regular Season,13,Sun,2015-11-22,14:30 (16:30),NEC Nijmegen,1–0,Utrecht,11509,Goffertstadion,Pol van Boekel,Match Report,
Regular Season,13,Sun,2015-11-22,14:30 (16:30),Feyenoord,5–0,Twente,47500,Stadion Feijenoord,Richard Liesveld,Match Report,
Regular Season,13,Sun,2015-11-22,16:45 (18:45),ADO Den Haag,2–2,Vitesse,12113,Cars Jeans Stadion,Bas Nijhuis,Match Report,
Regular Season,14,Fri,2015-11-27,20:00 (22:00),Cambuur,2–3,De Graafschap,10000,Cambuurstadion,Danny Makkelie,Match Report,
Regular Season,14,Sat,2015-11-28,18:30 (20:30),Heerenveen,3–0,Roda JC,22850,Abe Lenstra Stadion,Pol van Boekel,Match Report,
Regular Season,14,Sat,2015-11-28,19:45 (21:45),Excelsior,2–4,Feyenoord,3750,Van Donge & De Roo Stadion,Eric Braamhaar,Match Report,
Regular Season,14,Sat,2015-11-28,20:45 (22:45),Twente,1–3,Willem II,24100,De Grolsch Veste,Jeroen Manschot,Match Report,
Regular Season,14,Sun,2015-11-29,12:30 (14:30),Vitesse,1–0,NEC Nijmegen,19212,GelreDome,Björn Kuipers,Match Report,
Regular Season,14,Sun,2015-11-29,14:30 (16:30),Groningen,2–1,ADO Den Haag,19480,Hitachi Capital Mobility Stadion,Dennis Higler,Match Report,
Regular Season,14,Sun,2015-11-29,14:30 (16:30),Zwolle,0–2,Ajax,12500,MAC³PARK Stadion,Kevin Blom,Match Report,
Regular Season,14,Sun,2015-11-29,14:30 (16:30),Utrecht,4–2,Heracles Almelo,18144,Stadion Galgenwaard,Jochem Kamphuis,Match Report,
Regular Season,14,Sun,2015-11-29,16:45 (18:45),PSV Eindhoven,3–0,AZ Alkmaar,33000,Philips Stadion,Richard Liesveld,Match Report,
Regular Season,15,Fri,2015-12-04,20:00 (22:00),AZ Alkmaar,0–1,ADO Den Haag,13743,AFAS Stadion,Björn Kuipers,Match Report,
Regular Season,15,Sat,2015-12-05,18:30 (20:30),Excelsior,1–1,Twente,3400,Van Donge & De Roo Stadion,Martin van den Kerkhof,Match Report,
Regular Season,15,Sat,2015-12-05,19:45 (21:45),Vitesse,0–1,PSV Eindhoven,16879,GelreDome,Kevin Blom,Match Report,
Regular Season,15,Sat,2015-12-05,19:45 (21:45),De Graafschap,0–1,Utrecht,10175,Stadion De Vijverberg,Siemen Mulder,Match Report,
Regular Season,15,Sat,2015-12-05,20:45 (22:45),Ajax,5–2,Heerenveen,47544,Johan Cruyff ArenA,Danny Makkelie,Match Report,
Regular Season,15,Sun,2015-12-06,12:30 (14:30),Willem II,3–0,Cambuur,12050,Koning Willem II Stadion,Dennis Higler,Match Report,
Regular Season,15,Sun,2015-12-06,14:30 (16:30),Feyenoord,3–0,Heracles Almelo,47500,Stadion Feijenoord,Bas Nijhuis,Match Report,
Regular Season,15,Sun,2015-12-06,14:30 (16:30),NEC Nijmegen,2–2,Zwolle,10503,Goffertstadion,Serdar Gözübüyük,Match Report,
Regular Season,15,Sun,2015-12-06,16:45 (18:45),Roda JC,0–0,Groningen,13171,Parkstad Limburg Stadion,Ed Janssen,Match Report,
Regular Season,16,Fri,2015-12-11,20:00 (22:00),Heerenveen,2–1,Excelsior,22150,Abe Lenstra Stadion,Edwin van de Graaf,Match Report,
Regular Season,16,Sat,2015-12-12,18:30 (20:30),ADO Den Haag,1–1,Willem II,11703,Cars Jeans Stadion,Allard Lindhout,Match Report,
Regular Season,16,Sat,2015-12-12,19:45 (21:45),Cambuur,3–1,NEC Nijmegen,9718,Cambuurstadion,Jeroen Manschot,Match Report,
Regular Season,16,Sat,2015-12-12,19:45 (21:45),PSV Eindhoven,1–1,Roda JC,33700,Philips Stadion,Eric Braamhaar,Match Report,
Regular Season,16,Sat,2015-12-12,20:45 (22:45),Twente,2–1,De Graafschap,25100,De Grolsch Veste,Ed Janssen,Match Report,
Regular Season,16,Sun,2015-12-13,12:30 (14:30),Utrecht,1–0,Ajax,14100,Stadion Galgenwaard,Serdar Gözübüyük,Match Report,
Regular Season,16,Sun,2015-12-13,14:30 (16:30),Groningen,1–1,Feyenoord,22091,Hitachi Capital Mobility Stadion,Pol van Boekel,Match Report,
Regular Season,16,Sun,2015-12-13,14:30 (16:30),Zwolle,2–1,AZ Alkmaar,12120,MAC³PARK Stadion,Jochem Kamphuis,Match Report,
Regular Season,16,Sun,2015-12-13,16:45 (18:45),Heracles Almelo,1–1,Vitesse,10821,Polman Stadion,Richard Liesveld,Match Report,
Regular Season,17,Fri,2015-12-18,20:00 (22:00),Vitesse,5–1,Twente,15987,GelreDome,Serdar Gözübüyük,Match Report,
Regular Season,17,Sat,2015-12-19,18:30 (20:30),AZ Alkmaar,2–2,Utrecht,15756,AFAS Stadion,Bas Nijhuis,Match Report,
Regular Season,17,Sat,2015-12-19,19:45 (21:45),PSV Eindhoven,3–2,Zwolle,34000,Philips Stadion,Dennis Higler,Match Report,
Regular Season,17,Sat,2015-12-19,20:45 (22:45),Heracles Almelo,2–1,Groningen,10622,Polman Stadion,Danny Makkelie,Match Report,
Regular Season,17,Sun,2015-12-20,12:30 (14:30),Excelsior,1–4,Cambuur,3750,Van Donge & De Roo Stadion,Pol van Boekel,Match Report,
Regular Season,17,Sun,2015-12-20,14:30 (16:30),Heerenveen,0–4,ADO Den Haag,23122,Abe Lenstra Stadion,Jeroen Manschot,Match Report,
Regular Season,17,Sun,2015-12-20,14:30 (16:30),Willem II,3–2,Roda JC,13000,Koning Willem II Stadion,Siemen Mulder,Match Report,
Regular Season,17,Sun,2015-12-20,14:30 (16:30),NEC Nijmegen,3–1,Feyenoord,12500,Goffertstadion,Eric Braamhaar,Match Report,
Regular Season,17,Sun,2015-12-20,16:45 (18:45),Ajax,2–1,De Graafschap,50882,Johan Cruyff ArenA,Richard Liesveld,Match Report,
Regular Season,18,Fri,2016-01-15,20:00 (22:00),Twente,4–0,Heracles Almelo,28900,De Grolsch Veste,Kevin Blom,Match Report,
Regular Season,18,Sat,2016-01-16,18:30 (20:30),Cambuur,0–2,Vitesse,9508,Cambuurstadion,Eric Braamhaar,Match Report,
Regular Season,18,Sat,2016-01-16,19:45 (21:45),Roda JC,0–1,AZ Alkmaar,13516,Parkstad Limburg Stadion,Allard Lindhout,Match Report,
Regular Season,18,Sat,2016-01-16,19:45 (21:45),Zwolle,5–2,Heerenveen,12320,MAC³PARK Stadion,Martin van den Kerkhof,Match Report,
Regular Season,18,Sat,2016-01-16,20:45 (22:45),De Graafschap,2–0,Excelsior,10253,Stadion De Vijverberg,Dennis Higler,Match Report,
Regular Season,18,Sun,2016-01-17,12:30 (14:30),ADO Den Haag,0–1,Ajax,14561,Cars Jeans Stadion,Pol van Boekel,Match Report,
Regular Season,18,Sun,2016-01-17,14:30 (16:30),Groningen,1–4,Utrecht,20545,Hitachi Capital Mobility Stadion,Björn Kuipers,Match Report,
Regular Season,18,Sun,2016-01-17,14:30 (16:30),Feyenoord,0–2,PSV Eindhoven,47500,Stadion Feijenoord,Danny Makkelie,Match Report,
Regular Season,18,Sun,2016-01-17,16:45 (18:45),NEC Nijmegen,1–0,Willem II,11682,Goffertstadion,Jochem Kamphuis,Match Report,
Regular Season,19,Fri,2016-01-22,20:00 (22:00),Groningen,0–0,NEC Nijmegen,20163,Hitachi Capital Mobility Stadion,Bas Nijhuis,Match Report,
Regular Season,19,Sat,2016-01-23,18:30 (20:30),Heracles Almelo,2–1,De Graafschap,10451,Polman Stadion,Siemen Mulder,Match Report,
Regular Season,19,Sat,2016-01-23,19:45 (21:45),Excelsior,0–1,Roda JC,3500,Van Donge & De Roo Stadion,Ed Janssen,Match Report,
Regular Season,19,Sat,2016-01-23,19:45 (21:45),Ajax,1–0,Vitesse,48533,Johan Cruyff ArenA,Björn Kuipers,Match Report,
Regular Season,19,Sat,2016-01-23,20:45 (22:45),Heerenveen,3–1,Willem II,22150,Abe Lenstra Stadion,Danny Makkelie,Match Report,
Regular Season,19,Sun,2016-01-24,12:30 (14:30),AZ Alkmaar,4–2,Feyenoord,15127,AFAS Stadion,Richard Liesveld,Match Report,
Regular Season,19,Sun,2016-01-24,14:30 (16:30),PSV Eindhoven,4–2,Twente,33000,Philips Stadion,Pol van Boekel,Match Report,
Regular Season,19,Sun,2016-01-24,14:30 (16:30),Utrecht,1–0,Zwolle,21715,Stadion Galgenwaard,Kevin Blom,Match Report,
Regular Season,19,Sun,2016-01-24,16:45 (18:45),ADO Den Haag,2–1,Cambuur,10342,Cars Jeans Stadion,Serdar Gözübüyük,Match Report,
Regular Season,20,Tue,2016-01-26,18:30 (20:30),Willem II,1–1,Groningen,12000,Koning Willem II Stadion,Allard Lindhout,Match Report,
Regular Season,20,Tue,2016-01-26,20:45 (22:45),Ajax,0–0,Heracles Almelo,44517,Johan Cruyff ArenA,Dennis Higler,Match Report,
Regular Season,20,Wed,2016-01-27,18:30 (20:30),NEC Nijmegen,2–0,Twente,10958,Goffertstadion,Edwin van de Graaf,Match Report,
Regular Season,20,Wed,2016-01-27,18:30 (20:30),AZ Alkmaar,3–1,Cambuur,14017,AFAS Stadion,Jeroen Manschot,Match Report,
Regular Season,20,Wed,2016-01-27,19:45 (21:45),De Graafschap,3–1,ADO Den Haag,9763,Stadion De Vijverberg,Martin van den Kerkhof,Match Report,
Regular Season,20,Wed,2016-01-27,20:45 (22:45),Vitesse,1–1,Zwolle,14876,GelreDome,Ed Janssen,Match Report,
Regular Season,20,Wed,2016-01-27,20:45 (22:45),Excelsior,1–3,PSV Eindhoven,3700,Van Donge & De Roo Stadion,Bas Nijhuis,Match Report,
Regular Season,20,Thu,2016-01-28,18:30 (20:30),Roda JC,1–0,Utrecht,13605,Parkstad Limburg Stadion,Danny Makkelie,Match Report,
Regular Season,20,Thu,2016-01-28,20:45 (22:45),Feyenoord,1–2,Heerenveen,47500,Stadion Feijenoord,Pol van Boekel,Match Report,
Regular Season,21,Fri,2016-01-29,20:00 (22:00),Willem II,0–0,Heracles Almelo,13100,Koning Willem II Stadion,Ed Janssen,Match Report,
Regular Season,21,Sat,2016-01-30,18:30 (20:30),Vitesse,0–0,Excelsior,20112,GelreDome,Jeroen Manschot,Match Report,
Regular Season,21,Sat,2016-01-30,19:45 (21:45),PSV Eindhoven,4–2,De Graafschap,32500,Philips Stadion,Björn Kuipers,Match Report,
Regular Season,21,Sat,2016-01-30,19:45 (21:45),Zwolle,1–3,Groningen,12225,MAC³PARK Stadion,Dennis Higler,Match Report,
