Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,21,Sat,2017-02-04,18:30 (20:30),NEC Nijmegen,1–2,Go Ahead Eag,11600,Goffertstadion,Björn Kuipers,Match Report,
Regular Season,21,Sat,2017-02-04,19:45 (21:45),Willem II,1–3,Heracles Almelo,12800,Koning Willem II Stadion,Allard Lindhout,Match Report,
Regular Season,21,Sat,2017-02-04,19:45 (21:45),AZ Alkmaar,2–4,PSV Eindhoven,16079,AFAS Stadion,Serdar Gözübüyük,Match Report,
Regular Season,21,Sat,2017-02-04,20:45 (22:45),Groningen,1–1,Excelsior,17844,Hitachi Capital Mobility Stadion,Edwin van de Graaf,Match Report,
Regular Season,21,Sun,2017-02-05,12:30 (14:30),Roda JC,0–2,Ajax,17112,Parkstad Limburg Stadion,Danny Makkelie,Match Report,
Regular Season,21,Sun,2017-02-05,14:30 (16:30),Twente,0–2,Feyenoord,27000,De Grolsch Veste,Dennis Higler,Match Report,
Regular Season,21,Sun,2017-02-05,14:30 (16:30),Sparta R'dam,2–3,Zwolle,10131,Sparta-Stadion Het Kasteel,Bas Nijhuis,Match Report,
Regular Season,21,Sun,2017-02-05,16:45 (18:45),Utrecht,1–0,Heerenveen,18078,Stadion Galgenwaard,Jochem Kamphuis,Match Report,
Regular Season,22,Fri,2017-02-10,20:00 (22:00),Zwolle,2–0,NEC Nijmegen,13200,MAC³PARK Stadion,Jeroen Manschot,Match Report,
Regular Season,22,Sat,2017-02-11,18:30 (20:30),Heracles Almelo,2–2,Roda JC,10457,Polman Stadion,Björn Kuipers,Match Report,
Regular Season,22,Sat,2017-02-11,19:45 (21:45),Go Ahead Eag,3–1,ADO Den Haag,9647,De Adelaarshorst,Ed Janssen,Match Report,
Regular Season,22,Sat,2017-02-11,19:45 (21:45),Feyenoord,2–0,Groningen,47500,Stadion Feijenoord,Serdar Gözübüyük,Match Report,
Regular Season,22,Sat,2017-02-11,20:45 (22:45),Vitesse,0–2,Willem II,14879,GelreDome,Martin van den Kerkhof,Match Report,
Regular Season,22,Sun,2017-02-12,12:30 (14:30),Excelsior,1–1,Twente,4275,Van Donge & De Roo Stadion,Danny Makkelie,Match Report,
Regular Season,22,Sun,2017-02-12,14:30 (16:30),Ajax,2–0,Sparta R'dam,51075,Johan Cruyff ArenA,Pol van Boekel,Match Report,
Regular Season,22,Sun,2017-02-12,14:30 (16:30),Heerenveen,1–2,AZ Alkmaar,21250,Abe Lenstra Stadion,Bas Nijhuis,Match Report,
Regular Season,22,Sun,2017-02-12,16:45 (18:45),PSV Eindhoven,3–0,Utrecht,33400,Philips Stadion,Dennis Higler,Match Report,
Regular Season,23,Fri,2017-02-17,20:00 (22:00),Roda JC,1–0,Go Ahead Eag,13029,Parkstad Limburg Stadion,Pol van Boekel,Match Report,
Regular Season,23,Sat,2017-02-18,18:30 (20:30),Twente,1–0,Heerenveen,25100,De Grolsch Veste,Serdar Gözübüyük,Match Report,
Regular Season,23,Sat,2017-02-18,19:45 (21:45),PSV Eindhoven,3–1,NEC Nijmegen,33500,Philips Stadion,Jochem Kamphuis,Match Report,
Regular Season,23,Sat,2017-02-18,19:45 (21:45),Heracles Almelo,4–0,Excelsior,10322,Polman Stadion,Siemen Mulder,Match Report,
Regular Season,23,Sat,2017-02-18,20:45 (22:45),Utrecht,3–1,Zwolle,18349,Stadion Galgenwaard,Ed Janssen,Match Report,
Regular Season,23,Sun,2017-02-19,12:30 (14:30),Willem II,1–1,AZ Alkmaar,11650,Koning Willem II Stadion,Dennis Higler,Match Report,
Regular Season,23,Sun,2017-02-19,14:30 (16:30),Sparta R'dam,2–2,Groningen,9778,Sparta-Stadion Het Kasteel,Allard Lindhout,Match Report,
Regular Season,23,Sun,2017-02-19,14:30 (16:30),Vitesse,0–1,Ajax,20016,GelreDome,Kevin Blom,Match Report,
Regular Season,23,Sun,2017-02-19,16:45 (18:45),ADO Den Haag,0–1,Feyenoord,12822,Cars Jeans Stadion,Björn Kuipers,Match Report,
Regular Season,24,Fri,2017-02-24,20:00 (22:00),ADO Den Haag,1–1,Twente,11615,Cars Jeans Stadion,Kevin Blom,Match Report,
Regular Season,24,Sat,2017-02-25,18:30 (20:30),Groningen,2–3,Utrecht,18500,Hitachi Capital Mobility Stadion,Danny Makkelie,Match Report,
Regular Season,24,Sat,2017-02-25,19:45 (21:45),NEC Nijmegen,0–1,Sparta R'dam,11207,Goffertstadion,Martin van den Kerkhof,Match Report,
Regular Season,24,Sat,2017-02-25,19:45 (21:45),Excelsior,0–2,Willem II,4075,Van Donge & De Roo Stadion,Ed Janssen,Match Report,
Regular Season,24,Sat,2017-02-25,20:45 (22:45),Heerenveen,3–0,Roda JC,22100,Abe Lenstra Stadion,Siemen Mulder,Match Report,
Regular Season,24,Sun,2017-02-26,12:30 (14:30),Go Ahead Eag,1–3,Vitesse,9412,De Adelaarshorst,Jochem Kamphuis,Match Report,
Regular Season,24,Sun,2017-02-26,14:30 (16:30),Feyenoord,2–1,PSV Eindhoven,47500,Stadion Feijenoord,Bas Nijhuis,Match Report,
Regular Season,24,Sun,2017-02-26,14:30 (16:30),AZ Alkmaar,1–1,Zwolle,14787,AFAS Stadion,Pol van Boekel,Match Report,
Regular Season,24,Sun,2017-02-26,16:45 (18:45),Ajax,4–1,Heracles Almelo,49544,Johan Cruyff ArenA,Serdar Gözübüyük,Match Report,
Regular Season,25,Fri,2017-03-03,20:00 (22:00),Heerenveen,2–2,Go Ahead Eag,21450,Abe Lenstra Stadion,Edwin van de Graaf,Match Report,
Regular Season,25,Sat,2017-03-04,18:30 (20:30),Twente,2–1,Willem II,25900,De Grolsch Veste,Jochem Kamphuis,Match Report,
Regular Season,25,Sat,2017-03-04,19:45 (21:45),PSV Eindhoven,4–0,Roda JC,34000,Philips Stadion,Ed Janssen,Match Report,
Regular Season,25,Sat,2017-03-04,20:45 (22:45),Zwolle,3–1,Vitesse,13000,MAC³PARK Stadion,Allard Lindhout,Match Report,
Regular Season,25,Sun,2017-03-05,12:30 (14:30),Sparta R'dam,1–0,Feyenoord,10500,Sparta-Stadion Het Kasteel,Danny Makkelie,Match Report,
Regular Season,25,Sun,2017-03-05,12:30 (14:30),AZ Alkmaar,1–1,Excelsior,13863,AFAS Stadion,Björn Kuipers,Match Report,
Regular Season,25,Sun,2017-03-05,14:30 (16:30),Utrecht,1–1,ADO Den Haag,17712,Stadion Galgenwaard,Serdar Gözübüyük,Match Report,
Regular Season,25,Sun,2017-03-05,14:30 (16:30),Groningen,1–1,Ajax,22312,Hitachi Capital Mobility Stadion,Bas Nijhuis,Match Report,
Regular Season,25,Sun,2017-03-05,16:45 (18:45),NEC Nijmegen,3–1,Heracles Almelo,11700,Goffertstadion,Pol van Boekel,Match Report,
Regular Season,26,Fri,2017-03-10,20:00 (22:00),Vitesse,5–0,Sparta R'dam,13852,GelreDome,Jeroen Manschot,Match Report,
Regular Season,26,Sat,2017-03-11,18:30 (20:30),ADO Den Haag,1–0,NEC Nijmegen,10256,Cars Jeans Stadion,Bas Nijhuis,Match Report,
Regular Season,26,Sat,2017-03-11,19:45 (21:45),Go Ahead Eag,1–3,PSV Eindhoven,9752,De Adelaarshorst,Kevin Blom,Match Report,
Regular Season,26,Sat,2017-03-11,19:45 (21:45),Heracles Almelo,2–1,Utrecht,10829,Polman Stadion,Jochem Kamphuis,Match Report,
Regular Season,26,Sat,2017-03-11,20:45 (22:45),Excelsior,4–1,Heerenveen,4225,Van Donge & De Roo Stadion,Christiaan Bax,Match Report,
Regular Season,26,Sun,2017-03-12,12:30 (14:30),Willem II,2–0,Zwolle,13500,Koning Willem II Stadion,Björn Kuipers,Match Report,
Regular Season,26,Sun,2017-03-12,14:30 (16:30),Feyenoord,5–2,AZ Alkmaar,47500,Stadion Feijenoord,Pol van Boekel,Match Report,
Regular Season,26,Sun,2017-03-12,14:30 (16:30),Roda JC,3–1,Groningen,12870,Parkstad Limburg Stadion,Martin van den Kerkhof,Match Report,
Regular Season,26,Sun,2017-03-12,16:45 (18:45),Ajax,3–0,Twente,51583,Johan Cruyff ArenA,Danny Makkelie,Match Report,
Regular Season,27,Fri,2017-03-17,20:00 (22:00),Roda JC,0–3,Twente,13321,Parkstad Limburg Stadion,Christiaan Bax,Match Report,
Regular Season,27,Sat,2017-03-18,18:30 (20:30),Groningen,1–1,Willem II,19959,Hitachi Capital Mobility Stadion,Edwin van de Graaf,Match Report,
Regular Season,27,Sat,2017-03-18,19:45 (21:45),NEC Nijmegen,0–3,Utrecht,11680,Goffertstadion,Siemen Mulder,Match Report,
Regular Season,27,Sat,2017-03-18,19:45 (21:45),PSV Eindhoven,1–0,Vitesse,33900,Philips Stadion,Björn Kuipers,Match Report,
Regular Season,27,Sat,2017-03-18,20:45 (22:45),Sparta R'dam,3–1,Heracles Almelo,9712,Sparta-Stadion Het Kasteel,Bas Nijhuis,Match Report,
Regular Season,27,Sun,2017-03-19,12:30 (14:30),Heerenveen,1–2,Feyenoord,25800,Abe Lenstra Stadion,Dennis Higler,Match Report,
Regular Season,27,Sun,2017-03-19,14:30 (16:30),Go Ahead Eag,1–3,Zwolle,9752,De Adelaarshorst,Danny Makkelie,Match Report,
Regular Season,27,Sun,2017-03-19,14:30 (16:30),Excelsior,1–1,Ajax,4400,Van Donge & De Roo Stadion,Pol van Boekel,Match Report,
Regular Season,27,Sun,2017-03-19,16:45 (18:45),AZ Alkmaar,4–0,ADO Den Haag,14126,AFAS Stadion,Ed Janssen,Match Report,
Regular Season,28,Sat,2017-04-01,18:30 (19:30),AZ Alkmaar,0–0,Groningen,14828,AFAS Stadion,Kevin Blom,Match Report,
Regular Season,28,Sat,2017-04-01,18:30 (19:30),Zwolle,1–1,Excelsior,13140,MAC³PARK Stadion,Jochem Kamphuis,Match Report,
Regular Season,28,Sat,2017-04-01,19:45 (20:45),Sparta R'dam,0–2,PSV Eindhoven,10000,Sparta-Stadion Het Kasteel,Danny Makkelie,Match Report,
Regular Season,28,Sat,2017-04-01,20:45 (21:45),Utrecht,2–0,Willem II,17906,Stadion Galgenwaard,Allard Lindhout,Match Report,
Regular Season,28,Sat,2017-04-01,20:45 (21:45),Heracles Almelo,4–1,Heerenveen,10912,Polman Stadion,Martin van den Kerkhof,Match Report,
Regular Season,28,Sun,2017-04-02,12:30 (13:30),Vitesse,2–1,NEC Nijmegen,16654,GelreDome,Serdar Gözübüyük,Match Report,
Regular Season,28,Sun,2017-04-02,14:30 (15:30),ADO Den Haag,4–1,Roda JC,11740,Cars Jeans Stadion,Dennis Higler,Match Report,
Regular Season,28,Sun,2017-04-02,14:30 (15:30),Ajax,2–1,Feyenoord,51181,Johan Cruyff ArenA,Björn Kuipers,Match Report,
Regular Season,28,Sun,2017-04-02,16:45 (17:45),Twente,1–2,Go Ahead Eag,26500,De Grolsch Veste,Ed Janssen,Match Report,
Regular Season,29,Tue,2017-04-04,18:30 (19:30),Excelsior,1–3,Utrecht,4247,Van Donge & De Roo Stadion,Jeroen Manschot,Match Report,
Regular Season,29,Tue,2017-04-04,20:45 (21:45),Heerenveen,3–0,Sparta R'dam,20800,Abe Lenstra Stadion,Edwin van de Graaf,Match Report,
Regular Season,29,Wed,2017-04-05,18:30 (19:30),Heracles Almelo,0–1,Vitesse,10711,Polman Stadion,Christiaan Bax,Match Report,
Regular Season,29,Wed,2017-04-05,19:45 (20:45),Groningen,2–0,NEC Nijmegen,18069,Hitachi Capital Mobility Stadion,Pol van Boekel,Match Report,
Regular Season,29,Wed,2017-04-05,20:45 (21:45),Ajax,4–1,AZ Alkmaar,51959,Johan Cruyff ArenA,Dennis Higler,Match Report,
Regular Season,29,Wed,2017-04-05,20:45 (21:45),Willem II,1–2,ADO Den Haag,12800,Koning Willem II Stadion,Siemen Mulder,Match Report,
Regular Season,29,Wed,2017-04-05,20:45 (21:45),Feyenoord,8–0,Go Ahead Eag,47500,Stadion Feijenoord,Jochem Kamphuis,Match Report,
Regular Season,29,Thu,2017-04-06,18:30 (19:30),Roda JC,2–1,Zwolle,12074,Parkstad Limburg Stadion,Ed Janssen,Match Report,
Regular Season,29,Thu,2017-04-06,20:45 (21:45),Twente,2–2,PSV Eindhoven,25300,De Grolsch Veste,Serdar Gözübüyük,Match Report,
Regular Season,30,Fri,2017-04-07,20:00 (21:00),Sparta R'dam,2–3,Excelsior,10606,Sparta-Stadion Het Kasteel,Allard Lindhout,Match Report,
Regular Season,30,Sat,2017-04-08,18:30 (19:30),Vitesse,4–2,Heerenveen,21128,GelreDome,Jochem Kamphuis,Match Report,
Regular Season,30,Sat,2017-04-08,19:45 (20:45),ADO Den Haag,4–3,Groningen,11348,Cars Jeans Stadion,Jeroen Manschot,Match Report,
Regular Season,30,Sat,2017-04-08,19:45 (20:45),NEC Nijmegen,1–5,Ajax,12500,Goffertstadion,Bas Nijhuis,Match Report,
Regular Season,30,Sat,2017-04-08,20:45 (21:45),Go Ahead Eag,1–4,Heracles Almelo,9116,De Adelaarshorst,Edwin van de Graaf,Match Report,
Regular Season,30,Sun,2017-04-09,12:30 (13:30),AZ Alkmaar,1–1,Roda JC,14500,AFAS Stadion,Martin van den Kerkhof,Match Report,
Regular Season,30,Sun,2017-04-09,14:30 (15:30),Zwolle,2–2,Feyenoord,13250,MAC³PARK Stadion,Kevin Blom,Match Report,
Regular Season,30,Sun,2017-04-09,14:30 (15:30),Utrecht,3–0,Twente,22231,Stadion Galgenwaard,Danny Makkelie,Match Report,
Regular Season,30,Sun,2017-04-09,16:45 (17:45),PSV Eindhoven,5–0,Willem II,34800,Philips Stadion,Pol van Boekel,Match Report,
Regular Season,31,Fri,2017-04-14,20:00 (21:00),Heracles Almelo,1–2,AZ Alkmaar,11198,Polman Stadion,Björn Kuipers,Match Report,
Regular Season,31,Sat,2017-04-15,18:30 (19:30),Roda JC,3–1,Sparta R'dam,15028,Parkstad Limburg Stadion,Serdar Gözübüyük,Match Report,
Regular Season,31,Sat,2017-04-15,19:45 (20:45),ADO Den Haag,1–1,PSV Eindhoven,13094,Cars Jeans Stadion,Bas Nijhuis,Match Report,
Regular Season,31,Sat,2017-04-15,19:45 (20:45),Excelsior,1–0,Vitesse,4165,Van Donge & De Roo Stadion,Ed Janssen,Match Report,
Regular Season,31,Sat,2017-04-15,20:45 (21:45),Twente,3–0,NEC Nijmegen,25100,De Grolsch Veste,Kevin Blom,Match Report,
Regular Season,31,Sun,2017-04-16,12:30 (13:30),Willem II,2–0,Go Ahead Eag,13100,Koning Willem II Stadion,Jeroen Manschot,Match Report,
Regular Season,31,Sun,2017-04-16,14:30 (15:30),Feyenoord,2–0,Utrecht,47500,Stadion Feijenoord,Dennis Higler,Match Report,
Regular Season,31,Sun,2017-04-16,14:30 (15:30),Groningen,5–1,Zwolle,21666,Hitachi Capital Mobility Stadion,Martin van den Kerkhof,Match Report,
Regular Season,31,Sun,2017-04-16,16:45 (17:45),Ajax,5–1,Heerenveen,51541,Johan Cruyff ArenA,Danny Makkelie,Match Report,
Regular Season,32,Fri,2017-04-21,20:00 (21:00),Heerenveen,1–0,Willem II,22113,Abe Lenstra Stadion,Christiaan Bax,Match Report,
Regular Season,32,Sat,2017-04-22,18:30 (19:30),NEC Nijmegen,0–1,Excelsior,12300,Goffertstadion,Björn Kuipers,Match Report,
Regular Season,32,Sat,2017-04-22,19:45 (20:45),Zwolle,1–2,Heracles Almelo,13250,MAC³PARK Stadion,Danny Makkelie,Match Report,
Regular Season,32,Sat,2017-04-22,19:45 (20:45),AZ Alkmaar,2–1,Twente,15427,AFAS Stadion,Siemen Mulder,Match Report,
Regular Season,32,Sat,2017-04-22,20:45 (21:45),Go Ahead Eag,2–3,Groningen,9752,De Adelaarshorst,Serdar Gözübüyük,Match Report,
Regular Season,32,Sun,2017-04-23,12:30 (13:30),Utrecht,1–0,Roda JC,18876,Stadion Galgenwaard,Jochem Kamphuis,Match Report,
Regular Season,32,Sun,2017-04-23,14:30 (15:30),Sparta R'dam,0–1,ADO Den Haag,10000,Sparta-Stadion Het Kasteel,Dennis Higler,Match Report,
Regular Season,32,Sun,2017-04-23,14:30 (15:30),Vitesse,0–2,Feyenoord,21000,GelreDome,Pol van Boekel,Match Report,
Regular Season,32,Sun,2017-04-23,16:45 (17:45),PSV Eindhoven,1–0,Ajax,35000,Philips Stadion,Kevin Blom,Match Report,
Regular Season,33,Sun,2017-05-07,14:30 (15:30),Utrecht,1–0,Vitesse,20686,Stadion Galgenwaard,Allard Lindhout,Match Report,
Regular Season,33,Sun,2017-05-07,14:30 (15:30),Heracles Almelo,4–0,ADO Den Haag,11733,Polman Stadion,Serdar Gözübüyük,Match Report,
Regular Season,33,Sun,2017-05-07,14:30 (15:30),Roda JC,1–0,Willem II,17839,Parkstad Limburg Stadion,Danny Makkelie,Match Report,
Regular Season,33,Sun,2017-05-07,14:30 (15:30),Sparta R'dam,1–0,Twente,10101,Sparta-Stadion Het Kasteel,Ed Janssen,Match Report,
Regular Season,33,Sun,2017-05-07,14:30 (15:30),Excelsior,3–0,Feyenoord,4500,Van Donge & De Roo Stadion,Kevin Blom,Match Report,
Regular Season,33,Sun,2017-05-07,14:30 (15:30),Ajax,4–0,Go Ahead Eag,51206,Johan Cruyff ArenA,Pol van Boekel,Match Report,
Regular Season,33,Sun,2017-05-07,14:30 (15:30),Zwolle,2–1,Heerenveen,13250,MAC³PARK Stadion,Bas Nijhuis,Match Report,
Regular Season,33,Sun,2017-05-07,14:30 (15:30),Groningen,1–1,PSV Eindhoven,20791,Hitachi Capital Mobility Stadion,Dennis Higler,Match Report,
Regular Season,33,Sun,2017-05-07,14:30 (15:30),NEC Nijmegen,2–1,AZ Alkmaar,11500,Goffertstadion,Jochem Kamphuis,Match Report,
First round,,Mon,2017-05-08,20:00 (21:00),Helmond Sport,4–2,Almere City,20231,SolarUnie Stadion,,Match Report,Leg 1 of 2
First round,,Mon,2017-05-08,20:00 (21:00),RKC Waalwijk,1–5,Emmen,4223,Mandemakers Stadion,,Match Report,Leg 1 of 2
First round,,Fri,2017-05-12,18:30 (19:30),Emmen,0–1,RKC Waalwijk,2856,De Oude Meerdijk,,Match Report,Leg 2 of 2; Emmen won
First round,,Fri,2017-05-12,20:45 (21:45),Almere City,0–2,Helmond Sport,1420,Yanmar Stadion,,Match Report,Leg 2 of 2; Helmond Sport won
Regular Season,34,Sun,2017-05-14,14:30 (15:30),Vitesse,3–0,Roda JC,15000,GelreDome,Bas Nijhuis,Match Report,
Regular Season,34,Sun,2017-05-14,14:30 (15:30),Willem II,1–3,Ajax,14500,Koning Willem II Stadion,Serdar Gözübüyük,Match Report,
Regular Season,34,Sun,2017-05-14,14:30 (15:30),Twente,3–5,Groningen,26200,De Grolsch Veste,Pol van Boekel,Match Report,
Regular Season,34,Sun,2017-05-14,14:30 (15:30),AZ Alkmaar,2–3,Utrecht,14601,AFAS Stadion,Martin van den Kerkhof,Match Report,
Regular Season,34,Sun,2017-05-14,14:30 (15:30),PSV Eindhoven,4–1,Zwolle,33800,Philips Stadion,Jeroen Manschot,Match Report,
Regular Season,34,Sun,2017-05-14,14:30 (15:30),Go Ahead Eag,1–3,Sparta R'dam,7981,De Adelaarshorst,Jochem Kamphuis,Match Report,
Regular Season,34,Sun,2017-05-14,14:30 (15:30),Feyenoord,3–1,Heracles Almelo,47500,Stadion Feijenoord,Dennis Higler,Match Report,
Regular Season,34,Sun,2017-05-14,14:30 (15:30),ADO Den Haag,4–1,Excelsior,13257,Cars Jeans Stadion,Siemen Mulder,Match Report,
Regular Season,34,Sun,2017-05-14,14:30 (15:30),Heerenveen,0–2,NEC Nijmegen,21000,Abe Lenstra Stadion,Ed Janssen,Match Report,
Semi-finals,,Wed,2017-05-17,18:30 (19:30),Heerenveen,1–3,Utrecht,10187,Abe Lenstra Stadion,Serdar Gözübüyük,Match Report,Leg 1 of 2
Semi-finals,,Wed,2017-05-17,20:45 (21:45),Groningen,1–4,AZ Alkmaar,20610,Hitachi Capital Mobility Stadion,Bas Nijhuis,Match Report,Leg 1 of 2
Second round,,Thu,2017-05-18,18:30 (19:30),Helmond Sport,0–1,Roda JC,3431,SolarUnie Stadion,,Match Report,Leg 1 of 2
Second round,,Thu,2017-05-18,19:45 (20:45),MVV Maastricht,1–1,Cambuur,5642,De Geusselt,,Match Report,Leg 1 of 2
Second round,,Thu,2017-05-18,19:45 (20:45),Volendam,2–2,NAC Breda,3687,Kras Stadion,,Match Report,Leg 1 of 2
Second round,,Thu,2017-05-18,20:45 (21:45),Emmen,1–3,NEC Nijmegen,4969,De Oude Meerdijk,,Match Report,Leg 1 of 2
Semi-finals,,Sat,2017-05-20,18:30 (19:30),Utrecht,2–1,Heerenveen,14152,Stadion Galgenwaard,Dennis Higler,Match Report,Leg 2 of 2; Utrecht won
Semi-finals,,Sat,2017-05-20,20:45 (21:45),AZ Alkmaar,4–1,Groningen,17023,AFAS Stadion,Serdar Gözübüyük,Match Report,Leg 2 of 2; AZ Alkmaar won
Second round,,Sun,2017-05-21,12:30 (13:30),Roda JC,1–1,Helmond Sport,12449,Parkstad Limburg Stadion,,Match Report,Leg 2 of 2; Roda JC won
Second round,,Sun,2017-05-21,14:30 (15:30),NAC Breda,2–0,Volendam,16554,Rat Verlegh Stadion,,Match Report,Leg 2 of 2; NAC Breda won
Second round,,Sun,2017-05-21,14:30 (15:30),Cambuur,1–2,MVV Maastricht,9640,Cambuurstadion,,Match Report,Leg 2 of 2; MVV Maastricht won
Second round,,Sun,2017-05-21,16:45 (17:45),NEC Nijmegen,1–0,Emmen,9500,Goffertstadion,,Match Report,Leg 2 of 2; NEC Nijmegen won
Third round,,Thu,2017-05-25,18:30 (19:30),NAC Breda,1–0,NEC Nijmegen,19000,Rat Verlegh Stadion,,Match Report,Leg 1 of 2
Third round,,Thu,2017-05-25,19:45 (20:45),MVV Maastricht,0–0,Roda JC,8800,De Geusselt,,Match Report,Leg 1 of 2
Finals,,Thu,2017-05-25,20:45 (21:45),AZ Alkmaar,3–0,Utrecht,12026,AFAS Stadion,Kevin Blom,Match Report,Leg 1 of 2
Finals,,Sun,2017-05-28,12:30 (13:30),Utrecht,(4) 3–0 (3),AZ Alkmaar,16586,Stadion Galgenwaard,Pol van Boekel,Match Report,Leg 2 of 2; Utrecht won; Utrecht won on penalty kicks following extra time
Third round,,Sun,2017-05-28,14:30 (15:30),Roda JC,1–0,MVV Maastricht,16019,Parkstad Limburg Stadion,,Match Report,Leg 2 of 2; Roda JC won
Third round,,Sun,2017-05-28,16:45 (17:45),NEC Nijmegen,1–4,NAC Breda,12500,Goffertstadion,,Match Report,Leg 2 of 2; NAC Breda won
