Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,5,Sat,2016-09-10,20:45 (21:45),Heerenveen,3–1,Twente,21000,Abe Lenstra Stadion,Jochem Kamphuis,Match Report,
Regular Season,5,Sat,2016-09-10,20:45 (21:45),Excelsior,3–1,Heracles Almelo,4462,Van Donge & De Roo Stadion,Jeroen Manschot,Match Report,
Regular Season,5,Sun,2016-09-11,12:30 (13:30),Feyenoord,3–1,ADO Den Haag,47500,Stadion Feijenoord,Serdar Gözübüyük,Match Report,
Regular Season,5,Sun,2016-09-11,14:30 (15:30),Groningen,1–1,Sparta R'dam,17845,Hitachi Capital Mobility Stadion,Danny Makkelie,Match Report,
Regular Season,5,Sun,2016-09-11,14:30 (15:30),Go Ahead Eag,2–0,Roda JC,9213,De Adelaarshorst,Ed Janssen,Match Report,
Regular Season,5,Sun,2016-09-11,16:45 (17:45),Ajax,1–0,Vitesse,46000,Johan Cruyff ArenA,Richard Liesveld,Match Report,
Regular Season,6,Fri,2016-09-16,20:00 (21:00),Utrecht,1–5,Groningen,13000,Stadion Galgenwaard,Dennis Higler,Match Report,
Regular Season,6,Sat,2016-09-17,18:30 (19:30),Twente,4–1,ADO Den Haag,24100,De Grolsch Veste,Pol van Boekel,Match Report,
Regular Season,6,Sat,2016-09-17,19:45 (20:45),Roda JC,0–3,Heerenveen,12407,Parkstad Limburg Stadion,Bas Nijhuis,Match Report,
Regular Season,6,Sat,2016-09-17,19:45 (20:45),Vitesse,2–0,Go Ahead Eag,14170,GelreDome,Jochem Kamphuis,Match Report,
Regular Season,6,Sat,2016-09-17,20:45 (21:45),Willem II,1–1,Excelsior,11500,Koning Willem II Stadion,Richard Liesveld,Match Report,
Regular Season,6,Sun,2016-09-18,12:30 (13:30),Sparta R'dam,2–0,NEC Nijmegen,10032,Sparta-Stadion Het Kasteel,Ed Janssen,Match Report,
Regular Season,6,Sun,2016-09-18,14:30 (15:30),Zwolle,0–2,AZ Alkmaar,12900,MAC³PARK Stadion,Danny Makkelie,Match Report,
Regular Season,6,Sun,2016-09-18,14:30 (15:30),PSV Eindhoven,0–1,Feyenoord,36000,Philips Stadion,Kevin Blom,Match Report,
Regular Season,6,Sun,2016-09-18,16:45 (17:45),Heracles Almelo,0–2,Ajax,12032,Polman Stadion,Serdar Gözübüyük,Match Report,
Regular Season,7,Sat,2016-09-24,18:30 (19:30),Groningen,0–0,Heracles Almelo,18272,Hitachi Capital Mobility Stadion,Ed Janssen,Match Report,
Regular Season,7,Sat,2016-09-24,18:30 (19:30),ADO Den Haag,0–3,Heerenveen,10572,Cars Jeans Stadion,Reinold Wiedemeijer,Match Report,
Regular Season,7,Sat,2016-09-24,19:45 (20:45),Ajax,5–1,Zwolle,48088,Johan Cruyff ArenA,Jochem Kamphuis,Match Report,
Regular Season,7,Sat,2016-09-24,20:45 (21:45),Excelsior,1–3,PSV Eindhoven,4400,Van Donge & De Roo Stadion,Danny Makkelie,Match Report,
Regular Season,7,Sat,2016-09-24,20:45 (21:45),AZ Alkmaar,2–2,Go Ahead Eag,13774,AFAS Stadion,Bas Nijhuis,Match Report,
Regular Season,7,Sun,2016-09-25,12:30 (13:30),NEC Nijmegen,0–0,Willem II,10800,Goffertstadion,Serdar Gözübüyük,Match Report,
Regular Season,7,Sun,2016-09-25,14:30 (15:30),Twente,2–1,Vitesse,22900,De Grolsch Veste,Jeroen Manschot,Match Report,
Regular Season,7,Sun,2016-09-25,14:30 (15:30),Utrecht,2–0,Sparta R'dam,19077,Stadion Galgenwaard,Kevin Blom,Match Report,
Regular Season,7,Sun,2016-09-25,16:45 (17:45),Feyenoord,5–0,Roda JC,47500,Stadion Feijenoord,Björn Kuipers,Match Report,
Regular Season,8,Fri,2016-09-30,20:00 (21:00),Zwolle,2–1,ADO Den Haag,12400,MAC³PARK Stadion,Björn Kuipers,Match Report,
Regular Season,8,Sat,2016-10-01,18:30 (19:30),Vitesse,2–1,Groningen,15055,GelreDome,Reinold Wiedemeijer,Match Report,
Regular Season,8,Sat,2016-10-01,19:45 (20:45),Heerenveen,1–1,PSV Eindhoven,23650,Abe Lenstra Stadion,Pol van Boekel,Match Report,
Regular Season,8,Sat,2016-10-01,19:45 (20:45),Roda JC,0–1,NEC Nijmegen,11915,Parkstad Limburg Stadion,Kevin Blom,Match Report,
Regular Season,8,Sat,2016-10-01,20:45 (21:45),Go Ahead Eag,3–0,Excelsior,9122,De Adelaarshorst,Edwin van de Graaf,Match Report,
Regular Season,8,Sun,2016-10-02,12:30 (13:30),Ajax,3–2,Utrecht,47243,Johan Cruyff ArenA,Bas Nijhuis,Match Report,
Regular Season,8,Sun,2016-10-02,14:30 (15:30),Heracles Almelo,1–1,Twente,12052,Polman Stadion,Danny Makkelie,Match Report,
Regular Season,8,Sun,2016-10-02,14:30 (15:30),Willem II,0–2,Feyenoord,13000,Koning Willem II Stadion,Dennis Higler,Match Report,
Regular Season,8,Sun,2016-10-02,16:45 (17:45),Sparta R'dam,1–1,AZ Alkmaar,10261,Sparta-Stadion Het Kasteel,Richard Liesveld,Match Report,
Regular Season,9,Sat,2016-10-15,18:30 (19:30),Sparta R'dam,2–2,Willem II,10500,Sparta-Stadion Het Kasteel,Pol van Boekel,Match Report,
Regular Season,9,Sat,2016-10-15,18:30 (19:30),Utrecht,3–0,Go Ahead Eag,17433,Stadion Galgenwaard,Ed Janssen,Match Report,
Regular Season,9,Sat,2016-10-15,19:45 (20:45),PSV Eindhoven,1–1,Heracles Almelo,33000,Philips Stadion,Bas Nijhuis,Match Report,
Regular Season,9,Sat,2016-10-15,20:45 (21:45),Groningen,0–3,Heerenveen,21155,Hitachi Capital Mobility Stadion,Richard Liesveld,Match Report,
Regular Season,9,Sat,2016-10-15,20:45 (21:45),AZ Alkmaar,2–2,Vitesse,15415,AFAS Stadion,Serdar Gözübüyük,Match Report,
Regular Season,9,Sun,2016-10-16,12:30 (13:30),Twente,2–2,Zwolle,24900,De Grolsch Veste,Dennis Higler,Match Report,
Regular Season,9,Sun,2016-10-16,14:30 (15:30),Excelsior,0–1,Roda JC,3544,Van Donge & De Roo Stadion,Jochem Kamphuis,Match Report,
Regular Season,9,Sun,2016-10-16,14:30 (15:30),NEC Nijmegen,1–2,Feyenoord,11110,Goffertstadion,Danny Makkelie,Match Report,
Regular Season,9,Sun,2016-10-16,16:45 (17:45),ADO Den Haag,0–2,Ajax,13764,Cars Jeans Stadion,Kevin Blom,Match Report,
Regular Season,10,Fri,2016-10-21,20:00 (21:00),Excelsior,0–2,Zwolle,3640,Van Donge & De Roo Stadion,Allard Lindhout,Match Report,
Regular Season,10,Sat,2016-10-22,18:30 (19:30),Go Ahead Eag,0–2,Twente,9733,De Adelaarshorst,Martin van den Kerkhof,Match Report,
Regular Season,10,Sat,2016-10-22,19:45 (20:45),PSV Eindhoven,1–0,Sparta R'dam,33800,Philips Stadion,Jochem Kamphuis,Match Report,
Regular Season,10,Sat,2016-10-22,19:45 (20:45),Roda JC,1–1,ADO Den Haag,16178,Parkstad Limburg Stadion,Ed Janssen,Match Report,
Regular Season,10,Sat,2016-10-22,20:45 (21:45),Willem II,0–1,Utrecht,11410,Koning Willem II Stadion,Reinold Wiedemeijer,Match Report,
Regular Season,10,Sun,2016-10-23,12:30 (13:30),NEC Nijmegen,1–1,Vitesse,12100,Goffertstadion,Pol van Boekel,Match Report,
Regular Season,10,Sun,2016-10-23,14:30 (15:30),Groningen,2–0,AZ Alkmaar,19894,Hitachi Capital Mobility Stadion,Dennis Higler,Match Report,
Regular Season,10,Sun,2016-10-23,14:30 (15:30),Feyenoord,1–1,Ajax,47500,Stadion Feijenoord,Björn Kuipers,Match Report,
Regular Season,10,Sun,2016-10-23,16:45 (17:45),Heerenveen,3–1,Heracles Almelo,21000,Abe Lenstra Stadion,Kevin Blom,Match Report,
Regular Season,11,Fri,2016-10-28,20:00 (21:00),Twente,0–0,Roda JC,24400,De Grolsch Veste,Richard Liesveld,Match Report,
Regular Season,11,Sat,2016-10-29,18:30 (19:30),Willem II,2–1,Groningen,12700,Koning Willem II Stadion,Bas Nijhuis,Match Report,
Regular Season,11,Sat,2016-10-29,19:45 (20:45),Heracles Almelo,2–2,Sparta R'dam,11337,Polman Stadion,Ed Janssen,Match Report,
Regular Season,11,Sat,2016-10-29,19:45 (20:45),Vitesse,0–2,PSV Eindhoven,18452,GelreDome,Björn Kuipers,Match Report,
Regular Season,11,Sat,2016-10-29,20:45 (21:45),Ajax,1–0,Excelsior,47460,Johan Cruyff ArenA,Danny Makkelie,Match Report,
Regular Season,11,Sun,2016-10-30,12:30 (14:30),Zwolle,3–1,Go Ahead Eag,13200,MAC³PARK Stadion,Serdar Gözübüyük,Match Report,
Regular Season,11,Sun,2016-10-30,14:30 (16:30),Feyenoord,2–2,Heerenveen,47500,Stadion Feijenoord,Pol van Boekel,Match Report,
Regular Season,11,Sun,2016-10-30,14:30 (16:30),Utrecht,1–1,NEC Nijmegen,16911,Stadion Galgenwaard,Edwin van de Graaf,Match Report,
Regular Season,11,Sun,2016-10-30,16:45 (18:45),ADO Den Haag,0–1,AZ Alkmaar,11023,Cars Jeans Stadion,Jochem Kamphuis,Match Report,
Regular Season,12,Fri,2016-11-04,20:00 (22:00),Sparta R'dam,3–1,Heerenveen,10423,Sparta-Stadion Het Kasteel,Reinold Wiedemeijer,Match Report,
Regular Season,12,Sat,2016-11-05,18:30 (20:30),ADO Den Haag,1–0,Willem II,10044,Cars Jeans Stadion,Siemen Mulder,Match Report,
Regular Season,12,Sat,2016-11-05,19:45 (21:45),NEC Nijmegen,1–1,Groningen,10750,Goffertstadion,Ed Janssen,Match Report,
Regular Season,12,Sat,2016-11-05,19:45 (21:45),PSV Eindhoven,1–1,Twente,33500,Philips Stadion,Serdar Gözübüyük,Match Report,
Regular Season,12,Sat,2016-11-05,20:45 (22:45),Zwolle,0–0,Roda JC,12600,MAC³PARK Stadion,Björn Kuipers,Match Report,
Regular Season,12,Sun,2016-11-06,12:30 (14:30),Utrecht,2–1,Excelsior,18648,Stadion Galgenwaard,Richard Liesveld,Match Report,
Regular Season,12,Sun,2016-11-06,14:30 (16:30),Vitesse,1–2,Heracles Almelo,13743,GelreDome,Danny Makkelie,Match Report,
Regular Season,12,Sun,2016-11-06,14:30 (16:30),AZ Alkmaar,2–2,Ajax,16647,AFAS Stadion,Pol van Boekel,Match Report,
Regular Season,12,Sun,2016-11-06,16:45 (18:45),Go Ahead Eag,1–0,Feyenoord,9781,De Adelaarshorst,Bas Nijhuis,Match Report,
Regular Season,13,Sat,2016-11-19,18:30 (20:30),Heracles Almelo,2–1,Go Ahead Eag,11853,Polman Stadion,Pol van Boekel,Match Report,
Regular Season,13,Sat,2016-11-19,18:30 (20:30),Heerenveen,1–1,Vitesse,24465,Abe Lenstra Stadion,Ed Janssen,Match Report,
Regular Season,13,Sat,2016-11-19,19:45 (21:45),Willem II,0–0,PSV Eindhoven,13650,Koning Willem II Stadion,Richard Liesveld,Match Report,
Regular Season,13,Sat,2016-11-19,20:45 (22:45),Groningen,2–1,ADO Den Haag,17818,Hitachi Capital Mobility Stadion,Kevin Blom,Match Report,
Regular Season,13,Sat,2016-11-19,20:45 (22:45),Excelsior,3–2,Sparta R'dam,4400,Van Donge & De Roo Stadion,Björn Kuipers,Match Report,
Regular Season,13,Sun,2016-11-20,12:30 (14:30),Roda JC,1–1,AZ Alkmaar,14259,Parkstad Limburg Stadion,Jeroen Manschot,Match Report,
Regular Season,13,Sun,2016-11-20,14:30 (16:30),Twente,1–1,Utrecht,25100,De Grolsch Veste,Allard Lindhout,Match Report,
Regular Season,13,Sun,2016-11-20,14:30 (16:30),Ajax,5–0,NEC Nijmegen,49521,Johan Cruyff ArenA,Bas Nijhuis,Match Report,
Regular Season,13,Sun,2016-11-20,16:45 (18:45),Feyenoord,3–0,Zwolle,47500,Stadion Feijenoord,Dennis Higler,Match Report,
Regular Season,14,Fri,2016-11-25,20:00 (22:00),Go Ahead Eag,0–1,Willem II,9397,De Adelaarshorst,Jeroen Manschot,Match Report,
Regular Season,14,Sat,2016-11-26,18:30 (20:30),Vitesse,2–2,Excelsior,14328,GelreDome,Siemen Mulder,Match Report,
Regular Season,14,Sat,2016-11-26,19:45 (21:45),Zwolle,0–4,Groningen,13250,MAC³PARK Stadion,Pol van Boekel,Match Report,
Regular Season,14,Sat,2016-11-26,19:45 (21:45),PSV Eindhoven,3–1,ADO Den Haag,27000,Philips Stadion,Björn Kuipers,Match Report,
Regular Season,14,Sat,2016-11-26,20:45 (22:45),NEC Nijmegen,3–2,Twente,11092,Goffertstadion,Dennis Higler,Match Report,
Regular Season,14,Sun,2016-11-27,12:30 (14:30),Sparta R'dam,2–2,Roda JC,10100,Sparta-Stadion Het Kasteel,Ed Janssen,Match Report,
Regular Season,14,Sun,2016-11-27,14:30 (16:30),AZ Alkmaar,5–1,Heracles Almelo,15738,AFAS Stadion,Kevin Blom,Match Report,
Regular Season,14,Sun,2016-11-27,14:30 (16:30),Heerenveen,0–1,Ajax,25800,Abe Lenstra Stadion,Danny Makkelie,Match Report,
Regular Season,14,Sun,2016-11-27,16:45 (18:45),Utrecht,3–3,Feyenoord,19233,Stadion Galgenwaard,Serdar Gözübüyük,Match Report,
Regular Season,15,Fri,2016-12-02,20:00 (22:00),Heracles Almelo,2–0,NEC Nijmegen,10783,Polman Stadion,Jeroen Manschot,Match Report,
Regular Season,15,Sat,2016-12-03,18:30 (20:30),Go Ahead Eag,1–3,Heerenveen,9187,De Adelaarshorst,Allard Lindhout,Match Report,
Regular Season,15,Sat,2016-12-03,19:45 (21:45),Roda JC,0–0,PSV Eindhoven,14017,Parkstad Limburg Stadion,Kevin Blom,Match Report,
Regular Season,15,Sat,2016-12-03,19:45 (21:45),Excelsior,3–3,AZ Alkmaar,3670,Van Donge & De Roo Stadion,Dennis Higler,Match Report,
Regular Season,15,Sat,2016-12-03,20:45 (22:45),Vitesse,3–1,Zwolle,14173,GelreDome,Jochem Kamphuis,Match Report,
Regular Season,15,Sun,2016-12-04,12:30 (14:30),ADO Den Haag,0–2,Utrecht,8956,Cars Jeans Stadion,Pol van Boekel,Match Report,
Regular Season,15,Sun,2016-12-04,14:30 (16:30),Willem II,0–0,Twente,11450,Koning Willem II Stadion,Ed Janssen,Match Report,
Regular Season,15,Sun,2016-12-04,14:30 (16:30),Feyenoord,6–1,Sparta R'dam,47500,Stadion Feijenoord,Bas Nijhuis,Match Report,
Regular Season,15,Sun,2016-12-04,16:45 (18:45),Ajax,2–0,Groningen,50667,Johan Cruyff ArenA,Serdar Gözübüyük,Match Report,
Regular Season,16,Fri,2016-12-09,20:00 (22:00),Groningen,2–0,Roda JC,19179,Hitachi Capital Mobility Stadion,Martin van den Kerkhof,Match Report,
Regular Season,16,Sat,2016-12-10,18:30 (20:30),NEC Nijmegen,3–0,ADO Den Haag,11200,Goffertstadion,Jochem Kamphuis,Match Report,
Regular Season,16,Sat,2016-12-10,19:45 (21:45),Heerenveen,2–1,Excelsior,21600,Abe Lenstra Stadion,Pol van Boekel,Match Report,
Regular Season,16,Sat,2016-12-10,19:45 (21:45),PSV Eindhoven,1–0,Go Ahead Eag,33000,Philips Stadion,Ed Janssen,Match Report,
Regular Season,16,Sat,2016-12-10,20:45 (22:45),Zwolle,0–0,Willem II,11200,MAC³PARK Stadion,Kevin Blom,Match Report,
Regular Season,16,Sun,2016-12-11,12:30 (14:30),Sparta R'dam,0–1,Vitesse,10353,Sparta-Stadion Het Kasteel,Allard Lindhout,Match Report,
Regular Season,16,Sun,2016-12-11,14:30 (16:30),Utrecht,2–0,Heracles Almelo,17429,Stadion Galgenwaard,Bas Nijhuis,Match Report,
Regular Season,16,Sun,2016-12-11,14:30 (16:30),AZ Alkmaar,0–4,Feyenoord,15555,AFAS Stadion,Björn Kuipers,Match Report,
Regular Season,16,Sun,2016-12-11,16:45 (18:45),Twente,1–0,Ajax,27800,De Grolsch Veste,Dennis Higler,Match Report,
Regular Season,17,Fri,2016-12-16,20:00 (22:00),Willem II,2–1,Heerenveen,11450,Koning Willem II Stadion,Martin van den Kerkhof,Match Report,
Regular Season,17,Sat,2016-12-17,18:30 (20:30),Roda JC,0–0,Utrecht,13254,Parkstad Limburg Stadion,Allard Lindhout,Match Report,
Regular Season,17,Sat,2016-12-17,19:45 (21:45),Feyenoord,3–1,Vitesse,47500,Stadion Feijenoord,Dennis Higler,Match Report,
Regular Season,17,Sat,2016-12-17,20:45 (22:45),Twente,1–2,AZ Alkmaar,24500,De Grolsch Veste,Jochem Kamphuis,Match Report,
Regular Season,17,Sun,2016-12-18,12:30 (14:30),Excelsior,2–2,NEC Nijmegen,3875,Van Donge & De Roo Stadion,Christiaan Bax,Match Report,
Regular Season,17,Sun,2016-12-18,14:30 (16:30),ADO Den Haag,1–0,Sparta R'dam,12691,Cars Jeans Stadion,Kevin Blom,Match Report,
Regular Season,17,Sun,2016-12-18,14:30 (16:30),Heracles Almelo,3–0,Zwolle,11102,Polman Stadion,Edwin van de Graaf,Match Report,
Regular Season,17,Sun,2016-12-18,14:30 (16:30),Groningen,1–1,Go Ahead Eag,19442,Hitachi Capital Mobility Stadion,Bas Nijhuis,Match Report,
Regular Season,17,Sun,2016-12-18,16:45 (18:45),Ajax,1–1,PSV Eindhoven,51998,Johan Cruyff ArenA,Pol van Boekel,Match Report,
Regular Season,18,Fri,2017-01-13,20:00 (22:00),Go Ahead Eag,1–3,AZ Alkmaar,9518,De Adelaarshorst,Danny Makkelie,Match Report,
Regular Season,18,Sat,2017-01-14,18:30 (20:30),Heerenveen,2–0,ADO Den Haag,20400,Abe Lenstra Stadion,Jochem Kamphuis,Match Report,
Regular Season,18,Sat,2017-01-14,19:45 (21:45),Heracles Almelo,1–4,Groningen,10513,Polman Stadion,Pol van Boekel,Match Report,
Regular Season,18,Sat,2017-01-14,19:45 (21:45),PSV Eindhoven,2–0,Excelsior,27500,Philips Stadion,Björn Kuipers,Match Report,
Regular Season,18,Sat,2017-01-14,20:45 (22:45),Sparta R'dam,1–2,Utrecht,9000,Sparta-Stadion Het Kasteel,Serdar Gözübüyük,Match Report,
Regular Season,18,Sun,2017-01-15,12:30 (14:30),Roda JC,0–2,Feyenoord,14475,Parkstad Limburg Stadion,Kevin Blom,Match Report,
Regular Season,18,Sun,2017-01-15,14:30 (16:30),Zwolle,1–3,Ajax,13250,MAC³PARK Stadion,Dennis Higler,Match Report,
Regular Season,18,Sun,2017-01-15,14:30 (16:30),Vitesse,3–1,Twente,15194,GelreDome,Ed Janssen,Match Report,
Regular Season,18,Sun,2017-01-15,16:45 (18:45),Willem II,0–1,NEC Nijmegen,12400,Koning Willem II Stadion,Siemen Mulder,Match Report,
Regular Season,19,Fri,2017-01-20,20:00 (22:00),Twente,1–0,Heracles Almelo,28600,De Grolsch Veste,Danny Makkelie,Match Report,
Regular Season,19,Sat,2017-01-21,18:30 (20:30),AZ Alkmaar,1–1,Sparta R'dam,15910,AFAS Stadion,Dennis Higler,Match Report,
Regular Season,19,Sat,2017-01-21,19:45 (21:45),Feyenoord,1–0,Willem II,47500,Stadion Feijenoord,Ed Janssen,Match Report,
Regular Season,19,Sat,2017-01-21,19:45 (21:45),ADO Den Haag,1–2,Zwolle,9130,Cars Jeans Stadion,Christiaan Bax,Match Report,
Regular Season,19,Sat,2017-01-21,20:45 (22:45),Groningen,1–1,Vitesse,18810,Hitachi Capital Mobility Stadion,Jeroen Manschot,Match Report,
Regular Season,19,Sun,2017-01-22,12:30 (14:30),Utrecht,0–1,Ajax,21009,Stadion Galgenwaard,Björn Kuipers,Match Report,
Regular Season,19,Sun,2017-01-22,14:30 (16:30),NEC Nijmegen,2–0,Roda JC,11533,Goffertstadion,Edwin van de Graaf,Match Report,
Regular Season,19,Sun,2017-01-22,14:30 (16:30),Excelsior,1–1,Go Ahead Eag,3975,Van Donge & De Roo Stadion,Kevin Blom,Match Report,
Regular Season,19,Sun,2017-01-22,16:45 (18:45),PSV Eindhoven,4–3,Heerenveen,33900,Philips Stadion,Bas Nijhuis,Match Report,
Regular Season,20,Fri,2017-01-27,20:00 (22:00),Willem II,3–2,Sparta R'dam,12300,Koning Willem II Stadion,Jeroen Manschot,Match Report,
Regular Season,20,Sat,2017-01-28,18:30 (20:30),Go Ahead Eag,0–1,Utrecht,9645,De Adelaarshorst,Edwin van de Graaf,Match Report,
Regular Season,20,Sat,2017-01-28,19:45 (21:45),Roda JC,4–0,Excelsior,11858,Parkstad Limburg Stadion,Serdar Gözübüyük,Match Report,
Regular Season,20,Sat,2017-01-28,19:45 (21:45),Heracles Almelo,1–2,PSV Eindhoven,11245,Polman Stadion,Kevin Blom,Match Report,
Regular Season,20,Sun,2017-01-29,12:30 (14:30),Heerenveen,0–0,Groningen,21750,Abe Lenstra Stadion,Danny Makkelie,Match Report,
Regular Season,20,Sun,2017-01-29,14:30 (16:30),Ajax,3–0,ADO Den Haag,49552,Johan Cruyff ArenA,Bas Nijhuis,Match Report,
Regular Season,20,Sun,2017-01-29,14:30 (16:30),Zwolle,1–2,Twente,12800,MAC³PARK Stadion,Martin van den Kerkhof,Match Report,
Regular Season,20,Sun,2017-01-29,14:30 (16:30),Vitesse,2–1,AZ Alkmaar,14183,GelreDome,Jochem Kamphuis,Match Report,
Regular Season,20,Sun,2017-01-29,16:45 (18:45),Feyenoord,4–0,NEC Nijmegen,47500,Stadion Feijenoord,Pol van Boekel,Match Report,
Regular Season,21,Fri,2017-02-03,20:00 (22:00),ADO Den Haag,0–2,Vitesse,11343,Cars Jeans Stadion,Siemen Mulder,Match Report,
