Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
18,Sun,2012-01-22,,AZ Alkmaar,1–1,Ajax,,AFAS Stadion,Pieter Vink,Match Report,
19,Fri,2012-01-27,,PSV Eindhoven,3–1,Vitesse,,Philips Stadion,Bas Nijhuis,Match Report,
19,Sat,2012-01-28,,NAC Breda,1–1,De Graafschap,,Rat Verlegh Stadion,Pol van Boekel,Match Report,
19,Sat,2012-01-28,,Heerenveen,2–0,Utrecht,,Abe Lenstra Stadion,Ruud Bossen,Match Report,
19,Sat,2012-01-28,,Roda JC,2–0,AZ Alkmaar,,Parkstad Limburg Stadion,Serdar Gözübüyük,Match Report,
19,Sat,2012-01-28,,Heracles Almelo,3–0,Excelsior,,Polman Stadion,Luc Wouters,Match Report,
19,Sun,2012-01-29,,Feyenoord,4–2,Ajax,,Stadion Feijenoord,Björn Kuipers,Match Report,
19,Sun,2012-01-29,,NEC Nijmegen,2–0,ADO Den Haag,,Goffertstadion,Maarten Ketting,Match Report,
19,Sun,2012-01-29,,Twente,4–1,Groningen,,De Grolsch Veste,Kevin Blom,Match Report,
19,Sun,2012-01-29,,RKC Waalwijk,4–0,VVV-Venlo,,Mandemakers Stadion,Pieter Vink,Match Report,
20,Fri,2012-02-03,,Heerenveen,4–3,Roda JC,,Abe Lenstra Stadion,Jeroen Sanders,Match Report,
20,Sat,2012-02-04,,Vitesse,1–0,NAC Breda,,GelreDome,Björn Kuipers,Match Report,
20,Sat,2012-02-04,,Excelsior,3–1,VVV-Venlo,,Van Donge & De Roo Stadion,Bas Nijhuis,Match Report,
20,Sun,2012-02-05,,Groningen,0–3,RKC Waalwijk,,Noordlease Stadion,Richard Liesveld,Match Report,
20,Sun,2012-02-05,,NEC Nijmegen,0–2,Feyenoord,,Goffertstadion,Alexandre Boucaut,Match Report,
20,Sun,2012-02-05,,Ajax,0–2,Utrecht,,Amsterdam ArenA,Danny Makkelie,Match Report,
20,Sun,2012-02-05,,Heracles Almelo,1–1,PSV Eindhoven,,Polman Stadion,Pieter Vink,Match Report,
20,Wed,2012-02-08,,ADO Den Haag,0–6,AZ Alkmaar,,Cars Jeans Stadion,Kevin Blom,Match Report,
21,Fri,2012-02-10,,Twente,2–3,Heracles Almelo,,De Grolsch Veste,Reinold Wiedemeijer,Match Report,
21,Sat,2012-02-11,,NAC Breda,0–2,Ajax,,Rat Verlegh Stadion,Kevin Blom,Match Report,
21,Sat,2012-02-11,,VVV-Venlo,2–0,Groningen,,Seacon Stadion De Koel,Tom van Sichem,Match Report,
21,Sat,2012-02-11,,Roda JC,1–0,NEC Nijmegen,,Parkstad Limburg Stadion,Ed Janssen,Match Report,
21,Sat,2012-02-11,,AZ Alkmaar,2–0,Excelsior,,AFAS Stadion,Jack van Hulten,Match Report,
21,Sun,2012-02-12,,RKC Waalwijk,0–1,Heerenveen,,Mandemakers Stadion,Dennis Higler,Match Report,
21,Sun,2012-02-12,,Utrecht,1–1,ADO Den Haag,,Stadion Galgenwaard,Bas Nijhuis,Match Report,
21,Sun,2012-02-12,,Feyenoord,3–1,Vitesse,,Stadion Feijenoord,Serdar Gözübüyük,Match Report,
21,Sun,2012-02-12,,PSV Eindhoven,4–1,De Graafschap,,Philips Stadion,Jan Wegereef,Match Report,
22,Fri,2012-02-17,,Heerenveen,1–0,NAC Breda,,Abe Lenstra Stadion,Serdar Gözübüyük,Match Report,
22,Sat,2012-02-18,,Heracles Almelo,2–1,Roda JC,,Polman Stadion,Wim Smet,Match Report,
22,Sat,2012-02-18,,ADO Den Haag,1–1,Excelsior,,Cars Jeans Stadion,Jan Wegereef,Match Report,
22,Sat,2012-02-18,,De Graafschap,1–4,VVV-Venlo,,Stadion De Vijverberg,Björn Kuipers,Match Report,
22,Sat,2012-02-18,,Feyenoord,1–1,RKC Waalwijk,,Stadion Feijenoord,Danny Makkelie,Match Report,
22,Sun,2012-02-19,,Groningen,3–0,PSV Eindhoven,,Noordlease Stadion,Reinold Wiedemeijer,Match Report,
22,Sun,2012-02-19,,Ajax,4–1,NEC Nijmegen,,Amsterdam ArenA,Ruud Bossen,Match Report,
22,Sun,2012-02-19,,Utrecht,3–0,AZ Alkmaar,,Stadion Galgenwaard,Pol van Boekel,Match Report,
22,Sun,2012-02-19,,Vitesse,1–4,Twente,,GelreDome,Pieter Vink,Match Report,
23,Fri,2012-02-24,,RKC Waalwijk,1–0,Vitesse,,Mandemakers Stadion,Ed Janssen,Match Report,
23,Sat,2012-02-25,,Roda JC,0–2,De Graafschap,,Parkstad Limburg Stadion,Jochem Kamphuis,Match Report,
23,Sat,2012-02-25,,NEC Nijmegen,4–0,Groningen,,Goffertstadion,Bas Nijhuis,Match Report,
23,Sat,2012-02-25,,NAC Breda,4–0,ADO Den Haag,,Rat Verlegh Stadion,Ruud Bossen,Match Report,
23,Sat,2012-02-25,,VVV-Venlo,3–1,Heracles Almelo,,Seacon Stadion De Koel,Kevin Blom,Match Report,
23,Sun,2012-02-26,,AZ Alkmaar,3–3,Heerenveen,,AFAS Stadion,Björn Kuipers,Match Report,
23,Sun,2012-02-26,,PSV Eindhoven,3–2,Feyenoord,,Philips Stadion,Richard Liesveld,Match Report,
23,Sun,2012-02-26,,Excelsior,1–4,Ajax,,Van Donge & De Roo Stadion,Pol van Boekel,Match Report,
23,Sun,2012-02-26,,Twente,1–0,Utrecht,,De Grolsch Veste,Jack van Hulten,Match Report,
24,Sat,2012-03-03,,ADO Den Haag,0–0,Heerenveen,,Cars Jeans Stadion,Danny Makkelie,Match Report,
24,Sat,2012-03-03,,AZ Alkmaar,3–1,Heracles Almelo,,AFAS Stadion,Ruud Bossen,Match Report,
24,Sat,2012-03-03,,VVV-Venlo,2–1,NAC Breda,,Seacon Stadion De Koel,Pieter Vink,Match Report,
24,Sat,2012-03-03,,RKC Waalwijk,1–0,Excelsior,,Mandemakers Stadion,Kevin Blom,Match Report,
24,Sun,2012-03-04,,PSV Eindhoven,2–6,Twente,,Philips Stadion,Pol van Boekel,Match Report,
24,Sun,2012-03-04,,Ajax,4–1,Roda JC,,Amsterdam ArenA,Richard Liesveld,Match Report,
24,Sun,2012-03-04,,Vitesse,2–0,De Graafschap,,GelreDome,Bas Nijhuis,Match Report,
24,Sun,2012-03-04,,Utrecht,0–0,NEC Nijmegen,,Stadion Galgenwaard,Dennis Higler,Match Report,
24,Sun,2012-03-04,,Feyenoord,1–0,Groningen,,Stadion Feijenoord,Jack van Hulten,Match Report,
25,Fri,2012-03-09,,Roda JC,3–1,VVV-Venlo,,Parkstad Limburg Stadion,Björn Kuipers,Match Report,
25,Sat,2012-03-10,,Heracles Almelo,0–2,ADO Den Haag,,Polman Stadion,Maarten Ketting,Match Report,
25,Sat,2012-03-10,,Heerenveen,4–2,Excelsior,,Abe Lenstra Stadion,Tom van Sichem,Match Report,
25,Sat,2012-03-10,,Groningen,1–3,Vitesse,,Noordlease Stadion,Serdar Gözübüyük,Match Report,
25,Sun,2012-03-11,,NEC Nijmegen,3–1,Twente,,Goffertstadion,Luc Wouters,Match Report,
25,Sun,2012-03-11,,De Graafschap,0–2,AZ Alkmaar,,Stadion De Vijverberg,Pieter Vink,Match Report,
25,Sun,2012-03-11,,Feyenoord,1–1,Utrecht,,Stadion Feijenoord,Pol van Boekel,Match Report,
25,Sun,2012-03-11,,Ajax,3–0,RKC Waalwijk,,Amsterdam ArenA,Reinold Wiedemeijer,Match Report,
25,Sun,2012-03-11,,NAC Breda,3–1,PSV Eindhoven,,Rat Verlegh Stadion,Danny Makkelie,Match Report,
26,Fri,2012-03-16,,Vitesse,2–0,Heracles Almelo,,GelreDome,Reinold Wiedemeijer,Match Report,
26,Sat,2012-03-17,,VVV-Venlo,0–2,NEC Nijmegen,,Seacon Stadion De Koel,Jeroen Sanders,Match Report,
26,Sat,2012-03-17,,Excelsior,2–1,Roda JC,,Van Donge & De Roo Stadion,Maarten Ketting,Match Report,
26,Sat,2012-03-17,,RKC Waalwijk,1–0,De Graafschap,,Mandemakers Stadion,Serdar Gözübüyük,Match Report,
26,Sun,2012-03-18,,Twente,0–2,Feyenoord,,De Grolsch Veste,Kevin Blom,Match Report,
26,Sun,2012-03-18,,PSV Eindhoven,5–1,Heerenveen,,Philips Stadion,Ruud Bossen,Match Report,
26,Sun,2012-03-18,,ADO Den Haag,0–2,Ajax,,Cars Jeans Stadion,Bas Nijhuis,Match Report,
