Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,29,Sat,2015-04-04,20:45 (21:45),Dordrecht,2–3,Heracles Almelo,3927,Riwal Hoogwerkers Stadion,Serdar Gözübüyük,Match Report,
Regular Season,29,Sun,2015-04-05,12:30 (13:30),Utrecht,1–1,Ajax,19000,Stadion Galgenwaard,Pol van Boekel,Match Report,
Regular Season,29,Sun,2015-04-05,12:30 (13:30),AZ Alkmaar,1–4,Feyenoord,16503,AFAS Stadion,Björn Kuipers,Match Report,
Regular Season,29,Sun,2015-04-05,14:30 (15:30),Excelsior,2–3,ADO Den Haag,3600,Van Donge & De Roo Stadion,Kevin Blom,Match Report,
Regular Season,29,Sun,2015-04-05,16:45 (17:45),Cambuur,1–0,Go Ahead Eag,9617,Cambuurstadion,Ed Janssen,Match Report,
Regular Season,30,Fri,2015-04-10,20:00 (21:00),PSV Eindhoven,3–1,Zwolle,35000,Philips Stadion,Björn Kuipers,Match Report,
Regular Season,30,Sat,2015-04-11,18:30 (19:30),Excelsior,1–3,Vitesse,3600,Van Donge & De Roo Stadion,Siemen Mulder,Match Report,
Regular Season,30,Sat,2015-04-11,19:45 (20:45),NAC Breda,2–2,Dordrecht,18600,Rat Verlegh Stadion,Bas Nijhuis,Match Report,
Regular Season,30,Sat,2015-04-11,19:45 (20:45),Heerenveen,5–2,AZ Alkmaar,24886,Abe Lenstra Stadion,Ed Janssen,Match Report,
Regular Season,30,Sat,2015-04-11,20:45 (21:45),Heracles Almelo,0–2,Ajax,8431,Polman Stadion,Kevin Blom,Match Report,
Regular Season,30,Sun,2015-04-12,12:30 (13:30),Willem II,2–2,Feyenoord,14400,Koning Willem II Stadion,Eric Braamhaar,Match Report,
Regular Season,30,Sun,2015-04-12,14:30 (15:30),Go Ahead Eag,1–3,Twente,7703,De Adelaarshorst,Dennis Higler,Match Report,
Regular Season,30,Sun,2015-04-12,14:30 (15:30),Groningen,3–2,Cambuur,21821,Hitachi Capital Mobility Stadion,Richard Liesveld,Match Report,
Regular Season,30,Sun,2015-04-12,16:45 (17:45),ADO Den Haag,2–0,Utrecht,10102,Cars Jeans Stadion,Jochem Kamphuis,Match Report,
Regular Season,31,Fri,2015-04-17,20:00 (21:00),Cambuur,1–1,Excelsior,9644,Cambuurstadion,Dennis Higler,Match Report,
Regular Season,31,Sat,2015-04-18,18:30 (19:30),AZ Alkmaar,3–1,ADO Den Haag,15914,AFAS Stadion,Danny Makkelie,Match Report,
Regular Season,31,Sat,2015-04-18,19:45 (20:45),Vitesse,3–0,Dordrecht,17126,GelreDome,Jochem Kamphuis,Match Report,
Regular Season,31,Sat,2015-04-18,19:45 (20:45),PSV Eindhoven,4–1,Heerenveen,35000,Philips Stadion,Serdar Gözübüyük,Match Report,
Regular Season,31,Sat,2015-04-18,20:45 (21:45),Willem II,1–4,Groningen,12680,Koning Willem II Stadion,Allard Lindhout,Match Report,
Regular Season,31,Sun,2015-04-19,12:30 (13:30),Feyenoord,0–1,Go Ahead Eag,47000,Stadion Feijenoord,Kevin Blom,Match Report,
Regular Season,31,Sun,2015-04-19,14:30 (15:30),Heracles Almelo,2–0,Zwolle,8361,Polman Stadion,Pol van Boekel,Match Report,
Regular Season,31,Sun,2015-04-19,14:30 (15:30),Ajax,0–0,NAC Breda,51596,Johan Cruyff ArenA,Björn Kuipers,Match Report,
Regular Season,31,Sun,2015-04-19,16:45 (17:45),Utrecht,1–0,Twente,17219,Stadion Galgenwaard,Ed Janssen,Match Report,
Regular Season,32,Fri,2015-04-24,20:00 (21:00),ADO Den Haag,1–0,Vitesse,14837,Cars Jeans Stadion,Ed Janssen,Match Report,
Regular Season,32,Sat,2015-04-25,18:30 (19:30),Heerenveen,1–1,Willem II,24211,Abe Lenstra Stadion,Jochem Kamphuis,Match Report,
Regular Season,32,Sat,2015-04-25,19:45 (20:45),NAC Breda,1–3,Heracles Almelo,19000,Rat Verlegh Stadion,Danny Makkelie,Match Report,
Regular Season,32,Sat,2015-04-25,19:45 (20:45),Go Ahead Eag,0–2,Utrecht,8200,De Adelaarshorst,Björn Kuipers,Match Report,
Regular Season,32,Sat,2015-04-25,20:45 (21:45),Excelsior,2–3,PSV Eindhoven,3600,Van Donge & De Roo Stadion,Bas Nijhuis,Match Report,
Regular Season,32,Sun,2015-04-26,12:30 (13:30),Dordrecht,0–0,Cambuur,3625,Riwal Hoogwerkers Stadion,Martin van den Kerkhof,Match Report,
Regular Season,32,Sun,2015-04-26,14:30 (15:30),Zwolle,1–1,Ajax,12500,MAC³PARK Stadion,Eric Braamhaar,Match Report,
Regular Season,32,Sun,2015-04-26,14:30 (15:30),Groningen,1–1,Feyenoord,21815,Hitachi Capital Mobility Stadion,Dennis Higler,Match Report,
Regular Season,32,Sun,2015-04-26,16:45 (17:45),Twente,0–2,AZ Alkmaar,29600,De Grolsch Veste,Kevin Blom,Match Report,
Regular Season,33,Sun,2015-05-10,14:30 (15:30),Twente,3–0,Dordrecht,27700,De Grolsch Veste,Serdar Gözübüyük,Match Report,
Regular Season,33,Sun,2015-05-10,14:30 (15:30),Groningen,0–1,Zwolle,20214,Hitachi Capital Mobility Stadion,Kevin Blom,Match Report,
Regular Season,33,Sun,2015-05-10,14:30 (15:30),Willem II,1–0,ADO Den Haag,12500,Koning Willem II Stadion,Siemen Mulder,Match Report,
Regular Season,33,Sun,2015-05-10,14:30 (15:30),AZ Alkmaar,3–2,NAC Breda,15725,AFAS Stadion,Pol van Boekel,Match Report,
Regular Season,33,Sun,2015-05-10,14:30 (15:30),Utrecht,2–2,Excelsior,18000,Stadion Galgenwaard,Richard Liesveld,Match Report,
Regular Season,33,Sun,2015-05-10,14:30 (15:30),PSV Eindhoven,2–0,Heracles Almelo,33300,Philips Stadion,Ed Janssen,Match Report,
Regular Season,33,Sun,2015-05-10,14:30 (15:30),Go Ahead Eag,1–1,Heerenveen,7861,De Adelaarshorst,Bas Nijhuis,Match Report,
Regular Season,33,Sun,2015-05-10,14:30 (15:30),Ajax,3–0,Cambuur,51140,Johan Cruyff ArenA,Jochem Kamphuis,Match Report,
Regular Season,33,Mon,2015-05-11,20:00 (21:00),Feyenoord,1–4,Vitesse,46500,Stadion Feijenoord,Björn Kuipers,Match Report,
Regular Season,34,Sun,2015-05-17,14:30 (15:30),Heracles Almelo,1–0,Go Ahead Eag,8233,Polman Stadion,Dennis Higler,Match Report,
Regular Season,34,Sun,2015-05-17,14:30 (15:30),Heerenveen,1–3,Twente,24000,Abe Lenstra Stadion,Allard Lindhout,Match Report,
Regular Season,34,Sun,2015-05-17,14:30 (15:30),Excelsior,1–4,AZ Alkmaar,3600,Van Donge & De Roo Stadion,Björn Kuipers,Match Report,
Regular Season,34,Sun,2015-05-17,14:30 (15:30),Vitesse,3–3,Utrecht,18696,GelreDome,Danny Makkelie,Match Report,
Regular Season,34,Sun,2015-05-17,14:30 (15:30),ADO Den Haag,2–3,PSV Eindhoven,14937,Cars Jeans Stadion,Kevin Blom,Match Report,
Regular Season,34,Sun,2015-05-17,14:30 (15:30),Cambuur,1–2,Willem II,9925,Cambuurstadion,Ed Janssen,Match Report,
Regular Season,34,Sun,2015-05-17,14:30 (15:30),Dordrecht,2–1,Ajax,4103,Riwal Hoogwerkers Stadion,Pol van Boekel,Match Report,
Regular Season,34,Sun,2015-05-17,14:30 (15:30),NAC Breda,4–5,Groningen,16500,Rat Verlegh Stadion,Serdar Gözübüyük,Match Report,
Regular Season,34,Sun,2015-05-17,14:30 (15:30),Zwolle,3–0,Feyenoord,12420,MAC³PARK Stadion,Bas Nijhuis,Match Report,
Semi-finals,,Thu,2015-05-21,18:30 (19:30),Heerenveen,1–0,Feyenoord,15123,Abe Lenstra Stadion,Danny Makkelie,Match Report,Leg 1 of 2
Semi-finals,,Thu,2015-05-21,20:45 (21:45),Zwolle,1–2,Vitesse,7200,MAC³PARK Stadion,Pol van Boekel,Match Report,Leg 1 of 2
Semi-finals,,Sun,2015-05-24,12:30 (13:30),Vitesse,1–1,Zwolle,16116,GelreDome,,Match Report,Leg 2 of 2; Vitesse won
Semi-finals,,Sun,2015-05-24,15:30 (16:30),Feyenoord,2–2,Heerenveen,38000,Stadion Feijenoord,Kevin Blom,Match Report,Leg 2 of 2; Heerenveen won; Required Extra Time
Finals,,Thu,2015-05-28,20:45 (21:45),Heerenveen,2–2,Vitesse,16620,Abe Lenstra Stadion,Björn Kuipers,Match Report,Leg 1 of 2
Finals,,Sun,2015-05-31,16:45 (17:45),Vitesse,5–2,Heerenveen,17529,GelreDome,Bas Nijhuis,Match Report,Leg 2 of 2; Vitesse won
