Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,19,Tue,2021-01-26,20:00 (22:00),Emmen,0–2,PSV Eindhoven,,De Oude Meerdijk,Jeroen Manschot,Match Report,
Regular Season,19,Tue,2021-01-26,21:00 (23:00),Groningen,3–0,ADO Den Haag,,Hitachi Capital Mobility Stadion,Rob Dieperink,Match Report,
Regular Season,19,Wed,2021-01-27,18:45 (20:45),AZ Alkmaar,0–1,Utrecht,,AFAS Stadion,Dennis Higler,Match Report,
Regular Season,19,Wed,2021-01-27,20:00 (22:00),RKC Waalwijk,1–2,Fortuna Sittard,,Mandemakers Stadion,Laurens Gerrets,Match Report,
Regular Season,19,Wed,2021-01-27,20:00 (22:00),VVV-Venlo,4–1,Vitesse,,Seacon Stadion De Koel,Allard Lindhout,Match Report,
Regular Season,19,Wed,2021-01-27,21:00 (23:00),Heerenveen,3–0,Feyenoord,,Abe Lenstra Stadion,Pol van Boekel,Match Report,
Regular Season,19,Thu,2021-01-28,18:45 (20:45),Sparta R'dam,0–0,Twente,,Sparta-Stadion Het Kasteel,Edwin van de Graaf,Match Report,
Regular Season,19,Thu,2021-01-28,21:00 (23:00),Ajax,3–1,Willem II,,Johan Cruyff ArenA,Siemen Mulder,Match Report,
Regular Season,20,Sat,2021-01-30,16:30 (18:30),Heracles Almelo,1–0,Groningen,,Polman Stadion,Pol van Boekel,Match Report,
Regular Season,20,Sat,2021-01-30,18:45 (20:45),Utrecht,3–3,Zwolle,,Stadion Galgenwaard,Jannick van der Laan,Match Report,
Regular Season,20,Sat,2021-01-30,20:00 (22:00),Fortuna Sittard,3–2,VVV-Venlo,,Fortuna Sittard Stadion,Serdar Gözübüyük,Match Report,
Regular Season,20,Sat,2021-01-30,21:00 (23:00),Vitesse,1–1,RKC Waalwijk,,GelreDome,Richard Martens,Match Report,
Regular Season,20,Sun,2021-01-31,12:15 (14:15),Twente,0–0,Heerenveen,,De Grolsch Veste,Jeroen Manschot,Match Report,
Regular Season,20,Sun,2021-01-31,14:30 (16:30),Feyenoord,3–1,PSV Eindhoven,,Stadion Feijenoord,Dennis Higler,Match Report,
Regular Season,20,Sun,2021-01-31,14:30 (16:30),Willem II,2–0,Emmen,,Koning Willem II Stadion,Björn Kuipers,Match Report,
Regular Season,20,Sun,2021-01-31,16:45 (18:45),ADO Den Haag,1–1,Sparta R'dam,,Cars Jeans Stadion,Erwin Blank,Match Report,
Regular Season,20,Sun,2021-01-31,16:45 (18:45),AZ Alkmaar,0–3,Ajax,,AFAS Stadion,Bas Nijhuis,Match Report,
Regular Season,21,Fri,2021-02-05,20:00 (22:00),Fortuna Sittard,0–1,Heracles Almelo,,Fortuna Sittard Stadion,Martin Perez,Match Report,
Regular Season,21,Sat,2021-02-06,14:00 (16:00),Emmen,0–1,AZ Alkmaar,,De Oude Meerdijk,Pol van Boekel,Match Report,
Regular Season,21,Sat,2021-02-06,14:00 (16:00),Zwolle,1–1,RKC Waalwijk,,MAC³PARK Stadion,Björn Kuipers,Match Report,
Regular Season,21,Sat,2021-02-06,16:30 (18:30),Heerenveen,1–0,Vitesse,,Abe Lenstra Stadion,Bas Nijhuis,Match Report,
