Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,21,Sat,2021-02-06,16:30 (18:30),PSV Eindhoven,3–0,Twente,,Philips Stadion,Siemen Mulder,Match Report,
Regular Season,22,Fri,2021-02-12,18:45 (20:45),RKC Waalwijk,1–0,Emmen,,Mandemakers Stadion,Edwin van de Graaf,Match Report,
Regular Season,22,Sat,2021-02-13,12:00 (14:00),Groningen,1–0,Zwolle,,Hitachi Capital Mobility Stadion,Jeroen Manschot,Match Report,
Regular Season,22,Sat,2021-02-13,14:15 (16:15),Sparta R'dam,1–2,Fortuna Sittard,,Sparta-Stadion Het Kasteel,Martin van den Kerkhof,Match Report,
Regular Season,22,Sat,2021-02-13,16:30 (18:30),ADO Den Haag,2–2,PSV Eindhoven,,Cars Jeans Stadion,Pol van Boekel,Match Report,
Regular Season,22,Sat,2021-02-13,18:45 (20:45),Heracles Almelo,0–2,Ajax,,Polman Stadion,Kevin Blom,Match Report,
Regular Season,22,Sun,2021-02-14,12:15 (14:15),AZ Alkmaar,3–1,Heerenveen,,AFAS Stadion,Danny Makkelie,Match Report,
Regular Season,22,Sun,2021-02-14,14:30 (16:30),Utrecht,3–1,VVV-Venlo,,Stadion Galgenwaard,Bas Nijhuis,Match Report,
Regular Season,22,Sun,2021-02-14,14:30 (16:30),Feyenoord,5–0,Willem II,,Stadion Feijenoord,Jochem Kamphuis,Match Report,
Regular Season,22,Sun,2021-02-14,16:45 (18:45),Vitesse,0–2,Twente,,GelreDome,Sander Van der Eijk,Match Report,
Regular Season,23,Fri,2021-02-19,20:00 (22:00),Willem II,0–6,Utrecht,,Koning Willem II Stadion,Rob Dieperink,Match Report,
Regular Season,23,Sat,2021-02-20,18:45 (20:45),Emmen,3–2,Zwolle,,De Oude Meerdijk,Serdar Gözübüyük,Match Report,
Regular Season,23,Sat,2021-02-20,20:00 (22:00),VVV-Venlo,1–4,AZ Alkmaar,,Seacon Stadion De Koel,Jochem Kamphuis,Match Report,
Regular Season,23,Sat,2021-02-20,21:00 (23:00),Fortuna Sittard,2–0,ADO Den Haag,,Fortuna Sittard Stadion,Bas Nijhuis,Match Report,
Regular Season,23,Sun,2021-02-21,12:15 (14:15),Twente,2–2,Feyenoord,,De Grolsch Veste,Danny Makkelie,Match Report,
Regular Season,23,Sun,2021-02-21,14:30 (16:30),RKC Waalwijk,3–0,Heracles Almelo,,Mandemakers Stadion,Christiaan Bax,Match Report,
Regular Season,23,Sun,2021-02-21,14:30 (16:30),Heerenveen,1–1,Groningen,,Abe Lenstra Stadion,Kevin Blom,Match Report,
Regular Season,23,Sun,2021-02-21,16:45 (18:45),PSV Eindhoven,3–1,Vitesse,,Philips Stadion,Björn Kuipers,Match Report,
Regular Season,23,Sun,2021-02-21,20:00 (22:00),Ajax,4–2,Sparta R'dam,,Johan Cruyff ArenA,Jeroen Manschot,Match Report,
Regular Season,21,Wed,2021-02-24,16:30 (18:30),Willem II,1–1,ADO Den Haag,,Koning Willem II Stadion,Siemen Mulder,Match Report,
Regular Season,21,Wed,2021-02-24,18:45 (20:45),Groningen,0–0,Feyenoord,,Hitachi Capital Mobility Stadion,Martin van den Kerkhof,Match Report,
Regular Season,24,Fri,2021-02-26,20:00 (22:00),Zwolle,4–1,Heerenveen,,MAC³PARK Stadion,Laurens Gerrets,Match Report,
Regular Season,24,Sat,2021-02-27,16:30 (18:30),Utrecht,0–1,Emmen,,Stadion Galgenwaard,Christiaan Bax,Match Report,
Regular Season,24,Sat,2021-02-27,18:45 (20:45),ADO Den Haag,0–0,RKC Waalwijk,,Cars Jeans Stadion,Jochem Kamphuis,Match Report,
Regular Season,24,Sat,2021-02-27,20:00 (22:00),Vitesse,4–1,VVV-Venlo,,GelreDome,Erwin Blank,Match Report,
Regular Season,24,Sat,2021-02-27,21:00 (23:00),Heracles Almelo,2–2,Twente,,Polman Stadion,Dennis Higler,Match Report,
Regular Season,24,Sun,2021-02-28,12:15 (14:15),Sparta R'dam,0–2,Willem II,,Sparta-Stadion Het Kasteel,Kevin Blom,Match Report,
Regular Season,24,Sun,2021-02-28,14:30 (16:30),Groningen,1–0,Fortuna Sittard,,Hitachi Capital Mobility Stadion,Jannick van der Laan,Match Report,
Regular Season,24,Sun,2021-02-28,14:30 (16:30),PSV Eindhoven,1–1,Ajax,,Philips Stadion,Danny Makkelie,Match Report,
Regular Season,24,Sun,2021-02-28,16:45 (18:45),AZ Alkmaar,4–2,Feyenoord,,AFAS Stadion,Björn Kuipers,Match Report,
Regular Season,25,Fri,2021-03-05,20:00 (22:00),Emmen,1–1,Sparta R'dam,,De Oude Meerdijk,Danny Makkelie,Match Report,
Regular Season,25,Sat,2021-03-06,16:30 (18:30),Feyenoord,6–0,VVV-Venlo,,Stadion Feijenoord,Edwin van de Graaf,Match Report,
Regular Season,25,Sat,2021-03-06,18:45 (20:45),Twente,1–1,Willem II,,De Grolsch Veste,Serdar Gözübüyük,Match Report,
Regular Season,25,Sat,2021-03-06,20:00 (22:00),Heerenveen,3–0,ADO Den Haag,,Abe Lenstra Stadion,Björn Kuipers,Match Report,
Regular Season,25,Sat,2021-03-06,21:00 (23:00),RKC Waalwijk,1–2,Utrecht,,Mandemakers Stadion,Sander Van der Eijk,Match Report,
Regular Season,25,Sun,2021-03-07,12:15 (14:15),Ajax,3–1,Groningen,,Johan Cruyff ArenA,Dennis Higler,Match Report,
Regular Season,25,Sun,2021-03-07,14:30 (16:30),Heracles Almelo,2–1,Zwolle,,Polman Stadion,Bas Nijhuis,Match Report,
Regular Season,25,Sun,2021-03-07,14:30 (16:30),Fortuna Sittard,1–3,PSV Eindhoven,,Fortuna Sittard Stadion,Allard Lindhout,Match Report,
Regular Season,25,Sun,2021-03-07,16:45 (18:45),Vitesse,2–1,AZ Alkmaar,,GelreDome,Pol van Boekel,Match Report,
Regular Season,21,Tue,2021-03-09,18:45 (20:45),VVV-Venlo,0–1,Sparta R'dam,,Seacon Stadion De Koel,Christiaan Bax,Match Report,
Regular Season,26,Sat,2021-03-13,16:30 (18:30),Willem II,3–1,Heerenveen,,Koning Willem II Stadion,Jeroen Manschot,Match Report,
Regular Season,26,Sat,2021-03-13,18:45 (20:45),ADO Den Haag,1–2,Heracles Almelo,,Cars Jeans Stadion,Richard Martens,Match Report,
Regular Season,26,Sat,2021-03-13,20:00 (22:00),Groningen,1–1,Emmen,,Hitachi Capital Mobility Stadion,Allard Lindhout,Match Report,
Regular Season,26,Sat,2021-03-13,20:00 (22:00),AZ Alkmaar,4–1,Twente,,AFAS Stadion,Kevin Blom,Match Report,
Regular Season,26,Sat,2021-03-13,21:00 (23:00),Sparta R'dam,2–0,RKC Waalwijk,,Sparta-Stadion Het Kasteel,Rob Dieperink,Match Report,
Regular Season,26,Sun,2021-03-14,12:15 (14:15),VVV-Venlo,1–3,Fortuna Sittard,,Seacon Stadion De Koel,Siemen Mulder,Match Report,
Regular Season,26,Sun,2021-03-14,14:30 (16:30),PSV Eindhoven,1–1,Feyenoord,,Philips Stadion,Bas Nijhuis,Match Report,
Regular Season,26,Sun,2021-03-14,14:30 (16:30),Utrecht,1–3,Vitesse,,Stadion Galgenwaard,Jochem Kamphuis,Match Report,
Regular Season,26,Sun,2021-03-14,16:45 (18:45),Zwolle,0–2,Ajax,,MAC³PARK Stadion,Pol van Boekel,Match Report,
Regular Season,27,Fri,2021-03-19,20:00 (22:00),Heerenveen,0–0,Twente,,Abe Lenstra Stadion,Martin van den Kerkhof,Match Report,
Regular Season,27,Sat,2021-03-20,16:30 (18:30),Fortuna Sittard,0–1,Utrecht,,Fortuna Sittard Stadion,Björn Kuipers,Match Report,
Regular Season,27,Sat,2021-03-20,20:00 (22:00),Feyenoord,1–1,Emmen,,Stadion Feijenoord,Kevin Blom,Match Report,
Regular Season,27,Sat,2021-03-20,21:00 (23:00),RKC Waalwijk,3–1,Groningen,,Mandemakers Stadion,Edwin van de Graaf,Match Report,
Regular Season,27,Sun,2021-03-21,12:15 (14:15),Zwolle,2–1,VVV-Venlo,,MAC³PARK Stadion,Ingmar Oostrom,Match Report,
Regular Season,27,Sun,2021-03-21,14:30 (16:30),AZ Alkmaar,2–0,PSV Eindhoven,,AFAS Stadion,Dennis Higler,Match Report,
Regular Season,27,Sun,2021-03-21,14:30 (16:30),Vitesse,0–0,Willem II,,GelreDome,Danny Makkelie,Match Report,
Regular Season,27,Sun,2021-03-21,16:45 (18:45),Heracles Almelo,1–1,Sparta R'dam,,Polman Stadion,Siemen Mulder,Match Report,
Regular Season,27,Sun,2021-03-21,20:00 (22:00),Ajax,5–0,ADO Den Haag,,Johan Cruyff ArenA,Allard Lindhout,Match Report,
Regular Season,28,Sat,2021-04-03,18:45 (19:45),VVV-Venlo,0–1,Groningen,,Seacon Stadion De Koel,Bas Nijhuis,Match Report,
Regular Season,28,Sat,2021-04-03,20:00 (21:00),Twente,1–2,Vitesse,,De Grolsch Veste,Pol van Boekel,Match Report,
Regular Season,28,Sat,2021-04-03,20:00 (21:00),Willem II,0–1,AZ Alkmaar,,Koning Willem II Stadion,Kevin Blom,Match Report,
Regular Season,28,Sat,2021-04-03,21:00 (22:00),Sparta R'dam,3–2,Zwolle,,Sparta-Stadion Het Kasteel,Edwin van de Graaf,Match Report,
Regular Season,28,Sun,2021-04-04,12:15 (13:15),Feyenoord,2–0,Fortuna Sittard,,Stadion Feijenoord,Allard Lindhout,Match Report,
Regular Season,28,Sun,2021-04-04,14:30 (15:30),ADO Den Haag,1–4,Utrecht,,Cars Jeans Stadion,Dennis Higler,Match Report,
Regular Season,28,Sun,2021-04-04,14:30 (15:30),PSV Eindhoven,3–0,Heracles Almelo,,Philips Stadion,Martin van den Kerkhof,Match Report,
Regular Season,28,Sun,2021-04-04,16:45 (17:45),Emmen,3–1,RKC Waalwijk,,De Oude Meerdijk,Danny Makkelie,Match Report,
Regular Season,28,Sun,2021-04-04,16:45 (17:45),Heerenveen,1–2,Ajax,,Abe Lenstra Stadion,Jochem Kamphuis,Match Report,
Regular Season,29,Fri,2021-04-09,20:00 (21:00),Vitesse,0–0,ADO Den Haag,,GelreDome,Jochem Kamphuis,Match Report,
Regular Season,29,Sat,2021-04-10,18:45 (19:45),Heracles Almelo,4–0,Willem II,,Polman Stadion,Pol van Boekel,Match Report,
Regular Season,29,Sat,2021-04-10,20:00 (21:00),Fortuna Sittard,1–3,Emmen,,Fortuna Sittard Stadion,Joey Kooij,Match Report,
Regular Season,29,Sat,2021-04-10,20:00 (21:00),AZ Alkmaar,2–0,Sparta R'dam,,AFAS Stadion,Björn Kuipers,Match Report,
Regular Season,29,Sat,2021-04-10,21:00 (22:00),Zwolle,1–0,Twente,,MAC³PARK Stadion,Richard Martens,Match Report,
Regular Season,29,Sun,2021-04-11,12:15 (13:15),Utrecht,1–2,Feyenoord,,Stadion Galgenwaard,Danny Makkelie,Match Report,
Regular Season,29,Sun,2021-04-11,14:30 (15:30),VVV-Venlo,0–2,PSV Eindhoven,,Seacon Stadion De Koel,Kevin Blom,Match Report,
Regular Season,29,Sun,2021-04-11,14:30 (15:30),Groningen,0–2,Heerenveen,,Hitachi Capital Mobility Stadion,Dennis Higler,Match Report,
Regular Season,29,Sun,2021-04-11,16:45 (17:45),RKC Waalwijk,0–1,Ajax,,Mandemakers Stadion,Bas Nijhuis,Match Report,
Regular Season,21,Thu,2021-04-22,18:45 (19:45),Ajax,1–1,Utrecht,,Johan Cruyff ArenA,Allard Lindhout,Match Report,
Regular Season,30,Fri,2021-04-23,18:45 (19:45),Willem II,1–0,RKC Waalwijk,2000,Koning Willem II Stadion,Danny Makkelie,Match Report,
Regular Season,30,Sat,2021-04-24,16:30 (17:30),Heerenveen,0–2,Zwolle,2000,Abe Lenstra Stadion,Rob Dieperink,Match Report,
Regular Season,30,Sat,2021-04-24,18:45 (19:45),PSV Eindhoven,1–0,Groningen,,Philips Stadion,Jeroen Manschot,Match Report,
Regular Season,30,Sat,2021-04-24,18:45 (19:45),Sparta R'dam,2–0,VVV-Venlo,1184,Sparta-Stadion Het Kasteel,Sander Van der Eijk,Match Report,
Regular Season,30,Sun,2021-04-25,12:15 (13:15),Emmen,3–1,Heracles Almelo,987,De Oude Meerdijk,Jochem Kamphuis,Match Report,
Regular Season,30,Sun,2021-04-25,14:30 (15:30),ADO Den Haag,0–3,Fortuna Sittard,939,Cars Jeans Stadion,Bas Nijhuis,Match Report,
Regular Season,30,Sun,2021-04-25,14:30 (15:30),Ajax,2–0,AZ Alkmaar,7500,Johan Cruyff ArenA,Pol van Boekel,Match Report,
Regular Season,30,Sun,2021-04-25,16:45 (17:45),Feyenoord,0–0,Vitesse,6500,Stadion Feijenoord,Dennis Higler,Match Report,
Regular Season,30,Sun,2021-04-25,16:45 (17:45),Twente,1–2,Utrecht,4000,De Grolsch Veste,Kevin Blom,Match Report,
Regular Season,31,Sat,2021-05-01,16:30 (17:30),Heracles Almelo,4–0,VVV-Venlo,,Polman Stadion,Björn Kuipers,Match Report,
Regular Season,31,Sat,2021-05-01,18:45 (19:45),Fortuna Sittard,3–0,Twente,,Fortuna Sittard Stadion,Laurens Gerrets,Match Report,
Regular Season,31,Sat,2021-05-01,20:00 (21:00),Vitesse,2–1,Zwolle,,GelreDome,Joey Kooij,Match Report,
Regular Season,31,Sat,2021-05-01,20:00 (21:00),RKC Waalwijk,1–3,AZ Alkmaar,,Mandemakers Stadion,Dennis Higler,Match Report,
Regular Season,31,Sat,2021-05-01,21:00 (22:00),Utrecht,3–2,Willem II,,Stadion Galgenwaard,Jeroen Manschot,Match Report,
Regular Season,31,Sun,2021-05-02,12:15 (13:15),ADO Den Haag,3–2,Feyenoord,,Cars Jeans Stadion,Pol van Boekel,Match Report,
Regular Season,31,Sun,2021-05-02,14:30 (15:30),Groningen,1–2,Sparta R'dam,,Hitachi Capital Mobility Stadion,Danny Makkelie,Match Report,
Regular Season,31,Sun,2021-05-02,14:30 (15:30),Ajax,4–0,Emmen,,Johan Cruyff ArenA,Kevin Blom,Match Report,
Regular Season,31,Sun,2021-05-02,16:45 (17:45),PSV Eindhoven,2–2,Heerenveen,,Philips Stadion,Allard Lindhout,Match Report,
Regular Season,32,Fri,2021-05-07,20:00 (21:00),Sparta R'dam,3–0,Vitesse,,Sparta-Stadion Het Kasteel,Bas Nijhuis,Match Report,
Regular Season,32,Sat,2021-05-08,16:30 (17:30),Twente,1–1,Heracles Almelo,,De Grolsch Veste,Allard Lindhout,Match Report,
Regular Season,32,Sat,2021-05-08,18:45 (19:45),Heerenveen,0–0,Utrecht,,Abe Lenstra Stadion,Pol van Boekel,Match Report,
Regular Season,32,Sat,2021-05-08,20:00 (21:00),AZ Alkmaar,1–0,Fortuna Sittard,,AFAS Stadion,Edwin van de Graaf,Match Report,
Regular Season,32,Sat,2021-05-08,21:00 (22:00),VVV-Venlo,3–3,RKC Waalwijk,,Seacon Stadion De Koel,Jochem Kamphuis,Match Report,
Regular Season,32,Sun,2021-05-09,12:15 (13:15),Emmen,0–4,Groningen,,De Oude Meerdijk,Serdar Gözübüyük,Match Report,
Regular Season,32,Sun,2021-05-09,14:30 (15:30),Zwolle,0–1,ADO Den Haag,,MAC³PARK Stadion,Jeroen Manschot,Match Report,
Regular Season,32,Sun,2021-05-09,14:30 (15:30),Feyenoord,0–3,Ajax,,Stadion Feijenoord,Danny Makkelie,Match Report,
Regular Season,32,Sun,2021-05-09,16:45 (17:45),Willem II,0–2,PSV Eindhoven,,Koning Willem II Stadion,Dennis Higler,Match Report,
Regular Season,33,Thu,2021-05-13,14:30 (15:30),ADO Den Haag,1–4,Willem II,,Cars Jeans Stadion,Jochem Kamphuis,Match Report,
Regular Season,33,Thu,2021-05-13,14:30 (15:30),PSV Eindhoven,4–2,Zwolle,,Philips Stadion,Serdar Gözübüyük,Match Report,
Regular Season,33,Thu,2021-05-13,14:30 (15:30),Emmen,3–1,Heerenveen,,De Oude Meerdijk,Bas Nijhuis,Match Report,
Regular Season,33,Thu,2021-05-13,14:30 (15:30),RKC Waalwijk,2–1,Twente,,Mandemakers Stadion,Martin van den Kerkhof,Match Report,
Regular Season,33,Thu,2021-05-13,14:30 (15:30),Fortuna Sittard,3–3,Vitesse,,Fortuna Sittard Stadion,Marc Nagtegaal,Match Report,
Regular Season,33,Thu,2021-05-13,14:30 (15:30),Ajax,3–1,VVV-Venlo,,Johan Cruyff ArenA,Dennis Higler,Match Report,
Regular Season,33,Thu,2021-05-13,14:30 (15:30),Heracles Almelo,1–1,Feyenoord,,Polman Stadion,Jeroen Manschot,Match Report,
Regular Season,33,Thu,2021-05-13,14:30 (15:30),Sparta R'dam,0–0,Utrecht,,Sparta-Stadion Het Kasteel,Ingmar Oostrom,Match Report,
Regular Season,33,Thu,2021-05-13,14:30 (15:30),Groningen,0–0,AZ Alkmaar,,Hitachi Capital Mobility Stadion,Allard Lindhout,Match Report,
First Round,,Sat,2021-05-15,16:30 (17:30),NAC Breda,4–1,Volendam,,Rat Verlegh Stadion,Pol van Boekel,Match Report,
First Round,,Sat,2021-05-15,18:45 (19:45),De Graafschap,2–3,Roda JC,,Stadion De Vijverberg,Edwin van de Graaf,Match Report,
First Round,,Sat,2021-05-15,21:00 (22:00),Almere City,0–4,NEC Nijmegen,,Yanmar Stadion,Kevin Blom,Match Report,
Regular Season,34,Sun,2021-05-16,14:30 (15:30),Zwolle,1–0,Groningen,,MAC³PARK Stadion,Richard Martens,Match Report,
Regular Season,34,Sun,2021-05-16,14:30 (15:30),Feyenoord,3–0,RKC Waalwijk,,Stadion Feijenoord,Bas Nijhuis,Match Report,
Regular Season,34,Sun,2021-05-16,14:30 (15:30),VVV-Venlo,0–4,Emmen,,Seacon Stadion De Koel,Danny Makkelie,Match Report,
Regular Season,34,Sun,2021-05-16,14:30 (15:30),Heerenveen,1–2,Sparta R'dam,,Abe Lenstra Stadion,Jeroen Manschot,Match Report,
Regular Season,34,Sun,2021-05-16,14:30 (15:30),Vitesse,1–3,Ajax,,GelreDome,Serdar Gözübüyük,Match Report,
Regular Season,34,Sun,2021-05-16,14:30 (15:30),AZ Alkmaar,5–0,Heracles Almelo,,AFAS Stadion,Jochem Kamphuis,Match Report,
Regular Season,34,Sun,2021-05-16,14:30 (15:30),Utrecht,1–1,PSV Eindhoven,,Stadion Galgenwaard,Björn Kuipers,Match Report,
Regular Season,34,Sun,2021-05-16,14:30 (15:30),Willem II,2–1,Fortuna Sittard,,Koning Willem II Stadion,Allard Lindhout,Match Report,
Regular Season,34,Sun,2021-05-16,14:30 (15:30),Twente,3–2,ADO Den Haag,,De Grolsch Veste,Dennis Higler,Match Report,
Semi-finals,,Wed,2021-05-19,18:45 (19:45),Utrecht,1–0,Groningen,3000,Stadion Galgenwaard,Danny Makkelie,Match Report,
Semi-finals,,Wed,2021-05-19,21:00 (22:00),Feyenoord,2–0,Sparta R'dam,6500,Stadion Feijenoord,Jochem Kamphuis,Match Report,
Semi-finals,,Thu,2021-05-20,18:45 (19:45),NEC Nijmegen,3–0,Roda JC,,Goffertstadion,Jeroen Manschot,Match Report,
Semi-finals,,Thu,2021-05-20,21:00 (22:00),Emmen,(3) 1–1 (4),NAC Breda,,De Oude Meerdijk,Allard Lindhout,Match Report,NAC Breda won on penalty kicks following extra time
Finals,,Sun,2021-05-23,12:15 (13:15),Feyenoord,2–0,Utrecht,6500,Stadion Feijenoord,Dennis Higler,Match Report,
Final,,Sun,2021-05-23,18:00 (19:00),NAC Breda,1–2,NEC Nijmegen,2500,Rat Verlegh Stadion,Björn Kuipers,Match Report,
