Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
1,Sat,2012-08-25,,Juventus,2–0,Parma,,,Andrea Romeo,Match Report,
1,Sat,2012-08-25,,Fiorentina,2–1,Udinese,,,Paolo Mazzoleni,Match Report,
1,Sun,2012-08-26,,Palermo,0–3,Napoli,,,Daniele Orsato,Match Report,
1,Sun,2012-08-26,,Genoa,2–0,Cagliari,,,Nicola Rizzoli,Match Report,
1,Sun,2012-08-26,,Pescara,0–3,Inter,,,Marco Guida,Match Report,
1,Sun,2012-08-26,,Milan,0–1,Sampdoria,,,Luca Banti,Match Report,
1,Sun,2012-08-26,,Atalanta,0–1,Lazio,,,Andrea Gervasoni,Match Report,
1,Sun,2012-08-26,,Siena,0–0,Torino,,,Piero Giacomelli,Match Report,
1,Sun,2012-08-26,,Chievo,2–0,Bologna,,,Gianpaolo Calvarese,Match Report,
1,Sun,2012-08-26,,Roma,2–2,Catania,,,Andrea De Marco,Match Report,
2,Sat,2012-09-01,,Bologna,1–3,Milan,,,Paolo Tagliavento,Match Report,
2,Sat,2012-09-01,,Torino,3–0,Pescara,,,Carmine Russo,Match Report,
2,Sun,2012-09-02,,Parma,2–0,Chievo,,,Davide Massa,Match Report,
2,Sun,2012-09-02,,Udinese,1–4,Juventus,,,Paolo Valeri,Match Report,
2,Sun,2012-09-02,,Napoli,2–1,Fiorentina,,,Antonio Damato,Match Report,
2,Sun,2012-09-02,,Inter,1–3,Roma,,,Mauro Bergonzi,Match Report,
2,Sun,2012-09-02,,Cagliari,1–1,Atalanta,,,Sebastiano Peruzzo,Match Report,
2,Sun,2012-09-02,,Sampdoria,2–1,Siena,,,Gianluca Rocchi,Match Report,
2,Sun,2012-09-02,,Catania,3–2,Genoa,,,Antonio Giannoccaro,Match Report,
2,Sun,2012-09-02,,Lazio,3–0,Palermo,,,Domenico Celi,Match Report,
3,Sat,2012-09-15,,Milan,0–1,Atalanta,,,Daniele Orsato,Match Report,
3,Sat,2012-09-15,,Palermo,1–1,Cagliari,,,Paolo Mazzoleni,Match Report,
3,Sun,2012-09-16,,Napoli,3–1,Parma,,,Andrea Gervasoni,Match Report,
3,Sun,2012-09-16,,Pescara,2–3,Sampdoria,,,Riccardo Pinzani,Match Report,
3,Sun,2012-09-16,,Roma,2–3,Bologna,,,Marco Guida,Match Report,
3,Sun,2012-09-16,,Genoa,1–3,Juventus,,,Gianluca Rocchi,Match Report,
3,Sun,2012-09-16,,Torino,0–2,Inter,,,Luca Banti,Match Report,
3,Sun,2012-09-16,,Chievo,1–3,Lazio,,,Nicola Rizzoli,Match Report,
3,Sun,2012-09-16,,Fiorentina,2–0,Catania,,,Daniele Doveri,Match Report,
3,Sun,2012-09-16,,Siena,2–2,Udinese,,,Andrea De Marco,Match Report,
4,Sat,2012-09-22,,Juventus,2–0,Chievo,,,Carmine Russo,Match Report,
4,Sat,2012-09-22,,Parma,1–1,Fiorentina,,,Paolo Valeri,Match Report,
4,Sun,2012-09-23,,Atalanta,1–0,Palermo,,,Piero Giacomelli,Match Report,
4,Sun,2012-09-23,,Cagliari,0–3,Roma,,,,Match Report,Match awarded to Roma
4,Sun,2012-09-23,,Udinese,2–1,Milan,,,Domenico Celi,Match Report,
4,Sun,2012-09-23,,Inter,0–2,Siena,,,Davide Massa,Match Report,
4,Sun,2012-09-23,,Sampdoria,1–1,Torino,,,Gianpaolo Calvarese,Match Report,
4,Sun,2012-09-23,,Lazio,0–1,Genoa,,,Antonio Damato,Match Report,
4,Sun,2012-09-23,,Bologna,1–1,Pescara,,,Andrea Romeo,Match Report,
4,Sun,2012-09-23,,Catania,0–0,Napoli,,,Mauro Bergonzi,Match Report,
5,Tue,2012-09-25,,Fiorentina,0–0,Juventus,,,Paolo Tagliavento,Match Report,
5,Wed,2012-09-26,,Catania,2–1,Atalanta,,,Massimiliano Irrati,Match Report,
5,Wed,2012-09-26,,Roma,1–1,Sampdoria,,,Paolo Mazzoleni,Match Report,
5,Wed,2012-09-26,,Torino,0–0,Udinese,,,Daniele Orsato,Match Report,
5,Wed,2012-09-26,,Milan,2–0,Cagliari,,,Andrea De Marco,Match Report,
5,Wed,2012-09-26,,Pescara,1–0,Palermo,,,Daniele Doveri,Match Report,
5,Wed,2012-09-26,,Genoa,1–1,Parma,,,Marco Guida,Match Report,
5,Wed,2012-09-26,,Chievo,0–2,Inter,,,Sebastiano Peruzzo,Match Report,
5,Wed,2012-09-26,,Napoli,3–0,Lazio,,,Luca Banti,Match Report,
5,Thu,2012-09-27,,Siena,1–0,Bologna,,,Andrea Gervasoni,Match Report,
6,Sat,2012-09-29,,Parma,1–1,Milan,,,Gianluca Rocchi,Match Report,
6,Sat,2012-09-29,,Juventus,4–1,Roma,,,Nicola Rizzoli,Match Report,
6,Sun,2012-09-30,,Palermo,4–1,Chievo,,,Mauro Bergonzi,Match Report,
6,Sun,2012-09-30,,Inter,2–1,Fiorentina,,,Antonio Giannoccaro,Match Report,
6,Sun,2012-09-30,,Lazio,2–1,Siena,,,Carmine Russo,Match Report,
6,Sun,2012-09-30,,Udinese,0–0,Genoa,,,Andrea Romeo,Match Report,
6,Sun,2012-09-30,,Bologna,4–0,Catania,,,Piero Giacomelli,Match Report,
6,Sun,2012-09-30,,Cagliari,1–2,Pescara,,,Antonio Damato,Match Report,
6,Sun,2012-09-30,,Sampdoria,0–1,Napoli,,,Paolo Tagliavento,Match Report,
