Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
13,Sat,2012-11-17,,Brest,3–0,Bastia,,Stade Francis,Alexandre Castro,Match Report,
13,Sat,2012-11-17,,Troyes,3–3,Nancy,,Stade de l'Aube,Nicolas Rainville,Match Report,
13,Sat,2012-11-17,,Paris S-G,1–2,Rennes,,Parc des Princes,Fredy Fautrel,Match Report,
13,Sun,2012-11-18,,Lyon,3–0,Reims,,Stade Municipal de Gerland,Benoît Millot,Match Report,
13,Sun,2012-11-18,,Nice,1–0,Toulouse,,Allianz Riviera,Tony Chapron,Match Report,
13,Sun,2012-11-18,,Bordeaux,1–0,Marseille,,Stade Chaban,Lionel Jaffredo,Match Report,
14,Fri,2012-11-23,,Saint-Étienne,1–0,Valenciennes,,Stade Geoffroy,Saïd Ennjimi,Match Report,
14,Sat,2012-11-24,,Rennes,0–1,Evian,,ROAZHON PARK,Benoît Bastien,Match Report,
14,Sat,2012-11-24,,Paris S-G,4–0,Troyes,,Parc des Princes,Bartolomeu Varela,Match Report,
14,Sat,2012-11-24,,Reims,0–0,Brest,,Stade Auguste Delaune,Mikael Lesage,Match Report,
14,Sat,2012-11-24,,Sochaux,0–1,Nice,,Stade Bonal,Jean-Charles Cailleux,Match Report,
14,Sat,2012-11-24,,Nancy,1–1,Ajaccio,,Stade Marcel Picot,Olivier Thual,Match Report,
14,Sat,2012-11-24,,Bastia,2–1,Lorient,,Stade Armand Cesari,Antony Gautier,Match Report,
14,Sun,2012-11-25,,Marseille,1–0,Lille,,Stade Vélodrome,Laurent Duhamel,Match Report,
14,Sun,2012-11-25,,Montpellier,1–0,Bordeaux,,Stade de la Mosson et du Mondial 98,Ruddy Buquet,Match Report,
14,Sun,2012-11-25,,Toulouse,3–0,Lyon,,Stadium,Philippe Kalt,Match Report,
10,Wed,2012-11-28,,Marseille,1–4,Lyon,,Stade Vélodrome,Clément Turpin,Match Report,
15,Fri,2012-11-30,,Ajaccio,0–0,Saint-Étienne,,Stade François Coty,Mikael Lesage,Match Report,
15,Sat,2012-12-01,,Lille,0–0,Bastia,,Stade Pierre Mauroy,Nicolas Rainville,Match Report,
15,Sat,2012-12-01,,Evian,1–1,Nancy,,Parc des Sports d’Annecy,Laurent Duhamel,Match Report,
15,Sat,2012-12-01,,Bordeaux,2–2,Sochaux,,Stade Chaban,Benoît Bastien,Match Report,
15,Sat,2012-12-01,,Valenciennes,1–0,Reims,,Stade du Hainaut,Amaury Delerue,Match Report,
15,Sat,2012-12-01,,Nice,2–1,Paris S-G,,Allianz Riviera,Ruddy Buquet,Match Report,
15,Sat,2012-12-01,,Lyon,1–0,Montpellier,,Stade Municipal de Gerland,Lionel Jaffredo,Match Report,
15,Sun,2012-12-02,,Brest,1–2,Marseille,,Stade Francis,Fredy Fautrel,Match Report,
15,Sun,2012-12-02,,Lorient,1–0,Toulouse,,Stade Yves Allainmat,Wilfried Bien,Match Report,
15,Sun,2012-12-02,,Troyes,2–3,Rennes,,Stade de l'Aube,Alexandre Castro,Match Report,
16,Fri,2012-12-07,,Toulouse,0–0,Bastia,,Stadium,Ruddy Buquet,Match Report,
16,Sat,2012-12-08,,Montpellier,3–0,Ajaccio,,Stade de la Mosson et du Mondial 98,Saïd Ennjimi,Match Report,
16,Sat,2012-12-08,,Nancy,1–1,Valenciennes,,Stade Marcel Picot,Fredy Fautrel,Match Report,
16,Sat,2012-12-08,,Paris S-G,4–0,Evian,,Parc des Princes,Olivier Thual,Match Report,
16,Sat,2012-12-08,,Rennes,2–2,Brest,,ROAZHON PARK,Antony Gautier,Match Report,
16,Sat,2012-12-08,,Troyes,1–1,Nice,,Stade de l'Aube,Clément Turpin,Match Report,
16,Sat,2012-12-08,,Sochaux,1–1,Lille,,Stade Bonal,Philippe Kalt,Match Report,
16,Sun,2012-12-09,,Reims,0–0,Bordeaux,,Stade Auguste Delaune,Bartolomeu Varela,Match Report,
16,Sun,2012-12-09,,Marseille,0–3,Lorient,,Stade Vélodrome,Benoît Millot,Match Report,
16,Sun,2012-12-09,,Saint-Étienne,0–1,Lyon,,Stade Geoffroy,Tony Chapron,Match Report,
17,Tue,2012-12-11,,Nice,1–0,Rennes,,Allianz Riviera,Nicolas Rainville,Match Report,
17,Tue,2012-12-11,,Valenciennes,0–4,Paris S-G,,Stade du Hainaut,Wilfried Bien,Match Report,
17,Tue,2012-12-11,,Lille,2–0,Toulouse,,Stade Pierre Mauroy,Sébastien Moreira,Match Report,
17,Wed,2012-12-12,,Ajaccio,2–0,Reims,,Stade François Coty,Tony Chapron,Match Report,
17,Wed,2012-12-12,,Bastia,1–2,Marseille,,Stade Armand Cesari,Saïd Ennjimi,Match Report,
17,Wed,2012-12-12,,Brest,1–2,Montpellier,,Stade Francis,Amaury Delerue,Match Report,
17,Wed,2012-12-12,,Lorient,2–0,Sochaux,,Stade Yves Allainmat,Mikael Lesage,Match Report,
17,Wed,2012-12-12,,Lyon,1–1,Nancy,,Stade Municipal de Gerland,Jean-Charles Cailleux,Match Report,
17,Wed,2012-12-12,,Evian,2–0,Troyes,,Parc des Sports d’Annecy,Lionel Jaffredo,Match Report,
17,Thu,2012-12-13,,Bordeaux,0–0,Saint-Étienne,,Stade Chaban,Clément Turpin,Match Report,
18,Fri,2012-12-14,,Rennes,2–0,Valenciennes,,ROAZHON PARK,Laurent Duhamel,Match Report,
18,Sat,2012-12-15,,Montpellier,4–0,Bastia,,Stade de la Mosson et du Mondial 98,Olivier Thual,Match Report,
18,Sat,2012-12-15,,Sochaux,1–2,Brest,,Stade Bonal,Benoît Millot,Match Report,
18,Sat,2012-12-15,,Toulouse,0–1,Marseille,,Stadium,Benoît Bastien,Match Report,
18,Sat,2012-12-15,,Nice,3–2,Evian,,Allianz Riviera,Bartolomeu Varela,Match Report,
18,Sat,2012-12-15,,Troyes,3–2,Ajaccio,,Stade de l'Aube,Fredy Fautrel,Match Report,
18,Sat,2012-12-15,,Reims,1–1,Lille,,Stade Auguste Delaune,Alexandre Castro,Match Report,
18,Sun,2012-12-16,,Nancy,1–1,Bordeaux,,Stade Marcel Picot,Philippe Kalt,Match Report,
18,Sun,2012-12-16,,Paris S-G,1–0,Lyon,,Parc des Princes,Antony Gautier,Match Report,
18,Sun,2012-12-16,,Saint-Étienne,0–2,Lorient,,Stade Geoffroy,Stéphane Lannoy,Match Report,
19,Fri,2012-12-21,,Brest,0–3,Paris S-G,,Stade Francis,Sébastien Moreira,Match Report,
19,Sat,2012-12-22,,Lorient,2–2,Reims,,Stade Yves Allainmat,Jean-Charles Cailleux,Match Report,
19,Sat,2012-12-22,,Lyon,3–0,Nice,,Stade Municipal de Gerland,Amaury Delerue,Match Report,
19,Sat,2012-12-22,,Ajaccio,2–4,Rennes,,Stade François Coty,Ruddy Buquet,Match Report,
19,Sat,2012-12-22,,Lille,4–1,Montpellier,,Stade Pierre Mauroy,Mikael Lesage,Match Report,
19,Sat,2012-12-22,,Bastia,4–2,Nancy,,Stade Jean,Stéphane Lannoy,Match Report,
19,Sat,2012-12-22,,Bordeaux,0–0,Troyes,,Stade Chaban,Wilfried Bien,Match Report,
19,Sun,2012-12-23,,Marseille,1–0,Saint-Étienne,,Stade Vélodrome,Olivier Thual,Match Report,
19,Sun,2012-12-23,,Valenciennes,2–1,Evian,,Stade du Hainaut,Nicolas Rainville,Match Report,
19,Sun,2012-12-23,,Toulouse,2–0,Sochaux,,Stadium,Lionel Jaffredo,Match Report,
20,Fri,2013-01-11,,Saint-Étienne,2–2,Toulouse,,Stade Geoffroy,Antony Gautier,Match Report,
20,Fri,2013-01-11,,Paris S-G,0–0,Ajaccio,,Parc des Princes,Nicolas Rainville,Match Report,
20,Sat,2013-01-12,,Montpellier,2–0,Lorient,,Stade de la Mosson et du Mondial 98,Laurent Duhamel,Match Report,
20,Sat,2013-01-12,,Troyes,1–2,Lyon,,Stade de l'Aube,Olivier Thual,Match Report,
20,Sat,2013-01-12,,Evian,0–2,Brest,,Parc des Sports d’Annecy,Saïd Ennjimi,Match Report,
20,Sat,2013-01-12,,Rennes,0–2,Bordeaux,,ROAZHON PARK,Sébastien Moreira,Match Report,
20,Sat,2013-01-12,,Nancy,2–2,Lille,,Stade Marcel Picot,Bartolomeu Varela,Match Report,
20,Sun,2013-01-13,,Nice,5–0,Valenciennes,,Allianz Riviera,Benoît Bastien,Match Report,
20,Sun,2013-01-13,,Sochaux,3–1,Marseille,,Stade Bonal,Fredy Fautrel,Match Report,
20,Sun,2013-01-13,,Reims,1–2,Bastia,,Stade Auguste Delaune,Ruddy Buquet,Match Report,
21,Fri,2013-01-18,,Lyon,0–0,Evian,,Stade Municipal de Gerland,Ruddy Buquet,Match Report,
21,Sat,2013-01-19,,Lorient,3–2,Troyes,,Stade Yves Allainmat,Amaury Delerue,Match Report,
21,Sat,2013-01-19,,Sochaux,1–0,Reims,,Stade Bonal,Nicolas Rainville,Match Report,
21,Sat,2013-01-19,,Brest,0–1,Saint-Étienne,,Stade Francis,Mikael Lesage,Match Report,
21,Sat,2013-01-19,,Ajaccio,1–1,Valenciennes,,Stade François Coty,Jean-Charles Cailleux,Match Report,
21,Sat,2013-01-19,,Marseille,3–2,Montpellier,,Stade Vélodrome,Lionel Jaffredo,Match Report,
21,Sat,2013-01-19,,Toulouse,2–1,Nancy,,Stadium,Sébastien Moreira,Match Report,
21,Sun,2013-01-20,,Lille,0–2,Nice,,Stade Pierre Mauroy,Wilfried Bien,Match Report,
21,Sun,2013-01-20,,Bastia,0–2,Rennes,,Stade Jean,Clément Turpin,Match Report,
21,Sun,2013-01-20,,Bordeaux,0–1,Paris S-G,,Stade Chaban,Stéphane Lannoy,Match Report,
22,Fri,2013-01-25,,Valenciennes,0–2,Lyon,,Stade du Hainaut,Clément Turpin,Match Report,
22,Sat,2013-01-26,,Nancy,2–1,Lorient,,Stade Marcel Picot,Antony Gautier,Match Report,
22,Sat,2013-01-26,,Montpellier,2–0,Sochaux,,Stade de la Mosson et du Mondial 98,Saïd Ennjimi,Match Report,
22,Sat,2013-01-26,,Reims,1–1,Toulouse,,Stade Auguste Delaune,Olivier Thual,Match Report,
22,Sat,2013-01-26,,Troyes,2–1,Brest,,Stade de l'Aube,Benoît Bastien,Match Report,
22,Sat,2013-01-26,,Rennes,2–2,Marseille,,ROAZHON PARK,Tony Chapron,Match Report,
22,Sat,2013-01-26,,Evian,1–1,Ajaccio,,Parc des Sports d’Annecy,Benoît Millot,Match Report,
22,Sun,2013-01-27,,Paris S-G,1–0,Lille,,Parc des Princes,Fredy Fautrel,Match Report,
22,Sun,2013-01-27,,Nice,0–1,Bordeaux,,Allianz Riviera,Laurent Duhamel,Match Report,
22,Sun,2013-01-27,,Saint-Étienne,3–0,Bastia,,Stade Geoffroy,Bartolomeu Varela,Match Report,
23,Fri,2013-02-01,,Toulouse,0–4,Paris S-G,,Stadium,Tony Chapron,Match Report,
23,Sat,2013-02-02,,Lille,1–1,Troyes,,Stade Pierre Mauroy,Nicolas Rainville,Match Report,
23,Sat,2013-02-02,,Brest,0–2,Nice,,Stade Francis,Stéphane Lannoy,Match Report,
23,Sat,2013-02-02,,Bordeaux,2–0,Valenciennes,,Stade Chaban,Philippe Kalt,Match Report,
23,Sat,2013-02-02,,Bastia,0–0,Evian,,Stade Abbé Deschamps,Sébastien Moreira,Match Report,
23,Sat,2013-02-02,,Lorient,2–2,Rennes,,Stade Yves Allainmat,Bartolomeu Varela,Match Report,
23,Sat,2013-02-02,,Sochaux,1–2,Saint-Étienne,,Stade Bonal,Jean-Charles Cailleux,Match Report,
23,Sun,2013-02-03,,Montpellier,3–1,Reims,,Stade de la Mosson et du Mondial 98,Amaury Delerue,Match Report,
23,Sun,2013-02-03,,Marseille,0–1,Nancy,,Stade Vélodrome,Wilfried Bien,Match Report,
23,Sun,2013-02-03,,Ajaccio,3–1,Lyon,,Stade François Coty,Lionel Jaffredo,Match Report,
24,Fri,2013-02-08,,Paris S-G,3–1,Bastia,,Parc des Princes,Olivier Thual,Match Report,
24,Sat,2013-02-09,,Ajaccio,1–0,Bordeaux,,Stade François Coty,Fredy Fautrel,Match Report,
24,Sat,2013-02-09,,Valenciennes,2–1,Brest,,Stade du Hainaut,Ruddy Buquet,Match Report,
24,Sat,2013-02-09,,Nancy,1–2,Reims,,Stade Marcel Picot,Clément Turpin,Match Report,
24,Sat,2013-02-09,,Saint-Étienne,4–1,Montpellier,,Stade Geoffroy,Philippe Kalt,Match Report,
24,Sat,2013-02-09,,Troyes,0–0,Sochaux,,Stade de l'Aube,Benoît Millot,Match Report,
24,Sat,2013-02-09,,Nice,1–1,Lorient,,Allianz Riviera,Mikael Lesage,Match Report,
24,Sun,2013-02-10,,Rennes,2–0,Toulouse,,ROAZHON PARK,Saïd Ennjimi,Match Report,
24,Sun,2013-02-10,,Evian,1–1,Marseille,,Parc des Sports d’Annecy,Antony Gautier,Match Report,
24,Sun,2013-02-10,,Lyon,1–3,Lille,,Stade Municipal de Gerland,Laurent Duhamel,Match Report,
25,Fri,2013-02-15,,Lille,2–0,Rennes,,Stade Pierre Mauroy,Jean-Charles Cailleux,Match Report,
25,Sat,2013-02-16,,Marseille,1–0,Valenciennes,,Stade Vélodrome,Sébastien Moreira,Match Report,
25,Sat,2013-02-16,,Brest,1–1,Ajaccio,,Stade Francis,Laurent Duhamel,Match Report,
25,Sat,2013-02-16,,Lorient,2–1,Evian,,Stade Yves Allainmat,Mikael Lesage,Match Report,
25,Sat,2013-02-16,,Montpellier,1–0,Nancy,,Stade de la Mosson et du Mondial 98,Olivier Thual,Match Report,
25,Sat,2013-02-16,,Toulouse,2–2,Troyes,,Stadium,Bartolomeu Varela,Match Report,
25,Sat,2013-02-16,,Bastia,0–1,Nice,,Stade Armand Cesari,Wilfried Bien,Match Report,
25,Sun,2013-02-17,,Sochaux,3–2,Paris S-G,,Stade Bonal,Lionel Jaffredo,Match Report,
