Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
19,Wed,2021-12-22,21:00 (23:00),Marseille,1.3,1–1,0.7,Reims,55908,Orange Vélodrome,François Letexier,Match Report,
19,Wed,2021-12-22,21:00 (23:00),Montpellier,1.0,4–1,0.6,Angers,10990,Stade de la Mosson,Hugo Miguel,Match Report,
19,Wed,2021-12-22,21:00 (23:00),Bordeaux,1.1,2–3,1.3,Lille,39967,Stade Matmut-Atlantique,Mikael Lesage,Match Report,
20,Fri,2022-01-07,21:00 (23:00),Bordeaux,0.8,0–1,2.0,Marseille,,Stade Matmut-Atlantique,Eric Wattellier,Match Report,
20,Sat,2022-01-08,21:00 (23:00),Lens,0.7,1–0,0.4,Rennes,5000,Stade Bollaert-Delelis,Benoît Bastien,Match Report,
20,Sun,2022-01-09,13:00 (15:00),Brest,1.7,0–3,1.5,Nice,5102,Stade Francis-Le Blé,Stéphanie Frappart,Match Report,
20,Sun,2022-01-09,15:00 (17:00),Clermont Foot,1.3,0–0,0.9,Reims,4923,Stade Gabriel Montpied,Romain Lissorgue,Match Report,
20,Sun,2022-01-09,15:00 (17:00),Metz,0.4,0–2,3.1,Strasbourg,5000,Stade Saint-Symphorien,Antony Gautier,Match Report,
20,Sun,2022-01-09,17:05 (19:05),Nantes,0.5,0–0,1.0,Monaco,4133,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard,Match Report,
20,Sun,2022-01-09,20:45 (22:45),Lyon,1.0,1–1,1.2,Paris S-G,4977,Groupama Stadium,François Letexier,Match Report,
21,Fri,2022-01-14,21:00 (23:00),Nice,1.9,2–1,0.6,Nantes,5000,Stade de Nice,Ruddy Buquet,Match Report,
21,Sat,2022-01-15,17:00 (19:00),Saint-Étienne,1.1,1–2,1.0,Lens,5000,Stade Geoffroy-Guichard,François Letexier,Match Report,
21,Sat,2022-01-15,21:00 (23:00),Paris S-G,2.4,2–0,0.8,Brest,4925,Parc des Princes,Mikael Lesage,Match Report,
21,Sun,2022-01-16,13:00 (15:00),Rennes,3.3,6–0,0.4,Bordeaux,4951,Roazhon Park,Bastien Dechepy,Match Report,
21,Sun,2022-01-16,15:00 (17:00),Monaco,3.4,4–0,0.4,Clermont Foot,2633,Stade Louis II.,Jeremy Stinat,Match Report,
21,Sun,2022-01-16,15:00 (17:00),Reims,0.7,0–1,1.1,Metz,3923,Stade Auguste-Delaune II,Jérémie Pignard,Match Report,
21,Sun,2022-01-16,15:00 (17:00),Lorient,0.6,0–0,0.7,Angers,4387,Stade Yves Allainmat - Le Moustoir,Johan Hamel,Match Report,
21,Sun,2022-01-16,15:00 (17:00),Strasbourg,1.8,3–1,1.0,Montpellier,5217,Stade de la Meinau,Pierre Gaillouste,Match Report,
21,Sun,2022-01-16,17:05 (19:05),Troyes,0.5,0–1,2.9,Lyon,4224,Stade de l'Aube,Jérôme Brisard,Match Report,
21,Sun,2022-01-16,20:45 (22:45),Marseille,1.6,1–1,0.7,Lille,5034,Orange Vélodrome,Amaury Delerue,Match Report,
19,Wed,2022-01-19,19:00 (21:00),Clermont Foot,0.5,0–2,1.4,Strasbourg,4219,Stade Gabriel Montpied,Bastien Dechepy,Match Report,
20,Wed,2022-01-19,19:00 (21:00),Lille,1.7,3–1,1.3,Lorient,4834,Stade Pierre-Mauroy,Florent Batta,Match Report,
20,Wed,2022-01-19,19:00 (21:00),Montpellier,0.7,0–1,0.7,Troyes,4943,Stade de la Mosson,Jeremy Stinat,Match Report,
22,Fri,2022-01-21,21:00 (23:00),Lyon,2.2,1–0,0.1,Saint-Étienne,5000,Groupama Stadium,Antony Gautier,Match Report,
22,Sat,2022-01-22,17:00 (19:00),Brest,1.2,2–0,1.7,Lille,4358,Stade Francis-Le Blé,Jérôme Brisard,Match Report,
22,Sat,2022-01-22,21:00 (23:00),Lens,0.8,0–2,1.3,Marseille,5000,Stade Bollaert-Delelis,Stéphanie Frappart,Match Report,
22,Sun,2022-01-23,13:00 (15:00),Metz,0.3,0–2,2.3,Nice,5000,Stade Saint-Symphorien,Amaury Delerue,Match Report,
22,Sun,2022-01-23,15:00 (17:00),Bordeaux,2.0,4–3,2.4,Strasbourg,3308,Stade Matmut-Atlantique,Mikael Lesage,Match Report,
22,Sun,2022-01-23,15:00 (17:00),Clermont Foot,1.1,2–1,1.4,Rennes,4535,Stade Gabriel Montpied,Thomas Léonard,Match Report,
22,Sun,2022-01-23,15:00 (17:00),Angers,2.2,2–1,1.6,Troyes,5000,Stade Raymond Kopa,Romain Lissorgue,Match Report,
22,Sun,2022-01-23,15:00 (17:00),Nantes,1.1,4–2,2.0,Lorient,4275,Stade de la Beaujoire - Louis Fonteneau,Pierre Gaillouste,Match Report,
22,Sun,2022-01-23,17:05 (19:05),Montpellier,1.9,3–2,1.3,Monaco,5000,Stade de la Mosson,Jérémie Pignard,Match Report,
22,Sun,2022-01-23,20:45 (22:45),Paris S-G,2.7,4–0,0.5,Reims,5000,Parc des Princes,Eric Wattellier,Match Report,
20,Wed,2022-01-26,19:00 (21:00),Angers,0.4,0–1,0.4,Saint-Étienne,,Stade Raymond Kopa,Clément Turpin,Match Report,
14,Tue,2022-02-01,21:00 (23:00),Lyon,1.5,2–1,0.6,Marseille,,Groupama Stadium,Benoît Bastien,Match Report,
23,Fri,2022-02-04,21:00 (23:00),Marseille,2.5,5–2,0.5,Angers,60000,Orange Vélodrome,Jeremy Stinat,Match Report,
23,Sat,2022-02-05,17:00 (19:00),Saint-Étienne,2.3,3–1,0.5,Montpellier,20000,Stade Geoffroy-Guichard,Thomas Léonard,Match Report,
23,Sat,2022-02-05,21:00 (23:00),Monaco,2.1,2–0,1.3,Lyon,6550,Stade Louis II.,Ruddy Buquet,Match Report,
23,Sun,2022-02-06,13:00 (15:00),Lorient,1.8,2–0,0.3,Lens,10687,Stade Yves Allainmat - Le Moustoir,Romain Lissorgue,Match Report,
23,Sun,2022-02-06,15:00 (17:00),Nice,0.7,0–1,1.7,Clermont Foot,18022,Stade de Nice,Jérôme Brisard,Match Report,
23,Sun,2022-02-06,15:00 (17:00),Troyes,0.4,0–0,0.4,Metz,7227,Stade de l'Aube,Pierre Gaillouste,Match Report,
23,Sun,2022-02-06,15:00 (17:00),Reims,2.0,5–0,0.1,Bordeaux,8858,Stade Auguste-Delaune II,Antony Gautier,Match Report,
23,Sun,2022-02-06,15:00 (17:00),Strasbourg,1.9,1–0,0.4,Nantes,22240,Stade de la Meinau,Amaury Delerue,Match Report,
23,Sun,2022-02-06,17:00 (19:00),Rennes,2.7,2–0,0.3,Brest,25409,Roazhon Park,Johan Hamel,Match Report,
23,Sun,2022-02-06,20:45 (22:45),Lille,1.2,1–5,2.9,Paris S-G,48437,Stade Pierre-Mauroy,François Letexier,Match Report,
24,Fri,2022-02-11,21:00 (23:00),Paris S-G,1.0,1–0,0.7,Rennes,47000,Parc des Princes,Benoît Bastien,Match Report,
24,Sat,2022-02-12,17:00 (19:00),Montpellier,1.1,0–1,1.4,Lille,11784,Stade de la Mosson,Stéphanie Frappart,Match Report,
24,Sat,2022-02-12,21:00 (23:00),Lyon,2.7,2–0,0.1,Nice,41974,Groupama Stadium,Benoît Millot,Match Report,
24,Sun,2022-02-13,13:00 (15:00),Monaco,0.9,0–0,0.1,Lorient,3963,Stade Louis II.,Bastien Dechepy,Match Report,
24,Sun,2022-02-13,15:00 (17:00),Nantes,0.6,1–0,0.5,Reims,14304,Stade de la Beaujoire - Louis Fonteneau,Johan Hamel,Match Report,
24,Sun,2022-02-13,15:00 (17:00),Clermont Foot,0.9,1–2,0.5,Saint-Étienne,12131,Stade Gabriel Montpied,Ruddy Buquet,Match Report,
24,Sun,2022-02-13,15:00 (17:00),Angers,0.4,0–1,0.3,Strasbourg,6521,Stade Raymond Kopa,Pierre Gaillouste,Match Report,
24,Sun,2022-02-13,15:00 (17:00),Brest,2.7,5–1,0.3,Troyes,10600,Stade Francis-Le Blé,Florent Batta,Match Report,
24,Sun,2022-02-13,17:05 (19:05),Lens,2.0,3–2,1.0,Bordeaux,32662,Stade Bollaert-Delelis,François Letexier,Match Report,
24,Sun,2022-02-13,20:45 (22:45),Metz,1.0,1–2,1.4,Marseille,25482,Stade Saint-Symphorien,Eric Wattellier,Match Report,
25,Fri,2022-02-18,21:00 (23:00),Lille,,,,Metz,,Stade Pierre-Mauroy,,Head-to-Head,
25,Sat,2022-02-19,17:00 (19:00),Lens,,,,Lyon,,Stade Bollaert-Delelis,,Head-to-Head,
25,Sat,2022-02-19,21:00 (23:00),Nantes,,,,Paris S-G,,Stade de la Beaujoire - Louis Fonteneau,,Head-to-Head,
25,Sun,2022-02-20,13:00 (15:00),Nice,,,,Angers,,Stade de Nice,,Head-to-Head,
25,Sun,2022-02-20,15:00 (17:00),Rennes,,,,Troyes,,Roazhon Park,,Head-to-Head,
25,Sun,2022-02-20,15:00 (17:00),Lorient,,,,Montpellier,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,
25,Sun,2022-02-20,15:00 (17:00),Reims,,,,Brest,,Stade Auguste-Delaune II,,Head-to-Head,
25,Sun,2022-02-20,15:00 (17:00),Saint-Étienne,,,,Strasbourg,,Stade Geoffroy-Guichard,,Head-to-Head,
25,Sun,2022-02-20,17:05 (19:05),Bordeaux,,,,Monaco,,Stade Matmut-Atlantique,,Head-to-Head,
25,Sun,2022-02-20,20:45 (22:45),Marseille,,,,Clermont Foot,,Orange Vélodrome,,Head-to-Head,
26,Fri,2022-02-25,21:00 (23:00),Montpellier,,,,Rennes,,Stade de la Mosson,,Head-to-Head,
26,Sat,2022-02-26,17:00 (19:00),Monaco,,,,Reims,,Stade Louis II.,,Head-to-Head,
26,Sat,2022-02-26,21:00 (23:00),Paris S-G,,,,Saint-Étienne,,Parc des Princes,,Head-to-Head,
26,Sun,2022-02-27,13:00 (15:00),Strasbourg,,,,Nice,,Stade de la Meinau,,Head-to-Head,
26,Sun,2022-02-27,15:00 (17:00),Angers,,,,Lens,,Stade Raymond Kopa,,Head-to-Head,
26,Sun,2022-02-27,15:00 (17:00),Metz,,,,Nantes,,Stade Saint-Symphorien,,Head-to-Head,
26,Sun,2022-02-27,15:00 (17:00),Clermont Foot,,,,Bordeaux,,Stade Gabriel Montpied,,Head-to-Head,
26,Sun,2022-02-27,15:00 (17:00),Brest,,,,Lorient,,Stade Francis-Le Blé,,Head-to-Head,
26,Sun,2022-02-27,17:05 (19:05),Troyes,,,,Marseille,,Stade de l'Aube,,Head-to-Head,
26,Sun,2022-02-27,20:45 (22:45),Lyon,,,,Lille,,Groupama Stadium,,Head-to-Head,
27,Sun,2022-03-06,,Nice,,,,Paris S-G,,Stade de Nice,,Head-to-Head,
27,Sun,2022-03-06,,Marseille,,,,Monaco,,Orange Vélodrome,,Head-to-Head,
27,Sun,2022-03-06,,Rennes,,,,Angers,,Roazhon Park,,Head-to-Head,
27,Sun,2022-03-06,,Nantes,,,,Montpellier,,Stade de la Beaujoire - Louis Fonteneau,,Head-to-Head,
27,Sun,2022-03-06,,Lens,,,,Brest,,Stade Bollaert-Delelis,,Head-to-Head,
27,Sun,2022-03-06,,Bordeaux,,,,Troyes,,Stade Matmut-Atlantique,,Head-to-Head,
27,Sun,2022-03-06,,Saint-Étienne,,,,Metz,,Stade Geoffroy-Guichard,,Head-to-Head,
27,Sun,2022-03-06,,Lille,,,,Clermont Foot,,Stade Pierre-Mauroy,,Head-to-Head,
27,Sun,2022-03-06,,Lorient,,,,Lyon,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,
27,Sun,2022-03-06,,Reims,,,,Strasbourg,,Stade Auguste-Delaune II,,Head-to-Head,
28,Sun,2022-03-13,,Lille,,,,Saint-Étienne,,Stade Pierre-Mauroy,,Head-to-Head,
28,Sun,2022-03-13,,Troyes,,,,Nantes,,Stade de l'Aube,,Head-to-Head,
28,Sun,2022-03-13,,Montpellier,,,,Nice,,Stade de la Mosson,,Head-to-Head,
28,Sun,2022-03-13,,Metz,,,,Lens,,Stade Saint-Symphorien,,Head-to-Head,
28,Sun,2022-03-13,,Brest,,,,Marseille,,Stade Francis-Le Blé,,Head-to-Head,
28,Sun,2022-03-13,,Strasbourg,,,,Monaco,,Stade de la Meinau,,Head-to-Head,
28,Sun,2022-03-13,,Lyon,,,,Rennes,,Groupama Stadium,,Head-to-Head,
28,Sun,2022-03-13,13:00 (15:00),Paris S-G,,,,Bordeaux,,Parc des Princes,,Head-to-Head,
28,Sun,2022-03-13,15:00 (17:00),Angers,,,,Reims,,Stade Raymond Kopa,,Head-to-Head,
28,Sun,2022-03-13,15:00 (17:00),Clermont Foot,,,,Lorient,,Stade Gabriel Montpied,,Head-to-Head,
29,Sun,2022-03-20,,Angers,,,,Brest,,Stade Raymond Kopa,,Head-to-Head,
29,Sun,2022-03-20,,Nantes,,,,Lille,,Stade de la Beaujoire - Louis Fonteneau,,Head-to-Head,
29,Sun,2022-03-20,,Saint-Étienne,,,,Troyes,,Stade Geoffroy-Guichard,,Head-to-Head,
29,Sun,2022-03-20,,Reims,,,,Lyon,,Stade Auguste-Delaune II,,Head-to-Head,
29,Sun,2022-03-20,,Lorient,,,,Strasbourg,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,
29,Sun,2022-03-20,,Monaco,,,,Paris S-G,,Stade Louis II.,,Head-to-Head,
29,Sun,2022-03-20,,Lens,,,,Clermont Foot,,Stade Bollaert-Delelis,,Head-to-Head,
29,Sun,2022-03-20,,Rennes,,,,Metz,,Roazhon Park,,Head-to-Head,
29,Sun,2022-03-20,,Bordeaux,,,,Montpellier,,Stade Matmut-Atlantique,,Head-to-Head,
29,Sun,2022-03-20,20:45 (22:45),Marseille,,,,Nice,,Orange Vélodrome,,Head-to-Head,
30,Sun,2022-04-03,,Lyon,,,,Angers,,Groupama Stadium,,Head-to-Head,
30,Sun,2022-04-03,,Montpellier,,,,Brest,,Stade de la Mosson,,Head-to-Head,
30,Sun,2022-04-03,,Clermont Foot,,,,Nantes,,Stade Gabriel Montpied,,Head-to-Head,
30,Sun,2022-04-03,,Strasbourg,,,,Lens,,Stade de la Meinau,,Head-to-Head,
30,Sun,2022-04-03,,Lille,,,,Bordeaux,,Stade Pierre-Mauroy,,Head-to-Head,
30,Sun,2022-04-03,,Nice,,,,Rennes,,Stade de Nice,,Head-to-Head,
30,Sun,2022-04-03,,Paris S-G,,,,Lorient,,Parc des Princes,,Head-to-Head,
30,Sun,2022-04-03,,Saint-Étienne,,,,Marseille,,Stade Geoffroy-Guichard,,Head-to-Head,
30,Sun,2022-04-03,,Metz,,,,Monaco,,Stade Saint-Symphorien,,Head-to-Head,
30,Sun,2022-04-03,,Troyes,,,,Reims,,Stade de l'Aube,,Head-to-Head,
31,Sun,2022-04-10,,Angers,,,,Lille,,Stade Raymond Kopa,,Head-to-Head,
31,Sun,2022-04-10,,Reims,,,,Rennes,,Stade Auguste-Delaune II,,Head-to-Head,
31,Sun,2022-04-10,,Lorient,,,,Saint-Étienne,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,
31,Sun,2022-04-10,,Lens,,,,Nice,,Stade Bollaert-Delelis,,Head-to-Head,
31,Sun,2022-04-10,,Marseille,,,,Montpellier,,Orange Vélodrome,,Head-to-Head,
31,Sun,2022-04-10,,Bordeaux,,,,Metz,,Stade Matmut-Atlantique,,Head-to-Head,
31,Sun,2022-04-10,,Strasbourg,,,,Lyon,,Stade de la Meinau,,Head-to-Head,
31,Sun,2022-04-10,,Monaco,,,,Troyes,,Stade Louis II.,,Head-to-Head,
31,Sun,2022-04-10,,Clermont Foot,,,,Paris S-G,,Stade Gabriel Montpied,,Head-to-Head,
31,Sun,2022-04-10,,Brest,,,,Nantes,,Stade Francis-Le Blé,,Head-to-Head,
32,Sun,2022-04-17,,Paris S-G,,,,Marseille,,Parc des Princes,,Head-to-Head,
32,Sun,2022-04-17,,Metz,,,,Clermont Foot,,Stade Saint-Symphorien,,Head-to-Head,
32,Sun,2022-04-17,,Troyes,,,,Strasbourg,,Stade de l'Aube,,Head-to-Head,
32,Sun,2022-04-17,,Nice,,,,Lorient,,Stade de Nice,,Head-to-Head,
32,Sun,2022-04-17,,Saint-Étienne,,,,Brest,,Stade Geoffroy-Guichard,,Head-to-Head,
32,Sun,2022-04-17,,Lyon,,,,Bordeaux,,Groupama Stadium,,Head-to-Head,
32,Sun,2022-04-17,,Montpellier,,,,Reims,,Stade de la Mosson,,Head-to-Head,
32,Sun,2022-04-17,,Nantes,,,,Angers,,Stade de la Beaujoire - Louis Fonteneau,,Head-to-Head,
32,Sun,2022-04-17,,Lille,,,,Lens,,Stade Pierre-Mauroy,,Head-to-Head,
32,Sun,2022-04-17,,Rennes,,,,Monaco,,Roazhon Park,,Head-to-Head,
33,Wed,2022-04-20,,Troyes,,,,Clermont Foot,,Stade de l'Aube,,Head-to-Head,
33,Wed,2022-04-20,,Lens,,,,Montpellier,,Stade Bollaert-Delelis,,Head-to-Head,
33,Wed,2022-04-20,,Reims,,,,Lille,,Stade Auguste-Delaune II,,Head-to-Head,
33,Wed,2022-04-20,,Strasbourg,,,,Rennes,,Stade de la Meinau,,Head-to-Head,
33,Wed,2022-04-20,,Monaco,,,,Nice,,Stade Louis II.,,Head-to-Head,
33,Wed,2022-04-20,,Angers,,,,Paris S-G,,Stade Raymond Kopa,,Head-to-Head,
33,Wed,2022-04-20,,Marseille,,,,Nantes,,Orange Vélodrome,,Head-to-Head,
33,Wed,2022-04-20,,Brest,,,,Lyon,,Stade Francis-Le Blé,,Head-to-Head,
33,Wed,2022-04-20,,Lorient,,,,Metz,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,
33,Wed,2022-04-20,,Bordeaux,,,,Saint-Étienne,,Stade Matmut-Atlantique,,Head-to-Head,
34,Sun,2022-04-24,,Nantes,,,,Bordeaux,,Stade de la Beaujoire - Louis Fonteneau,,Head-to-Head,
34,Sun,2022-04-24,,Rennes,,,,Lorient,,Roazhon Park,,Head-to-Head,
34,Sun,2022-04-24,,Nice,,,,Troyes,,Stade de Nice,,Head-to-Head,
34,Sun,2022-04-24,,Paris S-G,,,,Lens,,Parc des Princes,,Head-to-Head,
34,Sun,2022-04-24,,Saint-Étienne,,,,Monaco,,Stade Geoffroy-Guichard,,Head-to-Head,
34,Sun,2022-04-24,,Clermont Foot,,,,Angers,,Stade Gabriel Montpied,,Head-to-Head,
34,Sun,2022-04-24,,Metz,,,,Brest,,Stade Saint-Symphorien,,Head-to-Head,
34,Sun,2022-04-24,,Reims,,,,Marseille,,Stade Auguste-Delaune II,,Head-to-Head,
34,Sun,2022-04-24,,Lyon,,,,Montpellier,,Groupama Stadium,,Head-to-Head,
34,Sun,2022-04-24,,Lille,,,,Strasbourg,,Stade Pierre-Mauroy,,Head-to-Head,
35,Sun,2022-05-01,,Strasbourg,,,,Paris S-G,,Stade de la Meinau,,Head-to-Head,
35,Sun,2022-05-01,,Lorient,,,,Reims,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,
35,Sun,2022-05-01,,Marseille,,,,Lyon,,Orange Vélodrome,,Head-to-Head,
35,Sun,2022-05-01,,Bordeaux,,,,Nice,,Stade Matmut-Atlantique,,Head-to-Head,
35,Sun,2022-05-01,,Brest,,,,Clermont Foot,,Stade Francis-Le Blé,,Head-to-Head,
35,Sun,2022-05-01,,Troyes,,,,Lille,,Stade de l'Aube,,Head-to-Head,
35,Sun,2022-05-01,,Lens,,,,Nantes,,Stade Bollaert-Delelis,,Head-to-Head,
35,Sun,2022-05-01,,Montpellier,,,,Metz,,Stade de la Mosson,,Head-to-Head,
35,Sun,2022-05-01,,Monaco,,,,Angers,,Stade Louis II.,,Head-to-Head,
35,Sun,2022-05-01,,Rennes,,,,Saint-Étienne,,Roazhon Park,,Head-to-Head,
36,Sun,2022-05-08,,Metz,,,,Lyon,,Stade Saint-Symphorien,,Head-to-Head,
36,Sun,2022-05-08,,Lille,,,,Monaco,,Stade Pierre-Mauroy,,Head-to-Head,
36,Sun,2022-05-08,,Paris S-G,,,,Troyes,,Parc des Princes,,Head-to-Head,
36,Sun,2022-05-08,,Lorient,,,,Marseille,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,
36,Sun,2022-05-08,,Brest,,,,Strasbourg,,Stade Francis-Le Blé,,Head-to-Head,
36,Sun,2022-05-08,,Angers,,,,Bordeaux,,Stade Raymond Kopa,,Head-to-Head,
36,Sun,2022-05-08,,Clermont Foot,,,,Montpellier,,Stade Gabriel Montpied,,Head-to-Head,
36,Sun,2022-05-08,,Reims,,,,Lens,,Stade Auguste-Delaune II,,Head-to-Head,
36,Sun,2022-05-08,,Nantes,,,,Rennes,,Stade de la Beaujoire - Louis Fonteneau,,Head-to-Head,
36,Sun,2022-05-08,,Nice,,,,Saint-Étienne,,Stade de Nice,,Head-to-Head,
37,Sat,2022-05-14,,Rennes,,,,Marseille,,Roazhon Park,,Head-to-Head,
37,Sat,2022-05-14,,Troyes,,,,Lens,,Stade de l'Aube,,Head-to-Head,
37,Sat,2022-05-14,,Saint-Étienne,,,,Reims,,Stade Geoffroy-Guichard,,Head-to-Head,
37,Sat,2022-05-14,,Bordeaux,,,,Lorient,,Stade Matmut-Atlantique,,Head-to-Head,
37,Sat,2022-05-14,,Strasbourg,,,,Clermont Foot,,Stade de la Meinau,,Head-to-Head,
37,Sat,2022-05-14,,Montpellier,,,,Paris S-G,,Stade de la Mosson,,Head-to-Head,
37,Sat,2022-05-14,,Lyon,,,,Nantes,,Groupama Stadium,,Head-to-Head,
37,Sat,2022-05-14,,Monaco,,,,Brest,,Stade Louis II.,,Head-to-Head,
37,Sat,2022-05-14,,Nice,,,,Lille,,Stade de Nice,,Head-to-Head,
37,Sat,2022-05-14,,Metz,,,,Angers,,Stade Saint-Symphorien,,Head-to-Head,
38,Sat,2022-05-21,,Paris S-G,,,,Metz,,Parc des Princes,,Head-to-Head,
38,Sat,2022-05-21,,Angers,,,,Montpellier,,Stade Raymond Kopa,,Head-to-Head,
38,Sat,2022-05-21,,Lens,,,,Monaco,,Stade Bollaert-Delelis,,Head-to-Head,
38,Sat,2022-05-21,,Reims,,,,Nice,,Stade Auguste-Delaune II,,Head-to-Head,
38,Sat,2022-05-21,,Lille,,,,Rennes,,Stade Pierre-Mauroy,,Head-to-Head,
38,Sat,2022-05-21,,Nantes,,,,Saint-Étienne,,Stade de la Beaujoire - Louis Fonteneau,,Head-to-Head,
38,Sat,2022-05-21,,Lorient,,,,Troyes,,Stade Yves Allainmat - Le Moustoir,,Head-to-Head,
38,Sat,2022-05-21,,Clermont Foot,,,,Lyon,,Stade Gabriel Montpied,,Head-to-Head,
38,Sat,2022-05-21,,Marseille,,,,Strasbourg,,Orange Vélodrome,,Head-to-Head,
38,Sat,2022-05-21,,Brest,,,,Bordeaux,,Stade Francis-Le Blé,,Head-to-Head,
